ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Salt conc."
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
140300,"WS 4672","DSM 29164, LMG 28439",1,1,"Pseudomonas paralactis",Pseudomonas,paralactis,0-1
,,,,,,,,0-6.0
13176,CL-AP6,"DSM 25163, JCM 15562, KCCM 90073",1,1,"Halopseudomonas pelagia",Halopseudomonas,pelagia,0.5-8
,,,,,,,,01-02
13137,2205,"DSM 18268, ATCC 190, CCUG 7832, CIP 106696, IFO 14163, JCM 11590, LMG 1874, NBRC 14163",1,1,"Halopseudomonas pertucinogena",Halopseudomonas,pertucinogena,0-6
,,,,,,,,10
,,,,,,,,8
13086,,"CCUG 49623, CIP 106493, DSM 15088, ATCC 700383, FPC 951, JCM 13297, BCRC 17517, IAM 15126, JCM 21584, LMG 21750, LMG 23766, NBRC 103162, NCIMB 13649, VTT E-072699",1,1,"Pseudomonas plecoglossicida",Pseudomonas,plecoglossicida,0-6
,,,,,,,,10
,,,,,,,,8
13083,P527/13,"DSM 14936, LMG 21465, CCUG 51512, CCM 7506, CIP 108181",1,1,"Pseudomonas poae",Pseudomonas,poae,0-6
,,,,,,,,10
,,,,,,,,8
140904,KBL-4-9,"JCM 19138, CCTCC AB 2013069, NRRL B-59988",1,1,"Pseudomonas populi",Pseudomonas,populi,1
,,,,,,,,1-3
158812,M5,"CCTCC AB 2017186, KCTC 62119, CICC 24308",1,1,"Pseudomonas profundi",Pseudomonas,profundi,0-10
,,,,,,,,1-2
13095,,"DSM 15321, CCM 7690, CCUG 51515, CMS 64, CIP 108464, MTCC 4994",1,1,"Pseudomonas proteolytica",Pseudomonas,proteolytica,0-10
,,,,,,,,0-3
13120,E-3,"DSM 17535, JCM 10889, CCUG 53877, CIP 107901",1,1,"Pseudomonas psychrophila",Pseudomonas,psychrophila,0-10
13105,C36,"DSM 15758, LMG 21977, CCUG 51516, CIP 108579",1,1,"Pseudomonas oryzihabitans",Pseudomonas,oryzihabitans,0-2
,,,,,,,,01-05
,,,,,,,,10
,,,,,,,,3
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
12871,"90, A 3.12","DSM 291, ATCC 12633, DSM 50202, ICPB 2963, NCTC 10936, WDCM 00117, JCM 13063, ATCC 23467, BCRC 10459, CCM 7156, CCUG 12690, CCUG 2091, CECT 324, CFBP 2066, CIP 52.191, DSM 50906, HAMBI 7, HUT 8100, IAM 1236, ICMP 2758, IFO 14164, JCM 3697, KCTC 1644, KCTC 1751, LMG 2257, NBRC 14164, NCCB 68020, NCCB 72006, NCIMB 13936, NCIMB 9494, NCIMB 9528, VKM B-1301, VKM B-2187, VTT E-92005",1,1,"Pseudomonas putida",Pseudomonas,putida,0-10
140983,ID3,"LMG 29328, CCOS 865, CIP 111525",1,1,"Pseudomonas reidholzensis",Pseudomonas,reidholzensis,0-6
13139,MT1,"DSM 18361, CCM 7743, CCUG 53116, CIP 109621",1,1,"Pseudomonas reinekei",Pseudomonas,reinekei,<5
13096,IH5,"CCUG 51518, CIP 108243, DSM 16299, CECT 5726, LMG 21640",1,1,"Pseudomonas rhizosphaerae",Pseudomonas,rhizosphaerae,0-6
,,,,,,,,10
,,,,,,,,8
13072,,"CCUG 38732, LMG 17764, CCM 4734, JCM 11940, DSM 14020, CIP 104664, NCIMB 13509, CFML 92-111",1,1,"Pseudomonas rhodesiae",Pseudomonas,rhodesiae,0-6
,,,,,,,,10
,,,,,,,,8
13169,J64,"DSM 23971, JCM 14963, KCTC 22137",1,1,"Halopseudomonas sabulinigri",Halopseudomonas,sabulinigri,0-10
24439,CC-OPY-1,"DSM 27945, BCRC 80399, JCM 18195",1,1,"Pseudomonas sagittaria",Pseudomonas,sagittaria,0-5
166315,16W4-4-3,"CGMCC 1.13350, KCTC 72619",1,1,"Pseudomonas saliphila",Pseudomonas,saliphila,0-11
,,,,,,,,4
158046,584-1,"DSM 107228, LMG 22120, CFBP 2022, ICMP 14252, NCPPB 4277, CIP 107802",1,1,"Pseudomonas salomonii",Pseudomonas,salomonii,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
13151,"FR1439, FR 1439","DSM 18913, CIP 108523, IMSNU 14101, KCTC 12331, CCUG 54777, IMSNU 14100",1,1,"Pseudomonas segetis",Pseudomonas,segetis,0-10
170903,P7,"CCUG 74260, CECT 30107",1,1,"Pseudomonas sivasensis",Pseudomonas,sivasensis,0-6
,,,,,,,,8
13128,CB-7,"DSM 17727, IAM 1598, JCM 2783, NRIC 0164, CCUG 12539, ATCC 33636, CIP 106745, CCM 7503, AJ 2124, CGMCC 1.1797, IFO 16665, LMG 21615, NBRC 16665",1,1,"Pseudomonas straminea",Pseudomonas,straminea,0-6
,,,,,,,,10
,,,,,,,,8
13024,,"DSM 10604, ATCC 19310, ICMP 3023, ICPB PS255, NCPPB 281, CIP 106698, CCUG 14279, LMG 1247, DSM 6693, CRBIP25.27, CCEB 760, PDDCC 3023",1,1,"Pseudomonas syringae",Pseudomonas,syringae,0-6
,,,,,,,,10
,,,,,,,,8
24433,MS-3,"DSM 25633, JCM 16046, KACC 14032, KCTC 22612, NBRL 105641, CCUG 69583",1,1,"Pseudomonas taeanensis",Pseudomonas,taeanensis,0-5
13148,,"DSM 21104, ATCC 4683, CCM 1982, CIP 103299, JCM 20238, NCTC 10697, NRRL B-14, CCUG 560, LMG 2336, ATCC 17466, BCRC 11013, CCEB 381, CFBP 5592, IAM 1653, IFO 3460, KCTC 12501, NBRC 3460, NCIMB 9396, NCTC 8067, NRRL B-731, OUT 8256, VKM B-904",1,1,"Pseudomonas taetrolens",Pseudomonas,taetrolens,0-6
,,,,,,,,10
,,,,,,,,8
13180,CMS,"DSM 21245, BCRC 17751",1,1,"Pseudomonas taiwanensis",Pseudomonas,taiwanensis,0-6
158577,MA-69,"CCTCC AB 2013065, KCTC 42447, JCM 19137",1,1,"Stutzerimonas tarimensis",Stutzerimonas,tarimensis,0-3
,,,,,,,,1
13075,CM3,"CCUG 54623, DSM 14292, KCTC 12117, LMG 21284, CIP 107795",1,1,"Pseudomonas thermotolerans",Pseudomonas,thermotolerans,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
159884,68,"CICC 24204, KCTC 52977",1,1,"Pseudomonas tianjinensis",Pseudomonas,tianjinensis,0-4
13053,B26,"CCUG 23369, CCUG 32782, DSM 19342, ATCC 33618, CFBP 2068, ICMP 2290, LMG 2342, NCPPB 2192, JCM 21583, BCRC 13200, CECT 4472, CIP 106735, IAM 15125, ICMP 12833, ICMP 12843, NBRC 103163, ICMP 12883, PDDCC 2290",1,1,"Pseudomonas tolaasii",Pseudomonas,tolaasii,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
13084,P513/19,"CCUG 54627, CCM 7505, DSM 14937, LMG 21464, CIP 108182",1,1,"Pseudomonas trivialis",Pseudomonas,trivialis,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
133231,IB1.1,"VKM B-2935, CECT 9091",1,1,"Pseudomonas turukhanskensis",Pseudomonas,turukhanskensis,5
13099,"Ps 3-10","DSM 16611, KACC 10847, LMG 21317, CCUG 54631, JCM 16394, BCRC 17504, CIP 108618",1,1,"Pseudomonas umsongensis",Pseudomonas,umsongensis,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
164374,T3,"JCM 32830, ACCC 60124",1,1,"Stutzerimonas urumqiensis",Stutzerimonas,urumqiensis,1
,,,,,,,,1-6
13123,DhA-51,"CCUG 49675, DSM 17555, ATCC 700688, CIP 106707",1,1,"Pseudomonas vancouverensis",Pseudomonas,vancouverensis,0-6
,,,,,,,,10
,,,,,,,,8
161192,,"JCM 11828, CIP 107594, INA 06",1,1,"Pseudomonas veronii subsp. inensis",Pseudomonas,veronii,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
13016,PV6,"DSM 11124, ATCC 13223, DSM 6694, NCPPB 635, CIP 106699, CCUG 23371, LMG 2352, NRRL B895",1,1,"Pseudomonas viridiflava",Pseudomonas,viridiflava,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
140982,ID2,"LMG 29327, CCOS 864, CIP 111526",1,1,"Pseudomonas wadenswilerensis",Pseudomonas,wadenswilerensis,0-6
132438,"WS 4993","DSM 29166, LMG 28437",1,1,"Pseudomonas weihenstephanensis",Pseudomonas,weihenstephanensis,5
13166,C10-2,"DSM 22326, CGMCC 1.6446, JCM 13530, MCCC 1A00089",1,1,"Halopseudomonas xiamenensis",Halopseudomonas,xiamenensis,0-8
,,,,,,,,01-03
13173,S3-3,"DSM 23391, CCTCC AB 207151, NRRL B-51270, CIP 110124",1,1,"Halopseudomonas xinjiangensis",Halopseudomonas,xinjiangensis,2
,,,,,,,,<6
24437,BY-1,"DSM 27927, ACCC 05688, KACC 15471",1,1,"Chryseomonas luteola",Chryseomonas,luteola,0-5
,,,,,,,,0.5
13400,,"DSM 45401, BCC 28481, NBRC 104274, NRRL B-24609, GMKU 095, TISTR 1862, JCM 16707, CIP 110060",1,1,"Pseudonocardia acaciae",Pseudonocardia,acaciae,0-5
,,,,,,,,2.5
13405,,"DSM 45352, ACM 5286, JCM 18302, EUM 221, EUM 211 (erroneously)",1,1,"Pseudonocardia adelaidensis",Pseudonocardia,adelaidensis,0
,,,,,,,,10-15
,,,,,,,,15
13398,,"DSM 44979, JCM 16009, KCTC 19315, YIM 45505",1,1,"Pseudonocardia ailaonensis",Pseudonocardia,ailaonensis,0-5
13384,Y-16303,"DSM 44660, AS 4.1536, CCTCC AA 97001, CIP 107367, JCM 11837, CGMCC 4.1536",1,1,"Pseudonocardia alaniniphila",Pseudonocardia,alaniniphila,0-10
13368,,"DSM 44104, IFO 14991, NBRC 14991, VKM Ac-901, JCM 9103, CGMCC 4.1531, IMSNU 20049, KCTC 9691",1,1,"Pseudonocardia alni",Pseudonocardia,alni,2.5
13393,"H9, CMGCC 4.1877","DSM 44958, CGMCC 4.1877, JCM 12462, CIP 109186, CGMCC 4.11877",1,1,"Pseudonocardia ammonioxydans",Pseudonocardia,ammonioxydans,0-8
,,,,,,,,3.5
13388,DVS-5a1,"DSM 44749, MTCC 4297, JCM 12172, CIP 108584, DVS 5a1",1,1,"Pseudonocardia antarctica",Pseudonocardia,antarctica,0-8
,,,,,,,,10
13382,,"DSM 45322, CCTCC M2011255, SCSIO 01299",1,1,"Pseudonocardia antitumoralis",Pseudonocardia,antitumoralis,0-15
,,,,,,,,0-5
,,,,,,,,3
133626,,"DSM 45313, CCTCC AA2 08081, YIM 63587",1,1,"Pseudonocardia artemisiae",Pseudonocardia,artemisiae,0-3
,,,,,,,,1
13369,580,"DSM 44247, IFO 16224, NBRC 16224, JCM 10410, CGMCC 4.1535, CIP 105685, IMSNU 22142, NCIMB 13544",1,1,"Pseudonocardia asaccharolytica",Pseudonocardia,asaccharolytica,0
,,,,,,,,10
,,,,,,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
13324,"394, Kodai","DSM 535, ATCC 19727, CBS 466.68, DSM 40011, DSM 43210, IFO 12743, ISP 5011, KCC S-0348, NBRC 12743, RIA 1008, JCM 4348, BCRC 12444, CCM 2750, CECT 3301, CGMCC 4.1211, CGMCC 4.1297, CIP 107114, IMET 7646, IMSNU 11005, IMSNU 20050, KCTC 1816, KCTC 9564, KCTC 9574, NCIMB 9810, NRRL B-11275, VKM Ac-941",1,1,"Pseudonocardia autotrophica",Pseudonocardia,autotrophica,0
,,,,,,,,10
,,,,,,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
13403,VN05A0561,"DSM 45574, CIP 110219, NBRC 105793, VTCC A-1757",1,1,"Pseudonocardia babensis",Pseudonocardia,babensis,0-3
13399,Y8,"DSM 45349, JCM 14827, KCCM 42678",1,1,"Pseudonocardia carboxydivorans",Pseudonocardia,carboxydivorans,0-4
13386,SL-1,"DSM 44698, ATCC BAA-742, JCM 12679, NCIMB 14322",1,1,"Pseudonocardia chloroethenivorans",Pseudonocardia,chloroethenivorans,0-3
,,,,,,,,1.5
13362,"MB H-146","DSM 43592, ATCC 35407, CBS 160.82, IFO 14343, JCM 7438, NBRC 14343",1,1,"Pseudonocardia compacta",Pseudonocardia,compacta,5
13392,,"DSM 44775, ATCC 55486, JCM 13855, CB 1190",1,1,"Pseudonocardia dioxanivorans",Pseudonocardia,dioxanivorans,2.5
,,,,,,,,<5
13397,,"DSM 44969, CCTCC AA 206026, KCTC 19150, YIM 56035, JCM 16220, BCRC 16906",1,1,"Pseudonocardia endophytica",Pseudonocardia,endophytica,0-5
,,,,,,,,2.5
13406,,"DSM 45351, JCM 18303, ACM 5285, EUM 374",1,1,"Pseudonocardia eucalypti",Pseudonocardia,eucalypti,0
13360,"SS1/1 (as Nocardia sp.), SS1/1 (as<I> Nocardia</I> sp.)","DSM 43089, ATCC 51535, DSM 656, IMRU 1300, JCM 9421, NRRL B-16064, VKM Ac-1069, CGMCC 4.1288, IFO 15048, IMSNU 21327, KCTC 9296, NBRC 15048, NCIMB 13212, NRRL B-16514",1,1,"Pseudonocardia halophobica",Pseudonocardia,halophobica,0
13383,"LM 157","DSM 44525, IMSNU 50583, KCTC 9990, NBRC 100380, JCM 11896, CGMCC 1.3640, CIP 108046, VKM Ac-2517",1,1,"Pseudonocardia kongjuensis",Pseudonocardia,kongjuensis,0-6
,,,,,,,,10
,,,,,,,,8
24450,"A4038, 5DSM 45670, 5NRRL B-24890","DSM 45670, KCTC 29062, NRRL B-24890",1,1,"Pseudonocardia kujensis",Pseudonocardia,kujensis,0-5
13408,,"DSM 45301, CCTCC AA 208078, YIM 63158, JCM 32122",1,1,"Pseudonocardia kunmingensis",Pseudonocardia,kunmingensis,10
158253,NEAU-G57,"DSM 105123, CGMCC 4.7397, JCM 32387",1,1,"Pseudonocardia lutea",Pseudonocardia,lutea,0-10
,,,,,,,,1-3
159738,,"TBRC 7778, NBRC 113150, SMC 195",1,1,"Pseudonocardia mangrovi",Pseudonocardia,mangrovi,0-7
,,,,,,,,1-4
140347,ATK03,"DSM 104088, CECT 9183",1,1,"Pseudonocardia nigra",Pseudonocardia,nigra,0-4
13402,04-St-002,"DSM 45256, CCM 7582, CCUG 56962, JCM 16609",1,1,"Pseudonocardia parietis",Pseudonocardia,parietis,0.90
13356,78,"DSM 43193, ATCC 15777, DSM 655, IFO 14406, IMET 7162, JCM 3378, JCM 3394, NBRC 14406, NCIB 9438, BCRC 13694, CGMCC 4.1532, CIP 104515, IFM 0243, IMSNU 22072, KCTC 1060, MTCC 273, NCIMB 9438, NRRL B-16301, NRRL B-3075, VKM Ac-865",1,1,"Pseudonocardia petroleophila",Pseudonocardia,petroleophila,0-6
,,,,,,,,10
,,,,,,,,2.5
,,,,,,,,8
140580,GY0556,"MCCC 1A10574, KCTC 39641",1,1,"Pseudonocardia profundimaris",Pseudonocardia,profundimaris,0-3
,,,,,,,,0-8
13354,71,"DSM 43195, ATCC 15809, NCIB 9437",1,1,"Pseudonocardia saturnea",Pseudonocardia,saturnea,0
158711,NW8-21,"BCC 58125, NBRC 109519",1,1,"Pseudonocardia soli",Pseudonocardia,soli,0-7
13391,"LM 141","DSM 44797, IMSNU 50581, JCM 11935, KCTC 9991, NRRL B-24156, BCRC 16382, CIP 108013",1,1,"Pseudonocardia spinosispora",Pseudonocardia,spinosispora,0-6
,,,,,,,,10
,,,,,,,,8
13370,592,"DSM 44248, IFO 16205, NBRC 16205, JCM 10411, CGMCC 4.1533, CIP 105686, IMSNU 22143, NCIMB 13545, VTT E-073032",1,1,"Pseudonocardia sulfidoxydans",Pseudonocardia,sulfidoxydans,0-2
,,,,,,,,10
,,,,,,,,4
,,,,,,,,5
,,,,,,,,6
,,,,,,,,8
13395,K1,"DSM 44239, CIP 109050, CCUG 52126, JCM 14745",1,1,"Pseudonocardia tetrahydrofuranoxydans",Pseudonocardia,tetrahydrofuranoxydans,4
140671,CMU-NKS-70,"JCM 31292, TBRC 2000",1,1,"Pseudonocardia thailandensis",Pseudonocardia,thailandensis,0-7
,,,,,,,,1-3
13359,,"DSM 43832, ATCC 19285, CBS 277.66, IAM 14290, JCM 3095, NCIB 10079, BCRC 12539, CGMCC 4.1303, IFO 15559, KCTC 9151, NBRC 15559, NCIMB 10079, NRRL B-1978, VKM Ac-896",1,1,"Pseudonocardia thermophila",Pseudonocardia,thermophila,5
13404,,"DSM 45199, CCTCC AA 208018, YIM 61452, JCM 19149",1,1,"Pseudonocardia tropica",Pseudonocardia,tropica,0-10
,,,,,,,,1
,,,,,,,,5
13385,"XJ 45, XJ-4-5","DSM 44661, AS 4.1538, CCTCC AA 97020, CIP 107366, JCM 11839, BCRC 16358, CGMCC 4.1538, NBRC 105201",1,1,"Pseudonocardia xinjiangensis",Pseudonocardia,xinjiangensis,0
,,,,,,,,10
,,,,,,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
13412,,"DSM 45635, JCM 17906, KCTC 29005, YIM 63638, BCRC 16943",1,1,"Pseudonocardia xishanensis",Pseudonocardia,xishanensis,0-5
,,,,,,,,0-7
,,,,,,,,1.5
13390,6330,"DSM 44774, AS 4.1545, CIP 107621, JCM 11117, BCRC 16328, CGMCC 4.1545",1,1,"Pseudonocardia zijingensis",Pseudonocardia,zijingensis,0
,,,,,,,,10
,,,,,,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
13687,,"DSM 15984, ATCC BAA-863, KCTC 12145, HTCC 2597",1,1,"Pseudooceanicola batsensis",Pseudooceanicola,batsensis,0.75-10
,,,,,,,,5.4
158599,157,"KCTC 52654, MCCC 1K03317",1,1,"Pseudooceanicola lipolyticus",Pseudooceanicola,lipolyticus,0.5-10
,,,,,,,,3
130612,AZO-C,"DSM 29588, BCRC 17591, KCTC 22753, LMG 23705",1,1,"Pseudooceanicola marinus",Pseudooceanicola,marinus,2.0-8.0
,,,,,,,,4
13688,SS011B1-20,"DSM 18065, CGMCC 1.6293, LMG 23508, CIP 109530",1,1,"Pseudooceanicola nanhaiensis",Pseudooceanicola,nanhaiensis,0-10
,,,,,,,,02-03
130613,,"DSM 29619, CGMCC 1.7292, LMG 24663, JLT 1210",1,1,"Pseudooceanicola nitratireducens",Pseudooceanicola,nitratireducens,0.5-7
,,,,,,,,1.5-3
168348,XY-99,"KCTC 72211, MCCC 1K03607",1,1,"Pseudooceanicola onchidii",Pseudooceanicola,onchidii,0-12.0
,,,,,,,,1.5-3.0
14095,113,"DSM 12145, CCUG 39354, CIP 105500, JCM 21818, LMG 10337, MCCC 1A06472, NBRC 100064, ATCC 51119, IAM 15374, LMG 9526, NCIMB 13643",1,1,"Pseudopedobacter saltans",Pseudopedobacter,saltans,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
13733,20188,"DSM 23566, CGMCC 1.6500, JCM 14644",1,1,"Pseudophaeobacter arcticus",Pseudophaeobacter,arcticus,02-09
24494,306,"DSM 25627, CIP 110369, UBOCC 3187",1,1,"Pseudophaeobacter leonis",Pseudophaeobacter,leonis,0.5-6
,,,,,,,,2
166178,,"CCTCC AB 2017195, KCTC 62198, CY 03",1,1,"Pseudooceanicola sediminis",Pseudooceanicola,sediminis,0.5-9.0
,,,,,,,,1.5-2.0
133859,ZS3-33,"CGMCC 1.10836, KCTC 23700",1,1,"Pseudorhodobacter antarcticus",Pseudorhodobacter,antarcticus,0-10
,,,,,,,,1
141058,DC2N1-10,"CGMCC 1.14433, KCTC 52040",1,1,"Cypionkella aquatica",Cypionkella,aquatica,0
,,,,,,,,0-0.5
133680,HDW-19,"KCTC 23043, CCUG 58879",1,1,"Pseudorhodobacter aquimaris",Pseudorhodobacter,aquimaris,2-12
,,,,,,,,2-3
158526,4-T-34,"CCTCC AB 2014005, LMG 28256",1,1,"Cypionkella collinsensis",Cypionkella,collinsensis,0
,,,,,,,,0-1.0
13735,A7,"DSM 5888, ATCC 25652, IAM 12616, ICPB 4164, JCM 20687, CIP 105952, IFO 15767, LMG 127, LMG 22047, LMG 8173, NBRC 15767, NCIMB 1537",1,1,"Pseudorhodobacter ferrugineus",Pseudorhodobacter,ferrugineus,0
,,,,,,,,10
,,,,,,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
140481,HWR-46,"NBRC 112426, KCTC 52470",1,1,"Pseudorhodobacter ponti",Pseudorhodobacter,ponti,0-4.0
,,,,,,,,2-3
141126,,"PAMC 27389, JCM 30764, KCTC 42640",1,1,"Cypionkella psychrotolerans",Cypionkella,psychrotolerans,0.5
,,,,,,,,0.5-3.0
141057,Y1R2-4,"CGMCC 1.14435, KCTC 52039",1,1,"Cypionkella sinensis",Cypionkella,sinensis,0
,,,,,,,,0-0.5
133867,WT-MW11,"KCTC 23672, CCUG 61506",1,1,"Pseudorhodobacter wandonensis",Pseudorhodobacter,wandonensis,0-4
,,,,,,,,2.5
133823,NAFc-7,"BCRC 80210, LMG 26333, KCTC 23314",1,1,"Pseudorhodoferax aquiterrae",Pseudorhodoferax,aquiterrae,0-3
,,,,,,,,0.5
141080,DB-4,"KCTC 52038, CECT 9025",1,1,"Pseudoroseicyclus aestuarii",Pseudoroseicyclus,aestuarii,0.5-15
,,,,,,,,1-2
140810,MME-001,"KCCM 43133, JCM 30751",1,1,"Pseudoruegeria aestuarii",Pseudoruegeria,aestuarii,1-7
,,,,,,,,2-3
134212,SW-255,"KCTC 12737, JCM 13603, DSM 110540, CECT 7680, CGMCC 1.7689, CIP 109548",1,1,"Pseudoruegeria aquimaris",Pseudoruegeria,aquimaris,0-9
130631,WM67,"DSM 29328, JCM 18872, KACC 17214",1,1,"Pseudoruegeria haliotis",Pseudoruegeria,haliotis,0.5-5
,,,,,,,,1
159803,BPTF-M20,"KACC 19614, KCTC 62422, NBRC 113188",1,1,"Pseudoruegeria insulae",Pseudoruegeria,insulae,1.5-5.0
,,,,,,,,2.0-3.0
13833,HD-43,"DSM 25294, CCUG 57754, KCTC 22690",1,1,"Pseudoruegeria lutimaris",Pseudoruegeria,lutimaris,2
,,,,,,,,<9
140617,FDZSB0410,"KCTC 52127, MCCC 1A01897",1,1,"Pseudotenacibaculum haliotis",Pseudotenacibaculum,haliotis,3
,,,,,,,,3-4
140607,,"KCTC 52190, NBRC 111989, DSM 108277, CAU 1312",1,1,"Pseudothioclava arenosa",Pseudothioclava,arenosa,1-4
,,,,,,,,2
13736,F423,"DSM 16392, IAM 15084, KCTC 12308, NBRC 100514, JCM 21545",1,1,"Pseudovibrio ascidiaceicola",Pseudovibrio,ascidiaceicola,03-05
23228,Ad2,"DSM 24994, NCIMB 14761",1,1,"Pseudovibrio axinellae",Pseudovibrio,axinellae,02-04
,,,,,,,,3
13737,DN34,"DSM 17465, BCRC 17323, JCM 12308, CIP 108640, IAM 15184, NBRC 100825",1,1,"Pseudovibrio denitrificans",Pseudovibrio,denitrificans,0
,,,,,,,,10
,,,,,,,,2-8
,,,,,,,,3
13683,"LA33B, BAA-994","DSM 16456, ATCC BAA-994, CIP 108449",1,1,"Pseudovibrio exalbescens",Pseudovibrio,exalbescens,0
,,,,,,,,0.5-17.5
,,,,,,,,13.5
,,,,,,,,2-10
134242,,"IAM 15442, NCIMB 14279, KCTC 12861, WSF 2, JCM 23208",1,1,"Pseudovibrio japonicus",Pseudovibrio,japonicus,01-06
,,,,,,,,3.5
141084,UST20140214-052,"KCTC 42384, MCCC 1K00452",1,1,"Pseudovibrio stylochi",Pseudovibrio,stylochi,1-5
,,,,,,,,3
17502,"B 1616/1, B1616/1","DSM 12573, ATCC BAA-10, CCUG 46890, CIP 107227, CCM 7337, NBRC 101013",1,1,"Pseudoxanthomonas broegbernensis",Pseudoxanthomonas,broegbernensis,0-10
17508,"TR6-08, 49.101","CCUG 55487, CIP 108710, DSM 17801, IAM 15115, KCTC 12207, JCM 21575, NBRC 101159",1,1,"Pseudoxanthomonas daejeonensis",Pseudoxanthomonas,daejeonensis,0-2
,,,,,,,,10
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
17511,DS-16,"DSM 21858, CIP 108839, KCTC 12543, CCUG 53910",1,1,"Pseudoxanthomonas dokdonensis",Pseudoxanthomonas,dokdonensis,0-6
,,,,,,,,0.5
133278,roo10,"BCC 70700, NBRC 110414",1,1,"Pseudoxanthomonas helianthi",Pseudoxanthomonas,helianthi,0.005-5.0
,,,,,,,,5
,,,,,,,,6
17505,12-3,"DSM 17109, CCUG 48231, CIP 107388, JCM 11525, AJ 13070",1,1,"Pseudoxanthomonas japonensis",Pseudoxanthomonas,japonensis,0-2
,,,,,,,,0-3
,,,,,,,,10
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
17509,JA40,"DSM 18571, ATCC BAA-1031, CIP 108476, CCUG 55486",1,1,"Pseudoxanthomonas kalamensis",Pseudoxanthomonas,kalamensis,0-4
,,,,,,,,0.5-3
,,,,,,,,10
,,,,,,,,2
,,,,,,,,6
,,,,,,,,8
134100,T7-09,"KCTC 12208, IAM 15116, CCUG 55488, CIP 108711, JCM 21576, NBRC 101160, KCTC 52048",1,1,"Pseudoxanthomonas koreensis",Pseudoxanthomonas,koreensis,0-10
17504,AMX26B,"DSM 17121, CCUG 49454, CIP 106674, JCM 11524, ATCC 700993, AMX 26B",1,1,"Pseudoxanthomonas mexicana",Pseudoxanthomonas,mexicana,0-2
,,,,,,,,0-4
,,,,,,,,10
,,,,,,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
140611,WD12,"KACC 15045, LMG 25968",1,1,"Pseudoxanthomonas putridarboris",Pseudoxanthomonas,putridarboris,0
,,,,,,,,0-3.0
17512,,"CIP 109720, DSM 18855, CCUG 53828, IMMIB AFH-5",1,1,"Pseudoxanthomonas spadix",Pseudoxanthomonas,spadix,0.5-3
,,,,,,,,2
17506,4M1,"DSM 17175, CIP 109444, KACC 11320",1,1,"Pseudoxanthomonas suwonensis",Pseudoxanthomonas,suwonensis,0-5
,,,,,,,,5
17510,CB-226,"DSM 22914, ATCC BAA-404, BCRC 17172, CCUG 48041, CIP 108059, CCRC 17172",1,1,"Pseudoxanthomonas taiwanensis",Pseudoxanthomonas,taiwanensis,0-2
,,,,,,,,10
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
17513,GR12-1,"DSM 18204, CIP 109605, KACC 11580",1,1,"Pseudoxanthomonas yeongjuensis",Pseudoxanthomonas,yeongjuensis,0-2
,,,,,,,,1
23028,,"DSM 19858, JCM 11733, KCTC 22016, KMM 3531, CECT 7618",1,1,"Pseudozobellia thermophila",Pseudozobellia,thermophila,4.5
5784,HAW-EB21,"DSM 19335, JCM 14977",1,1,"Psychrilyobacter atlanticus",Psychrilyobacter,atlanticus,0.5-2.0
,,,,,,,,1.25
158270,NEAU-3TGS17,"DSM 100484, CGMCC 1.15308",1,1,"Psychrobacillus lasiicapitis",Psychrobacillus,lasiicapitis,0
,,,,,,,,0-6
1566,"68E3, 68000","DSM 11713, ATCC BAA-796, CIP 107791, NCIMB 13837",1,1,"Psychrobacillus psychrodurans",Psychrobacillus,psychrodurans,0-6
,,,,,,,,10
,,,,,,,,8
1568,3H1,"DSM 11706, CIP 107792, NCIMB 13838",1,1,"Psychrobacillus psychrotolerans",Psychrobacillus,psychrotolerans,0
,,,,,,,,10
,,,,,,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
133574,,"KCTC 22503, JCM 16343, SC 35, CIP 110994",1,1,"Psychrobacter aestuarii",Psychrobacter,aestuarii,0-4
,,,,,,,,1.5
8189,JG100,"DSM 16065, KCTC 12186, JCM 12315, CIP 110989",1,1,"Psychrobacter alimentarius",Psychrobacter,alimentarius,0.0-12
,,,,,,,,2.5
