ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,Antibiotic resistance,Metabolite (antibiotic)
,,,,,,,,1,erythromycin
,,,,,,,,1,novobiocin
,,,,,,,,1,piperacillin
,,,,,,,,1,polymyxin b
,,,,,,,,1,tetracycline
169101,TLA-22,"BCRC 81097, LMG 30309, KCTC 62189T, KCTC 62189",1,1,Sphingobium algorifonticola,Sphingobium,algorifonticola,1,penicillin g
,,,,,,,,1,streptomycin
14182,YT,"DSM 16289, CIP 107839, IAM 15006, JCM 11777",1,1,Sphingobium amiense,Sphingobium,amiense,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14181,"S-3, S-3T","DSM 14926, CIP 107076, IAM 14885, JCM 10874, CCUG 54784, KCTC 12912",1,1,Sphingobium cloacae,Sphingobium,cloacae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14176,MH,"DSM 11019, IFO 16415, LMG 18315, NBRC 16415, CCUG 56400, CIP 106705, ATCC 700291, KCTC 2939",1,1,Sphingobium herbicidovorans,Sphingobium,herbicidovorans,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14168,"BN6, BN 6","DSM 6383, CIP 107206",1,1,Sphingobium xenophagum,Sphingobium,xenophagum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14180,AB 1105,"DSM 7462, ATCC 51230, GIFU 9882, IAM 14269, JCM 7371, NCIMB 13746, CCM 4600, CCUG 28380, CCUG 31205, CIP 106726, IFO 15102, LMG 11252, NBRC 15102, PCM 2582, HAMBI 1842",1,1,Sphingobium yanoikuyae,Sphingobium,yanoikuyae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14219,Op-55,"DSM 7418, ATCC 51229, GIFU 11458, IAM 14270, JCM 7370, CCM 4598, CCUG 27290, CCUG 27819, CIP 106725, IFO 15099, LMG 10922, NBRC 15099, PCM 2581",1,1,Sphingomonas adhaesiva,Sphingomonas,adhaesiva,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14233,NW12,"CCUG 48435, DSM 14746, LMG 21376, CIP 108369",1,1,Sphingomonas aerolata,Sphingomonas,aerolata,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14237,,"DSM 15581, KCCM 41067, KCTC 2881, CCUG 48825, IFO 16722, JCM 11455, JSS 7, CIP 108007, NBRC 16722",1,1,Sphingomonas aquatilis,Sphingomonas,aquatilis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14235,MA101b,"DSM 14748, LMG 21377, CIP 108368",1,1,Sphingomonas aurantiaca,Sphingomonas,aurantiaca,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
141164,L9-754,"DSM 27347, KACC 17595",1,1,Sphingomonas carotinifaciens,Sphingomonas,carotinifaciens,1,carbenicillin
,,,,,,,,1,hygromycin
,,,,,,,,1,spectinomycin
166537,CCP-7,"BCRC 81096, LMG 30311, KCTC 62190",1,1,Sphingomonas crocodyli,Sphingomonas,crocodyli,1,ampicillin
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
140980,MIMD3,"KCTC 42801, MCCC 1K01310",1,1,Sphingomonas crusticola,Sphingomonas,crusticola,1,ceftriaxone
,,,,,,,,1,chloramphenicol
,,,,,,,,1,doxycycline
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,tetracycline
14234,MA-olki,"DSM 14747, LMG 21379, CCUG 48436, CIP 108370",1,1,Sphingomonas faeni,Sphingomonas,faeni,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
141059,E62-3,"KCTC 42834, CCTCC AB 2015300",1,1,Sphingomonas faucium,Sphingomonas,faucium,1,clindamycin
,,,,,,,,1,furazolidone
,,,,,,,,1,oxacillin
166214,ZLT-5,"CCTCC AB 2018188, KCTC 62840",1,1,Sphingomonas flavalba,Sphingomonas,flavalba,1,bacitracin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,lincomycin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
166217,HMF7854,"KCTC 62461, NBRC 113337",1,1,Sphingomonas ginkgonis,Sphingomonas,ginkgonis,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,penicillin
,,,,,,,,1,vancomycin
141165,S5-249,"DSM 27345, KACC 17593",1,1,Sphingomonas jatrophae,Sphingomonas,jatrophae,1,carbenicillin
,,,,,,,,1,hygromycin
,,,,,,,,1,kanamycin
141053,G39,"DSM 103790, LMG 29955T, LMG 29955",1,1,Sphingomonas jeddahensis,Sphingomonas,jeddahensis,1,novobiocin
,,,,,,,,1,streptomycin
14238,,"DSM 15582, KCCM 41069, KCTC 2882, JSS 26, JCM 11456, CIP 107740, IFO 16723, NBRC 16723, KCCM 41067, NBRL 16723",1,1,Sphingomonas koreensis,Sphingomonas,koreensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14221,,"DSM 4733, ATCC 15260, CIP 106443, VKM B-1368, CB 37",1,1,Sphingomonas leidyi,Sphingomonas,leidyi,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140978,03SUJ6,"KCTC 23331, JCM 17543",1,1,Sphingomonas limnosediminicola,Sphingomonas,limnosediminicola,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,penicillin
,,,,,,,,1,streptomycin
14224,Y-347,"DSM 10565, IFO 15500, NBRC 15500, JCM 10193, ATCC 51840, CGMCC 1.7044, CIP 107356, IAM 14460, KCTC 2826, LMG 17331",1,1,Sphingomonas mali,Sphingomonas,mali,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
133230,DKC-5-1,"KEMB 9005-380, KACC 18716, JCM 31294",1,1,Sphingomonas naphthae,Sphingomonas,naphthae,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,cycloheximide
,,,,,,,,1,kanamycin
,,,,,,,,1,penicillin
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,trimethoprim
159769,FW-11,"LMG 29274, HAMBI 3659",1,1,Sphingomonas oleivorans,Sphingomonas,oleivorans,1,ampicillin
,,,,,,,,1,spectinomycin
,,,,,,,,1,streptomycin
14240,S213,"DSM 17107, CIP 107926, JCM 12082, CCUG 56448",1,1,Sphingomonas oligophenolica,Sphingomonas,oligophenolica,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
166278,YZ-8,"CCTCC AB 2017137, LMG 31027",1,1,Sphingomonas paeninsulae,Sphingomonas,paeninsulae,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefazolin
,,,,,,,,1,cephradine
,,,,,,,,1,oxacillin
,,,,,,,,1,penicillin
140979,WM95,"KACC 18738, JCM 31399",1,1,Sphingomonas palustris,Sphingomonas,palustris,1,nalidixic acid
,,,,,,,,1,penicillin
,,,,,,,,1,streptomycin
14220,OH 3807,"DSM 7463, ATCC 51231, GIFU 11387, IAM 14268, JCM 7510, NCIMB 13745, CCUG 27291, LMG 10923, BCRC 17635, CCM 4599, CIP 106724, IFO 15100, NBRC 15100",1,1,Sphingomonas parapaucimobilis,Sphingomonas,parapaucimobilis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14201,CL 1/70,"DSM 1098, ATCC 29837, NCPPB 3838, NCTC 11030, JCM 7516, CCM 3293, CCUG 31192, CCUG 6518, CDC CL 1/70, CECT 599, CIP 100752, GIFU 2395, IAM 12576, ICPB 4235, IFO 13935, LMG 1227, NBRC 13935, PCM 2585",1,1,Sphingomonas paucimobilis,Sphingomonas,paucimobilis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14241,FA2,"DSM 17258, CECT 5832, LMG 21958, CIP 108674",1,1,Sphingomonas phyllosphaerae,Sphingomonas,phyllosphaerae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
133291,LYH-20,"BCRC 80911, LMG 29002, KCTC 42741",1,1,Sphingomonas piscinae,Sphingomonas,piscinae,1,streptomycin
,,,,,,,,1,sulfamerazine
,,,,,,,,1,trimethoprim
14229,EDIV,"DSM 13101, CIP 106154, JCM 21727, IAM 15276, NBRC 102491",1,1,Sphingomonas pituitosa,Sphingomonas,pituitosa,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
23276,MK341,"DSM 15593, CIP 106847, CIP 106886, IAM 14823, JCM 21329",1,1,Sphingomonas roseiflava,Sphingomonas,roseiflava,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14227,,"DSM 13885, GIFU 2397, IFO 13937, JCM 7514, NBRC 13937, NCTC 11032, ATCC 51382, BCRC 17636, CCUG 27654, CCUG 31194, CDC B4562, CIP 104197, IAM 12578, IAM 14273, LMG 10925, LMG 17325, LMG 2240",1,1,Sphingomonas sanguinis,Sphingomonas,sanguinis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140991,RP18,"KACC 18914, JCM 31801",1,1,Sphingomonas silvisoli,Sphingomonas,silvisoli,1,streptomycin
14226,,"DSM 7225, ATCC 12417, LMG 2141, LMG 2142, NCIB 9391, JCM 10278, CIP 105252, IAM 15267, IFO 16157, NBRC 100456, NBRC 16157, NCIMB 9391",1,1,Sphingomonas trueperi,Sphingomonas,trueperi,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
157911,MCT13,"DSM 105457, BAC RE RSCIC 7",1,1,Sphingomonas turrisvirgatae,Sphingomonas,turrisvirgatae,1,streptomycin
14232,A1-18,"DSM 14562, GTC 868, JCM 11416, CCUG 52398, CIP 108439",1,1,Sphingomonas yabuuchiae,Sphingomonas,yabuuchiae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14273,,"DSM 13593, LMG 18877, CCUG 45028, CIP 106977, RB 2256",1,1,Sphingopyxis alaskensis,Sphingopyxis,alaskensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14274,203,"DSM 8826, ATCC 51380, IFO 15033, NBRC 15033, JCM 10192, CIP 104196, IAM 14459, KCTC 2813, LMG 17324",1,1,Sphingopyxis macrogoltabida,Sphingopyxis,macrogoltabida,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14278,AF61,"DSM 15583, KCCM 41068, KCTC 2884, JSS 54, JCM 11457, CIP 107739, IFO 16724, NBRC 16724",1,1,Sphingopyxis taejonensis,Sphingopyxis,taejonensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14275,E-1-A,"DSM 8831, ATCC 51381, IFO 15098, NBRC 15098, JCM 10195, BCRC 17643, CIP 104198, HAMBI 1834, IAM 14462, KACC 10928, KCTC 2814, LMG 17326, NCIMB 13385",1,1,Sphingopyxis terrae,Sphingopyxis,terrae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14276,"W-50, WZIII3-6, W-50T WZ III 3-6","DSM 14551, ATCC BAA-814, CIP 107174, KCTC 12115",1,1,Sphingopyxis witflariensis,Sphingopyxis,witflariensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
158544,Y4AR-5,"CCTCC AB 2015352, KCTC 52490",1,1,Spirosoma flavum,Spirosoma,flavum,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cephalexin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
158545,15J8-5,"KCTC 52027, JCM 31992",1,1,Spirosoma koreense,Spirosoma,koreense,1,erythromycin
,,,,,,,,1,kanamycin
158607,TX0405,"KACC 19012, NBRC 112493",1,1,Spirosoma metallilatum,Spirosoma,metallilatum,1,bacitracin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,neomycin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
133260,MIMBbqt12,"MCCC 1K01308, KCTC 42805",1,1,Spirosoma soli,Spirosoma,soli,1,ampicillin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
14403,M-19,"DSM 17615, JCM 3419, CIP 105320",1,1,Sporolactobacillus kofuensis,Sporolactobacillus,kofuensis,1,metronidazole
14398,M-114,"DSM 11696, JCM 3514, CCUG 41660, CIP 105319, ATCC 700379, CGMCC 1.3845, IAM 12388, LMG 18787, NBRC 101526",1,1,Sporolactobacillus nakayamae,Sporolactobacillus,nakayamae,1,metronidazole
158704,AN130378,"KCTC 39809, DSM 103573, CIP 111631",1,1,Stackebrandtia soli,Stackebrandtia,soli,1,amikacin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,spectinomycin
,,,,,,,,1,tetracycline
158594,,"KEMB 9005-324, JCM 31498, Yeonmyeong 1-13",1,1,Stakelama algicida,Stakelama,algicida,1,cycloheximide
,,,,,,,,1,nalidixic acid
,,,,,,,,1,sulfamethoxazole
14441,BP 47,"CCUG 32416, DSM 20672, ATCC 43957, CIP 103501",1,1,Staphylococcus arlettae,Staphylococcus,arlettae,1,novobiocin
160390,,"DSM 110565, NCCP 14566",1,1,Staphylococcus aureus,Staphylococcus,aureus,1,novobiocin
14444,MVF-7,"DSM 20714, ATCC 35844, CIP 103780, CCUG 37246, CCM 3823, MVF 7, GIFU 10707",1,1,Staphylococcus aureus,Staphylococcus,aureus,1,novobiocin
14602,,"CCUG 35142, DSM 6717, ATCC 49326, MAW 8436, CIP 104192, MAW 8434",1,1,Staphylococcus capitis subsp. urealyticus,Staphylococcus,capitis,1,novobiocin
14655,SB72,"DSM 15096, CIP 107658, CCUG 47674, CCM 7194",1,1,Staphylococcus casei,Staphylococcus,casei,1,novobiocin
14632,F-2,"DSM 11674, JCM 6074, CCUG 39902, CCM 4753, CIP 105760, NCIMB 13559, NCTC 13827",1,1,Staphylococcus condimenti,Staphylococcus,condimenti,1,novobiocin
157258,P5085,"DSM 104441, CCM 8730, CCUG 72269, CIP 111603",1,1,Staphylococcus edaphicus,Staphylococcus,edaphicus,1,novobiocin
14662,"PA 231, PA231","DSM 20674, ATCC 43958, CCUG 30109, CCM 3832, NCTC 12414, CIP 103502, NRRL B-14765",1,1,Staphylococcus equorum,Staphylococcus,equorum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14542,,"DSM 20610, ATCC 35539, CCM 3572, CCUG 15600, VIII 1, CIP 103504, GIFU 10758",1,1,Staphylococcus gallinarum,Staphylococcus,gallinarum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
,,,,,,,,1,novobiocin
14657,R22,"DSM 15614, ATCC 700236, CCUG 42399, CIP 105719",1,1,Staphylococcus hominis subsp. novobiosepticus,Staphylococcus,hominis,1,novobiocin
14554,1,"DSM 20459, ATCC 11249, CCM 2368, NCTC 10350, JCM 2423, BCRC 12925, CCUG 15602, CCUG 6509, CIP 81.58, LMG 13352, MTCC 6153, NBIMCC 1094, PCM 2192",1,1,Staphylococcus hyicus,Staphylococcus,hyicus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14672,4005-LJ(m),"DSM 22147, CCM 4903, CCUG 55861",1,1,Staphylococcus microti,Staphylococcus,microti,1,novobiocin
14605,MB4,"DSM 7068, ATCC 49910, CCM 4175, CCUG 36972, CIP 103641",1,1,Staphylococcus muscae,Staphylococcus,muscae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14652,CW1,"DSM 15150, CCUG 48991, CCM 7045, CIP 108211",1,1,Staphylococcus nepalensis,Staphylococcus,nepalensis,1,novobiocin
166184,S04009,"DSM 107950, CCUG 72763, NCTC 14184",1,1,Staphylococcus pseudoxylosus,Staphylococcus,pseudoxylosus,1,clindamycin
,,,,,,,,1,fusidate
,,,,,,,,1,nitrofurantoin
,,,,,,,,1,novobiocin
,,,,,,,,1,optochin
,,,,,,,,1,penicillin g
,,,,,,,,1,tetracycline
14567,S1,"DSM 20359, ATCC 14953, JCM 1768, CCUG 24040, CCUG 9989, CIP 103275, NCTC 11807, NRRL B-14778, VPI 5661",1,1,Staphylococcus saccharolyticus,Staphylococcus,saccharolyticus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14669,"KV 12, KV 12T","DSM 18669, CCM 4410, CCUG 36975, CCUG 38042, CIP 105260",1,1,Staphylococcus saprophyticus,Staphylococcus,saprophyticus,1,novobiocin
14625,S-41,"DSM 20229, ATCC 15305, CCM 883, NCIB 8711, NCTC 7292, WDCM 00159, CCUG 3706, ATCC 19701, JCM 2427, BCRC 10786, CCUG 3006, CECT 235, CIP 76.125, IAM 12452, LMG 13350, MTCC 6155, NBIMCC 3348, NBRC 102446, NCAIM B.01067, NCCB 73011, NCFB 948, NCIMB 8711, NRRL B-14751, NCDO 948",1,1,Staphylococcus saprophyticus,Staphylococcus,saprophyticus,1,novobiocin
169301,EMCR19,"DSM 111914, JCM 34415",1,1,Staphylococcus roterodami,Staphylococcus,roterodami,1,novobiocin
14650,AMG-D1,"DSM 14617, ATCC 700337, CIP 107307, CCUG 43571, CCM 7157",1,1,Staphylococcus succinus,Staphylococcus,succinus,1,novobiocin
14603,"CK27, CK 27","DSM 6718, ATCC 49330, CCUG 35143, CIP 104024",1,1,Staphylococcus ureilyticus,Staphylococcus,ureilyticus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
,,,,,,,,1,novobiocin
14599,"KL 162, KL62","CCUG 7324, NCTC 11043, DSM 20266, ATCC 29971, CCM 2738, JCM 2418, BCRC 12930, CECT 237, CIP 81.66, HAMBI 2057, KCTC 3342, LMG 20217, MTCC 6149, NBRC 109770, NCAIM B.02008, NRRL B-14776, VTT E-97787",1,1,Staphylococcus xylosus,Staphylococcus,xylosus,1,novobiocin
158479,,"DSM 106793, CGMCC 1.15879, SCSIO 07575",1,1,Staphylospora marina,Staphylospora,marina,1,ciprofloxacin
,,,,,,,,1,norfloxacin
,,,,,,,,1,novobiocin
,,,,,,,,1,rifampicin
17557,,"DSM 13117, ATCC 700916, CIP 106456, CCUG 46887, LMG 22073, AMX 19, JCM 13310",1,1,Stenotrophomonas acidaminiphila,Stenotrophomonas,acidaminiphila,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
17532,"67, 810-2","DSM 50170, ATCC 13637, ICPB 2648-67, NCIB 9203, NCTC 10257, CCUG 5866, LMG 958, NCPPB 1974, JCM 1975, BCRC 10737, CCM 1640, CECT 115, CGMCC 1.1788, CIP 60.77, GIFU 418, IAM 12423, IFO 14161, IMET 10402, NBRC 14161, NCIMB 9203, NRC 729, NRRL B-2756, VKM B-591, ACM 497",1,1,Stenotrophomonas maltophilia,Stenotrophomonas,maltophilia,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
17555,L2,"CCUG 46888, CIP 107228, LMG 22074, DSM 12575, ATCC BAA-12, JCM 13311",1,1,Stenotrophomonas nitritireducens,Stenotrophomonas,nitritireducens,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
13146,,"DSM 19282, ATCC 23328, CCM 284, CIP 103273, JCM 9942, LMG 981, NCIMB 9152, VKM 1240, BCRC 15831, CCEB 322, CCUG 1823, CCUG 3368, KCTC 12497, NCAIM B.01950, NRRL B-2543, VKM B-1240, IMET 10400",1,1,Stenotrophomonas pictorum,Stenotrophomonas,pictorum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
17560,"e-p10, p69","DSM 14405, ATCC BAA-473, CCUG 54934, JCM 13333, CCUG 47042, CIP 107801",1,1,Stenotrophomonas rhizophila,Stenotrophomonas,rhizophila,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14827,M605815/03/2,"DSM 17536, CCUG 48115, CIP 108205",1,1,Streptococcus castoreus,Streptococcus,castoreus,1,optochin
160198,28462,"DSM 107951, CCUG 72762, NCTC 14183, DSM 107591",1,1,Streptococcus hillyeri,Streptococcus,hillyeri,1,optochin
14832,,"NCIMB 700599, BR 6, DSM 22960, ATCC BAA-102, CCUG 43820, CIP 103233, HDP 90056, NCDO 599, NCFB 599, NCIMB 700599 (formerly NCDO 599)",1,1,Streptococcus infantarius,Streptococcus,infantarius,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14736,EML 1738,"DSM 20523, ATCC 25175, IFO 13955, NBRC 13955, NCDO 2062, NCTC 10449, JCM 5705, BCRC 10793, BIOTECH 10528, CCM 6067, CCUG 11877, CCUG 17824, CCUG 6519, CECT 479, CIP 103220, HAMBI 1519, KCTC 3065, LMG 13654, LMG 14558, NCIMB 702062, VTT E-011803, PCM 2502",1,1,Streptococcus mutans,Streptococcus,mutans,1,optochin
14831,"O 108, 0108","DSM 18670, ATCC BAA-960, CCUG 49455, CIP 108659, CDC SS-1757",1,1,Streptococcus pseudopneumoniae,Streptococcus,pseudopneumoniae,1,optochin
14822,,"DSM 16830, CCUG 41590, CIP 106463, CDC 2285-97",1,1,Streptococcus urinalis,Streptococcus,urinalis,1,optochin
132442,ZLN 234,"DSM 100713, CCTCC AA 2015005",1,1,Streptomyces arcticus,Streptomyces,arcticus,1,chloramphenicol
15038,B7319,"DSM 41785, NCIMB 13927, JCM 12605, CGMCC 4.1833, CIP 108188, NBRC 100912",1,1,Streptomyces aureus,Streptomyces,aureus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
166187,MK-45,"CICC 11045, KCTC 49099",1,1,Streptomyces cyaneochromogenes,Streptomyces,cyaneochromogenes,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefazolin
,,,,,,,,1,cefoperazone
,,,,,,,,1,ceftazidime
,,,,,,,,1,ceftriaxone
,,,,,,,,1,cefuroxime
,,,,,,,,1,cephalexin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
16158,"549-A1, 549-A1 (NIHJ 267)","DSM 40604, ATCC 27428, CBS 792.72, IFO 13491, ISP 5604, JCM 4029, NBRC 13491, NIHJ 267, NRRL B-1676, RIA 1452, RIA 733, BCRC 12424, CECT 3259, CGMCC 4.1086, CIP 108155, IMET 43412, JCM 4749, KCTC 9884, MTCC 2531, NCB 264, VKM Ac-903, CCRC 12424, KCC S-0749, AS 4.1086",1,1,Streptomyces eurocidicus,Streptomyces,eurocidicus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
15136,,"DSM 40060, ATCC 12627, ATCC 19750, CBS 489.68, ETH 24304, IFO 13191, IMRU 3316, ISP 5060, NBRC 13191, NRRL B-1237, RIA 1031, CCUG 11113, CCM 3169, JCM 4366, BCRC 11469, CGMCC 4.1407, ICMP 1008, LMG 19307, NCIMB 12599, NRRL B-2924, PCM 2367, VKM Ac-767, VTT E-86262, CIP 108233",1,1,Streptomyces exfoliatus,Streptomyces,exfoliatus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
164255,TW1S1,"JCM 32404, KCTC 49013",1,1,Streptomyces fodineus,Streptomyces,fodineus,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,penicillin
,,,,,,,,1,sulbactam
15209,145,"DSM 43154, ATCC 19345, JCM 3101, KCC A-0101, RIA 884, BCRC 12344, CBS 639.66, CGMCC 4.1909, CMI 117720, IFO 12999, NBRC 12999, NCIMB 11004, NRRL B-3856",1,1,Streptomyces fumigatiscleroticus,Streptomyces,fumigatiscleroticus,1,ampicillin
,,,,,,,,1,cycloheximide
,,,,,,,,1,nalidixic acid
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin
,,,,,,,,1,sulfamethoxazole
159717,A301,"CGMCC 4.7422, JCM 32177",1,1,Streptomyces geranii,Streptomyces,geranii,1,chloramphenicol
,,,,,,,,1,norfloxacin
,,,,,,,,1,oxacillin
,,,,,,,,1,piperacillin
,,,,,,,,1,polymyxin b
15257,NA232-M1,"DSM 40004, AS 4.1368, ATCC 12628, ATCC 19763, CBS 501.68, CCM 3228, DSM 41062, ETH 28588, IFO 12776, IFO 3387, ISP 5004, JCM 4095, JCM 4580, KCC S-0095, LMG 5973, NBRC 12776, NBRC 3387, NRRL B-1068, NRRL B-1350, RIA 1043, RIA 132, VKM Ac-881, BCRC 13304, CCUG 11123, CECT 3250, CGMCC 4.1088, CIP 108156, LMG 19383, LMG 8601, MTCC 328, NCIMB 9623, PCM 2326, PCM 2345, CCRC 13304, KCC S-0580, AS 4.1088",1,1,Streptomyces griseocarneus,Streptomyces,griseocarneus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
16229,"C1, 18-16, D 100, C<SUB>1</SUB>","DSM 40236, ATCC 23345, ATCC 23921, CBS 905.68, ETH 4289, IFO 12875, IMRU 3463, ISP 5236, KCC S-0047, KCC S-0644, NBRC 12875, NCTC 13033, RIA 1176, Waksman 18-16, JCM 4047, BCRC 13478, CBS 160.45, CCT 4836, CCUG 11104, CECT 3330, CFBP 4546, CGMCC 4.1419, CIP 105124, HAMBI 2315, IAM 12311, IFO 15744, JCM 4644, KACC 20084, KCTC 9080, KCTC 9135, LMG 19302, MTCC 4734, NBIMCC 2442, NBRC 15744, NCIMB 13023, NRRL B-2682, PCM 2331, VKM Ac-800, VTT E-072676, VTT E-991424",1,1,Streptomyces griseus,Streptomyces,griseus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
15293,201,"DSM 40037, ATCC 19772, CBS 510.68, IFO 12785, ISP 5037, KCC S-0098, KCC S-0586, NBRC 12785, NRRL B-1823, RIA 1052, OEU 201, JCM 4098, BCRC 13375, CECT 3261, CGMCC 4.1948, CIP 108157, HUT 6033, IFO 3839, IMET 43546, JCM 4586, KCTC 9781, NBRC 3839, NCIMB 9838, NRRL B-5484, RIA 592, VKM Ac-902, CCRC 13375",1,1,Streptomyces hiroshimensis,Streptomyces,hiroshimensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
132826,G25,"DSM 101878, LMG 29545, NCCB 100603",1,1,Streptomyces jeddahensis,Streptomyces,jeddahensis,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,penicillin g
16145,"BA 3972, BA-3972","DSM 40833, JCM 4542, NRRL 2401, ATCC 33049, CGMCC 4.1992, CIP 108142, IFO 14657, MTCC 2532, NBIMCC 1591, NBRC 14657, VKM Ac-927, KCC S-0542",1,1,Streptomyces luteosporeus,Streptomyces,luteosporeus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
158666,MK44,"GDMCC 4.137, KCTC 39920",1,1,Streptomyces manganisoli,Streptomyces,manganisoli,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefazolin
,,,,,,,,1,cefoperazone
,,,,,,,,1,ceftazidime
,,,,,,,,1,ceftriaxone
,,,,,,,,1,cefuroxime
,,,,,,,,1,cephalexin
,,,,,,,,1,cephradine
,,,,,,,,1,chloramphenicol
