ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Colony size"
168509,R04H25,"GDMCC 1.1503, KCTC 62911",1,1,"Pseudidiomarina gelatinasegens",Pseudidiomarina,gelatinasegens,1
141083,DB-2,"KCTC 42779, CECT 8945",1,1,"Pseudoalteromonas aestuariivivens",Pseudoalteromonas,aestuariivivens,0.5-1.0
448,,"DSM 15748, CIP 105339, KMM 216",1,1,"Pseudoalteromonas fuliginea",Pseudoalteromonas,fuliginea,3-5
167229,S4498,"NCIMB 15250, LMG 31599",1,1,"Pseudoalteromonas galatheae",Pseudoalteromonas,galatheae,2-3
140626,,"KCCM 43187, JCM 31286, PAMC 28425",1,1,"Pseudoalteromonas neustonica",Pseudoalteromonas,neustonica,1-2
140699,OCN003,"CCOS 1042, CIP 111189",1,1,"Pseudoalteromonas piratica",Pseudoalteromonas,piratica,1-3
133216,TP162,"KACC 18554, CGMCC 1.15394",1,1,"Pseudoalteromonas profundi",Pseudoalteromonas,profundi,1.0-1.5
158791,MM-14,"KACC 19434, KCTC 62139, NBRC 113019",1,1,"Hanstruepera ponticola",Hanstruepera,ponticola,0.5-1.0
1901,,"DSM 25619, CCUG 46016, CIP 108977",1,1,"Pseudochrobactrum asaccharolyticum",Pseudochrobactrum,asaccharolyticum,2
1902,SS5,"DSM 19762, CCUG 49584, CIP 109227",1,1,"Pseudochrobactrum kiredjianiae",Pseudochrobactrum,kiredjianiae,2
1903,,"DSM 23782, CCM 7581, CCUG 56963, KSS 7.8",1,1,"Pseudochrobactrum lubricantis",Pseudochrobactrum,lubricantis,2
1900,,"DSM 25620, CCUG 33852, CIP 108976",1,1,"Pseudochrobactrum saccharolyticum",Pseudochrobactrum,saccharolyticum,2
141160,10R5-21,"KEMB 563-061, JCM 31587",1,1,"Massilia eburnea",Massilia,eburnea,1-2
141090,,"KCCM 43046, JCM 30369, MEBiC 08749",1,1,"Pseudofulvibacter gastropodicola",Pseudofulvibacter,gastropodicola,0.5-1.0
140903,RZW2-1,"JCM 30826, MCCC 1K00695",1,1,"Pseudofulvibacter marinus",Pseudofulvibacter,marinus,0.5-1.8
140619,NIOT.bflm.S4,"TBRC 5831, MTCC 12376, KACC 18456, JCM 31390",1,1,"Pseudogracilibacillus marinus",Pseudogracilibacillus,marinus,2.0-3.0
133284,SCS-49,"CGMCC 1.15425, KCTC 52155, MCCC 1K03186",1,1,"Pseudohongiella nitratireducens",Pseudohongiella,nitratireducens,2
158715,DBTF-15,"KACC 19431, NBRC 113039",1,1,"Pseudomaribius aestuariivivens",Pseudomaribius,aestuariivivens,0.5-0.8
166264,H-5,"BCRC 81154, KCTC 62865",1,1,"Pseudomethylobacillus aquaticus",Pseudomethylobacillus,aquaticus,0.2-0.4
157812,"RYU-5, RYU5","DSM 107182, JCM 32716",1,1,"Pseudomonas asiatica",Pseudomonas,asiatica,0.5-2.5
166373,M7D1,"CCUG 73898, LMG 31516",1,1,"Pseudomonas atacamensis",Pseudomonas,atacamensis,1-2
159168,"FL-M/Ps 38, TH39","DSM 107390, LMG 30830",1,1,"Pseudomonas bubulae",Pseudomonas,bubulae,0.5-1.0
133410,2-92,"LMG 28499, DOAB 798",1,1,"Pseudomonas canadensis",Pseudomonas,canadensis,4
166232,RD25,"LMG 30152, CECT 9373",1,1,"Pseudomonas edaphica",Pseudomonas,edaphica,1.2-1.7
158761,GEV388,"LMG 30013, ATCC TSD-90, CIP 111601",1,1,"Pseudomonas floridensis",Pseudomonas,floridensis,0.5-1.0
166380,MS586,"NRRL B-65441, LMG 30275",1,1,"Pseudomonas glycinae",Pseudomonas,glycinae,3-5
132436,"WS 4917","DSM 29165, LMG 28433",1,1,"Pseudomonas helleri",Pseudomonas,helleri,0.5-1
164413,WCHPs060044,"JCM 32907, CCTCC AB 2018120, CNCTC 7663, GDMCC 1.1396",1,1,"Pseudomonas huaxiensis",Pseudomonas,huaxiensis,1-4
166137,JS15-10A1,"CGMCC 1.16072, LMG 30036",1,1,"Pseudomonas jilinensis",Pseudomonas,jilinensis,0.5-1.0
164545,BML3,"JCM 33395, DMS 109244, DSM 109244",1,1,"Pseudomonas juntendi",Pseudomonas,juntendi,1-2
140299,"WS 4992","DSM 29167, LMG 28435",1,1,"Pseudomonas lactis",Pseudomonas,lactis,0.5-1.0
167657,P5773,"CCM 8849, LMG 30618T, LMG 30618",1,1,"Pseudomonas leptonychotis",Pseudomonas,leptonychotis,2
164180,,"JCM 32061, TBRC 7080, DMKU BBB3-04",1,1,"Pseudomonas mangiferae",Pseudomonas,mangiferae,2
166168,GL14,"CGMCC 1.13874, NBRC 113853",1,1,"Stutzerimonas nitrititolerans",Stutzerimonas,nitrititolerans,1.8
166254,A31/70,"CECT 9981, CCUG 73638",1,1,"Stutzerimonas nosocomialis",Stutzerimonas,nosocomialis,2-10
140300,"WS 4672","DSM 29164, LMG 28439",1,1,"Pseudomonas paralactis",Pseudomonas,paralactis,0.5-1.0
140904,KBL-4-9,"JCM 19138, CCTCC AB 2013069, NRRL B-59988",1,1,"Pseudomonas populi",Pseudomonas,populi,1-1.5
158812,M5,"CCTCC AB 2017186, KCTC 62119, CICC 24308",1,1,"Pseudomonas profundi",Pseudomonas,profundi,0.5-1
166315,16W4-4-3,"CGMCC 1.13350, KCTC 72619",1,1,"Pseudomonas saliphila",Pseudomonas,saliphila,2-2.5
170903,P7,"CCUG 74260, CECT 30107",1,1,"Pseudomonas sivasensis",Pseudomonas,sivasensis,1-2
158577,MA-69,"CCTCC AB 2013065, KCTC 42447, JCM 19137",1,1,"Stutzerimonas tarimensis",Stutzerimonas,tarimensis,1
133231,IB1.1,"VKM B-2935, CECT 9091",1,1,"Pseudomonas turukhanskensis",Pseudomonas,turukhanskensis,2.5-3.3
132438,"WS 4993","DSM 29166, LMG 28437",1,1,"Pseudomonas weihenstephanensis",Pseudomonas,weihenstephanensis,0.5-1
158599,157,"KCTC 52654, MCCC 1K03317",1,1,"Pseudooceanicola lipolyticus",Pseudooceanicola,lipolyticus,1
166178,,"CCTCC AB 2017195, KCTC 62198, CY 03",1,1,"Pseudooceanicola sediminis",Pseudooceanicola,sediminis,0.6-1.2
141058,DC2N1-10,"CGMCC 1.14433, KCTC 52040",1,1,"Cypionkella aquatica",Cypionkella,aquatica,2.0-2.5
158526,4-T-34,"CCTCC AB 2014005, LMG 28256",1,1,"Cypionkella collinsensis",Cypionkella,collinsensis,0.5-1.0
140481,HWR-46,"NBRC 112426, KCTC 52470",1,1,"Pseudorhodobacter ponti",Pseudorhodobacter,ponti,0.5-2.0
141126,,"PAMC 27389, JCM 30764, KCTC 42640",1,1,"Cypionkella psychrotolerans",Cypionkella,psychrotolerans,1.0-2.0
141057,Y1R2-4,"CGMCC 1.14435, KCTC 52039",1,1,"Cypionkella sinensis",Cypionkella,sinensis,2-3
168525,C1-9,"CGMCC 1.13864, KCTC 62325",1,1,"Methylibium rhizosphaerae",Methylibium,rhizosphaerae,1.0-4.0
141080,DB-4,"KCTC 52038, CECT 9025",1,1,"Pseudoroseicyclus aestuarii",Pseudoroseicyclus,aestuarii,0.5-1.0
140810,MME-001,"KCCM 43133, JCM 30751",1,1,"Pseudoruegeria aestuarii",Pseudoruegeria,aestuarii,1
159803,BPTF-M20,"KACC 19614, KCTC 62422, NBRC 113188",1,1,"Pseudoruegeria insulae",Pseudoruegeria,insulae,0.5-1
140611,WD12,"KACC 15045, LMG 25968",1,1,"Pseudoxanthomonas putridarboris",Pseudoxanthomonas,putridarboris,2.0-4.0
166433,EEAB3T1,"CCUG 70857, DSM 105477",1,1,"Psittacicella gerlachiana",Psittacicella,gerlachiana,<0.5
160776,111,"DSM 18222, CCUG 52861, CCM 8842",1,1,"Psittacicella hinzii",Psittacicella,hinzii,<0.5
166434,B96/4,"CCUG 70858, DSM 105476",1,1,"Psittacicella melopsittaci",Psittacicella,melopsittaci,<0.5
8198,,"DSM 15339, MTCC 4386, CMS 56, CIP 108799",1,1,"Psychrobacter aquaticus",Psychrobacter,aquaticus,2-3
139044,,"CIP 111025, KCTC 42280, CCTCC AB 2014019",1,1,"Psychrobacter glaciei",Psychrobacter,glaciei,1-2
141029,"A1019, A1019SS","CIP 110853, CECT 9184",1,1,"Psychrobacter pasteurii",Psychrobacter,pasteurii,1-2
141031,"1232, 1232SS","CIP 110854, CECT 9185",1,1,"Psychrobacter piechaudii",Psychrobacter,piechaudii,1-2
133281,S6-60,"JCM 31058, LMG 29157, CIP 111450",1,1,"Psychrobacter pocilloporae",Psychrobacter,pocilloporae,0.5-1.0
141081,DB-3,"KCTC 52037, NBRC 111757",1,1,"Psychroflexus aestuariivivens",Psychroflexus,aestuariivivens,0.5-1.0
141091,X15M-8,"CGMCC 1.12931, JCM 30616",1,1,"Psychroflexus planctonicus",Psychroflexus,planctonicus,0.5-2.0
133250,WDS4A13,"KCTC 52043, MCCC 1H00134",1,1,"Psychroflexus saliphilus",Psychroflexus,saliphilus,1.5-2.0
141092,X15M-6,"CGMCC 1.12925, JCM 30615",1,1,"Psychroflexus salis",Psychroflexus,salis,1.0-2.5
133081,AK20-18,"DSM 102047, LMG 29369",1,1,"Psychromicrobium silvestre",Psychromicrobium,silvestre,1
159736,T8,"CGMCC 1.15924, KCTC 333888",1,1,"Pueribacillus theae",Pueribacillus,theae,1
141170,4GSH07,"CGMCC 1.15448, LMG 29214",1,1,"Puia dinghuensis",Puia,dinghuensis,0.5-1.0
166316,RR4-38,"KCTC 52651, DSM 108068",1,1,"Pukyongia salina",Pukyongia,salina,2
133210,7578-24,"CGMCC 1.15371, JCM 31236",1,1,"Pullulanibacillus camelliae",Pullulanibacillus,camelliae,1
140731,JSSK-17,"KCTC 52765, NBRC 112766",1,1,"Puniceibacterium confluentis",Puniceibacterium,confluentis,1-1.5
140646,MI-28,"KCTC 29239, LMG 27848, BCRC 80688",1,1,"Puzihella rosea",Puzihella,rosea,0.2-0.4
141111,CGI-09,"DSM 29781, JCM 31785",1,1,"Quisquiliibacterium transsilvanicum",Quisquiliibacterium,transsilvanicum,1
166374,SAP-19,"KACC 21744, NBRC 114407",1,1,"Rahnella aceris",Rahnella,aceris,0.5-1.0
141113,G-3-2,"KEMB 9005-573, KACC 19175, JCM 31918",1,1,"Ramlibacter monticola",Ramlibacter,monticola,0.2-0.5
158539,J77-1,"KEMB 9005-548, KACC 19172, JCM 31920",1,1,"Ravibacter arvi",Ravibacter,arvi,0.5-1.0
140272,HM,"DSM 100378, JCM 30982",1,1,"Rectinema cohabitans",Rectinema,cohabitans,0.5-1
159843,DC003,"KCTC 42867, MCCC 1H00130",1,1,"Reichenbachiella versicolor",Reichenbachiella,versicolor,1-2
158528,,"KACC 17315, CECT 8288, HME 8277",1,1,"Reinekea marina",Reinekea,marina,1.2
140732,Seoho-37,"KCTC 52223, JCM 31892",1,1,"Reyranella aquatilis",Reyranella,aquatilis,1-2
132963,R49,"DSM 105074, JCM 30685, KACC 18395, KEMB 9005-318",1,1,"Rhabdobacter roseus",Rhabdobacter,roseus,1-3
159783,TAPG2,"BCRC 81054, LMG 30056, KCTC 52815",1,1,"Rheinheimera coerulea",Rheinheimera,coerulea,2-3
163799,PKS7,"JCM 30460, KCTC 42365",1,1,"Rheinheimera pleomorphica",Rheinheimera,pleomorphica,0.5
158757,KH87,"ATCC BAA-2715, CIP 111115, DSM 100018",1,1,"Rheinheimera salexigens",Rheinheimera,salexigens,1-2
133176,,"BR 10423, HAMBI 3664",1,1,"Rhizobium altiplani",Rhizobium,altiplani,3
140533,,"KCTC 52299, MCCC 1K03215, MIM 27",1,1,"Pararhizobium arenae",Pararhizobium,arenae,0.5-1.0
132978,"Po 20/26","DSM 100211, LMG 28788",1,1,"Mycoplana azooxidifex",Mycoplana,azooxidifex,0.5-1.0
166117,SPY-1,"ACCC 61627, JCM 33732",1,1,"Neorhizobium deserti",Neorhizobium,deserti,2.0-3.0
141049,"Z87-8, U 10001","UMR 1320, LMG 30030, CNPSo 668",1,1,"Rhizobium esperanzae",Rhizobium,esperanzae,1-2
133182,ZFJT-2,"CCTCC AB 2013015, KCTC 32301, LMG 27603",1,1,"Rhizobium gei",Rhizobium,gei,2
170906,"JKLM 12A2","MCC 3961, KACC 21380, JCM 33658",1,1,"Rhizobium indicum",Rhizobium,indicum,1-2
140867,shin9-1,"LMG 27163, KCTC 32148",1,1,"Rhizobium ipomoeae",Rhizobium,ipomoeae,1-1.2
140905,PC004,"BCC 73740, NBRC 110722",1,1,"Rhizobium puerariae",Rhizobium,puerariae,0.5-1
166317,NAU-18,"KCTC 62418, CCTCC AB 2018075",1,1,"Rhizobium terrae",Rhizobium,terrae,1.0-1.5
140985,166,"CGMCC 1.15279, DSM 100734",1,1,"Rhizobium wenxiniae",Rhizobium,wenxiniae,3-4
159888,W44,"CCTCC AB 2017179, GDMCC 1.1257, KCTC 62194",1,1,"Rhizobium wuzhouense",Rhizobium,wuzhouense,0.5-1.5
140469,RS22,"KEMB 9005-480, KACC 19048, NBRC 112473",1,1,"Rhodanobacter humi",Rhodanobacter,humi,2-3
159720,G-5-5,"KEMB 9005-533, KACC 19113, NBRC 112685",1,1,"Rhodanobacter hydrolyticus",Rhodanobacter,hydrolyticus,1-2
140574,CR164,"KACC 18699, NBRC 111845",1,1,"Rhodanobacter rhizosphaerae",Rhodanobacter,rhizosphaerae,0.5-1.0
158727,Ktm-20,"KEMB 9005-695, KACC 19390, JCM 32206",1,1,"Rhodococcus olei",Rhodococcus,olei,0.1-1.5
158522,C9-28,"DSM 107559, KACC 19823",1,1,"Rhodococcus subtropicus",Rhodococcus,subtropicus,1.0-1.5
166362,172606-1,"KCTC 62096, NBRC 114410",1,1,"Rhodocytophaga rosea",Rhodocytophaga,rosea,1
166273,GSA243-2,"CGMCC 1.16288, KCTC 62564",1,1,"Rhodoferax bucti",Rhodoferax,bucti,0.5-1.0
166229,,"KACC 18983, NBRC 112709, IMCC 26218",1,1,"Rhodoferax lacus",Rhodoferax,lacus,3.0-5.0
158667,15182,"KCTC 62172, MCCC 1K03442",1,1,"Rhodohalobacter barkolensis",Rhodohalobacter,barkolensis,1-2
133122,JZ3C29,"MCCC 1H00131, KCTC 52046, JCM 31413",1,1,"Rhodohalobacter halophilus",Rhodohalobacter,halophilus,1
166282,lm1,"CCTCC AB 2019071, KCTC 72156",1,1,"Rhodoligotrophos defluvii",Rhodoligotrophos,defluvii,1.5
166225,E84,"KCTC 52697, MCCC 1H00231",1,1,"Rhodosalinus halophilus",Rhodosalinus,halophilus,1
168344,"CL23, CC-AMO-30D","LMG 31418, KCTC 72252",1,1,"Robertkochia solimangrovi",Robertkochia,solimangrovi,0.5-1.0
140302,"996025094, Ac69","DSM 103978, CCUG 69667",1,1,"Rodentibacter heidelbergensis",Rodentibacter,heidelbergensis,1-2
140609,"P309, C57","MCCM 237, RGWyllie C57, HIM 1014-1, CCUG 998, ATCC 12555, DSM 112292",1,1,"Rodentibacter heylii",Rodentibacter,heylii,1-2
140305,Ppn418,"DSM 103979, CCUG 69669",1,1,"Rodentibacter mrazii",Rodentibacter,mrazii,1-2
140610,Ac151,"CCUG 69666, DSM 103994",1,1,"Rodentibacter myodis",Rodentibacter,myodis,1-2
11739,"P 421","DSM 21403, ATCC 35149, CCUG 12398, CIP 66.16, JCM 14074, LMG 4224, NCTC 8141, MCCM 00234, BCRC 11902",1,1,"Rodentibacter pneumotropicus",Rodentibacter,pneumotropicus,1-2
140304,2325/79,"DSM 103980, CCUG 17206, HPA 41",1,1,"Rodentibacter rarus",Rodentibacter,rarus,1-2
140301,F75,"DSM 103977, CCUG 69665",1,1,"Rodentibacter ratti",Rodentibacter,ratti,1-2
140303,H1987082031,"DSM 104075, CCUG 69668",1,1,"Rodentibacter trehalosifermentans",Rodentibacter,trehalosifermentans,1-2
158358,FRIFI,"DSM 28814, KCTC 15553",1,1,"Romboutsia hominis",Romboutsia,hominis,1-2
,,,,,,,,2-4
133285,Cs25,"DSM 29163, CECT 8816",1,1,"Roseibium salinum",Roseibium,salinum,1.0-2.0
158729,,"MCCC 1K03242, KCTC 52641, CCMM 001",1,1,"Roseicyclus marinus",Roseicyclus,marinus,2-3
164246,,"JCM 32374, KCCM 43267, MEBiC 09517",1,1,"Roseithermus sacchariphilus",Roseithermus,sacchariphilus,2
140828,GM-5,"KCTC 42718, NBRC 111589",1,1,"Roseivirga maritima",Roseivirga,maritima,0.2-1
140322,MM-7,"DSM 106830, NBRC 112431",1,1,"Roseobacter ponti",Roseobacter,ponti,0.1-0.7
72,TR53,"DSM 19438, CECT 7131, JCM 13556, CCM 7358, NCIMB 14503, CIP 109393",1,1,"Roseomonas aquatica",Roseomonas,aquatica,0.5-1.0
,,,,,,,,<0.5
133171,"MC 3624","CCTCC AB 2014278, LMG 28637",1,1,"Roseomonas arcticisoli",Roseomonas,arcticisoli,0.5-1.0
141094,BUT-5,"CCTCC AB 2013276, KACC 17166",1,1,"Roseomonas eburnea",Roseomonas,eburnea,2
141000,THG-N2.22,"KACC 18935, CCTCC AB 2016176",1,1,"Roseomonas hibiscisoli",Roseomonas,hibiscisoli,2
71,TH-G33,"DSM 19439, CGMCC 1.3617, JCM 13283, CIP 109168",1,1,"Roseomonas lacus",Roseomonas,lacus,0.5-1.0
133416,G-3-5,"KEMB 9005-416, KACC 18908, JCM 31470",1,1,"Roseomonas nepalensis",Roseomonas,nepalensis,0.4-1.0
159866,17Sr1-1,"KCTC 52899, NBRC 112872",1,1,"Roseomonas radiodurans",Roseomonas,radiodurans,0.4-1
73,,"DSM 19362, CCM 7468, KCTC 22045, CPCC 100056, UCCCB25",1,1,"Roseomonas vinacea",Roseomonas,vinacea,0.7-1.0
157913,Z23,"DSM 106207, CGMCC 1.16540",1,1,"Roseomonas wenyumeiae",Roseomonas,wenyumeiae,0.28-0.96
133325,GHTF-24,"KCTC 52454, NBRC 112420",1,1,"Roseovarius aestuariivivens",Roseovarius,aestuariivivens,0.5-1.0
166221,GCL-8,"MCCC 1A11651, KCTC 52430",1,1,"Roseovarius amoyensis",Roseovarius,amoyensis,0.5-1.0
141127,R12B,"MCCC 1A09786, KCTC 42506",1,1,"Roseovarius atlanticus",Roseovarius,atlanticus,1.0-2.0
163871,MME-070,"JCM 30757, KCCM 43142",1,1,"Roseovarius faecimaris",Roseovarius,faecimaris,1
159704,TFZ,"MCCC 1K03339, KCTC 52967",1,1,"Roseovarius nitratireducens",Roseovarius,nitratireducens,0.8-1
158669,N53,"MCCC 1H00200, KCTC 52886",1,1,"Roseovarius salinarum",Roseovarius,salinarum,0.5-2
167665,HN-E21,"MCCC 1K03333, LMG 30456",1,1,"Roseovarius spongiae",Roseovarius,spongiae,0.5-1.0
1225,TF-12,"DSM 16205, JCM 11545, KCCM 41589, CIP 108136",1,1,"Rossellomorea aquimaris",Rossellomorea,aquimaris,2-4
1224,TF-11,"DSM 16204, JCM 11544, KCCM 41588, CIP 108135",1,1,"Rossellomorea marisflavi",Rossellomorea,marisflavi,2-4
132581,140917-MRSA-09,"DSM 102816, CCM 8669, LMG 29446, JCM 31759, CIP 111029",1,1,"Rothia aerolata",Rothia,aerolata,1-2
159705,SAORIC-165,"NBRC 110691, KCTC 52460",1,1,"Rubritalea profundi",Rubritalea,profundi,<1
140498,SAORIC-476,"NBRC 110607, KACC 18401",1,1,"Rubrivirga profundi",Rubrivirga,profundi,0.5-1.0
167641,ICH-3,"BCRC 81155, KCTC 62866, LMG 30930",1,1,"Rubrivivax albus",Rubrivivax,albus,0.8-2.0
14036,PRD-1,"DSM 9941, IFO 16129, NBRC 16129, JCM 11954, CIP 105412, NBRC 100952",1,1,"Rubrobacter xylanophilus",Rubrobacter,xylanophilus,1.5-2
159879,J95,"MCCC 1K03284, DSM 104293",1,1,"Albibacillus kandeliae",Albibacillus,kandeliae,0.4-0.8
158547,ZGT118,"JCM 19519, ACCC 19862",1,1,"Ruegeria marisrubri",Ruegeria,marisrubri,3
158548,ZGT108,"JCM 19518, ACCC 19861",1,1,"Ruegeria profundi",Ruegeria,profundi,2-3
158531,MDT1-10-3,"CGMCC 1.9789, NBRC 109705",1,1,"Rufibacter glacialis",Rufibacter,glacialis,2.0
133023,CAI-18b,"DSM 29854, NCAIM B.02614",1,1,"Rufibacter ruber",Rufibacter,ruber,2
133192,,"CCM 8646, LMG 29438",1,1,"Rufibacter ruber",Rufibacter,ruber,1.0-2.0
166441,H-1,"CGMCC 1.16289, NBRC 113030",1,1,"Rufibacter sediminis",Rufibacter,sediminis,3
133073,Ca6,"DSM 103039, ATCC TSD-59",1,1,"Rugosibacter aromaticivorans",Rugosibacter,aromaticivorans,0.5-0.8
2760,H10,"DSM 5812, ATCC 35319, JCM 6584",1,1,"Ruminiclostridium cellulolyticum",Ruminiclostridium,cellulolyticum,0.5
17686,18P13,"DSM 18848, JCM 17042, KCTC 15320",1,1,"Ruminococcus champanellensis",Ruminococcus,champanellensis,1.5-2.5
133369,HMF3829,"KCTC 42850, CECT 8978",1,1,"Runella palustris",Runella,palustris,1
158542,J107-1,"KEMB 9005-549, KACC 19167, JCM 31921",1,1,"Rurimicrobium arvi",Rurimicrobium,arvi,1-2
132588,585-1,"DSM 100348, VKM B-2901",1,1,"Ruthenibacterium lactatiformans",Ruthenibacterium,lactatiformans,0.15-0.4
158549,HMF6543,"KCTC 52401, NBRC 112674, HME 6543",1,1,"Wocania arenilitoris",Wocania,arenilitoris,0.7
170898,ATSA2,"KCTC 43072, CCTCC AB 2019223",1,1,"Saccharibacillus brassicae",Saccharibacillus,brassicae,3
140934,WLJ055,"CGMCC 1.15276, KCTC 33693",1,1,"Saccharibacillus deserti",Saccharibacillus,deserti,2-3
133027,JM-1350,"DSM 103533, CCM 8702, LMG 29710, CIP 111111",1,1,"Saccharibacillus endophyticus",Saccharibacillus,endophyticus,2.0-3.0
133208,H6,"CCTCC AB 2016001, JCM 31172",1,1,"Saccharibacillus qingshengii",Saccharibacillus,qingshengii,1.0-2.0
11667,GR21,"DSM 19268, LMG 24085",1,1,"Saccharibacillus sacchari",Saccharibacillus,sacchari,1-2
167100,LZ-5,"KCTC 62460, CCTCC AB 2017232",1,1,"Saccharospirillum alexandrii",Saccharospirillum,alexandrii,0.5-1.5
159727,HK-33,"KCTC 62178, MCCC 1K03440",1,1,"Saccharospirillum mangrovi",Saccharospirillum,mangrovi,0.5-1
13789,"E 37, E-37","DSM 11524, ATCC 700073, CIP 105237, CIP 105724",1,1,"Sagittula stellata",Sagittula,stellata,0.5
160625,RR3-28,"DSM 107947, KCTC 52649",1,1,"Salaquimonas pukyongi",Salaquimonas,pukyongi,1
159784,K5023,"KCTC 52477, MCCC 1H00173",1,1,"Salegentibacter sediminis",Salegentibacter,sediminis,0.5-1
140592,JZ3C34,"KCTC 52047, MCCC 1K02288",1,1,"Salibacter halophilus",Salibacter,halophilus,1
158766,GSS13,"KCTC 33792, MCCC 1K00567",1,1,"Salibacterium lacus",Salibacterium,lacus,1.0-2.0
159796,SMB4,"MTCC 12633, KCTC 33876, JCM 32187",1,1,"Salibacterium nitratireducens",Salibacterium,nitratireducens,1.2
1829,,"DSM 21201, CCTCC AA 208038, KCTC 22346, YIM YD3",1,1,"Salinarimonas rosea",Salinarimonas,rosea,2.5
168453,WDS2A16A,"KCTC 52225, MCCC 1H00139",1,1,"Salinibius halmophilus",Salinibius,halmophilus,2-3
140936,MSSRFH1,"KCTC 32998, NBRC 110222",1,1,"Salinicola rhizosphaerae",Salinicola,rhizosphaerae,2
140612,F01,"KCTC 42855, CCTCC AB 2015304",1,1,"Salinicola tamaricis",Salinicola,tamaricis,1-1.5
140792,X7,"KCTC 42585, MCCC 1H00115",1,1,"Salinimicrobium flavum",Salinimicrobium,flavum,0.6-1.5
167381,HMF8227,"KCTC 62462, NBRC 113230T, NBRC 113230",1,1,"Saliniradius amylolyticus",Saliniradius,amylolyticus,1
158649,,"MCCC 1K03246, KCTC 52640, CCMM 005, JCM 31813",1,1,"Salinisphaera aquimarina",Salinisphaera,aquimarina,1
140600,YCWB25,"MCCC 1K00272, LMG 25394",1,1,"Salinovum rubellum",Salinovum,rubellum,0.5-1.0
140829,S9,"KCTC 33633, LMG 28644",1,1,"Salipaludibacillus aurantiacus",Salipaludibacillus,aurantiacus,1.2-2
158551,LSN-49,"BCRC 81005, LMG 29726, KCTC 52439",1,1,"Salsuginimonas clara",Salsuginimonas,clara,0.9-3
166298,FSY-15,"BCRC 81011, LMG 29732, KCTC 52445",1,1,"Sandaracinomonas limnophila",Sandaracinomonas,limnophila,0.5-0.7
133099,ISLP-3,"DSM 100501, ATCC TSD-17, JCM 30887",1,1,"Sanguibacter gelidistatuariae",Sanguibacter,gelidistatuariae,1-3
181,"Hudd B9912678","DSM 15537, CCUG 42773, CIP 106713, KCTC 15233",1,1,"Schaalia funkei",Schaalia,funkei,<1.0
162,D145A-07,"DSM 6843, ATCC 49285, CCUG 32935, VPI D145A-07, CIP 104749, VPI D145A-7",1,1,"Schaalia georgiae",Schaalia,georgiae,1
,,,,,,,,1.0
161,,"CCUG 21024, LMG 16161, DSM 20733, ATCC 35568, CIP 103148, VPI 8617, PIP 2477B",1,1,"Schaalia meyeri",Schaalia,meyeri,1.0
185,R10176,"DSM 15804, CCUG 46091, CIP 107423",1,1,"Schaalia vaccimaxillae",Schaalia,vaccimaxillae,<1.0
599,"1, BAI","CCUG 28517, NRRL B-14310, DSM 1046, ATCC 29788, CCM 2849, CIP R925, JCM 12210, BCRC 15923, BCRC 16018, CIP 77.28, HAMBI 1884, IFO 15712, KCTC 3447, LMG 9581, NBRC 15712, NCCB 93150, NCIMB 11859, NRRL B-14522",1,1,"Schinkia azotoformans",Schinkia,azotoformans,5.0
140410,IWT25,"DSM 102974, JCM 31145, LMG 30918",1,1,"Secundilactobacillus pentosiphilus",Secundilactobacillus,pentosiphilus,0.2-0.5
140409,IWT5,"DSM 102973, JCM 31144, LMG 30917",1,1,"Secundilactobacillus silagincola",Secundilactobacillus,silagincola,0.2-1.0
132448,MO-SEDI,"DSM 24004, JCM 17293",1,1,"Sedimentibacter acidaminivorans",Sedimentibacter,acidaminivorans,0.2-0.3
140907,F23,"JCM 19771, CGMCC 1.12785, MCCC 1A09945",1,1,"Sediminivirga luteola",Sediminivirga,luteola,1-2
140337,YJ01,"DSM 25312, KACC 19547, NBRC 113173",1,1,"Segeticoccus rhizosphaerae",Segeticoccus,rhizosphaerae,0.4-2.3
167519,KGMB04484,"KCTC 15721, CCUG 72347",1,1,"Senegalimassilia faecalis",Senegalimassilia,faecalis,0.5-1
158553,B011,"MCCC 1H00146, NBRC 112333",1,1,"Seonamhaeicola marinus",Seonamhaeicola,marinus,2
166320,W255,"MCCC 1H00377, KCTC 72085",1,1,"Seonamhaeicola sediminis",Seonamhaeicola,sediminis,0.2-0.8
168195,GH4-78,"DSM 106349, KCTC 62383",1,1,"Seongchinamella unica",Seongchinamella,unica,1-1.5
132680,3b,"DSM 100013, JCM 30645",1,1,"Serpentinicella alkaliphila",Serpentinicella,alkaliphila,1.0-2.0
132370,2015-2462-01,"DSM 100980, CCM 8626, LMG 29119, CIP 110919",1,1,"Serratia aquatilis",Serratia,aquatilis,5
132976,ST-6,"DSM 23803, JCM 31091, KCTC 23253",1,1,"Shewanella algicola",Shewanella,algicola,1.0-2.0
158312,08MAS2251,"DSM 104682, CGMCC 1.16033",1,1,"Shewanella carassii",Shewanella,carassii,2-3
141062,RZB5-4,"JCM 30804, KCTC 42663, MCCC 1K00697",1,1,"Shewanella gelidii",Shewanella,gelidii,1.0-2.0
133273,KX27,"KCTC 42807, CGMCC 1.15339",1,1,"Shewanella inventionis",Shewanella,inventionis,2
164190,M2,"JCM 32090, KCCM 43257",1,1,"Shewanella psychromarinicola",Shewanella,psychromarinicola,2.0-3.0
