"","ID","designation_header","strain_number_header","is_type_strain_header","is_type_strain","species","Temperature_for_growth"
"25518",130728,"MV32","DSM 42163, NRRL B-59159",1,1,"Streptomyces fractus","28"
"25519",15172,"","DSM 40063, ATCC 10745, ATCC 19760, CBS 498.68, ETH 13363, ETH 13472, ETH 28510, IFO 12773, IMRU 3535, ISP 5063, JCM 4133, JCM 4579, NBRC 12773, NCIB 8233, NRRL B-1195, RIA 1040, BCRC 12196, CCM 3174, CECT 3197, CGMCC 4.0576, HAMBI 965, HUT 6095, IFM 1030, IFO 3439, IFO 3718, IMET 42051, IMI 61202, KCTC 9760, MTCC 321, NBIMCC 2443, NBRC 3439, NBRC 3718, NCIMB 11005, NCIMB 8233, PCM 2330, RIA 97, VKM Ac-150, VKM Ac-151, VKM Ac-152, VKM Ac-764",1,1,"Streptomyces fradiae","28"
"25520",15205,"","DSM 40044, ATCC 23908, CBS 804.68, IFO 12862, ISP 5044, NBRC 12862, NRRL 2424, RIA 1111, PD 04926, JCM 4187, BCRC 13654, CGMCC 4.1955, HAMBI 1083, HAMBI 1090, IMET 43575, JCM 4638, NCIMB 9795, VKM Ac-1773",1,1,"Streptomyces fragilis","28"
"25521",NA,"","",NA,NA,"","37"
"25522",132168,"","DSM 103988, BCRC 16945, JCM 19127, EGI 80050",1,1,"Streptomyces fukangensis","28"
"25523",NA,"","",NA,NA,"","37"
"25524",16304,"","DSM 41455, INMI 34-280, JCM 9090, VKM Ac-158, IFO 15897, LMG 19901, NBRC 15897, NRRL B-24329, VTT E-072709",1,1,"Streptomyces fulvorobeus","28"
"25525",164987,"","JCM 4676, ATCC 15862, INMI 9700, NRRL B-2870, RIA 658, VKM Ac-159",1,1,"Streptomyces fulvoviolaceus","28"
"25526",15208,"","DSM 40154, ATCC 19904, ATCC 25454, CBS 260.66, CBS 687.69, IFO 13042, INA 10256/54, ISP 5154, JCM 4477, KCC S-0477, NBRC 13042, VKM Ac-1845, BCRC 12058, CGMCC 4.1732, NRRL B-3898, NRRL B-5420, RIA 1234",1,1,"Streptomyces fumanus","28"
"25527",15209,"145","DSM 43154, ATCC 19345, JCM 3101, KCC A-0101, RIA 884, BCRC 12344, CBS 639.66, CGMCC 4.1909, CMI 117720, IFO 12999, NBRC 12999, NCIMB 11004, NRRL B-3856",1,1,"Streptomyces fumigatiscleroticus","10-42"
"25528",NA,"","",NA,NA,"","28"
"25529",133306,"m16","CGMCC 4.7110, KCTC 29195",1,1,"Streptomyces fuscichromogenes","15-35"
"25530",NA,"","",NA,NA,"","28-30"
"25531",158796,"JBL-20","KACC 18269, NBRC 110629",1,1,"Streptomyces fuscigenes","4-30"
"25532",15211,"Wind 731","DSM 40089, ATCC 23910, CBS 831.68, ETH 24322, IFO 12864, ISP 5089, NBRC 12864, NRRL B-2283, RIA 1121, JCM 4222, BCRC 12166, CGMCC 4.1958, IMET 42937, JCM 4639, KCTC 19063, NBIMCC 3644, NCIMB 13005, VKM Ac-165",1,1,"Streptomyces galbus","28"
"25533",158230,"NEAU-Gz11","DSM 101531, CGMCC 4.7304",1,1,"Streptomyces gamaensis","28"
"25534",15215,"","DSM 40935, IFM 1024, JCM 4171, KCC S-0171, NRRL B-1872, CGMCC 4.1971, IFO 15412, KCTC 19062, NBRC 15412, NCIMB 12858",1,1,"Streptomyces gancidicus","28"
"25535",16418,"","DSM 41880, HBUM 170014",1,1,"Streptomyces garden","28"
"25536",15216,"","DSM 40064, ATCC 23911, ATCC 9604, CBS 832.68, DSM 43020, ETH 28347, IFO 12865, IFO 13974, IFO 3385, IMET 7182, IMRU 3834, ISP 5064, JCM 3004, JCM 4375, KCC A-0004, KCC S-0375, NBRC 12865, NBRC 13974, NBRC 3385, RIA 1117, RIA 634, BCRC 12346, BCRC 13687, BCRC 13731, CGMCC 4.1956, NCTC 6531, NRRL B-5615, VKM Ac-1829",1,1,"Streptomyces gardneri","28"
"25537",15217,"","DSM 40065, AS 4.1444, ATCC 23912, ATCC 3323, CBS 131.20, CBS 369.39, CBS 833.68, ETH 10211, ETH 16702, IFO 12866, IMET 40285, IMRU 3323, ISP 5065, JCM 4376, KCC S-0376, NBRC 12866, NCIMB 9848, NRRL B-1252, NRRL B-2928, PSA 95, RIA 1118, RIA 89, BCRC 11477, CCM 3177, CGMCC 4.1444, VKM Ac-1704",1,1,"Streptomyces gelaticus","28"
"25538",16421,"","DSM 41894, IFO 14620, NBRC 14620, NRRL B-3602, UC 5208",1,1,"Streptomyces geldanamycininus","28"
"25539",159717,"A301","CGMCC 4.7422, JCM 32177",1,1,"Streptomyces geranii","10-37"
"25540",NA,"","",NA,NA,"","28"
"25541",15219,"FH 1278","DSM 40742, ATCC 15303, CBS 546.70, JCM 4962, CECT 3209, CGMCC 4.1966, IFO 15413, NBRC 15413, NRRL B-12102, VKM Ac-844",1,1,"Streptomyces rochei","28"
"25542",NA,"","",NA,NA,"","37"
"25543",131468,"T113","DSM 102000, KACC 18248, KEMB 9005-213, NBRC 110904",1,1,"Streptomyces gilvifuscus","28"
"25544",130717,"","DSM 42173, MCCC 1K00504, MUSC 26",1,1,"Mangrovactinospora gilvigrisea","28"
"25545",16413,"","DSM 41870, Gsoil 025",1,1,"Streptomyces ginsengisoli","28"
"25546",15222,"","DSM 40155, ATCC 19761, ATCC 23622, CBS 499.68, DSM 41504, ETH 24204, ETH A3080, IFO 12774, INA 8731, ISP 5155, JCM 4377, KCC S-0377, NBRC 12774, NCIB 9619, NCIB 9844, RIA 1041, BCRC 11478, CBS 261.66, CECT 3133, CGMCC 4.1408, IMET 43584, KCTC 9881, LMG 19330, MTCC 276, NBIMCC 1638, NCIMB 9619, NCIMB 9844, NRRL B-2706, VKM Ac-617",1,1,"Streptomyces glaucescens","28"
"25547",16410,"FXJ 14","DSM 41867, AS 4.1858, JCM 12278, LMG 22082, NBRC 100913, CGMCC 4.1858, NRRL B-24320",1,1,"Streptomyces glauciniger","10-35"
"25548",NA,"","",NA,NA,"","28"
"25549",16330,"","DSM 41689, ATCC 25183, IFO 15416, INA G-72, INMI 2979, JCM 6921, NBRC 15416, VKM Ac-1763, CGMCC 4.1943, NBRC 103021, NRRL B-24300",1,1,"Streptomyces glaucosporus","28"
"25550",16175,"","DSM 41456, ATCC 43685, INA G-86, INMI 2965, JCM 6922, VKM Ac-803, CGMCC 4.1939, IFO 15417, NBRC 15417, NRRL B-16368",1,1,"Streptomyces glaucus","28"
"25551",15235,"","DSM 40199, ATCC 15864, ATCC 23913, CBS 834.68, IFO 12867, INMI 2302, ISP 5199, KCTC 9026, NBRC 12867, NRRL B-2872, RIA 1151, RIA 335, JCM 4378, BCRC 11479, CCUG 11107, NCAIM B.01476, NCIMB 9796, VKM Ac-179",1,1,"Streptomyces globisporus","28"
"25552",15249,"BJ-333","DSM 40815, ATCC 14979, IMRU 3736, JCM 13859, NRRL B-2292, CGMCC 4.1969, LMG 19896, NCIMB 12861",1,1,"Streptomyces globosus","28"
"25553",16191,"","DSM 41457, INA 3980, VKM Ac-834, JCM 9091, CGMCC 4.1940, IFO 15898, NBRC 15898",1,1,"Streptomyces glomeratus","28"
"25554",15253,"","DSM 41782, ATCC 15866, IFO 15418, INMI 1464, JCM 4677, KCC S-0677, NBRC 15418, NRRL B-3375, RIA 683",1,1,"Streptomyces aurantiacus","28"
"25555",165021,"","JCM 4898, CGMCC 4.0284, HUT 6206, IFO 13673, NBRC 13673, NRRL B-12017",1,1,"Streptomyces glomerochromogenes","28"
"25556",16500,"","DSM 42021, CCTCC AA 2010005, YIM M 10366",1,1,"Streptomyces glycovorans","12-45"
"25557",NA,"","",NA,NA,"","28"
"25558",16336,"MS 1480","DSM 41701, CBS 123.60, IFO 15419, JCM 5062, KCC S-1062, NBRC 15419, NRRL B-2596, CGMCC 4.1908",1,1,"Streptomyces gobitricini","28"
"25559",15254,"","DSM 40190, ATCC 23914, CBS 835.68, IFO 12868, ISP 5190, NBRC 12868, RIA 1144, JCM 4294, BCRC 12330, CCUG 11121, CGMCC 4.1961, IMET 42067, JCM 4640, NCIMB 9828, NRRL B-5428, VKM Ac-1212",1,1,"Streptomyces goshikiensis","28"
"25560",15255,"Duché","DSM 40324, AS 4.1854, ATCC 10975, ATCC 25455, CBS 422.34, CBS 688.69, ETH 10213, IFO 13043, IFO 3198, IMRU 3590, ISP 5324, JCM 4136, JCM 4478, KCC S-0136, KCC S-0478, NBRC 13043, NBRC 3198, PSA 224, BCRC 12105, CGMCC 4.1854, CGMCC 4.1885, CGMCC 4.2081, IMET 40289, NRRL B-1344, NRRL B-1903, RIA 1235, VKM Ac-713",1,1,"Streptomyces diastaticus","28"
"25561",16206,"","DSM 41474, INA 13982, JCM 6923, CGMCC 4.1941, IFO 15420, NBRC 15420, NRRL B-16369, VKM Ac-1847",1,1,"Streptomyces graminearus","28"
"25562",16493,"JR-43","DSM 42058, KACC 15079, NBRC 107863",1,1,"Streptomyces gramineus","04-37"
"25563",NA,"","",NA,NA,"","28"
"25564",159592,"JL-22, IMER00653","DSM 111588, NBRC 109806, KACC 17180",1,1,"Streptomyces graminifolii","28"
"25565",131275,"JL-6","DSM 102005, KACC 16470, NBRC 108882",1,1,"Streptomyces graminilatus","28"
"25566",131281,"JR-19","DSM 102004, KACC 16472, NBRC 108883",1,1,"Streptomyces graminisoli","28"
"25567",16422,"","DSM 41895, NRRL B-1865",1,1,"Streptomyces griseiniger","28"
"25568",15256,"","DSM 40430, ATCC 19840, CBS 682.72, IFO 13381, INMI AK-5, ISP 5430, KCC S-0763, NBRC 13381, RIA 1342, JCM 4763, BCRC 16244, IFO 15440, NBRC 15440, VKM Ac-1728",1,1,"Streptomyces griseoaurantiacus","28"
"25569",15257,"NA232-M1","DSM 40004, AS 4.1368, ATCC 12628, ATCC 19763, CBS 501.68, CCM 3228, DSM 41062, ETH 28588, IFO 12776, IFO 3387, ISP 5004, JCM 4095, JCM 4580, KCC S-0095, LMG 5973, NBRC 12776, NBRC 3387, NRRL B-1068, NRRL B-1350, RIA 1043, RIA 132, VKM Ac-881, BCRC 13304, CCUG 11123, CECT 3250, CGMCC 4.1088, CIP 108156, LMG 19383, LMG 8601, MTCC 328, NCIMB 9623, PCM 2326, PCM 2345, CCRC 13304, KCC S-0580, AS 4.1088",1,1,"Streptomyces griseocarneus","25-41"
"25570",NA,"","",NA,NA,"","28"
"25571",NA,"","",NA,NA,"","30"
"25572",NA,"","",NA,NA,"","37"
"25573",15261,"","DSM 40499, ATCC 14511, CBS 714.72, IFO 13413, ISP 5499, JCM 4039, JCM 4764, NBRC 13413, RIA 1374, BCRC 11818, CGMCC 4.1964, IFM 1229, KCTC 9027, NRRL B-12423",1,1,"Streptomyces griseochromogenes","28"
"25574",15262,"A 28 No. 1118","DSM 40456, ATCC 25456, CBS 409.52, CBS 689.69, ETH 10249, IFO 12372, IFO 13044, IMET 43530, ISP 5456, JCM 4479, KCC S-0479, NBRC 12372, NBRC 13044, NRRL B-5312, RIA 1236, VKM Ac-993, BCRC 12232, CGMCC 4.1454, KCTC 19070, LMG 19344",1,1,"Streptomyces griseoflavus","28"
"25575",15266,"1068","DSM 40191, ATCC 23916, CBS 837.68, IFO 12870, ISP 5191, JCM 4276, JCM 4641, NBRC 12870, RIA 1145, BCRC 10483, CECT 3307, CGMCC 4.1962, IMET 42068, KACC 20083, KCTC 9879, NCIMB 9821, NRRL B-5429, VKM Ac-1707",1,1,"Streptomyces murinus","28"
"25576",15267,"","DSM 40274, ATCC 23623, ATCC 23917, CBS 838.68, IFO 12871, INA 9673/55, ISP 5274, NBRC 12871, RIA 1192, JCM 4381, BCRC 11481, CGMCC 4.1409, KCTC 19071, LMG 19316, NCIMB 9825, NRRL B-5313, VTT E-022184",1,1,"Streptomyces griseoincarnatus","28"
"25577",15268,"","DSM 40468, ATCC 23624, ATCC 25458, CBS 691.69, CGMCC AS 4.1383, IFO 13046, INA 1875/54, ISP 5468, NBRC 13046, RIA 1238, JCM 4480, BCRC 16207, CGMCC 4.1383, NRRL B-12383, VKM Ac-1739",1,1,"Streptomyces griseoloalbus","28"
"25578",15272,"","DSM 40392, ATCC 12768, CBS 676.72, CCM 3242, DSM 41141, ETH 24459, IFO 13375, IMRU 3729, ISP 5392, JCM 4041, JCM 4765, KCC S-0041, NBRC 13375, NRRL B-1315, PSA 207, RIA 1336, NIHJ 22, BCRC 16229, CBS 112.66, CGMCC 4.1440, HUT 6058, IFM 1055, LMG 19356, VKM Ac-976",1,1,"Streptomyces griseoluteus","28"
"25579",15273,"13984","DSM 40159, ATCC 19765, ATCC 23625, CBS 503.68, IFO 12778, INA 13984, ISP 5159, NBRC 12778, RIA 1045, JCM 4382, BCRC 13763, NCIMB 9845, NRRL B-5421",1,1,"Streptomyces griseomycini","28"
"25580",15275,"","DSM 40160, ATCC 19767, ATCC 19909, CBS 505.68, ETH 24199, IFO 12780, INA 6124/54, ISP 5160, NBRC 12780, RIA 1047, JCM 4383, BCRC 12104, NCIMB 9846, NRRL B-3982, VKM Ac-1894",1,1,"Streptomyces althioticus","28"
"25581",15276,"H-4650","DSM 40281, ATCC 23919, CBS 903.68, IFO 12873, ISP 5281, KCC S-0200, KCC S-0642, NBRC 12873, RIA 1195, JCM 4200, BCRC 11826, CCUG 11117, CGMCC 4.1417, HAMBI 1051, IFM 11218, JCM 4642, LMG 19325, NRRL B-1818, VKM Ac-1900",1,1,"Streptomyces griseoruber","28"
"25582",15279,"","DSM 40469, ATCC 23627, ATCC 25459, CBS 692.69, IFO 13047, INA 7712, ISP 5469, NBRC 13047, RIA 1239, JCM 4481, BCRC 12124, CGMCC 4.1766, NRRL B-12384, VKM Ac-1203",1,1,"Streptomyces griseorubiginosus","28"
"25583",15280,"B-793","DSM 40562, ATCC 27435, CBS 137.72, CBS 759.72, IFO 13458, ISP 5562, JCM 4766, NBRC 13458, RIA 1419, BCRC 15195, HAMBI 1009, IMET 43543, NRRL B-12498, VKM Ac-1731",1,1,"Streptomyces griseosporeus","28"
"25584",15281,"10381","DSM 40161, ATCC 19768, ATCC 23628, CBS 506.68, ETH 28436, IFO 12781, INA 10381, ISP 5161, NBRC 12781, RIA 1048, JCM 4385, BCRC 12075, CECT 3273, KCTC 9878, NRRL B-5422, VKM Ac-968",1,1,"Streptomyces griseostramineus","28"
"25585",15282,"P-D 04955","DSM 40229, ATCC 23920, CBS 904.68, IFO 12874, ISP 5229, JCM 4250, JCM 4643, NBRC 12874, NRRL 2427, RIA 1170, BCRC 15101, CGMCC 4.1418, HAMBI 1086, KCTC 9780, LMG 19321, NCIMB 9853, VKM Ac-622",1,1,"Streptomyces griseoviridis","28"
"25586",16229,"C1, 18-16, D 100, C<SUB>1</SUB>","DSM 40236, ATCC 23345, ATCC 23921, CBS 905.68, ETH 4289, IFO 12875, IMRU 3463, ISP 5236, KCC S-0047, KCC S-0644, NBRC 12875, NCTC 13033, RIA 1176, Waksman 18-16, JCM 4047, BCRC 13478, CBS 160.45, CCT 4836, CCUG 11104, CECT 3330, CFBP 4546, CGMCC 4.1419, CIP 105124, HAMBI 2315, IAM 12311, IFO 15744, JCM 4644, KACC 20084, KCTC 9080, KCTC 9135, LMG 19302, MTCC 4734, NBIMCC 2442, NBRC 15744, NCIMB 13023, NRRL B-2682, PCM 2331, VKM Ac-800, VTT E-072676, VTT E-991424",1,1,"Streptomyces griseus","10-37"
"25587",NA,"","",NA,NA,"","28"
"25588",NA,"","",NA,NA,"","30"
"25589",16429,"701","DSM 41944, CGMCC 4.2022, JCM 13274, CIP 109258, NBRC 102070",1,1,"Streptomyces guanduensis","20-37"
"25590",NA,"","",NA,NA,"","28"
"25591",16455,"","DSM 42047, CCTCC AA 206001, JCM 16956, KCTC 19179, NBRC 103165, DAS 131",1,1,"Streptomyces gulbargensis","37"
"25592",16427,"","DSM 41900, YIM 47672, CCTCC AA 205017, JCM 15129",1,1,"Streptomyces hainanensis","28"
"25593",16472,"Sp080513SC-31","DSM 41970, NBRC 105049",1,1,"Streptomyces haliclonae","15-37"
"25594",NA,"","",NA,NA,"","28"
"25595",130719,"","DSM 42134, KCTC 19890, NBRC 108770, KLBMP 1284",1,1,"Streptomyces halophytocola","15-37"
"25596",NA,"","",NA,NA,"","28"
"25597",16399,"","DSM 41850, KCTC 19004, YIM 90017",1,1,"Streptomyces halotolerans","28"
"25598",15269,"","DSM 40067, AS 4.1864, ATCC 19764, ATCC 3325, CBS 502.68, IFO 12777, IFO 3415, IMRU 3325, ISP 5067, KCC S-0042, KCC S-0043, KCC S-0581, NBRC 12777, NBRC 3415, NRRL B-1062, RIA 1044, JCM 4042, BCRC 13677, CBS 280.30, CCM 3181, CGMCC 4.1864, HAMBI 1000, HUT 6054, HUT 6056, HUT 6099, IFO 3416, IFO 3719, IMET 42053, JCM 4043, JCM 4581, KCTC 9028, NBRC 3416, NBRC 3719, NCIMB 9606, NRRL B-2925, RIA 88, VKM Ac-1726",1,1,"Streptomyces halstedii","28"
"25599",15283,"","DSM 40068, ATCC 10897, ATCC 19770, CBS 508.68, CCRC 13680, IFO 12783, IMET 40322, IMRU 3328, ISP 5068, JCM 4584, KCC S-0584, NBRC 12783, NCIMB 9839, NRRL B-1238, RIA 1050, BCRC 13680, CECT 3328, CGMCC 4.1358, HAMBI 993, ICMP 480, IFO 13274, NBRC 13274, NRRL ISP-5068, VKM Ac-1768, VTT E-991422",1,1,"Streptomyces halstedii","28"
"25600",23303,"NEAU-Da3","DSM 42076, CGMCC 4.7047",1,1,"Streptomyces harbinensis","18-40"
"25601",NA,"","",NA,NA,"","28"
"25602",15290,"","DSM 40042, ATCC 12236, ATCC 19771, CBS 509.68, IFO 12784, ISP 5042, KCC S-0172, KCC S-0585, NBRC 12784, NCIB 9410, RIA 1051, JCM 4172, BCRC 13653, CBS 164.64, IFM 1071, IMET 43082, JCM 4585, LMG 5975, NCIMB 9410, NRRL B-1988, PCM 2315, VKM Ac-1761",1,1,"Streptomyces hawaiiensis","28"
"25603",16386,"","DSM 41837, CCTCC AA 203005, CIP 107974, NBRC 101006, YIM 001, JCM 12696, NBRC 100914",1,1,"Streptomyces hebeiensis","25-41"
"25604",NA,"","",NA,NA,"","27-37"
"25605",NA,"","",NA,NA,"","28"
"25606",NA,"","",NA,NA,"","30"
"25607",16024,"NEAU-W2","DSM 42073, CGMCC 4.7004, JCM 19675, ATCC BAA-2424",1,1,"Streptomyces heilongjiangensis","15-40"
"25608",NA,"","",NA,NA,"","28"
"25609",16331,"","DSM 41690, IFO 15899, INA 2915, NBRC 15899, VKM Ac-1778, JCM 9767",1,1,"Streptomyces heliomycini","28"
"25610",15291,"","DSM 40431, ATCC 19841, CBS 683.72, IFO 13382, INMI 1013B, ISP 5431, NBRC 13382, RIA 1343, JCM 4768, BCRC 16245, CGMCC 4.1911, INMI 1013-B, NRRL B-12365, VKM Ac-192",1,1,"Streptomyces helvaticus","28"
"25611",16497,"BK119","DSM 42060, CGMCC 4.5797, KACC 21001, NRRL B-59128",1,1,"Streptomyces herbaceus","10-37"
"25612",NA,"","",NA,NA,"","28"
"25613",134317,"","DSM 41914, ATCC 53653",1,1,"Streptomyces himastatinicus","10-37"
"25614",15293,"201","DSM 40037, ATCC 19772, CBS 510.68, IFO 12785, ISP 5037, KCC S-0098, KCC S-0586, NBRC 12785, NRRL B-1823, RIA 1052, OEU 201, JCM 4098, BCRC 13375, CECT 3261, CGMCC 4.1948, CIP 108157, HUT 6033, IFO 3839, IMET 43546, JCM 4586, KCTC 9781, NBRC 3839, NCIMB 9838, NRRL B-5484, RIA 592, VKM Ac-902, CCRC 13375",1,1,"Streptomyces hiroshimensis","10-37"
"25615",NA,"","",NA,NA,"","28"
"25616",NA,"","",NA,NA,"","30"
"25617",15306,"","DSM 40095, ATCC 19773, CBS 511.68, ETH 16660, IFO 12786, ISP 5095, NBRC 12786, NRRL B-2713, RIA 1053, JCM 4191, BCRC 13676, CGMCC 4.1950, HAMBI 1003, IMET 42054, JCM 4587, NRRL ISP-5095, VKM Ac-623",1,1,"Streptomyces hirsutus","28"
"25618",132188,"R1-NS-10","DSM 102214, KCTC 29186, NBRC 108812",1,1,"Streptomyces hokutonensis","28"
"25619",24624,"S1412","DSM 42069, KCTC 29097",1,1,"Streptomyces hoynatensis","28"
"25620",159625,"HST28","DSM 107268, CECT 9648",1,1,"Streptomyces huasconensis","28"
"25621",132476,"","DSM 42174, MCCC 1K00505, MUSC 119",1,1,"Streptomyces humi","28"
"25622",15307,"23572","DSM 40263, ATCC 12760, ATCC 23923, CBS 907.68, IFO 12877, ISP 5263, NBRC 12877, RIA 1186, JCM 4386, BCRC 13707, CGMCC 4.1910, NRRL B-3172, VKM Ac-1703",1,1,"Streptomyces humidus","28"
"25623",165043,"","JCM 4927, ATCC 29777, IFO 13825, IFO 13976, NBRC 13825, NBRC 13976, NRRL 3885",1,1,"Streptomyces humidus subsp. antitumoris","28"
"25624",15308,"Ac6","DSM 43030, ATCC 15719, IFO 12244, JCM 3037, KCC A-0037, NBRC 12244, ATCC 15812, CGMCC 4.1070, IFM 1139, IMET 43409, KCTC 9116, NBIMCC 1032, NCIMB 10164, NRRL B-3088, RIA 729, VKM Ac-644",1,1,"Streptomyces violaceoruber","28"
"25625",158159,"","DSM 42129, JCM 17577, KCTC 29125, MBRL 251",1,1,"Streptomyces hundungensis","28"
"25626",132567,"MB-PO13, TP-A0894","DSM 100105, NBRC 110483",1,1,"Streptomyces hyaluromycini","28"
"25627",16476,"FH 8121, OU-40","DSM 42074, CCTCC AA 209024, JCM 17657, PCM 2692",1,1,"Streptomyces hyderabadensis","20-37"
"25628",NA,"","",NA,NA,"","28"
"25629",15309,"FHP 678","DSM 40586, ATCC 19631, CBS 776.72, IFO 13475, ISP 5586, NBRC 13475, RIA 1436, JCM 4771, BCRC 11855, HAMBI 405, NRRL B-12091, VKM Ac-1919",1,1,"Streptomyces hydrogenans","28"
"25630",15311,"M5-13184","DSM 40578, ATCC 27438, CBS 773.72, DSM 41148, ETH 28553, IFO 13472, ISP 5578, JCM 4772, NBRC 13472, NRRL 2387, RIA 1433, BCRC 11611, CGMCC 4.1313, CGMCC 4.1527, CGMCC 4.2118, CIP 106840, KACC 20099, LMG 19335, MTCC 1105, NBIMCC 1154, NBIMCC 803, VKM Ac-831",1,1,"Streptomyces hygroscopicus","15.0-45.0"
"25631",NA,"","",NA,NA,"","25-41"
"25632",NA,"","",NA,NA,"","28"
"25633",NA,"","",NA,NA,"","30"
"25634",165033,"","JCM 4911, ATCC 21431, IFO 13255, IFO 16557, KCTC 1715, KCTC 1716, NBIMCC 2292, NBRC 13255, NBRC 16557",1,1,"Streptomyces hygroscopicus subsp. limoneus","28"
"25635",15324,"BL-703, BL 703, C8158","DSM 40824, ATCC 15420, CGMCC 4.1866, CIP 106834, IFO 13983, JCM 4965, LMG 19951, NBRC 13983, NRRL B-3822",1,1,"Streptomyces ossamyceticus","25-41"
"25636",NA,"","",NA,NA,"","28"
"25637",NA,"","",NA,NA,"","30"
"25638",165022,"","JCM 4899, IFO 13674, NBRC 13674",1,1,"Streptomyces hygrospinosus","28"
"25639",16459,"HSM#10","DSM 41950, NRRL B-24669",1,1,"Streptomyces hypolithicus","22-37"
"25640",NA,"","",NA,NA,"","28"
"25641",15325,"","DSM 40482, ATCC 15375, CBS 702.72, IFO 13401, ISP 5482, JCM 4254, JCM 4773, NBRC 13401, RIA 1362, IAUR 3923, BCRC 11930, CGMCC 4.1912, INMI 15375, NRRL B-3317, NRRL B-3634, NRRL ISP-5482, VKM Ac-201",1,1,"Streptomyces iakyrus","28"
"25642",130721,"BNT558","DSM 42109, KCTC 29198",1,1,"Streptomyces iconiensis","28"
"25643",23309,"BK128","DSM 42062, CGMCC 4.5799, KACC 21002, NRRL B-59129, JCM 19677",1,1,"Streptomyces incanus","10-37"
"25644",NA,"","",NA,NA,"","28"
"25645",15327,"MB-T 10","DSM 43803, ATCC 33330, CBS 560.75, IFO 13964, JCM 3053, KCC A-0053, NBRC 13964, CGMCC 4.1952, KCTC 9489, NCIMB 9794, NRRL B-24311",1,1,"Streptomyces indiaensis","28"
"25646",16485,"IH32-1","DSM 42001, CGMCC 4.5727, MCCC IA03308, JCM 18323",1,1,"Streptomyces indicus","28"
"25647",132536,"","DSM 104005, CCTCC AA 2015010, KCTC 39611, TRM 43006",1,1,"Streptomyces indoligenes","20-45"
"25648",NA,"","",NA,NA,"","28"
"25649",NA,"","",NA,NA,"","37"
"25650",16353,"A4R2","DSM 41759, NCIMB 13673, JCM 11445, NBRC 100776, NRRL B-24278",1,1,"Streptomyces indonesiensis","28"
"25651",158473,"NEAU-D10","DSM 106197, CGMCC 4.7469",1,1,"Streptomyces inhibens","15-37"
"25652",NA,"","",NA,NA,"","28"
"25653",15329,"Wollenweber","DSM 40372, ATCC 3329, CBS 101.21, CBS 694.69, IFO 13049, ISP 5372, NBRC 13049, RIA 1241, JCM 4197, ATCC 25461, BCRC 13706, CGMCC 4.1467, ICMP 12540, IMET 41384, JCM 4483, LMG 19304, NRRL B-1327, NRRL B-2670",1,1,"Streptomyces intermedius","28"
"25654",16183,"T-41575","DSM 41441, ATCC 33341, CBS 196.78, IFO 13601, JCM 4988, KCC S-0988, NBRC 13601, NRRL B-16929",1,1,"Streptomyces inusitatus","28"
"25655",15330,"9820","DSM 40383, ATCC 25462, CBS 695.69, CGMCC AS 4.1381, IFO 13050, ISP 5383, NBRC 13050, RIA 1242",1,1,"Streptomyces ipomoeae","28"
"25656",16471,"35, HM 35","DSM 41954, CCUG 57623, JCM 17327",1,1,"Streptomyces iranensis","13-37"
"25657",NA,"","",NA,NA,"","28"
"25658",NA,"","",NA,NA,"","30"
"25659",15332,"","DSM 40206, ATCC 15870, ATCC 23925, CBS 909.68, IFO 12879, INMI 117, ISP 5206, KCC S-0387, NBRC 12879, RIA 1155, RIA 659, JCM 4387, BCRC 12074, CCT 5008, NRRL B-3365, VKM Ac-208",1,1,"Streptomyces janthinus","28"
"25660",161164,"","JCM 11446, DSM 41764, NBRC 100777, NCIMB 13679",1,1,"Streptomyces javensis","28"
"25661",132826,"G25","DSM 101878, LMG 29545, NCCB 100603",1,1,"Streptomyces jeddahensis","28"
"25662",16409,"FXJ 46","DSM 41866, AS 4.1859, JCM 12279, CGMCC 4.1859, NBRC 102068",1,1,"Streptomyces jietaisiensis","10-40"
"25663",NA,"","",NA,NA,"","28"
"25664",24628,"","DSM 42115, BCRC 16953, KCTC 29262, JXJ 0074",1,1,"Streptomyces jiujiangensis","28"
"25665",23314,"I37","DSM 42089, CGMCC 4.7020, KACC 15428",1,1,"Streptomyces kaempferi","28"
"25666",141108,"","CCTCC AA 2015028, KCTC 39667, TRM 46509",1,1,"Streptomyces kalpinensis","20-37"
"25667",15333,"K-2J","DSM 40500, ATCC 12853, CBS 715.72, IFO 13414, ISP 5500, JCM 4433, JCM 4775, NBRC 13414, NCIB 9343, NRRL B-2535, RIA 1375, RIA 690, NIHJ 235, BCRC 11515, CGMCC 4.1441, KCTC 9225, LMG 19351, LMG 5976, LMG 8599, MTCC 324, NCIMB 9343, VKM Ac-837",1,1,"Streptomyces kanamyceticus","28"
"25668",24623,"K413","DSM 42068, KCTC 29096",1,1,"Streptomyces karpasiensis","28"
"25669",15338,"BL904, M338-M1","DSM 40819, ATCC 15714, IFO 13851, JCM 4208, KCC S-0208, NBRC 13851, BCRC 12349, KCTC 1078, KCTC 2113, MTCC 6919, NCIMB 12239, NCIMB 12717",1,1,"Streptomyces celluloflavus","28"
