ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,Motility
13159,,"DSM 19603, ATCC 33663, CIP 106718, LMG 21630, NCIMB 10068",1,1,Pseudomonas chlororaphis subsp. aurantiaca,1
13158,"EIII.9.25.1, L8","CCUG 712, CIP 103295, NCTC 10686, LMG 1245, NRRL B-1576, IFO 3521, DSM 6698, ATCC 13985, NCIMB 9030, JCM 20509, CCEB 518, IAM 12353, NBRC 3521",1,1,Pseudomonas chlororaphis subsp. aureofaciens,1
13181,JF3835,"DSM 21509, NCIMB 14478, CIP 110232",1,1,Pseudomonas chlororaphis subsp. piscium,1
12817,PC 1,"DSM 50259, ATCC 10857, CCUG 32776, NCPPB 943, LMG 2162, ATCC 19303, ATCC 19474, CIP 106704, NRRL B-832, ICPB PC1",1,1,Pseudomonas cichorii,1
13144,PC1,"DSM 21306, ATCC 33616, CCM 2888, CCUG 18839, CIP 106723, ICMP 8561, LMG 2167, NCPPB 2982, JCM 13362, CIP 105155, LMG 21719",1,1,Xanthomonas cissicola,1
12823,,"DSM 50332, ATCC 13674, CIP 104381, CCUG 17933, LMG 18378, NRRL B-2504, CFBP 5585, JCM 13426, BCRC 14345, IAM 15129, JCM 21587, KACC 10776, KCTC 12148, NBRC 103043, NCIMB 12783",1,1,Pseudomonas citronellolis,0
13085,P538/23,"DSM 14939, LMG 21466, CCUG 51513, CFBP 7019, CIP 108180",1,1,Pseudomonas congelans,1
13044,939/1,"DSM 7228, ATCC 29736, NCPPB 2445, CIP 105514, CFBP 2431",1,1,Pseudomonas corrugata,1
13103,"PS3a, PS 3a","DSM 16734, CFBP 5705, HAMBI 2444, CCUG 51520, CIP 107803",1,1,Pseudomonas costantinii,1
13109,KS 0031,"DSM 17059, AJ 2127, IFO 16634, JCM 11246, NRIC 0181, CCUG 53878, NBRC 16634, JCM 20204, BCRC 17510, CIP 107616, DSM 10759, IAM 1541, LMG 24039, LMG 27905",1,1,Pseudomonas cremoricolorata,1
13172,"1N, 1NT A.E. Escalante","DSM 23418, CIP 109853, LMG 24676, CCM 7899",1,1,Pseudomonas cuatrocienegasensis,1
13153,RLD-1,"DSM 18900, CCUG 55753, CCM 7361, MTCC 7601, CIP 109527",1,1,Pseudomonas delhiensis,0
,,,,,,1
13163,HR2,"DSM 21419, CGMCC 1.6858, KCTC 22129",1,1,Chryseomonas duriflava,0
166232,RD25,"LMG 30152, CECT 9373",1,1,Pseudomonas edaphica,1
13177,"14-3, BM, CT14-3, CT 14-3","DSM 17835, CIP 109839, CCM 7898",1,1,Pseudomonas extremaustralis,1
13091,FEB RAS,"DSM 15824, KMM 3447, LMG 19695, CCUG 51517, CIP 107815",1,1,Pseudomonas extremorientalis,1
13060,B62,"DSM 12071, NCPPB 3063, CCUG 49622, CIP 104204, ATCC 51555, LMG 18387, CFBP 5586, JCM 21586, IAM 15128, ICMP 13539, NBRC 103044",1,1,Pseudomonas flavescens,1
158761,GEV388,"LMG 30013, ATCC TSD-90, CIP 111601",1,1,Pseudomonas floridensis,1
12851,,"DSM 50090, ATCC 13525, ICPB 3200, NCIB 9046, NCTC 10038, WDCM 00115, JCM 5963, BCRC 11028, CCEB 488, CCM 2115, CCUG 1253, CECT 378, CGMCC 1.1802, CIP 69.13, IAM 12022, IFO 14160, LMG 1794, NBRC 14160, NCDO 1524, NCIMB 9046, NCPPB 1964, NRRL B-14678, VKM B-894, IMET 10619",1,1,Pseudomonas fluorescens,1
158598,ASS-1,"KCTC 52437, CCM 8778",1,1,Pseudomonas fluvialis,1
133985,CC-CY503,"BCRC 80437, JCM 18415",1,1,Halopseudomonas formosensis,1
12861,,"DSM 3456, ATCC 4973, NRRL B-25, WDCM 00116, CIP 55.4, CCM 1974, CCUG 556, IFO 3458, LMG 2191, NCDO 752, NRRL: B-25, NCIMB 8542, CECT 446, NCTC 10689",1,1,Pseudomonas fragi,1
13063,JAJ28,"CCUG 51506, DSM 13022, CCM 8424, CIP 106887",1,1,Pseudomonas frederiksbergensis,1
13126,,"DSM 17717, IAM 1529, IFO 16637, JCM 11242, NRIC 0180, CCUG 50780, CIP 106765, CIP 106819, ATCC 31418, LMG 11722, NBRC 16637, JCM 20202, BCRC 11058, BCRC 17506, CCUG 106765, KACC 10774, KACC 10795, AJ 2219",1,1,Pseudomonas fulva,1
12966,KF707,"DSM 10086, NBRC 110670",1,1,Pseudomonas furukawaii,1
13110,,"CCUG 43164, DSM 17152, CCM 4986, CFML 95-251, CIP 105469",1,1,Pseudomonas gessardii,0
,,,,,,1
166380,MS586,"NRRL B-65441, LMG 30275",1,1,Pseudomonas glycinae,1
13062,"P 294/08, P294/08","DSM 11363, CCUG 51504, CIP 105897, CCM 8843",1,1,Pseudomonas graminis,1
13118,,"DSM 17515, CIP 106645, CCUG 52345, ATCC BAA-140, CCM 7501, CFML 97-514, KCTC 12213",1,1,Pseudomonas grimontii,1
130575,SgZ-6,"DSM 100318, CCTCC AB 2012022, KACC 16606",1,1,Pseudomonas guangdongensis,1
24440,PCAVU11,"DSM 28410, CECT 8262, LMG 27394",1,1,Pseudomonas guariconensis,1
133945,CC-G9A,"BCRC 80438, JCM 18416",1,1,Pseudomonas guguanensis,1
13161,M8,"DSM 21282, CECT 7231, LMG 24016",1,1,Pseudomonas guineae,1
132436,WS 4917,"DSM 29165, LMG 28433",1,1,Pseudomonas helleri,1
164413,WCHPs060044,"JCM 32907, CCTCC AB 2018120, CNCTC 7663, GDMCC 1.1396",1,1,Pseudomonas huaxiensis,1
13071,,"DSM 14015, CIP 107714, MTCC 3713, CCUG 51511, IMT 37, JCM 21544, IAM 15083, NBRC 103045, TBRC 7233",1,1,Pseudomonas indica,1
13111,,"DSM 17150, CCM 4840, CFML 95-307, CIP 105274, CCUG 42059, ATCC 700870",1,1,Pseudomonas jessenii,1
166137,JS15-10A1,"CGMCC 1.16072, LMG 30036",1,1,Pseudomonas jilinensis,1
13100,,"CCUG 69580, DSM 16612, KACC 10760, LMG 21316, Pss 26, JCM 21621, IAM 15166, NBRC 103047, CIP 108617",1,1,Pseudomonas jinjuensis,1
164545,BML3,"JCM 33395, DMS 109244, DSM 109244",1,1,Pseudomonas juntendi,1
166132,TBZ2,"LMG 29674, KCTC 52410",1,1,Pseudomonas khazarica,1
13070,520-20,"DSM 13647, CFBP 5372, JCM 11939, CIP 107321",1,1,Pseudomonas kilonensis,1
13155,B13,"DSM 6978, CCUG 54928, CIP 109584, DSM 624, LMG 23759",1,1,Pseudomonas knackmussii,1
13097,Ps 9-14,"DSM 16610, KACC 10848, LMG 21318, CCUG 51519, JCM 14769, CIP 108616",1,1,Pseudomonas koreensis,1
24442,HL22-2,"DSM 25974, CGMCC 1.12273, CIP 110808",1,1,Pseudomonas stutzeri,1
140299,WS 4992,"DSM 29167, LMG 28435",1,1,Pseudomonas lactis,1
167657,P5773,"CCM 8849, LMG 30618T, LMG 30618",1,1,Pseudomonas leptonychotis,1
13112,,"CCUG 43190, DSM 17149, CCM 4841, CFML 96-195, CIP 105460",1,1,Pseudomonas libanensis,1
13106,"DLE411J, D-LE411J","CCUG 51522, DSM 16768, CCM 7692, CFBP 5737, ICMP 14138, CIP 107460",1,1,Pseudomonas lini,1
13186,2SM5,"DSM 26168, CECT 7670, KCTC 23093",1,1,Halopseudomonas litoralis,1
13017,"573, 138","DSM 6252, ATCC 49968, CCM 3503, CIP 103272, CCUG 18757",1,1,Pseudomonas lundensis,1
13092,"P 513/18, P513/18","DSM 15835, CIP 109623, LMG 21995",1,1,Pseudomonas lurida,1
13114,OK2,"DSM 17257, CECT 5822, LMG 21974, CCM 8844",1,1,Pseudomonas lutea,1
13045,"4239, KS 0921","DSM 6975, ATCC 43273, IAM 1300, JCM 3352, CCUG 37974, LMG 7041, IAM 13000, CIP 102995, LMG 8814, NBRC 103146",1,1,Chryseomonas luteola,0
13134,,"DSM 17967, ATCC 700871, CCUG 42058, CIP 105273, CCM 4842, CFML 95-303, JCM 21619, IAM 15164, NBRC 103147",1,1,Pseudomonas mandelii,1
164180,,"JCM 32061, TBRC 7080, DMKU BBB3-04",1,1,Pseudomonas mangiferae,1
12863,CIBP,"DSM 13124, ATCC 10844, NCPPB 667, CCUG 51507, LMG 2215, CFBP 1387, CFBP 2037, CIP 106712, CCTM 1894, CECT 229, LMG 2210, LMG 6434 (t2), NCAIM B.01279, CCEB 764, PD 1557, PDDCC 3553",1,1,Pseudomonas marginalis,0
,,,,,,1
13162,,"DSM 23972, JCM 14761, NRIC 0729, CCUG 59022, KMM 3042",1,1,Pseudomonas marincola,1
13102,9.1,"DSM 16733, CCM 7691, CFBP 5447, ICMP 14184, CIP 107708",1,1,Pseudomonas mediterranea,1
12866,"CH50, CH 50","DSM 50017, ATCC 25411, CCUG 1781, CCUG 12440, JCM 5966, BCRC 10458, CCM 3590, CECT 320, CGMCC 1.1804, CIP 75.21, ICPB 3725, IFO 14162, LMG 1223, NBRC 14162, NCIMB 10541, NCTC 10897, VKM B-972, VTT E-99945, IMET 11176",1,1,Pseudomonas mendocina,1
133663,,"MTCC 4993, DSM 15319, CMS 38",1,1,Pseudomonas meridiana,1
13133,,"CCUG 43165, CCM 4843, DSM 17966, CIP 105470, CFML 95-321, JCM 21628, IAM 15173, NBRC 103157",1,1,Pseudomonas migulae,1
13138,IPA-2,"DSM 18327, CIP 109614, CCUG 53115",1,1,Pseudomonas mohnii,1
13074,"strain 1, 1","DSM 14164, ATCC 700476, CCUG 38736, CIP 104883, CCM 4844, JCM 21585, BCRC 17534, IAM 15127, LMG 21609, NBRC 103158, VTT E-052919",1,1,Pseudomonas monteilii,1
13157,"RW10, RW 10","DSM 12647, CCUG 53114, CIP 109622",1,1,Pseudomonas moorei,1
13117,,"DSM 17497, ATCC BAA-99, CIP 105259, CFML 90-83",1,1,Pseudomonas mosselii,1
13145,37,"DSM 19186, CIP 103298, CCUG 1424, ATCC 4685, NCTC 8068, JCM 2781, CGMCC 1.1795, IAM 12406, IAM 15111, LMG 2223, NBRC 103159, NCIMB 9394, NRRL B-16",1,1,Pseudomonas mucidolens,1
166168,GL14,"CGMCC 1.13874, NBRC 113853",1,1,Stutzerimonas nitrititolerans,1
13080,"KS 0050, P-6","DSM 14399, ATCC 33634, IAM 1439, JCM 2782, CCUG 12538, IFO 12694, AJ 2282, CGMCC 1.1796, CIP 106747, LMG 21614, MTCC 7932, NBRC 12694",1,1,Pseudomonas nitroreducens,1
166254,A31/70,"CECT 9981, CCUG 73638",1,1,Stutzerimonas nosocomialis,1
132649,KX 20,"DSM 100277, CGMCC 1.15195",1,1,Halopseudomonas oceani,1
12867,,"CCUG 2087, IFO 13583, DSM 1045, ATCC 8062, NCIB 6576, NCIMB 6576, NCTC 10692, NBRC 13583, JCM 11598, CECT 4079, CFBP 5589, CIP 59.11, IAM 1508, IMI 349020, KCTC 2872, LMG 2229, NCCB 60081, NRRL B-778, VKM B-1522",1,1,Pseudomonas oleovorans,1
13116,,"DSM 17489, CIP 105540, CFML 96-170",1,1,Pseudomonas orientalis,1
13048,"KS0036, L-1, KS 0036","DSM 6835, ATCC 43272, IAM 1568, JCM 2952, CCUG 12540, LMG 7040, CIP 102996, CCM 8845, AJ 2197, CGMCC 1.3392, NBRC 102199, NCIMB 12521",1,1,Pseudomonas oryzihabitans,1
13113,,"DSM 17224, ATCC BAA-1130, CIP 109236, MCC 10330, CCUG 55592",1,1,Pseudomonas otitidis,1
13125,,"KMM 330, CIP 108699, DSM 17577, CCUG 46540, JCM 12285, NRIC 0583, CGMCC 1.7687",1,1,Halopseudomonas pachastrellae,1
13107,PRM16,"DSM 16825, CFBP 4389, ICMP 14253, NCPPB 4278, CCUG 51524, LMG 23076, CIP 107804",1,1,Pseudomonas palleroniana,1
13140,,"DSM 18529, CIP 108524, IMSNU 14100, KCTC 12330, CG 20106, IMSNU 14101",1,1,Pseudomonas marginalis,1
13164,Esp-1,"DSM 21819, CCM 7469, MTCC 8990",1,1,Pseudomonas panipatensis,1
13108,CB-1,"DSM 17004, AJ 2129, IFO 16636, JCM 11244, NRIC 0501, BCRC 17511, CIP 107617, NBRC 16636",1,1,Pseudomonas parafulva,1
140300,WS 4672,"DSM 29164, LMG 28439",1,1,Pseudomonas paralactis,1
13176,CL-AP6,"DSM 25163, JCM 15562, KCCM 90073",1,1,Halopseudomonas pelagia,1
13130,R-20805,"DSM 17833, CCM 7693, LMG 23201, CCUG 53775, CIP 109374",1,1,Pseudomonas peli,1
13137,2205,"DSM 18268, ATCC 190, CCUG 7832, CIP 106696, IFO 14163, JCM 11590, LMG 1874, NBRC 14163",1,1,Halopseudomonas pertucinogena,1
13086,,"CCUG 49623, CIP 106493, DSM 15088, ATCC 700383, FPC 951, JCM 13297, BCRC 17517, IAM 15126, JCM 21584, LMG 21750, LMG 23766, NBRC 103162, NCIMB 13649, VTT E-072699",1,1,Pseudomonas plecoglossicida,1
13083,P527/13,"DSM 14936, LMG 21465, CCUG 51512, CCM 7506, CIP 108181",1,1,Pseudomonas poae,1
13132,H3-R18,"DSM 17875, KACC 11517, CCUG 69581, JCM 16393, CIP 109373",1,1,Pseudomonas pohangensis,0
140904,KBL-4-9,"JCM 19138, CCTCC AB 2013069, NRRL B-59988",1,1,Pseudomonas populi,0
158812,M5,"CCTCC AB 2017186, KCTC 62119, CICC 24308",1,1,Pseudomonas profundi,1
13095,,"DSM 15321, CCM 7690, CCUG 51515, CMS 64, CIP 108464, MTCC 4994",1,1,Pseudomonas proteolytica,1
13120,E-3,"DSM 17535, JCM 10889, CCUG 53877, CIP 107901",1,1,Pseudomonas psychrophila,1
13105,C36,"DSM 15758, LMG 21977, CCUG 51516, CIP 108579",1,1,Pseudomonas oryzihabitans,1
24438,LMT03,"DSM 27507, CECT 8089, LMG 26839, CIP 110366",1,1,Pseudomonas punonensis,1
12871,"90, A 3.12","DSM 291, ATCC 12633, DSM 50202, ICPB 2963, NCTC 10936, WDCM 00117, JCM 13063, ATCC 23467, BCRC 10459, CCM 7156, CCUG 12690, CCUG 2091, CECT 324, CFBP 2066, CIP 52.191, DSM 50906, HAMBI 7, HUT 8100, IAM 1236, ICMP 2758, IFO 14164, JCM 3697, KCTC 1644, KCTC 1751, LMG 2257, NBRC 14164, NCCB 68020, NCCB 72006, NCIMB 13936, NCIMB 9494, NCIMB 9528, VKM B-1301, VKM B-2187, VTT E-92005",1,1,Pseudomonas putida,1
140983,ID3,"LMG 29328, CCOS 865, CIP 111525",1,1,Pseudomonas reidholzensis,1
13139,MT1,"DSM 18361, CCM 7743, CCUG 53116, CIP 109621",1,1,Pseudomonas reinekei,1
13147,,"DSM 21078, ATCC 14235, CCUG 4439, CIP 61.9, LMG 2274, NCIMB 9280",1,1,Pseudomonas resinovorans,1
13096,IH5,"CCUG 51518, CIP 108243, DSM 16299, CECT 5726, LMG 21640",1,1,Pseudomonas rhizosphaerae,1
13072,,"CCUG 38732, LMG 17764, CCM 4734, JCM 11940, DSM 14020, CIP 104664, NCIMB 13509, CFML 92-111",1,1,Pseudomonas rhodesiae,1
13169,J64,"DSM 23971, JCM 14963, KCTC 22137",1,1,Halopseudomonas sabulinigri,1
24439,CC-OPY-1,"DSM 27945, BCRC 80399, JCM 18195",1,1,Pseudomonas sagittaria,1
166315,16W4-4-3,"CGMCC 1.13350, KCTC 72619",1,1,Pseudomonas saliphila,1
158046,584-1,"DSM 107228, LMG 22120, CFBP 2022, ICMP 14252, NCPPB 4277, CIP 107802",1,1,Pseudomonas salomonii,1
13187,"102 G, 102G","DSM 9751, CIP 109856",1,1,Pseudomonas saponiphila,0
12927,,"DSM 19341, ATCC 13522, CFBP 1670, ICMP 4352, LMG 2209, NCPPB 639, CIP 103721, PD 118",1,1,Pseudomonas savastanoi,1
13151,"FR1439, FR 1439","DSM 18913, CIP 108523, IMSNU 14101, KCTC 12331, CCUG 54777, IMSNU 14100",1,1,Pseudomonas segetis,1
13152,OLi,"DSM 18861, CCUG 50988, CECT 7078, CIP 109526",1,1,Pseudomonas simiae,1
170903,P7,"CCUG 74260, CECT 30107",1,1,Pseudomonas sivasensis,1
13128,CB-7,"DSM 17727, IAM 1598, JCM 2783, NRIC 0164, CCUG 12539, ATCC 33636, CIP 106745, CCM 7503, AJ 2124, CGMCC 1.1797, IFO 16665, LMG 21615, NBRC 16665",1,1,Pseudomonas straminea,1
12996,"221, AB 201","DSM 5190, ATCC 17588, NCIB 11358, NCPPB 1973, CCUG 11256, LMG 2333, CCM 4557, JCM 5965, CECT 930, CGMCC 1.1803, CIP 103022, IAM 12668, IFO 14165, LMG 11199, NBRC 14165, NCIMB 11358, NCTC 12262, VKM B-975",1,1,Pseudomonas stutzeri,1
13065,,"DSM 18928, ATCC 9890, CIP 59.22, LMG 2335, NCDO 757, NCIMB 8178, NCTC 10969, CCUG 50208, NCTC 10696, LMG 2190, NRRL B-780, JCM 11599, CCEB 293, IAM 12356, IFO 3913, NBRC 3913",1,1,Pseudomonas synxantha,1
13024,,"DSM 10604, ATCC 19310, ICMP 3023, ICPB PS255, NCPPB 281, CIP 106698, CCUG 14279, LMG 1247, DSM 6693, CRBIP25.27, CCEB 760, PDDCC 3023",1,1,Pseudomonas syringae,1
24433,MS-3,"DSM 25633, JCM 16046, KACC 14032, KCTC 22612, NBRL 105641, CCUG 69583",1,1,Pseudomonas taeanensis,1
13148,,"DSM 21104, ATCC 4683, CCM 1982, CIP 103299, JCM 20238, NCTC 10697, NRRL B-14, CCUG 560, LMG 2336, ATCC 17466, BCRC 11013, CCEB 381, CFBP 5592, IAM 1653, IFO 3460, KCTC 12501, NBRC 3460, NCIMB 9396, NCTC 8067, NRRL B-731, OUT 8256, VKM B-904",1,1,Pseudomonas taetrolens,1
13180,CMS,"DSM 21245, BCRC 17751",1,1,Pseudomonas taiwanensis,1
158577,MA-69,"CCTCC AB 2013065, KCTC 42447, JCM 19137",1,1,Stutzerimonas tarimensis,1
13075,CM3,"CCUG 54623, DSM 14292, KCTC 12117, LMG 21284, CIP 107795",1,1,Pseudomonas thermotolerans,1
13066,,"CCUG 54622, DSM 13194, CFBP 11261, JCM 11941, LMG 21626, CIP 109843, CFBP 5754",1,1,Pseudomonas thivervalensis,1
13053,B26,"CCUG 23369, CCUG 32782, DSM 19342, ATCC 33618, CFBP 2068, ICMP 2290, LMG 2342, NCPPB 2192, JCM 21583, BCRC 13200, CECT 4472, CIP 106735, IAM 15125, ICMP 12833, ICMP 12843, NBRC 103163, ICMP 12883, PDDCC 2290",1,1,Pseudomonas tolaasii,1
13084,P513/19,"CCUG 54627, CCM 7505, DSM 14937, LMG 21464, CIP 108182",1,1,Pseudomonas trivialis,1
133231,IB1.1,"VKM B-2935, CECT 9091",1,1,Pseudomonas turukhanskensis,1
13099,Ps 3-10,"DSM 16611, KACC 10847, LMG 21317, CCUG 54631, JCM 16394, BCRC 17504, CIP 108618",1,1,Pseudomonas umsongensis,1
164374,T3,"JCM 32830, ACCC 60124",1,1,Stutzerimonas urumqiensis,1
166820,20TX0172,"CIP 112022, NCIMB 15426",1,1,Pseudomonas uvaldensis,1
13123,DhA-51,"CCUG 49675, DSM 17555, ATCC 700688, CIP 106707",1,1,Pseudomonas vancouverensis,1
13055,92-134,"DSM 11331, CIP 104663, CCUG 43519, LMG 17761, ATCC 700474, ATCC 700272, CFML 92-134, JCM 11942, CCM 7013, CFBP 4304, VTT E-052828",1,1,Pseudomonas veronii,1
161192,,"JCM 11828, CIP 107594, INA 06",1,1,Pseudomonas veronii subsp. inensis,0
13016,PV6,"DSM 11124, ATCC 13223, DSM 6694, NCPPB 635, CIP 106699, CCUG 23371, LMG 2352, NRRL B895",1,1,Pseudomonas viridiflava,1
13150,2B2,"DSM 16006, CCM 7279, CIP 109460",1,1,Pseudomonas vranovensis,1
140982,ID2,"LMG 29327, CCOS 864, CIP 111526",1,1,Pseudomonas wadenswilerensis,1
132438,WS 4993,"DSM 29166, LMG 28437",1,1,Pseudomonas weihenstephanensis,1
13135,,"NRIC 0617, DSM 18231, CCUG 46543, JCM 12468, KMM 1447, LMG 23572, CIP 109222",1,1,Pseudomonas xanthomarina,1
13166,C10-2,"DSM 22326, CGMCC 1.6446, JCM 13530, MCCC 1A00089",1,1,Halopseudomonas xiamenensis,1
13173,S3-3,"DSM 23391, CCTCC AB 207151, NRRL B-51270, CIP 110124",1,1,Halopseudomonas xinjiangensis,1
24437,BY-1,"DSM 27927, ACCC 05688, KACC 15471",1,1,Chryseomonas luteola,0
173544,JJ-79,"CIP 111885, CCM 9045",1,1,Pseudoneobacillus rhizosphaerae,0
13400,,"DSM 45401, BCC 28481, NBRC 104274, NRRL B-24609, GMKU 095, TISTR 1862, JCM 16707, CIP 110060",1,1,Pseudonocardia acaciae,0
13405,,"DSM 45352, ACM 5286, JCM 18302, EUM 221, EUM 211 (erroneously)",1,1,Pseudonocardia adelaidensis,0
13398,,"DSM 44979, JCM 16009, KCTC 19315, YIM 45505",1,1,Pseudonocardia ailaonensis,0
13384,Y-16303,"DSM 44660, AS 4.1536, CCTCC AA 97001, CIP 107367, JCM 11837, CGMCC 4.1536",1,1,Pseudonocardia alaniniphila,0
13393,"H9, CMGCC 4.1877","DSM 44958, CGMCC 4.1877, JCM 12462, CIP 109186, CGMCC 4.11877",1,1,Pseudonocardia ammonioxydans,0
13388,DVS-5a1,"DSM 44749, MTCC 4297, JCM 12172, CIP 108584, DVS 5a1",1,1,Pseudonocardia antarctica,0
133626,,"DSM 45313, CCTCC AA2 08081, YIM 63587",1,1,Pseudonocardia artemisiae,0
13369,580,"DSM 44247, IFO 16224, NBRC 16224, JCM 10410, CGMCC 4.1535, CIP 105685, IMSNU 22142, NCIMB 13544",1,1,Pseudonocardia asaccharolytica,0
13324,"394, Kodai","DSM 535, ATCC 19727, CBS 466.68, DSM 40011, DSM 43210, IFO 12743, ISP 5011, KCC S-0348, NBRC 12743, RIA 1008, JCM 4348, BCRC 12444, CCM 2750, CECT 3301, CGMCC 4.1211, CGMCC 4.1297, CIP 107114, IMET 7646, IMSNU 11005, IMSNU 20050, KCTC 1816, KCTC 9564, KCTC 9574, NCIMB 9810, NRRL B-11275, VKM Ac-941",1,1,Pseudonocardia autotrophica,0
13403,VN05A0561,"DSM 45574, CIP 110219, NBRC 105793, VTCC A-1757",1,1,Pseudonocardia babensis,0
13399,Y8,"DSM 45349, JCM 14827, KCCM 42678",1,1,Pseudonocardia carboxydivorans,0
13386,SL-1,"DSM 44698, ATCC BAA-742, JCM 12679, NCIMB 14322",1,1,Pseudonocardia chloroethenivorans,0
13392,,"DSM 44775, ATCC 55486, JCM 13855, CB 1190",1,1,Pseudonocardia dioxanivorans,0
13383,LM 157,"DSM 44525, IMSNU 50583, KCTC 9990, NBRC 100380, JCM 11896, CGMCC 1.3640, CIP 108046, VKM Ac-2517",1,1,Pseudonocardia kongjuensis,0
140347,ATK03,"DSM 104088, CECT 9183",1,1,Pseudonocardia nigra,0
13356,78,"DSM 43193, ATCC 15777, DSM 655, IFO 14406, IMET 7162, JCM 3378, JCM 3394, NBRC 14406, NCIB 9438, BCRC 13694, CGMCC 4.1532, CIP 104515, IFM 0243, IMSNU 22072, KCTC 1060, MTCC 273, NCIMB 9438, NRRL B-16301, NRRL B-3075, VKM Ac-865",1,1,Pseudonocardia petroleophila,0
140580,GY0556,"MCCC 1A10574, KCTC 39641",1,1,Pseudonocardia profundimaris,0
13391,LM 141,"DSM 44797, IMSNU 50581, JCM 11935, KCTC 9991, NRRL B-24156, BCRC 16382, CIP 108013",1,1,Pseudonocardia spinosispora,0
13370,592,"DSM 44248, IFO 16205, NBRC 16205, JCM 10411, CGMCC 4.1533, CIP 105686, IMSNU 22143, NCIMB 13545, VTT E-073032",1,1,Pseudonocardia sulfidoxydans,0
13395,K1,"DSM 44239, CIP 109050, CCUG 52126, JCM 14745",1,1,Pseudonocardia tetrahydrofuranoxydans,0
13404,,"DSM 45199, CCTCC AA 208018, YIM 61452, JCM 19149",1,1,Pseudonocardia tropica,0
13385,"XJ 45, XJ-4-5","DSM 44661, AS 4.1538, CCTCC AA 97020, CIP 107366, JCM 11839, BCRC 16358, CGMCC 4.1538, NBRC 105201",1,1,Pseudonocardia xinjiangensis,0
13412,,"DSM 45635, JCM 17906, KCTC 29005, YIM 63638, BCRC 16943",1,1,Pseudonocardia xishanensis,0
13390,6330,"DSM 44774, AS 4.1545, CIP 107621, JCM 11117, BCRC 16328, CGMCC 4.1545",1,1,Pseudonocardia zijingensis,0
13687,,"DSM 15984, ATCC BAA-863, KCTC 12145, HTCC 2597",1,1,Pseudooceanicola batsensis,0
158599,157,"KCTC 52654, MCCC 1K03317",1,1,Pseudooceanicola lipolyticus,0
130612,AZO-C,"DSM 29588, BCRC 17591, KCTC 22753, LMG 23705",1,1,Pseudooceanicola marinus,0
13688,SS011B1-20,"DSM 18065, CGMCC 1.6293, LMG 23508, CIP 109530",1,1,Pseudooceanicola nanhaiensis,0
130613,,"DSM 29619, CGMCC 1.7292, LMG 24663, JLT 1210",1,1,Pseudooceanicola nitratireducens,1
168348,XY-99,"KCTC 72211, MCCC 1K03607",1,1,Pseudooceanicola onchidii,0
14095,113,"DSM 12145, CCUG 39354, CIP 105500, JCM 21818, LMG 10337, MCCC 1A06472, NBRC 100064, ATCC 51119, IAM 15374, LMG 9526, NCIMB 13643",1,1,Pseudopedobacter saltans,0
13733,20188,"DSM 23566, CGMCC 1.6500, JCM 14644",1,1,Pseudophaeobacter arcticus,1
24494,306,"DSM 25627, CIP 110369, UBOCC 3187",1,1,Pseudophaeobacter leonis,0
,,,,,,1
170932,"A-115-1, KT1",,1,1,Pseudophormidium americanum,0
166178,,"CCTCC AB 2017195, KCTC 62198, CY 03",1,1,Pseudooceanicola sediminis,0
5452,DO-4,"DSM 3980, ATCC 23263, CCUG 52346, CIP 107831, JCM 6480, VPI 0416, KCTC 15024",1,1,Pseudoramibacter alactolyticus,0
133859,ZS3-33,"CGMCC 1.10836, KCTC 23700",1,1,Pseudorhodobacter antarcticus,0
141058,DC2N1-10,"CGMCC 1.14433, KCTC 52040",1,1,Cypionkella aquatica,0
133680,HDW-19,"KCTC 23043, CCUG 58879",1,1,Pseudorhodobacter aquimaris,1
158526,4-T-34,"CCTCC AB 2014005, LMG 28256",1,1,Cypionkella collinsensis,0
13735,A7,"DSM 5888, ATCC 25652, IAM 12616, ICPB 4164, JCM 20687, CIP 105952, IFO 15767, LMG 127, LMG 22047, LMG 8173, NBRC 15767, NCIMB 1537",1,1,Pseudorhodobacter ferrugineus,1
140481,HWR-46,"NBRC 112426, KCTC 52470",1,1,Pseudorhodobacter ponti,0
141126,,"PAMC 27389, JCM 30764, KCTC 42640",1,1,Cypionkella psychrotolerans,0
141057,Y1R2-4,"CGMCC 1.14435, KCTC 52039",1,1,Cypionkella sinensis,0
133867,WT-MW11,"KCTC 23672, CCUG 61506",1,1,Pseudorhodobacter wandonensis,0
133823,NAFc-7,"BCRC 80210, LMG 26333, KCTC 23314",1,1,Pseudorhodoferax aquiterrae,1
3029,SB1,"DSM 21598, LMG 24543",1,1,Pseudorhodoferax caeni,1
3030,TBEA3,"DSM 21634, LMG 24555",1,1,Pseudorhodoferax soli,1
168525,C1-9,"CGMCC 1.13864, KCTC 62325",1,1,Methylibium rhizosphaerae,1
141080,DB-4,"KCTC 52038, CECT 9025",1,1,Pseudoroseicyclus aestuarii,0
140810,MME-001,"KCCM 43133, JCM 30751",1,1,Pseudoruegeria aestuarii,0
134212,SW-255,"KCTC 12737, JCM 13603, DSM 110540, CECT 7680, CGMCC 1.7689, CIP 109548",1,1,Pseudoruegeria aquimaris,0
130631,WM67,"DSM 29328, JCM 18872, KACC 17214",1,1,Pseudoruegeria haliotis,0
