ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet
17175,RV-12x,"DSM 20736, ATCC 17746, CCUG 56038, NCTC 12019, JCM 6512, CIP 108003, AIP 10219",1,1,"Veillonella ratti",Veillonella,ratti
17176,"HV 19","DSM 20737, ATCC 17743, NCTC 12018",1,1,"Veillonella rodentium",Veillonella,rodentium
17178,CF100,"DSM 18960, CCUG 54233, KCTC 5967, JCM 15642",1,1,"Veillonella rogosae",Veillonella,rogosae
136700,"strain 22/08/02-B-4313, AIP269.02","CIP 107810, CCUG 65427, DSM 111052, LMG 28162, ADV 4313.2",1,1,"Veillonella seminalis",Veillonella,seminalis
132910,B16,"DSM 104750, ATCC BAA-2400, JCM 17976",1,1,"Veillonella tobetsuensis",Veillonella,tobetsuensis
159488,WCA-693-APC-MOT-I,"DSM 107250, JCM 34420",1,1,"Velocimicrobium porci",Velocimicrobium,porci
170616,ASxL5,"NCCB 100775, NCTC 14397",1,1,"Venatoribacter cucullus",Venatoribacter,cucullus
132082,"CP B.2, CP.B2","DSM 18763, JCM 14244",1,1,"Venenivibrio stagnispumantis",Venenivibrio,stagnispumantis
141060,CV58,"NCIMB 15011, DSM 100910",1,1,"Ventosimonas gracilis",Ventosimonas,gracilis
170919,"US 223414","BLCC-M30, ULC 455",1,1,"Vermifilum auridolium",Vermifilum,auridolium
170915,"US 223412","BLCC-M29, ULC 454",1,1,"Vermifilum ionodolium",Vermifilum,ionodolium
3024,At4,"DSM 21361, LMG 25313",1,1,"Verminephrobacter aporrectodeae",Verminephrobacter,aporrectodeae
3022,EF01-2,"DSM 19249, ATCC BAA-1489",1,1,"Verminephrobacter eiseniae",Verminephrobacter,eiseniae
17210,,"DSM 4136, ATCC 43997, IFAM 1439, JCM 18804",1,1,"Verrucomicrobium spinosum",Verrucomicrobium,spinosum
141169,"A-T 7972","BCC 50981, TBRC 6031, NBRC 112512, DSM 114116",1,1,"Micromonospora grosourdyae",Micromonospora,grosourdyae
132025,NEAU-QY3,"DSM 101530, CGMCC 4.7312, JCM 32497",1,1,"Micromonospora sonchi",Micromonospora,sonchi
130146,XH089,"DSM 27279, JCM 19223, CIP 111718",1,1,"Verticiella sediminum",Verticiella,sediminum
166546,MM50,"DSM 111893, JCM 34012",1,1,"Vescimonas coprocola",Vescimonas,coprocola
169268,MM35,"DSM 111899, JCM 34016",1,1,"Vescimonas fastidiosa",Vescimonas,fastidiosa
130520,E127/08,"DSM 27238, CCUG 64585",1,1,"Vespertiliibacter pulmonis",Vespertiliibacter,pulmonis
17291,FG1,"DSM 14438, ATCC 700797, CCRC 17041, KCTC 12701, CCUG 43576, CAIM 906, BCRC (formerly BCRC) 17041, LMG 19650, CIP 108258",1,1,"Vibrio aerogenes",Vibrio,aerogenes
17318,,"DSM 19606, ATCC 35048, CAIM 592, CCUG 28583, CECT 625, CIP 102971, LMG 7909, NBRC 15629, NCMB 2236",1,1,"Vibrio aestuarianus",Vibrio,aestuarianus
167152,,"LMG 31436, DSM 109723",1,1,"Vibrio aestuarianus subsp. cardii",Vibrio,aestuarianus
166662,SM6,"KCTC 82076, MCCC 1K04327",1,1,"Vibrio agarilyticus",Vibrio,agarilyticus
17281,"289A, 289","DSM 13756, CECT 5085, KCTC 12700, CCUG 50739, CIP 107301, KCTC 12947",1,1,"Vibrio agarivorans",Vibrio,agarivorans
166140,E4404,"MCCC 1H00197, KCTC 52890",1,1,"Vibrio albus",Vibrio,albus
17369,S277,"DSM 24595, CAIM 1831",1,1,"Vibrio alfacsensis",Vibrio,alfacsensis
167141,SM1977,"MCCC 1K04351, KCTC 72847",1,1,"Vibrio algicola",Vibrio,algicola
17256,"118, XII-53","DSM 2171, ATCC 17749, CCM 2578, CIP 103336, CCUG 13445, NCTC 12160, NCIMB 1903",1,1,"Vibrio alginolyticus",Vibrio,alginolyticus
132596,SA2,"DSM 29824, NBRC 111146",1,1,"Vibrio algivorus",Vibrio,algivorus
170642,ZSDE26,"MCCC 1K06290, KCTC 82890",1,1,"Vibrio amylolyticus",Vibrio,amylolyticus
139783,CA-1004,"DSM 103759, JCM 31643",1,1,"Vibrio aphrogenes",Vibrio,aphrogenes
164332,,"JCM 32691, KCTC 62617, MCCC 1K03516, BEI 207",1,1,"Vibrio aquaticus",Vibrio,aquaticus
170904,THAF100,"DSM 109633, LMG 31434, CIP 111709",1,1,"Vibrio aquimaris",Vibrio,aquimaris
17346,J74,"DSM 22054, JCM 14949, KCTC 22122, CCUG 57111",1,1,"Vibrio areninigrae",Vibrio,areninigrae
17360,"Vb 11.8","DSM 26480, CECT 7226, LMG 23865",1,1,"Vibrio artabrorum",Vibrio,artabrorum
131566,C7,"DSM 101557, CAIM 1900, JCM 19233, LMG 28701",1,1,"Vibrio astriarenae",Vibrio,astriarenae
17361,"Vb 11.11","DSM 26479, CECT 7223, LMG 24300",1,1,"Vibrio atlanticus",Vibrio,atlanticus
17355,,"DSM 25292, CGMCC 1.8461, LMG 24781, HHS 02",1,1,"Vibrio atypicus",Vibrio,atypicus
17349,LC2-005,"DSM 23306, KCTC 22352, NBRC 104587",1,1,"Vibrio azureus",Vibrio,azureus
168719,3062,"CAIM 1921, LMG 29358, CECT 9090",1,1,"Vibrio barjaei",Vibrio,barjaei
168849,605,"CECT 8855, CAIM 1904",1,1,"Vibrio bivalvicida",Vibrio,bivalvicida
17305,NN4/l-abH/1.3,"DSM 17184, CAIM 495, CIP 108395, KCTC 1212, LMG 20546, CCUG 48644",1,1,"Vibrio brasiliensis",Vibrio,brasiliensis
17348,"RD 15.11","DSM 23390, CECT 7222, LMG 23858, CIP 110040",1,1,"Vibrio breoganii",Vibrio,breoganii
17319,,"DSM 19270, ATCC 25920, CCM 2582, CCUG 4979, CECT 523, CIP 75.1, LMG 11216, NBRC 15631, NCIMB 1894, NCTC 11317, JCM 1054, BCRC 12909, CAIM 315, CAIM 519, IFO 15631, KCTC 2716, NCCB 73002, NCIMB 1994",1,1,"Vibrio campbellii",Vibrio,campbellii
17367,N384,"DSM 23640, ATCC BAA-2122",1,1,"Vibrio caribbeanicus",Vibrio,caribbeanicus
17353,"WS 4539, TF11-505","DSM 22364, LMG 25240, CIP 110169",1,1,"Vibrio casei",Vibrio,casei
17356,"Rd 8.15","DSM 26172, CECT 7224, LMG 23850",1,1,"Vibrio celticus",Vibrio,celticus
17300,R-3712,"CIP 108276, DSM 17138, CAIM 431, CCUG 48643, LMG 21353",1,1,"Vibrio chagasii",Vibrio,chagasii
164526,,"JCM 33348, MTCC 12900",1,1,"Vibrio chemaguriensis",Vibrio,chemaguriensis
130763,"strain 3, J4308, 3","CCUG 9118 A, DSM 100200, ATCC 14035, CCUG 9118, CIP 62.13, NCTC 8021, CECT 514",1,1,"Vibrio cholerae",Vibrio,cholerae
133177,2756-81,"LMG 29267, CIP 111013",1,1,"Vibrio cidicii",Vibrio,cidicii
17320,,"DSM 19608, ATCC 35912, CCUG 19115B, NCTC 12012, CIP 104173, CCUG 19115, LMG 7891",1,1,"Vibrio cincinnatiensis",Vibrio,cincinnatiensis
17341,GHG2-1,"DSM 19668, LMG 23416, NBRC 102076, CCUG 56972, CIP 109637",1,1,"Vibrio comitans",Vibrio,comitans
17336,,"DSM 19607, ATCC BAA-450, CAIM 616, CCUG 48437, LMG 20984",1,1,"Vibrio coralliilyticus",Vibrio,coralliilyticus
172654,YB,"CIP 107925",1,1,"Vibrio coralliilyticus",Vibrio,coralliilyticus
158432,corallo1,"DSM 27495, CIP 110630",1,1,"Vibrio coralliirubri",Vibrio,coralliirubri
132167,"C 16.17","DSM 102805, CECT 7227, LMG 27474, CIP 110813, LMG 27475",1,1,"Vibrio cortegadensis",Vibrio,cortegadensis
17308,,"DSM 17220, CIP 108327, LMG 22240, CCUG 56778, Le Roux LGP 7, LGP 7",1,1,"Vibrio crassostreae",Vibrio,crassostreae
130766,H1(3),"DSM 27145, CAIM 1437",1,1,"Vibrio crosai",Vibrio,crosai
130762,P-2P44,"DSM 14264, ATCC 700982, CIP 106644, CCUG 56965, LMG 21359, KCTC 12925, NCIMB 13790",1,1,"Vibrio cyclitrophicus",Vibrio,cyclitrophicus
17257,"NSl, NS1","DSM 2604, ATCC 33466, IAM 14402, CCUG 19114, JCM 21185, CIP 103191, LMG 7893, NBRC 103148, NCIMB 2169",1,1,"Vibrio diazotrophicus",Vibrio,diazotrophicus
159312,"NFH.MBO10, NFH.MB010","DSM 107264, LMG 30656",1,1,"Vibrio echinoideorum",Vibrio,echinoideorum
17311,HDS1-1,"DSM 17533, IAM 15061, LMG 19970, CCUG 56779, NBRC 102218, JCM 21522, CIP 108520",1,1,"Vibrio ezurae",Vibrio,ezurae
170641,IRLE0018,"NCTC 14661, NRRL B-65642",1,1,"Vibrio floridensis",Vibrio,floridensis
17321,"VL 5125, 5125","DSM 19283, ATCC 33809, CCM 3689, CCTM La 3552, CCUG 13622, CDC 9555-78, IAM 14403, JCM 3752, LMG 7894, NCIMB 2249, NCTC 11327, WDCM 00137, JCM 1281, BCRC 12830, CAIM 593, CCUG 15268, CCUG 20252, CDC 9555-18, CECT 4217, CGMCC 1.1608, CIP 103355, KCTC 2473, NBRC 103150, NRIC 0818",1,1,"Vibrio fluvialis",Vibrio,fluvialis
17337,,"DSM 19133, CAIM 629, CIP 108196, LMG 21557, CCUG 56780",1,1,"Vibrio fortis",Vibrio,fortis
158354,FJ201301,"DSM 104687, CGMCC 1.16099",1,1,"Vibrio fujianensis",Vibrio,fujianensis
17288,"91 19-82, B3215","NCTC 13120, CIP 102972, KCTC 2731, DSM 19622, ATCC 35016, CCUG 37301, CDC B3215, LMG 7910, CCUG 15269",1,1,"Vibrio furnissii",Vibrio,furnissii
132360,S2757,"DSM 100497, LMG 28895",1,1,"Vibrio galatheae",Vibrio,galatheae
17347,"VB 8.9","DSM 23502, CECT 7244, LMG 24045",1,1,"Vibrio gallaecicus",Vibrio,gallaecicus
17299,"HT2-1, HT 2-1","DSM 16639, CIP 107863, LMG 21878, CCUG 56967, LMG 21330",1,1,"Vibrio gallicus",Vibrio,gallicus
139784,SZDIS-1,"DSM 104291, CGMCC 1.15236",1,1,"Vibrio gangliei",Vibrio,gangliei
17322,PB1,"DSM 21264, ATCC 29988, CIP 103173, JCM 21187, NBRC 103151, CCUG 57114, IAM 14404, NCIMB 2250, CCUG 20307",1,1,"Vibrio gazogenes",Vibrio,gazogenes
170643,ZSDZ34,"MCCC 1K06292, KCTC 82888",1,1,"Vibrio gelatinilyticus",Vibrio,gelatinilyticus
17313,,"DSM 18531, CIP 108656, LMG 22741, CCUG 56969, LGP 13",1,1,"Vibrio gigantis",Vibrio,gigantis
17310,A431,"DSM 21474, ATCC 700680, CAIM 283, CIP 106283, IAM 14596, JCM 21271, LMG 18542, NBRC 102217, NCIMB 13540",1,1,"Vibrio halioticoli",Vibrio,halioticoli
130765,,"DSM 100627, CGMCC 1.7062, CIP 110023, JCM 15146, CN 83",1,1,"Vibrio hangzhouensis",Vibrio,hangzhouensis
169122,168GH5-2-16,"KACC 19277, LMG 30079",1,1,"Vibrio hannami",Vibrio,hannami
17263,,"DSM 19623, ATCC 14126, CCUG 28584, CECT 525, LMG 4044, NBRC 15634, NCMB 1280, JCM 33361, CIP 103192, IFO 15634, NCCB 80033, NCIMB 1280, NCTC 12970",1,1,"Vibrio harveyi",Vibrio,harveyi
17338,1P,"CCUG 56970, DSM 19134, CAIM 693, CIP 108391, LMG 20362",1,1,"Vibrio hepatarius",Vibrio,hepatarius
17352,BFLP-4,"DSM 22717, LMG 25354",1,1,"Vibrio hippocampi",Vibrio,hippocampi
17298,"TW 79","CCUG 56966, CAIM 525, DSM 16580, LMG 13240, VIB 213, CIP 108392",1,1,"Vibrio hispanicus",Vibrio,hispanicus
169141,090810a,"LMG 28466, NBRC 110663",1,1,"Vibrio hyugaensis",Vibrio,hyugaensis
17289,F-2,"DSM 14397, CECT 5675, IFO 15847, NBRC 15847, CCUG 57206, NCIMB 13441, LMG 19664, CIP 104815, ATCC 700023",1,1,"Vibrio ichthyoenteri",Vibrio,ichthyoenteri
163688,,"JCM 30011, KCTC 32233",1,1,"Vibrio injensis",Vibrio,injensis
170639,YLB-11,"KCTC 72604, MCCC 1A17441",1,1,"Vibrio intestinalis",Vibrio,intestinalis
17343,RW14,"DSM 19661, LMG 23434, NBRC 102082, CCUG 56971, CIP 109635",1,1,"Vibrio inusitatus",Vibrio,inusitatus
162436,,"JCM 19231, LMG 28703",1,1,"Vibrio ishigakensis",Vibrio,ishigakensis
164053,,"JCM 31412, ATCC TSD-62, LMG 29636",1,1,"Vibrio japonicus",Vibrio,japonicus
23341,,"DSM 27061, JCM 16453, LMG 25398, TCFB 0772",1,1,"Vibrio jasicida",Vibrio,jasicida
17302,,"DSM 17181, CAIM 485, CIP 108275, LMG 20539, CCUG 56968",1,1,"Vibrio kanaloae",Vibrio,kanaloae
17282,40M4,"DSM 13757, CECT 5110, KCTC 23148, CIP 107166",1,1,"Vibrio lentus",Vibrio,lentus
17312,"MANO22D, Mano22 deep","DSM 17657, CAIM 315, CIP 109585, KCTC 12520",1,1,"Vibrio litoralis",Vibrio,litoralis
130767,,"DSM 100340, CAIM 1897, LMG 28124",1,1,"Vibrio madracius",Vibrio,madracius
17344,MSSRF38,"DSM 19641, LMG 24290",1,1,"Vibrio mangrovi",Vibrio,mangrovi
17358,WH134,"DSM 23086, CGMCC 1.8994, LMG 25284",1,1,"Vibrio marisflavi",Vibrio,marisflavi
17362,R-40493,"DSM 26148, CAIM 1455, LMG 25439",1,1,"Vibrio maritimus",Vibrio,maritimus
17285,50,"DSM 19502, ATCC 43341, CCUG 19040, CECT 621, CIP 103203, LMG 11258, NCTC 11946",1,1,"Vibrio mediterranei",Vibrio,mediterranei
132931,OP3H,"DSM 104290, CIP 110643, LMG 27764",1,1,"Vibrio metoecus",Vibrio,metoecus
17323,"M 34","CCUG 7490, NCTC 262, ATCC 700040, CIP 69.14, JCM 21189, DSM 19132, CAIM 317, ICPB 3551, LMG 11664, NCTC 8443, GIFU 3198, IAM 14406, NBRC 103153",1,1,"Vibrio metschnikovii",Vibrio,metschnikovii
131484,"CulC12 3(4)","DSM 100338, CAIM 1540, CECT 8828",1,1,"Vibrio mexicanus",Vibrio,mexicanus
17324,1721-77,"DSM 19130, ATCC 33653, CCM 4552, CCUG 13624, CDC 1721-77, LMG 7896, NCTC 11435, CIP 101888",1,1,"Vibrio mimicus",Vibrio,mimicus
17331,165,"NCIMB 13275, DSM 19137, ATCC 51288, CAIM 528, CCUG 38424, CECT 632, LMG 19157, CIP 103929",1,1,"Vibrio mytili",Vibrio,mytili
17265,111,"DSM 759, ATCC 14048, NCMB 857, CIP 103193, CCUG 4980, LMG 10935, NCIMB 857",1,1,"Vibrio natriegens",Vibrio,natriegens
17316,1397-6,"DSM 21557, ATCC 51183, CAIM 609, CCUG 28805, CIP 103381, LMG 15976",1,1,"Vibrio navarrensis",Vibrio,navarrensis
136884,NC470,"CIP 110538",1,1,"Vibrio neocaledonicus",Vibrio,neocaledonicus
17309,"HDD 3-1, HDD3-1","DSM 17531, IAM 15060, LMG 19973, JCM 21521, CIP 108521",1,1,"Vibrio neonatus",Vibrio,neonatus
17306,,"DSM 17183, CAIM 532, CIP 108274, KCTC 12702, LMG 20536, KCTC 12123, INCO 17",1,1,"Vibrio neptunius",Vibrio,neptunius
17325,,"DSM 19584, ATCC 25917, CCUG 28585, CECT 595, CIP 75.05, LMG 3895, NCMB 1897, CIP 103194, JCM 21190, BCRC 12914, CAIM 322, IAM 14407, IFO 15637, JCM 1141, KCTC 12677, KCTC 2722, NBRC 15637, NCCB 73020, NCIMB 1897",1,1,"Beneckea nereis",Beneckea,nereis
17326,164,"DSM 21607, ATCC 27043, CAIM 323, CCUG 16376, CCUG 28586, CIP 103195, LMG 3896, NCIMB 1904",1,1,"Beneckea nigripulchritudo",Beneckea,nigripulchritudo
167720,NFV-1,"BCRC 81211, JCM 33628",1,1,"Vibrio nitrifigilis",Vibrio,nitrifigilis
163785,,"JCM 30409, KEMB 2255-005",1,1,"Vibrio oceanisediminis",Vibrio,oceanisediminis
130769,IGJ1.11,"DSM 25438, CECT 8064",1,1,"Vibrio olivae",Vibrio,olivae
17327,"Dom F3 kid","DSM 19621, ATCC 33509, CCRC 12916, CCUG 38425, CECT 582, CIP 103205, NCIMB 2167",1,1,"Vibrio ordalii",Vibrio,ordalii
17328,717,"DSM 19136, ATCC 33934, CAIM 332, LMG 7897, CCUG 16389, CIP 102891, NCIMB 2195, KCTC 12680",1,1,"Vibrio orientalis",Vibrio,orientalis
170083,OG9-811,"KCTC 72623, GDMCC 1.2610",1,1,"Vibrio ostreae",Vibrio,ostreae
24664,PP-203,"DSM 21433, CECT 7398",1,1,"Vibrio ostreicida",Vibrio,ostreicida
164331,,"JCM 32690, KCTC 62616, MCCC 1K03515, BEI 176",1,1,"Vibrio ouci",Vibrio,ouci
17350,DY05,"DSM 23055, ACM 5300, JCM 16517, LMG 25443",1,1,"Vibrio owensii",Vibrio,owensii
17339,"STD3 1057","DSM 19139, CAIM 530, CIP 108197, LMG 19999",1,1,"Vibrio pacinii",Vibrio,pacinii
140734,EAod9,"CECT 9027, LMG 29724",1,1,"Vibrio palustris",Vibrio,palustris
131434,LBS2,"DSM 27724, JCM 19500, LMG 27902",1,1,"Vibrio panuliri",Vibrio,panuliri
166800,EDC-­792,"DSM 112460, CCUG 75319",1,1,"Vibrio paracholerae",Vibrio,paracholerae
17267,"113, EB 101","DSM 10027, ATCC 17802, CIP 75.2, NCMB 1902, NCTC 10903, WDCM 00037, JCM 32818, BCRC 10806, CAIM 320, CCUG 14474, CCUG 15657, CCUG 4224, CECT 511, CECT 589, IFO 12711, LMG 2850, NBRC 12711, NCCB 77010, NCCB 77018, NCIMB 1902, NRRL B-4167, CCTM 2011",1,1,"Vibrio parahaemolyticus",Vibrio,parahaemolyticus
170645,DBSS07,"MCCC 1K06284, KCTC 82896",1,1,"Vibrio paucivorans",Vibrio,paucivorans
17334,,"DSM 19585, ATCC 700783, CIP 105190",1,1,"Vibrio pectenicida",Vibrio,pectenicida
17290,KH-1,"DSM 14398, IFO 15640, JCM 9123, NBRC 15640, ATCC 51841, CAIM 285, CIP 104417, LMG 19663, LMG 19518",1,1,"Vibrio penaeicida",Vibrio,penaeicida
17364,MSSRF60,"DSM 21026, CAIM 1392, LMG 24470",1,1,"Vibrio plantisponsor",Vibrio,plantisponsor
17301,,"DSM 17180, CAIM 578, CIP 108273, LMG 20537",1,1,"Vibrio pomeroyi",Vibrio,pomeroyi
17295,369,"DSM 16217, CECT 5869, CCUG 50742, CIP 108539",1,1,"Vibrio ponticus",Vibrio,ponticus
17340,MSSRF30,"DSM 19223, LMG 24061",1,1,"Vibrio porteresiae",Vibrio,porteresiae
17275,,"DSM 30189, ATCC 15338, CIP 73.06, IFO 13287, NBRC 13287, NCMB 1326, CCUG 20302, LMG 3772, CIP 710, JCM 21193, CCEB 710, CGMCC 1.8871, IAM 14410, NCIMB 1326, CIP 102892",1,1,"Vibrio proteolyticus",Vibrio,proteolyticus
170646,ZSDZ65,"KCTC 82893, MCCC 1K06289",1,1,"Vibrio qingdaonensis",Vibrio,qingdaonensis
24661,M62,"DSM 28518, CAIM 1863, CECT 7734, KCTC 23833",1,1,"Vibrio quintilis",Vibrio,quintilis
17342,RW22,"DSM 19662, LMG 23674, NBRC 102084, CIP 109638",1,1,"Vibrio rarus",Vibrio,rarus
132212,DCr-1-4-2,"DSM 103032, CECT 8603, KCTC 42287",1,1,"Vibrio renipiscarius",Vibrio,renipiscarius
17314,MSSRF3,"DSM 18581, LMG 23790",1,1,"Vibrio rhizosphaerae",Vibrio,rhizosphaerae
17307,"R-14939, RFT 16","DSM 17186, CAIM 577, LMG 21460, CIP 107930, KCTC 12125",1,1,"Vibrio rotiferianus",Vibrio,rotiferianus
17293,VR1,"DSM 16370, CCRC 17186, JCM 11486, BCRC 17186, CIP 107960",1,1,"Vibrio ruber",Vibrio,ruber
17335,,"DSM 19141, CAIM 598, CIP 109752, FERM P-14531, LMG 20038",1,1,"Vibrio rumoiensis",Vibrio,rumoiensis
168762,LC2-047,"NBRC 104589, KCTC 22354",1,1,"Vibrio sagamiensis",Vibrio,sagamiensis
162450,,"JCM 19265, CGMCC 1.12427",1,1,"Vibrio salilacus",Vibrio,salilacus
170640,DNF-1,"BCRC 81209, JCM 33626",1,1,"Vibrio salinus",Vibrio,salinus
173609,A089,"CIP 105211, CECT 4638",1,1,"Vibrio scophthalmi",Vibrio,scophthalmi
17333,,"DSM 19140, CAIM 75",1,1,"Vibrio scophthalmi",Vibrio,scophthalmi
17274,,"DSM 21333, CAIM 797, CECT 7298",1,1,"Vibrio sinaloensis",Vibrio,sinaloensis
164333,,"JCM 32692, KCTC 62618",1,1,"Vibrio sinensis",Vibrio,sinensis
170644,S4M6,"MCCC 1K06167, KCTC 92312",1,1,"Vibrio sinus",Vibrio,sinus
132001,PP5(1),"DSM 102190, CAIM 1076, CECT 9100",1,1,"Vibrio sonorensis",Vibrio,sonorensis
140735,SMJ21,"CECT 9026, LMG 29723",1,1,"Vibrio spartinae",Vibrio,spartinae
17329,,"DSM 19640, ATCC 33125, CECT 528, LMG 4042, NCCB 53037, NCIMB 1, CIP 102893, KCTC 12679",1,1,"Vibrio splendidus",Vibrio,splendidus
17359,KTW-12,"DSM 25940, BCRC 8010, LMG 25357",1,1,"Vibrio stylophorae",Vibrio,stylophorae
17297,G3-29,"DSM 16383, IAM 15009, LMG 21323, CCUG 48665, JCM 21480, CIP 108261, NBRC 103154",1,1,"Vibrio superstes",Vibrio,superstes
170638,K08M4,"CECT 30086, DSM 109818",1,1,"Vibrio syngnathi",Vibrio,syngnathi
158992,C4III282,"DSM 106943, CAIM 1928, JCM 33434",1,1,"Vibrio taketomensis",Vibrio,taketomensis
17332,B1090,"DSM 21475, ATCC 700075, CECT 4600, CIP 104856, LMG 19706",1,1,"Vibrio tapetis",Vibrio,tapetis
169018,HH6087,"CECT 8161, CAIM 1874",1,1,"Vibrio tapetis subsp. britannicus",Vibrio,tapetis
168042,QL-9,"LMG 28759, CECT 8851",1,1,"Vibrio tapetis subsp. quintayensis",Vibrio,tapetis
170082,2521-89,"DSM 112461, CCUG 75318",1,1,"Vibrio tarriae",Vibrio,tarriae
17303,"A 45, D39","DSM 17182, CAIM 634, CCUG 48666, CIP 108272, LMG 20012",1,1,"Vibrio tasmaniensis",Vibrio,tasmaniensis
132189,MD16,"DSM 102810, CECT 8203, KCTC 32373",1,1,"Vibrio thalassae",Vibrio,thalassae
24660,"Vb 10.8","DSM 28519, CAIM 1869, CECT 7225",1,1,"Vibrio toranzoniae",Vibrio,toranzoniae
132206,AM2,"DSM 101558, LMG 25401, JCM 16456, JCM 16459",1,1,"Vibrio tritonius",Vibrio,tritonius
17330,,"DSM 19142, ATCC 19109, CAIM 313, CCUG 19118, CECT 4196, CIP 102760, LMG 10936, NBRC 15644, NCIMB 1340, CCUG 38428",1,1,"Vibrio tubiashii",Vibrio,tubiashii
132509,PP-638,"DSM 27349, CECT 8136",1,1,"Vibrio europaeus",Vibrio,europaeus
168408,188UL20-2,"LMG 32202, KACC 22258",1,1,"Vibrio ulleungensis",Vibrio,ulleungensis
17363,R-40492,"DSM 26147, CAIM 1454, LMG 25438",1,1,"Vibrio variabilis",Vibrio,variabilis
164334,,"JCM 32693, KCTC 62620",1,1,"Vibrio viridaestus",Vibrio,viridaestus
17276,324,"DSM 10143, ATCC 27562, WDCM 00139, JCM 3725, BCRC 12905, CAIM 610, CCUG 13448, CCUG 16394, CDC 9107-79, CECT 529, CGMCC 1.3751, CIP 75.4, IFO 15645, KCTC 2959, LMG 13545, LMG 7898, NBRC 15645, NCIMB 2046, NRIC 0817, NCTC 13647",1,1,"Vibrio vulnificus",Vibrio,vulnificus
17368,G21,"DSM 22851, CGMCC 1.10228",1,1,"Vibrio xiamenensis",Vibrio,xiamenensis
17304,"STD3-1071, R-15052, R129","DSM 17185, CAIM 467, CIP 108271, KCTC 12703, LMG 21346, KCTC 12122",1,1,"Vibrio xuii",Vibrio,xuii
157898,E414,"DSM 24901, CCTCC AB 2011110, NBRC 108723, CECT 30271CECT 30271CECT 30271CECT 30271CECT 30271, CIP 110336",1,1,"Vibrio zhanjiangensis",Vibrio,zhanjiangensis
166477,HBUAS61001,"GDMCC 1.1416, KCTC 62784",1,1,"Vibrio zhugei",Vibrio,zhugei
140386,E20121,"DSM 25602, CCTCC AB 2011174",1,1,"Vibrio zhuhaiensis",Vibrio,zhuhaiensis
167148,ZWAL4003,"KCTC 72971, MCCC 1A17474",1,1,"Vibrio ziniensis",Vibrio,ziniensis
132582,Ac_5_C6,"DSM 29464, LMG 29035",1,1,"Vicinamibacter silvestris",Vicinamibacter,silvestris
158595,ANORD5,"NCIMB 15042, MTCC 12686, DSM 103558, CECT 30270",1,1,"Vicingus serpentipes",Vicingus,serpentipes
158898,BBE-744-WT-12,"DSM 107290, JCM 34375",1,1,"Victivallis lenta",Victivallis,lenta
17370,Cello,"DSM 14823, ATCC BAA-548, CCUG 54625",1,1,"Victivallis vadensis",Victivallis,vadensis
168402,"CC- CFT640","JCM 33507, BCRC 81219",1,1,"Vineibacter terrae",Vineibacter,terrae
22931,J18,"DSM 26676, JCM 16994, KACC 14624",1,1,"Virgibacillus alimentarius",Virgibacillus,alimentarius
1487,,"DSM 19574, JCM 14839, HAL Hal1, HAL 1",1,1,"Virgibacillus arcticus",Virgibacillus,arcticus
1491,ISL-24,"DSM 23507, CCUG 56754, KCTC 13259, ISL -24",1,1,"Virgibacillus byunsanensis",Virgibacillus,byunsanensis
1496,IDS-20,"DSM 25790, CCUG 59308, KCTC 13727",1,1,"Virgibacillus alimentarius",Virgibacillus,alimentarius
1482,mccs2332,"DSM 14868, JCM 16508, LMG 20964, KCTC 3819, CIP 108266",1,1,"Virgibacillus carmonensis",Virgibacillus,carmonensis
134251,NTU-101,"BCRC 17637, CGMCC 1.6496",1,1,"Virgibacillus chiguensis",Virgibacillus,chiguensis
157160,,"CCUG 69891",1,1,"Virgibacillus dakarensis",Virgibacillus,dakarensis
1484,DSW-10,"DSM 16826, CIP 109001, KCTC 3933",1,1,"Virgibacillus dokdonensis",Virgibacillus,dokdonensis
132443,S1-20,"DSM 29015, LMG 28381",1,1,"Virgibacillus flavescens",Virgibacillus,flavescens
1475,,"DSM 10037, ATCC 49067, JCM 12304, CGMCC 1.8915, IAM 14938, KCTC 3790, LMG 9818, NBRC 102361",1,1,"Virgibacillus halodenitrificans",Virgibacillus,halodenitrificans
1483,5B73C,"DSM 21623, IAM 15308, JCM 21758, KCTC 13935, CIP 109671",1,1,"Virgibacillus halophilus",Virgibacillus,halophilus
23745,"G 6065, WS 4627","DSM 25060, LMG 26644",1,1,"Virgibacillus halotolerans",Virgibacillus,halotolerans
158739,P2-C2,"CGMCC 1.16138, NBRC 113014",1,1,"Virgibacillus indicus",Virgibacillus,indicus
133313,NS3012,"KEMB 9001-125, JCM 16522, DSM 107337, NRIC 0768",1,1,"Virgibacillus jeotgali",Virgibacillus,jeotgali
140872,KN3-8-4,"JCM 30071, LMG 28282, TISTR 2279, PCU 345",1,1,"Virgibacillus kapii",Virgibacillus,kapii
1488,YIM-kkny16,"DSM 17056, CGMCC 1.6298, JCM 16510",1,1,"Virgibacillus kekensis",Virgibacillus,kekensis
164235,,"JCM 32284, KACC 19404",1,1,"Virgibacillus kimchii",Virgibacillus,kimchii
1495,,"DSM 21085, KCTC 13228, JSM 089168",1,1,"Virgibacillus litoralis",Virgibacillus,litoralis
1477,123,"DSM 12325, ATCC 700626, CECT 5066, CIP 105609",1,1,"Virgibacillus marismortui",Virgibacillus,marismortui
