ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,Antibiotic sensitivity,Metabolite (antibiotic)
158526,4-T-34,"CCTCC AB 2014005, LMG 28256",1,1,Cypionkella collinsensis,Cypionkella,collinsensis,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
140481,HWR-46,"NBRC 112426, KCTC 52470",1,1,Pseudorhodobacter ponti,Pseudorhodobacter,ponti,1,carbenicillin
,,,,,,,,1,cephalothin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
141080,DB-4,"KCTC 52038, CECT 9025",1,1,Pseudoroseicyclus aestuarii,Pseudoroseicyclus,aestuarii,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cephalothin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,streptomycin
140810,MME-001,"KCCM 43133, JCM 30751",1,1,Pseudoruegeria aestuarii,Pseudoruegeria,aestuarii,1,carbenicillin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
140607,,"KCTC 52190, NBRC 111989, DSM 108277, CAU 1312",1,1,Pseudothioclava arenosa,Pseudothioclava,arenosa,1,amoxicillin
,,,,,,,,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefoxitin
,,,,,,,,1,cephalothin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,penicillin
,,,,,,,,1,polymyxin b
158270,NEAU-3TGS17,"DSM 100484, CGMCC 1.15308",1,1,Psychrobacillus lasiicapitis,Psychrobacillus,lasiicapitis,1,ampicillin
,,,,,,,,1,apramycin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,hygromycin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,thiostrepton
1566,"68E3, 68000","DSM 11713, ATCC BAA-796, CIP 107791, NCIMB 13837",1,1,Psychrobacillus psychrodurans,Psychrobacillus,psychrodurans,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
1568,3H1,"DSM 11706, CIP 107792, NCIMB 13838",1,1,Psychrobacillus psychrotolerans,Psychrobacillus,psychrotolerans,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
8198,,"DSM 15339, MTCC 4386, CMS 56, CIP 108799",1,1,Psychrobacter aquaticus,Psychrobacter,aquaticus,1,amoxicillin
,,,,,,,,1,ampicillin
,,,,,,,,1,bacitracin
,,,,,,,,1,carbenicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,co-trimoxazole
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,nitrofurantoin
139044,,"CIP 111025, KCTC 42280, CCTCC AB 2014019",1,1,Psychrobacter glaciei,Psychrobacter,glaciei,1,aztreonam
,,,,,,,,1,fusidate
,,,,,,,,1,guanidinium chloride
,,,,,,,,1,lincomycin
,,,,,,,,1,lithium chloride
,,,,,,,,1,minocycline
,,,,,,,,1,nalidixic acid
,,,,,,,,1,niaproof
,,,,,,,,1,potassium tellurite
,,,,,,,,1,rifamycin sv
8179,,"CCUG 34874, DSM 12194, ACAM 483, CIP 105313",1,1,Psychrobacter glacincola,Psychrobacter,glacincola,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
8206,YKJ-103,"DSM 23423, CIP 107956, JCM 11463, KCCM 41559, KCTC 22762, NCIMB 14247",1,1,Psychrobacter jeotgali,Psychrobacter,jeotgali,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
133281,S6-60,"JCM 31058, LMG 29157, CIP 111450",1,1,Psychrobacter pocilloporae,Psychrobacter,pocilloporae,1,tetracycline
141081,DB-3,"KCTC 52037, NBRC 111757",1,1,Psychroflexus aestuariivivens,Psychroflexus,aestuariivivens,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cephalothin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,lincomycin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,tetracycline
166337,C1,"MCCC 1H00415, KCTC 72796",1,1,Psychroflexus maritimus,Psychroflexus,maritimus,1,carbenicillin
,,,,,,,,1,ceftriaxone
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clarithromycin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,lincomycin
,,,,,,,,1,norfloxacin
,,,,,,,,1,penicillin
133250,WDS4A13,"KCTC 52043, MCCC 1H00134",1,1,Psychroflexus saliphilus,Psychroflexus,saliphilus,1,acetylspiramycin
,,,,,,,,1,ampicillin
,,,,,,,,1,cefotaxime
,,,,,,,,1,ceftriaxone
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clindamycin
,,,,,,,,1,erythromycin
,,,,,,,,1,lincomycin
,,,,,,,,1,penicillin
141170,4GSH07,"CGMCC 1.15448, LMG 29214",1,1,Puia dinghuensis,Puia,dinghuensis,1,amikacin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,netilmycin
,,,,,,,,1,polymyxin b
,,,,,,,,1,tetracycline
,,,,,,,,1,tobramycin
140731,JSSK-17,"KCTC 52765, NBRC 112766",1,1,Puniceibacterium confluentis,Puniceibacterium,confluentis,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cephalothin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin g
140646,MI-28,"KCTC 29239, LMG 27848, BCRC 80688",1,1,Puzihella rosea,Puzihella,rosea,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
132551,,"DSM 100773, NCCB 100574, MSR MSr9521, MSR 9521",1,1,Racemicystis crocea,Racemicystis,crocea,1,ampicillin
,,,,,,,,1,apramycin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cephalosporin
,,,,,,,,1,fusidate
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,kasugamycin
,,,,,,,,1,neomycin
,,,,,,,,1,oxytetracycline
133077,37,"DSM 103165, NCCB 100606, MSR MSr11462, MSR 11462",1,1,Racemicystis persica,Racemicystis,persica,1,ampicillin
,,,,,,,,1,bacillomycin
,,,,,,,,1,cephalosporin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,hygromycin
,,,,,,,,1,kanamycin
,,,,,,,,1,oxytetracycline
,,,,,,,,1,spectinomycin
,,,,,,,,1,thiostrepton
133021,LZ-22,"DSM 100494, ATCC TSD-18, JCM 30886",1,1,Raineyella antarctica,Raineyella,antarctica,1,amikacin
,,,,,,,,1,amoxicillin
,,,,,,,,1,ampicillin
,,,,,,,,1,cefazolin
,,,,,,,,1,cefoxitin
,,,,,,,,1,ceftriaxone
,,,,,,,,1,cefuroxime
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,clavulanic acid
158789,DL-329,"VKM Ac-2121, LMG 22542",1,1,Rathayibacter oskolensis,Rathayibacter,oskolensis,1,chloramphenicol
,,,,,,,,1,methacycline
140272,HM,"DSM 100378, JCM 30982",1,1,Rectinema cohabitans,Rectinema,cohabitans,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,kanamycin
159843,DC003,"KCTC 42867, MCCC 1H00130",1,1,Reichenbachiella versicolor,Reichenbachiella,versicolor,1,ampicillin
,,,,,,,,1,cefotaxime sodium
,,,,,,,,1,ceftriaxone
,,,,,,,,1,erythromycin
,,,,,,,,1,lincomycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,norfloxacin
,,,,,,,,1,penicillin
,,,,,,,,1,rifampicin
,,,,,,,,1,spiramycin II
158528,,"KACC 17315, CECT 8288, HME 8277",1,1,Reinekea marina,Reinekea,marina,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
,,,,,,,,1,vancomycin
141114,,"CGMCC 1.5219, KCTC 15623, DSM 105239, SYSU GA15001",1,1,Rhabdanaerobium thermarum,Rhabdanaerobium,thermarum,1,amikacin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,kanamycin
,,,,,,,,1,netilmycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
,,,,,,,,1,tetracycline
,,,,,,,,1,tobramycin
,,,,,,,,1,vancomycin
132963,R49,"DSM 105074, JCM 30685, KACC 18395, KEMB 9005-318",1,1,Rhabdobacter roseus,Rhabdobacter,roseus,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,tetracycline
2454,OSBAC1,"DSM 14885, KCTC 12114, LMG 21511, CIP 107787",1,1,Rheinheimera baltica,Rheinheimera,baltica,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
159783,TAPG2,"BCRC 81054, LMG 30056, KCTC 52815",1,1,Rheinheimera coerulea,Rheinheimera,coerulea,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,novobiocin
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,tetracycline
,,,,,,,,1,trimethoprim
163799,PKS7,"JCM 30460, KCTC 42365",1,1,Rheinheimera pleomorphica,Rheinheimera,pleomorphica,1,carbenicillin
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,co-trimoxazole
,,,,,,,,1,erythromycin
,,,,,,,,1,furazolidone
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,nitrofurantoin
,,,,,,,,1,norfloxacin
,,,,,,,,1,oxytetracycline
140533,,"KCTC 52299, MCCC 1K03215, MIM 27",1,1,Pararhizobium arenae,Pararhizobium,arenae,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefoperazone
,,,,,,,,1,ceftriaxone
,,,,,,,,1,cephalexin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,doxycycline
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
166529,C5,"CCTCC AB 2018143, LMG 30777",1,1,Rhizobium chutanense,Rhizobium,chutanense,1,ampicillin
,,,,,,,,1,cefotaxime
,,,,,,,,1,cefoxitin
,,,,,,,,1,ceftriaxone
,,,,,,,,1,cefuroxime
,,,,,,,,1,kanamycin
,,,,,,,,1,ofloxacin
,,,,,,,,1,piperacillin
,,,,,,,,1,streptomycin
,,,,,,,,1,sulbactam
141049,"Z87-8, U 10001","UMR 1320, LMG 30030, CNPSo 668",1,1,Rhizobium esperanzae,Rhizobium,esperanzae,1,ampicillin
,,,,,,,,1,cefuroxime
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
13625,,"DSM 11541, ATCC 51251, CFN 42, JCM 21823, CIP 104814, HAMBI 1727, IAM 15379, IFO 15573, LMG 17827, NBRC 15573",1,1,Rhizobium etli,Rhizobium,etli,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
170906,JKLM 12A2,"MCC 3961, KACC 21380, JCM 33658",1,1,Rhizobium indicum,Rhizobium,indicum,1,1 % sodium lactate
,,,,,,,,1,aztreonam
,,,,,,,,1,D-serine
,,,,,,,,1,fusidate
,,,,,,,,1,guanidinium chloride
,,,,,,,,1,lincomycin
,,,,,,,,1,lithium chloride
,,,,,,,,1,minocycline
,,,,,,,,1,nalidixic acid
,,,,,,,,1,niaproof
140867,shin9-1,"LMG 27163, KCTC 32148",1,1,Rhizobium ipomoeae,Rhizobium,ipomoeae,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
13609,"3I6c15, 316c15","DSM 30137, ATCC 14482, JCM 20683, NBRC 14785, NRRL L-321, VKM B-1966, IAM 12612, CIP 107329, LMG 8819, ORS 662",1,1,Rhizobium phaseoli,Rhizobium,phaseoli,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
167241,,"UPM 1133, CECT 9542, LMG 30526",1,1,Rhizobium ruizarguesonis,Rhizobium,ruizarguesonis,1,cefuroxime
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,gentamicin
,,,,,,,,1,neomycin
,,,,,,,,1,oxytetracycline
,,,,,,,,1,polymyxin b
7573,B-1973,"DSM 7307, ATCC 19584, CECT 908, LMG 16473, NCIMB 9729, NRRL B-1973, JCM 11566, BCRC 14858, CIP 82.105, IAM 14871, KCTC 3388, LMG 17310, MTCC 22, NCFB 2326, PCM 2469, NCDO 2326",1,1,Rhizobium viscosum,Rhizobium,viscosum,1,cefuroxime
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,gentamicin
,,,,,,,,1,neomycin
,,,,,,,,1,oxytetracycline
140985,166,"CGMCC 1.15279, DSM 100734",1,1,Rhizobium wenxiniae,Rhizobium,wenxiniae,1,ampicillin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
159888,W44,"CCTCC AB 2017179, GDMCC 1.1257, KCTC 62194",1,1,Rhizobium wuzhouense,Rhizobium,wuzhouense,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
140545,CRZM18R,"LMG 29735, CECT 9169",1,1,Rhizobium zeae,Rhizobium,zeae,1,ciprofloxacin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,neomycin
,,,,,,,,1,tetracycline
140624,Ndbn-20,"KACC 18661, CCTCC AB 2016143, DSM 107650",1,1,Rhizorhabdus dicambivorans,Rhizorhabdus,dicambivorans,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,roxithromycin
,,,,,,,,1,tetracycline
140574,CR164,"KACC 18699, NBRC 111845",1,1,Rhodanobacter rhizosphaerae,Rhodanobacter,rhizosphaerae,1,amikacin
,,,,,,,,1,amoxicillin
,,,,,,,,1,apramycin
,,,,,,,,1,bacitracin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,gramicidin s
,,,,,,,,1,hygromycin
,,,,,,,,1,kanamycin
138210,KA25,"CIP 105439, JCM 9340, IAM 14814, IFO 16436, NBRC 16436",1,1,Cereibacter azotoformans,Cereibacter,azotoformans,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
13806,,"DSM 1710, ATCC 11166, ATCC 17015, IAM 14232, JCM 21090, NCIB 8254, CCUG 31484, LMG 2962, CCTM 1913, ATH 2.3.1, CGMCC 1.8920, CIP 104408, IFO 16435, NBRC 16435, NCIMB 8254",1,1,Rhodobacter capsulatus,Rhodobacter,capsulatus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140806,N1,"KEMB 563-471, JCM 31175",1,1,Rhodobacter sediminis,Rhodobacter,sediminis,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,nalidixic acid
,,,,,,,,1,rifampicin
166318,TJ48,"CCTCC AB 2019120, KCTC 72510",1,1,Rhodobacter xinxiangensis,Rhodobacter,xinxiangensis,1,carbenicillin
,,,,,,,,1,ceftazidime
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,polymyxin b
,,,,,,,,1,rifampicin
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
10866,"A-0201, N11","DSM 43066, ATCC 25544, ATCC 4277, CBS 266.39, CCM 277, CIP 104179, DSM 763, IFO 15567, JCM 3201, NBRC 15567, NCIB 11148, NCIB 9158, NRRL B-16025, BCRC 10909, CCT 1878, CCUG 23603, CECT 3013, CGMCC 1.2362, CGMCC 4.1814, CIP 104662, DSM 743, HAMBI 1953, IAM 12122, IFM 0165, IMET 7462, IMSNU 20115, JCM 20419, KCTC 1062, LMG 5359, NBIMCC 1360, NCIMB 11148, NCIMB 9158, NCTC 13021, NRRL B-1532, PCM 2150, VKM Ac-1337, VKM Ac-858",1,1,Rhodococcus erythropolis,Rhodococcus,erythropolis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
11027,"DNP 505, DNP505","DSM 44498, JCM 10743, KCTC 0569BP, CGMCC 4.1724, CGMCC 4.1822, CIP 106721, NBRC 100607, NCIMB 13709",1,1,Rhodococcus koreensis,Rhodococcus,koreensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
11031,M712,"DSM 44675, AS 4.1720, CIP 107806, JCM 11374, BCRC 16384, CGMCC 4.1720, KCTC 9961, NBRC 100610",1,1,Rhodococcus maanshanensis,Rhodococcus,maanshanensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
11026,"LMAU.R292, HAMBI, MBS 1","DSM 44240, CIP 104964, HAMBI 1752, LMAU R292, JCM 10087",1,1,Rhodococcus opacus,Rhodococcus,opacus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
10893,"B/O, N 445, A-0203, N445","DSM 43336, ATCC 35071, KCC A-0203, NCIB 11279, JCM 3203, BCRC 13390, CCUG 23604, CECT 5750, CGMCC 4.1816, CIP 104181, IFM 0149, IMSNU 21249, KCTC 9805, LMG 5363, NBRC 100604, NCIMB 11279, NRRL B-16535, PCM 2157, RIA 1613, VKM Ac-1187",1,1,Rhodococcus rhodnii,Rhodococcus,rhodnii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
11037,Mb8,"DSM 44783, JCM 11308, NCIMB 13903, CIP 108134, NBRC 100609",1,1,Rhodococcus tukisamuensis,Rhodococcus,tukisamuensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
7494,,"DSM 15303, CIP 107785, IAM 15170, JCM 12762, MTCC 4657, CMS 81y, NBRC 104579",1,1,Rhodoglobus aureus,Rhodoglobus,aureus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
7495,LV3,"DSM 21947, ATCC BAA-534, CIP 107482, JCM 12695, NBRC 103084, CGMCC 1.7091, IAM 15169",1,1,Rhodoglobus vestalii,Rhodoglobus,vestalii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
158667,15182,"KCTC 62172, MCCC 1K03442",1,1,Rhodohalobacter barkolensis,Rhodohalobacter,barkolensis,1,amoxicillin
,,,,,,,,1,cefoxitin
,,,,,,,,1,cephalothin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clindamycin
,,,,,,,,1,erythromycin
,,,,,,,,1,norfloxacin
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
133122,JZ3C29,"MCCC 1H00131, KCTC 52046, JCM 31413",1,1,Rhodohalobacter halophilus,Rhodohalobacter,halophilus,1,acetylspiramycin
,,,,,,,,1,ampicillin
,,,,,,,,1,cefotaxime
,,,,,,,,1,ceftriaxone
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clindamycin
,,,,,,,,1,erythromycin
,,,,,,,,1,lincomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
166282,lm1,"CCTCC AB 2019071, KCTC 72156",1,1,Rhodoligotrophos defluvii,Rhodoligotrophos,defluvii,1,ampicillin
,,,,,,,,1,cefoperazone
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,lincomycin
,,,,,,,,1,neomycin
,,,,,,,,1,paromomycin sulfate
,,,,,,,,1,spectinomycin
,,,,,,,,1,streptomycin
164090,MA-7-27,"JCM 31537, KACC 18805",1,1,Rhodophyticola porphyridii,Rhodophyticola,porphyridii,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,sulbactam
166225,E84,"KCTC 52697, MCCC 1H00231",1,1,Rhodosalinus halophilus,Rhodosalinus,halophilus,1,acetylspiramycin
,,,,,,,,1,ampicillin
,,,,,,,,1,clarithromycin
,,,,,,,,1,erythromycin
,,,,,,,,1,penicillin g
,,,,,,,,1,streptomycin
141161,WDN1C137,"KCTC 52478, MCCC 1H00170, DSM 108746",1,1,Rhodosalinus sediminis,Rhodosalinus,sediminis,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,lincomycin
,,,,,,,,1,norfloxacin
,,,,,,,,1,tetracycline
,,,,,,,,1,tobramycin
,,,,,,,,1,vancomycin
168344,"CL23, CC-AMO-30D","LMG 31418, KCTC 72252",1,1,Robertkochia solimangrovi,Robertkochia,solimangrovi,1,carbenicillin
,,,,,,,,1,clindamycin
,,,,,,,,1,doxycycline
,,,,,,,,1,lincomycin
,,,,,,,,1,minocycline
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,rifampicin
,,,,,,,,1,tetracycline
133348,MA7-20,"KACC 18807, JCM 31538",1,1,Roseitalea porphyridii,Roseitalea,porphyridii,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,lincomycin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,tetracycline
164246,,"JCM 32374, KCCM 43267, MEBiC 09517",1,1,Roseithermus sacchariphilus,Roseithermus,sacchariphilus,1,amoxicillin
,,,,,,,,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,neomycin
,,,,,,,,1,oxytetracycline
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
140828,GM-5,"KCTC 42718, NBRC 111589",1,1,Roseivirga maritima,Roseivirga,maritima,1,cephalothin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,lincomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,tetracycline
13764,,"DSM 6996, ATCC 49566, OCh 149, JCM 21268, CIP 104265, IAM 14593, IFO 15278, NBRC 15278, ATCC 46566",1,1,Roseobacter litoralis,Roseobacter,litoralis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140322,MM-7,"DSM 106830, NBRC 112431",1,1,Roseobacter ponti,Roseobacter,ponti,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefalotin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
60,,"DSM 8511, RB 3",1,1,Roseococcus thiosulfatophilus,Roseococcus,thiosulfatophilus,1,amikacin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,fusidate
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
76,5420S-30,"DSM 19363, KACC 12521, UCCCB24, CIP 110193",1,1,Roseomonas aerilata,Roseomonas,aerilata,1,amikacin
,,,,,,,,1,cefotaxime
,,,,,,,,1,cephalothin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,neomycin
133171,MC 3624,"CCTCC AB 2014278, LMG 28637",1,1,Roseomonas arcticisoli,Roseomonas,arcticisoli,1,cefotaxime
,,,,,,,,1,chloramphenicol
,,,,,,,,1,fosfomycin
,,,,,,,,1,kanamycin
,,,,,,,,1,minocycline
,,,,,,,,1,ofloxacin
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
158692,M3,"KEMB 2255-459, JCM 31275",1,1,Roseomonas deserti,Roseomonas,deserti,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,nalidixic acid
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
158530,PN2,"BCC 44864, NBRC 107871",1,1,Roseomonas elaeocarpi,Roseomonas,elaeocarpi,1,chloramphenicol
,,,,,,,,1,kanamycin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
71,TH-G33,"DSM 19439, CGMCC 1.3617, JCM 13283, CIP 109168",1,1,Roseomonas lacus,Roseomonas,lacus,1,amikacin
,,,,,,,,1,amoxicillin
,,,,,,,,1,ampicillin
,,,,,,,,1,cefaclor
,,,,,,,,1,cefazolin
,,,,,,,,1,cefoperazone
,,,,,,,,1,cefotaxime
,,,,,,,,1,ceftazidime
,,,,,,,,1,cefuroxime
,,,,,,,,1,cephalothin
73,,"DSM 19362, CCM 7468, KCTC 22045, CPCC 100056, UCCCB25",1,1,Roseomonas vinacea,Roseomonas,vinacea,1,chloramphenicol
,,,,,,,,1,chlortetracyclin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,netilmycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,oxytetracycline
,,,,,,,,1,tetracycline
,,,,,,,,1,tobramycin
133325,GHTF-24,"KCTC 52454, NBRC 112420",1,1,Roseovarius aestuariivivens,Roseovarius,aestuariivivens,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefalotin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,streptomycin
141127,R12B,"MCCC 1A09786, KCTC 42506",1,1,Roseovarius atlanticus,Roseovarius,atlanticus,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefazolin
,,,,,,,,1,cefoperazone
,,,,,,,,1,ceftriaxone
