ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Ability of spore formation"
17787,CL-ES53,"DSM 19549, KCCM 90064",1,1,"Salinisphaera dokdonensis",Salinisphaera,dokdonensis,0
17789,,"DSM 24264, CCTCC AB 2011132, JCM 17431, YIM 95161",1,1,"Salinisphaera halophila",Salinisphaera,halophila,0
17788,,"DSM 21483, JCM 15514, EPR 70",1,1,"Salinisphaera hydrothermalis",Salinisphaera,hydrothermalis,0
133667,MK-B5,"KCTC 23198, JCM 17073",1,1,"Salinisphaera orenii",Salinisphaera,orenii,0
8027,,"DSM 44819, ATCC BAA-917, CIP 108942, JCM 13856, CNH 643, BCRC 16821, NBRC 105043",1,1,"Salinispora arenicola",Salinispora,arenicola,0
,,,,,,,,1
8026,,"DSM 44818, ATCC BAA-916, CIP 108943, JCM 13857, CNB 440, BCRC 16822, NBRC 105044",1,1,"Salinispora tropica",Salinispora,tropica,0
,,,,,,,,1
17245,AF-2004,"DSM 19052, CIP 109598",1,1,"Salinivibrio proteolyticus",Salinivibrio,proteolyticus,0
17246,ND1-1,"DSM 26187, JCM 14472, PCU 301, TISTR 1810",1,1,"Salinivibrio siamensis",Salinivibrio,siamensis,0
140600,YCWB25,"MCCC 1K00272, LMG 25394",1,1,"Salinovum rubellum",Salinovum,rubellum,0
1120,"PN 105, AC 13","DSM 8721, ATCC 700163, CIP 105302",1,1,"Salipaludibacillus agaradhaerens",Salipaludibacillus,agaradhaerens,1
140829,S9,"KCTC 33633, LMG 28644",1,1,"Salipaludibacillus aurantiacus",Salipaludibacillus,aurantiacus,1
159861,GASy1,"IBRC M 10902, LMG 28385",1,1,"Salipaludibacillus halalkaliphilus",Salipaludibacillus,halalkaliphilus,1
1293,,"DSM 19794, CCTCC AB 207161, KCTC 13187, JSM 071004",1,1,"Salipaludibacillus neizhouensis",Salipaludibacillus,neizhouensis,1
23230,,"DSM 26914, JCM 13377, KCTC 12554, HTCC 2601, CIP 109257",1,1,"Salipiger bermudensis",Salipiger,bermudensis,0
23231,DX5-10,"DSM 26894, CGMCC 1.3455, JCM 12573, CIP 109187, NCIMB 14310",1,1,"Alloyangia pacifica",Alloyangia,pacifica,0
1546,CVS-14,"DSM 19612, CIP 108577, LMG 22839",1,1,"Salirhabdus euzebyi",Salirhabdus,euzebyi,1
158295,BH128,"DSM 19924, KACC 18690, NBRC 111874",1,1,"Salirhabdus salicampi",Salirhabdus,salicampi,1
1571,halo-2,"DSM 26530, CGMCC 1.7654, NBRC 104935",1,1,"Salisediminibacterium halotolerans",Salisediminibacterium,halotolerans,0
23765,X4B,"DSM 27696, IBRC-M 10629, KCTC 13827",1,1,"Saliterribacillus persicus",Saliterribacillus,persicus,1
23763,halo-1,"DSM 28389, CGMCC 1.7653, NBRC 104934",1,1,"Salsuginibacillus halophilus",Salsuginibacillus,halophilus,1
1548,CH9d,"DSM 18087, CCM 7365, CECT 7154, CGMCC 1.6287",1,1,"Salsuginibacillus kocurii",Salsuginibacillus,kocurii,1
158551,LSN-49,"BCRC 81005, LMG 29726, KCTC 52439",1,1,"Salsuginimonas clara",Salsuginimonas,clara,0
166298,FSY-15,"BCRC 81011, LMG 29732, KCTC 52445",1,1,"Sandaracinomonas limnophila",Sandaracinomonas,limnophila,0
17885,NOSO-4,"DSM 53668, NCCB 100362",1,1,"Sandaracinus amylolyticus",Sandaracinus,amylolyticus,1
14167,so42,"DSM 17366, CECT 7086, CIP 109260",1,1,"Sandarakinorhabdus limnophila",Sandarakinorhabdus,limnophila,0
133099,ISLP-3,"DSM 100501, ATCC TSD-17, JCM 30887",1,1,"Sanguibacter gelidistatuariae",Sanguibacter,gelidistatuariae,0
140375,,"DSM 29762, CIP 110873, MOLA 117",1,1,"Saonia flava",Saonia,flava,0
1765,"C1A-55, C1A_55","DSM 22547, CCUG 58090, KCTC 15141",1,1,"Scardovia wiggsiae",Scardovia,wiggsiae,0
181,"Hudd B9912678","DSM 15537, CCUG 42773, CIP 106713, KCTC 15233",1,1,"Schaalia funkei",Schaalia,funkei,0
162,D145A-07,"DSM 6843, ATCC 49285, CCUG 32935, VPI D145A-07, CIP 104749, VPI D145A-7",1,1,"Schaalia georgiae",Schaalia,georgiae,0
161,,"CCUG 21024, LMG 16161, DSM 20733, ATCC 35568, CIP 103148, VPI 8617, PIP 2477B",1,1,"Schaalia meyeri",Schaalia,meyeri,0
185,R10176,"DSM 15804, CCUG 46091, CIP 107423",1,1,"Schaalia vaccimaxillae",Schaalia,vaccimaxillae,0
159203,TLL-A1,"DSM 106076, KCTC 15657",1,1,"Schaedlerella arabinosiphila",Schaedlerella,arabinosiphila,1
599,"1, BAI","CCUG 28517, NRRL B-14310, DSM 1046, ATCC 29788, CCM 2849, CIP R925, JCM 12210, BCRC 15923, BCRC 16018, CIP 77.28, HAMBI 1884, IFO 15712, KCTC 3447, LMG 9581, NBRC 15712, NCCB 93150, NCIMB 11859, NRRL B-14522",1,1,"Schinkia azotoformans",Schinkia,azotoformans,1
24131,LY-73,"DSM 28193, CCTCC M 2011481, KACC 16878",1,1,"Schleiferilactobacillus shenzhenensis",Schleiferilactobacillus,shenzhenensis,0
133011,ZQ18-1,"DSM 28236, CICC 10824",1,1,"Scopulibacillus daqui",Scopulibacillus,daqui,1
6697,,"DSM 19909, BCRC 17810, JCM 15043, YIT 11304, LMG 30911",1,1,"Secundilactobacillus odoratitofui",Secundilactobacillus,odoratitofui,0
24133,,"DSM 26518, JCM 18671, KCTC 21047, SG 293, CIP 110586",1,1,"Secundilactobacillus oryzae",Secundilactobacillus,oryzae,0
6596,LA2,"DSM 15502, JCM 11969, BCRC 80778, CIP 108394, LMG 22473, VTT E-042481",1,1,"Secundilactobacillus paracollinoides",Secundilactobacillus,paracollinoides,0
140410,IWT25,"DSM 102974, JCM 31145, LMG 30918",1,1,"Secundilactobacillus pentosiphilus",Secundilactobacillus,pentosiphilus,0
24138,IWT126,"DSM 27022, JCM 19001, KCTC 21050",1,1,"Secundilactobacillus silagei",Secundilactobacillus,silagei,0
140409,IWT5,"DSM 102973, JCM 31144, LMG 30917",1,1,"Secundilactobacillus silagincola",Secundilactobacillus,silagincola,0
6694,M36,"DSM 23365, JCM 2765, LMG 23904, BCRC 80777, CIP 110209",1,1,"Secundilactobacillus similis",Secundilactobacillus,similis,0
132448,MO-SEDI,"DSM 24004, JCM 17293",1,1,"Sedimentibacter acidaminivorans",Sedimentibacter,acidaminivorans,0
158251,L21-RPul-D3,"DSM 27091, JCM 19196, KCTC 15598",1,1,"Sedimentisphaera cyanobacteriorum",Sedimentisphaera,cyanobacteriorum,0
158250,ST-PulAB-D4,"DSM 101733, JCM 31929, KCTC 15597",1,1,"Sedimentisphaera salicampi",Sedimentisphaera,salicampi,0
1556,"NHBX-5, NHBX5","DSM 19340, CGMCC 1.6502, CIP 110033",1,1,"Sediminibacillus albus",Sediminibacillus,albus,1
1555,EN8d,"DSM 18088, CCM 7364, CECT 7148, CGMCC 1.6199",1,1,"Sediminibacillus halophilus",Sediminibacillus,halophilus,0
,,,,,,,,1
24737,,"DSM 22335, JCM 15794, KCTC 12833, DCY 13, KACC 15019",1,1,"Sediminibacterium ginsengisoli",Sediminibacterium,ginsengisoli,0
24736,NJ-44,"DSM 27476, CGMCC 1.6845, NBRC 103935",1,1,"Sediminibacterium salmoneum",Sediminibacterium,salmoneum,0
134172,,"NBRC 100966, LMG 23246, CNI 3",1,1,"Sediminicola luteus",Sediminicola,luteus,0
13849,,"DSM 21189, CCTCC AA 208033, KCTC 22349, YIM B024",1,1,"Sediminimonas qiaohouensis",Sediminimonas,qiaohouensis,0
133588,6424S-61,"KACC 14119, NBRC 106135",1,1,"Segetibacter aerophilus",Segetibacter,aerophilus,0
17760,GS664,"DSM 18137, KCTC 12655, Gsoil 664, CIP 109820",1,1,"Segetibacter koreensis",Segetibacter,koreensis,0
14050,,"DSM 44985, ATCC BAA-972, CDC 1076, CIP 108378, JCM 13578, CCUG 50837",1,1,"Segniliparus rotundus",Segniliparus,rotundus,0
14052,,"DSM 45345, ATCC BAA-974, CCUG 50838, CDC 945, CIP 108380, JCM 13579",1,1,"Segniliparus rugosus",Segniliparus,rugosus,0
164210,Sp-1,"JCM 32162, KCTC 62036",1,1,"Segnochrobactrum spirostomi",Segnochrobactrum,spirostomi,0
23885,S4,"DSM 24984, ATCC BAA-2290",1,1,"Seleniivibrio woodruffii",Seleniivibrio,woodruffii,0
17166,WG,"DSM 23594, CGMCC 1.5073, JCM 15470, KCTC 15154",1,1,"Selenomonas bovis",Selenomonas,bovis,0
17156,GA-192,"DSM 2150, ATCC 12561",1,1,"Selenomonas ruminantium",Selenomonas,ruminantium,0
132393,,"DSM 103502, BR 72, KCTC 15479, JCM 30749",1,1,"Sellimonas intestinalis",Sellimonas,intestinalis,0
1681,Kis4-28,"DSM 21801, NBRC 104924",1,1,"Serinibacter salmoneus",Serinibacter,salmoneus,0
6283,JC1078,"DSM 15273, IMSNU 14026, KCTC 9980, CCUG 51944, JCM 13024, CIP 108477",1,1,"Serinicoccus marinus",Serinicoccus,marinus,0
6284,0714S6-1,"DSM 21363, CGMCC 4.5582, NBRC 110789, MCCC 1A05965, JCM 17740",1,1,"Serinicoccus profundi",Serinicoccus,profundi,0
164370,GP-T3-3,"JCM 32825, KACC 19850, KCCM 43309, KCTC 49173",1,1,"Serinicoccus sediminis",Serinicoccus,sediminis,0
132680,3b,"DSM 100013, JCM 30645",1,1,"Serpentinicella alkaliphila",Serpentinicella,alkaliphila,1
132370,2015-2462-01,"DSM 100980, CCM 8626, LMG 29119, CIP 110919",1,1,"Serratia aquatilis",Serratia,aquatilis,0
5168,DZ0503SBS1,"DSM 21420, CGMCC 1.6853, DSM 22964, KCTC 22130, JCM 14855, LMG 26067, CCM 7985, CIP 111051",1,1,"Serratia nematodiphila",Serratia,nematodiphila,0
5166,,"DSM 16952, CCUG 50595, LMG 22860, NIVA NiVa51, JCM 13046, BCRC 17594, CCM 7336, CIP 108937, JCM 16474, NiVa 51",1,1,"Serratia ureilytica",Serratia,ureilytica,0
5376,ST18,"DSM 18934, JCM 14210, KCTC 15217, CCUG 58059",1,1,"Sharpea azabuensis",Sharpea,azabuensis,0
14076,c941,"DSM 17171, JCM 13041, CIP 109339",1,1,"Shewanella abyssi",Shewanella,abyssi,0
134072,,"KACC 16187, JCM 17801, SC 18",1,1,"Shewanella aestuarii",Shewanella,aestuarii,0
134099,SW-120,"KCCM 41821, JCM 12193, CIP 108633, KCTC 22430",1,1,"Shewanella aquimarina",Shewanella,aquimarina,0
14081,HAW-EB5,"CIP 109519, DSM 18400, CCUG 54554, NCIMB 14239",1,1,"Shewanella atlantica",Shewanella,atlantica,0
134352,J83,"KCTC 22121, JCM 14937",1,1,"Shewanella basaltis",Shewanella,basaltis,0
14080,HAW-EB2,"DSM 18399, CCUG 54553, NCIMB 14238, CIP 109520",1,1,"Shewanella canadensis",Shewanella,canadensis,0
133524,JC5,"CCUG 57101, NBRC 105217, KCC 22540, KCTC 22540",1,1,"Shewanella chilikensis",Shewanella,chilikensis,0
14085,"F5, fav-2-10-05","DSM 21332, CIP 110229, LMG 24563",1,1,"Shewanella corallii",Shewanella,corallii,0
14073,TF-27,"DSM 16422, JCM 11814, KCCM 41648, KCTC 22431",1,1,"Shewanella gaetbuli",Shewanella,gaetbuli,0
141062,RZB5-4,"JCM 30804, KCTC 42663, MCCC 1K00697",1,1,"Shewanella gelidii",Shewanella,gelidii,0
134162,P010,"ATCC BAA-1207, NBRC 100975, CIP 109108",1,1,"Shewanella hafniensis",Shewanella,hafniensis,0
14078,"A22-B3, HAW-EB4","DSM 17350, CIP 109778, NCIMB 14093",1,1,"Shewanella halifaxensis",Shewanella,halifaxensis,0
14075,c931,"DSM 17170, JCM 11836, CIP 109340, KCTC 22439",1,1,"Shewanella kaireitica",Shewanella,kaireitica,0
134647,,"CIP 107390, CECT 5933, LMG 19866",1,1,"Shewanella livingstonensis",Shewanella,livingstonensis,0
14079,PV4,"DSM 17748, ATCC BAA-1088, CIP 109777",1,1,"Shewanella loihica",Shewanella,loihica,0
134098,SW-117,"KCCM 41822, JCM 12192, CIP 108637, KCTC 22432",1,1,"Shewanella marisflavi",Shewanella,marisflavi,0
134163,U1417,"ATCC BAA-1205, NBRC 100978",1,1,"Shewanella morhuae",Shewanella,morhuae,0
136795,MR-1,"CIP 106686, ATCC 700550, VKPM B-9861, JCM 31522, BCRC 17276, LMG 19005, NCIMB 14063",1,1,"Shewanella oneidensis",Shewanella,oneidensis,0
14070,"RIOSW1, R10SW1","DSM 15445, DSM 16475, KMM 3597, CIP 107849",1,1,"Shewanella japonica",Shewanella,japonica,0
14072,LT13a,"DSM 15900, JCM 12080, CIP 108671, KCTC 22433",1,1,"Shewanella profunda",Shewanella,profunda,0
14074,"A010-1, HAW-EB3","DSM 17055, CIP 109531, NCIMB 14036, CIP 108924",1,1,"Shewanella sediminis",Shewanella,sediminis,0
14077,c959,"DSM 17177, JCM 11835, CIP 109341, CIP 109387, KCTC 22442",1,1,"Shewanella surugensis",Shewanella,surugensis,0
133424,M7,"LMG 244245, CECT 7339",1,1,"Shewanella vesiculosa",Shewanella,vesiculosa,0
14084,S4,"DSM 22215, CCTCC M 209017, JCM 16212, KCTC 23986",1,1,"Shewanella xiamenensis",Shewanella,xiamenensis,0
164598,KC615,"JCM 33532, CGMCC 4.7616",1,1,"Shimazuella alba",Shimazuella,alba,1
132403,,"DSM 100673, JCM 30900, JAMH 043",1,1,"Shimia abyssi",Shimia,abyssi,0
134055,CC-AMW-C,"JCM 18818, BCRC 80548",1,1,"Shimia biformata",Shimia,biformata,0
23232,CL-TA03,"DSM 26895, JCM 13038, KCCM 42117, BCRC 80068, CIP 109331, NCIMB 14294",1,1,"Shimia marina",Shimia,marina,0
13902,"Ch06, 55.101","CCUG 56487, DSM 18401, JCM 13254, KCTC 12237",1,1,"Shinella granuli",Shinella,granuli,0
13904,,"DSM 19334, CCBAU 25048, JCM 14778, LMG 24136, CCUG 56777",1,1,"Shinella kummerowiae",Shinella,kummerowiae,0
13905,MS-4,"DSM 18801, NBRC 102122",1,1,"Shinella yambaruensis",Shinella,yambaruensis,0
1127,"PN 23, C 360","DSM 8716, ATCC 700160, CIP 104718, NCIB 10309, CCUG 47262, NCIMB 10309, LMG 17945",1,1,"Shouchella clausii",Shouchella,clausii,1
1135,"PN 109","DSM 8722, ATCC 700164, CIP 104720, PD 138",1,1,"Alkalicoccobacillus gibsonii",Alkalicoccobacillus,gibsonii,1
1305,,"DSM 23008, KCTC 13711, JSM 081003",1,1,"Shouchella hunanensis",Shouchella,hunanensis,1
1259,K11,"DSM 18940, CIP 108751, JCM 12663, NCIMB 14023",1,1,"Shouchella oshimensis",Shouchella,oshimensis,1
1273,,"DSM 19099, JCM 13820, MLB 2, MTCC 7633, CIP 109550, LMG 24751",1,1,"Shouchella oshimensis",Shouchella,oshimensis,1
1234,,"DSM 16117, ATCC BAA-965, CIP 108678, PAT 05",1,1,"Shouchella patagoniensis",Shouchella,patagoniensis,1
23666,HNA-14,"DSM 26902, CICC 10559, KCTC 33145, SCULCB HNA-14",1,1,"Shouchella shacheensis",Shouchella,shacheensis,1
4378,508/05,"DSM 18397, CCUG 54945, CIP 109627, LMG 23730, JCM 16472",1,1,"Siccibacter turicensis",Siccibacter,turicensis,0
158554,,"CGMCC 1.15936, KCTC 62088, SYSU D8009",1,1,"Siccirubricoccus deserti",Siccirubricoccus,deserti,0
23345,AK13,"DSM 24914, MTCC 11082, JCM 17870",1,1,"Silanimonas mangrovi",Silanimonas,mangrovi,0
133981,SgZ-9,"CCTCC AB 2012109, KACC 16872, DSM 105452",1,1,"Siminovitchia composti",Siminovitchia,composti,1
1220,R-6540,"DSM 16013, CIP 108820, LMG 22081",1,1,"Siminovitchia farraginis",Siminovitchia,farraginis,1
1221,R-7190,"DSM 16014, CIP 108821, LMG 22080",1,1,"Siminovitchia fordii",Siminovitchia,fordii,1
1219,R-6514,"DSM 16012, CIP 108822, LMG 22079",1,1,"Siminovitchia fortis",Siminovitchia,fortis,1
133982,SgZ-10,"CCTCC AB 2012110, KACC 16873, DSM 105453",1,1,"Siminovitchia thermophila",Siminovitchia,thermophila,1
158734,CA-16,"KEMB 9005-529, KACC 19107, NBRC 112689",1,1,"Simplicispira soli",Simplicispira,soli,0
159830,MCy10636,"DSM 106554, NCCB 100651",1,1,"Simulacricoccus ruber",Simulacricoccus,ruber,1
170936,,"KCTC 72000, NBRC 113698, CAU 1509",1,1,"Sinimarinibacterium arenosum",Sinimarinibacterium,arenosum,0
168561,BO-81,"LMG 30808, KACC 19677",1,1,"Sinirhodobacter hankyongi",Sinirhodobacter,hankyongi,0
14409,,"DSM 17008, KCTC 3943, YIM 70212",1,1,"Sinobaca qinghaiensis",Sinobaca,qinghaiensis,0
24051,,"DSM 25598, CGMCC 1.12145, KCTC 23994, SCSIO 03483",1,1,"Sinomicrobium oceani",Sinomicrobium,oceani,0
134301,LC13,"IAM 15386, CCTCC AB 206018, JCM 30149, DSM 107966, JCM 21830",1,1,"Sinomonas albida",Sinomonas,albida,0
134300,LC10,"IAM 15385, CCTCC AB 206017, JCM 30148, DSM 107965, JCM 21829",1,1,"Sinomonas echigonensis",Sinomonas,echigonensis,0
17889,6014,"DSM 45181, BCC 55026, KCTC 19655, TBRC 2209, JCM 19962, CPCC 201354",1,1,"Sinosporangium album",Sinosporangium,album,1
3067,DZE,"DSM 24851, CCUG 58231, JCM 16059",1,1,"Slackia equolifaciens",Slackia,equolifaciens,0
3064,S-7,"DSM 15923, ATCC 700122, JCM 11022, KCTC 5966, CCUG 44588, CIP 105133, NCTC 12994",1,1,"Slackia exigua",Slackia,exigua,0
3065,5WC12,"DSM 17537, CCUG 48399, CIP 108281, JCM 14555",1,1,"Slackia faecicanis",Slackia,faecicanis,0
3068,,"DSM 22477, JCM 16070, YIT 12062, KCTC 15189",1,1,"Slackia piriformis",Slackia,piriformis,0
11054,Hou_blue,"DSM 44881, CIP 109538, MBIC 06267, JCM 14666, IFM 10815, NBRC 103563",1,1,"Smaragdicoccus niigatensis",Smaragdicoccus,niigatensis,0
134205,,"CBMAI 737, LMG 23452T",1,1,"Sneathiella chinensis",Sneathiella,chinensis,0
134304,,"IAM 15419, KCTC 12842, MKT 133, JCM 23214",1,1,"Sneathiella glossodoripedis",Sneathiella,glossodoripedis,0
1292,B3W22,"DSM 21046, JCM 13838, MTCC 7902",1,1,"Solibacillus isronensis",Solibacillus,isronensis,1
133088,ISSFR-015,"DSM 101595, NRRL B-65388",1,1,"Solibacillus kalamii",Solibacillus,kalamii,1
18124,HR3-23,"DSM 12223, MTCC 10789, ATCC BAA-269, CIP 106059",1,1,"Solibacillus silvestris",Solibacillus,silvestris,1
4154,D41,"DSM 17524, ATCC BAA-1241",1,1,"Solidesulfovibrio carbinoliphilus",Solidesulfovibrio,carbinoliphilus,0
159715,S20-91,"DSM 104733, LMG 30010",1,1,"Solimicrobium silvestre",Solimicrobium,silvestre,0
18154,"CW-KD 4","DSM 18980, CCTCC AB 206145, KCTC 12881",1,1,"Solimonas flava",Solimonas,flava,0
18153,MN28,"DSM 15731, LMG 22844, CCUG 60888",1,1,"Solimonas variicoloris",Solimonas,variicoloris,0
14088,,"DSM 22325, JCM 14923, KCTC 12628, LMG 23485, Gsoil 355",1,1,"Solirubrobacter soli",Solirubrobacter,soli,0
14140,R2A36-4,"DSM 21342, KACC 12953",1,1,"Solitalea koreensis",Solitalea,koreensis,0
158543,I54,"KCTC 52722, JCM 31880",1,1,"Soonwooa purpurea",Soonwooa,purpurea,0
133315,Bsw-2b,"IBRC-M10915, LMG 28547",1,1,"Soortia roseihalophila",Soortia,roseihalophila,0
12131,"So ce176","DSM 53252, NCCB 100639, Soce 176",1,1,"Sorangium ambruticinum",Sorangium,ambruticinum,1
159847,,"DSM 105768, NCCB 100643, Soce 1078",1,1,"Sorangium arenae",Sorangium,arenae,1
12217,"So ce321","DSM 53339, NCCB 100640, Soce 321",1,1,"Sorangium bulgaricum",Sorangium,bulgaricum,1
159848,,"DSM 105767, NCCB 100641, Soce 362",1,1,"Sorangium dawidii",Sorangium,dawidii,1
159800,ERS2489001,"DSM 105741, NCCB 100642, Soce 375",1,1,"Sorangium kenyense",Sorangium,kenyense,1
159801,ERS2501484,"DSM 105742, NCCB 100638, Soce GT47",1,1,"Sorangium orientale",Sorangium,orientale,1
159802,ERS2489003,"DSM 105769, NCCB 100644, Soce 1828",1,1,"Sorangium reichenbachii",Sorangium,reichenbachii,1
158504,C1-50,"DSM 100066, KCTC 39557",1,1,"Specibacter cremeus",Specibacter,cremeus,0
23809,D3-40,"DSM 26341, KCTC 29141, JCM 31495",1,1,"Spelaeicoccus albus",Spelaeicoccus,albus,0
140868,N74,"BCC 77604, NBRC 111481, DSM 111736",1,1,"Sphaerimonospora cavernae",Sphaerimonospora,cavernae,1
16526,"T-1, A-0151","DSM 43048, ATCC 27303, JCM 3151, KCC A-0151, NBRC 14179, BCRC 12464, CBS 265.72, CIP 105593, HUT 6621, IFM 1287, IFO 14179, IMSNU 22109, KCTC 9241, NCIMB 11544, NRRL B-16986, PCM 2580, VKM Ac-1953, VTT E-89374, CCRC 12464",1,1,"Sphaerimonospora mesophila",Sphaerimonospora,mesophila,1
140880,NN276,"BCC 41490, NBRC 107569, DSM 111644, NRRL B-24806",1,1,"Sphaerimonospora thailandensis",Sphaerimonospora,thailandensis,1
16627,,"DSM 45172, BCC 39202, CCTCC AA 208026, JCM 16907, TBRC 579, YIM 48782",1,1,"Sphaerisporangium album",Sphaerisporangium,album,1
16626,,"DSM 45170, BCC 39201, JCM 16908, KCTC 19393, TBRC 576, YIM 48771",1,1,"Sphaerisporangium flaviroseum",Sphaerisporangium,flaviroseum,1
14090,"S 6022","DSM 20745, ATCC 49802",1,1,"Sphaerobacter thermophilus",Sphaerobacter,thermophilus,0
,,,,,,,,1
14130,,"DSM 22362, LMG 25273, WCC 4521",1,1,"Sphingobacterium alimentarium",Sphingobacterium,alimentarium,0
140595,Y3L14,"CGMCC 1.15782, KCTC 52379",1,1,"Sphingobacterium alkalisoli",Sphingobacterium,alkalisoli,0
134376,"CW 186","KCTC 22209, CCTCC AB 207197",1,1,"Sphingobacterium anhuiense",Sphingobacterium,anhuiense,0
133928,DC-8,"CCTCC AB 2012020, KACC 16850",1,1,"Sphingobacterium caeni",Sphingobacterium,caeni,0
133096,R-53603,"DSM 102028, LMG 28764",1,1,"Sphingobacterium cellulitidis",Sphingobacterium,cellulitidis,0
134056,N7,"CCTCC AB 2012100, KACC 16854",1,1,"Sphingobacterium changzhouense",Sphingobacterium,changzhouense,0
133248,DH-5,"ACCC 19856, KCTC 42746",1,1,"Sphingobacterium chuzhouense",Sphingobacterium,chuzhouense,0
133808,No.6,"KCTC 22613, JCM 16113",1,1,"Sphingobacterium cladoniae",Sphingobacterium,cladoniae,0
154125,T5-12,"CCUG 52467, KCTC 12578, LMG 23401",1,1,"Sphingobacterium composti",Sphingobacterium,composti,0
14128,4M24,"DSM 18850, KACC 11313, JCM 16391, NBRC 106383",1,1,"Sphingobacterium composti",Sphingobacterium,composti,0
137380,TR6-04,"CIP 109390, CCUG 52468, KCTC 12579, LMG 23402",1,1,"Sphingobacterium daejeonense",Sphingobacterium,daejeonense,0
133774,6.2S,"CECT 7938, LMG 26465",1,1,"Sphingobacterium detergens",Sphingobacterium,detergens,0
166408,NYYP31,"CGMCC 1.16979, NBRC 114258",1,1,"Sphingobacterium endophyticum",Sphingobacterium,endophyticum,0
133690,XH4,"NRRL B-59204, CCTCC AB 209007",1,1,"Sphingobacterium hotanense",Sphingobacterium,hotanense,0
133193,GJ30-7,"KACC 18625, JCM 30948",1,1,"Sphingobacterium jejuense",Sphingobacterium,jejuense,0
134364,10C,"JCM 14970, NCIMB 14398",1,1,"Sphingobacterium kitahiroshimense",Sphingobacterium,kitahiroshimense,0
133641,02/01/02,"KEMC 2241-005, JCM 16704",1,1,"Sphingobacterium kyonggiense",Sphingobacterium,kyonggiense,0
14131,,"DSM 22361, LMG 25272, WCC 4512",1,1,"Sphingobacterium lactis",Sphingobacterium,lactis,0
133590,HS39,"CCTCC AB 209006, NRRL B-59203",1,1,"Sphingobacterium shayense",Sphingobacterium,shayense,0
134347,SY1,"KCTC 22131, CGMCC 1.6855, JCM 14866",1,1,"Sphingobacterium siyangense",Sphingobacterium,siyangense,0
140094,,"DSM 101679, CGMCC 1.15966, KCTC 42696, YIM X0211",1,1,"Sphingobacterium soli",Sphingobacterium,soli,0
158612,Brt-F,"KEMB 9005-691, KACC 19392, JCM 32159",1,1,"Sphingobacterium terrae",Sphingobacterium,terrae,0
133127,CKTN2,"JCM 17858, KCTC 23708",1,1,"Sphingobacterium thermophilum",Sphingobacterium,thermophilum,0
14129,LQY-18,"DSM 22789, ACCC 05410, CCTCC AB 2010005, KCTC 23009",1,1,"Sphingobacterium wenxiniae",Sphingobacterium,wenxiniae,0
139617,JM-1081,"CIP 110975, LMG 29191, CCM 8652, DSM 101567",1,1,"Sphingobacterium zeae",Sphingobacterium,zeae,0
169101,TLA-22,"BCRC 81097, LMG 30309, KCTC 62189T, KCTC 62189",1,1,"Sphingobium algorifonticola",Sphingobium,algorifonticola,0
,,,,,,,,1
23273,469,"DSM 25079, LMG 26901",1,1,"Sphingobium boeckii",Sphingobium,boeckii,0
133465,,"MTCC 8598, CCM 7432, IP 26",1,1,"Sphingobium indicum",Sphingobium,indicum,0
23271,LL01,"DSM 25410, CCM 7979",1,1,"Sphingobium cupriresistens",Sphingobium,cupriresistens,0
14196,JZ-2,"DSM 21829, CGMCC 1.7749",1,1,"Sphingobium faniae",Sphingobium,faniae,0
130671,Chen16-4,"DSM 29348, BCRC 80308, KCTC 23559, LMG 26342",1,1,"Sphingobium fontiphilum",Sphingobium,fontiphilum,0
24556,BA-3,"DSM 26189, CCTCC AB 201217, KACC 16433, KCTC 23196",1,1,"Sphingobium jiangsuense",Sphingobium,jiangsuense,0
14192,DS20,"DSM 23389, CCM 7540, MTCC 9471",1,1,"Sphingobium lactosutens",Sphingobium,lactosutens,0
23272,301,"DSM 25076, LMG 26659",1,1,"Sphingobium limneticum",Sphingobium,limneticum,0
133671,F2,"MTCC 9456, CCM 7544",1,1,"Sphingobium indicum",Sphingobium,indicum,0
140984,K-3-6,"KEMB 9005-449, KACC 19001, JCM 31713",1,1,"Sphingobium naphthae",Sphingobium,naphthae,0
14197,X23,"DSM 21541, CCTCC AB 208221",1,1,"Sphingobium qiguonii",Sphingobium,qiguonii,0
14195,P25,"DSM 24952, CCM 7543, MTCC 9472",1,1,"Sphingobium quisquiliarum",Sphingobium,quisquiliarum,0
14194,WP01,"DSM 19371, ICMP 13533",1,1,"Sphingobium scionense",Sphingobium,scionense,0
130672,HL-25,"DSM 29352, BCRC 80413, KCTC 23953",1,1,"Sphingobium sufflavum",Sphingobium,sufflavum,0
14190,RL-3,"DSM 22942, CCM 7431, MTCC 8599",1,1,"Sphingobium ummariense",Sphingobium,ummariense,0
23270,HU1-GD12,"DSM 27170, KCTC 22289, LMG 24321, CIP 110215",1,1,"Sphingobium vulgare",Sphingobium,vulgare,0
133944,CC-AMO-30B,"JCM 18551, BCRC 80465",1,1,"Sphingomicrobium astaxanthinifaciens",Sphingomicrobium,astaxanthinifaciens,0
134044,CC-AMZ-30N,"JCM 18555, BCRC 80467",1,1,"Sphingomicrobium flavum",Sphingomicrobium,flavum,0
14298,CC-TBT-3,"DSM 24194, CCM 7794",1,1,"Sphingomicrobium lutaoense",Sphingomicrobium,lutaoense,0
