ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,Cell width
24605,SK1267,"DSM 25818, CCUG 39159, CIP 110790",1,1,Streptococcus anginosus subsp. whileyi,Streptococcus,anginosus,0.75
140263,,"DSM 102819, TISTR 2371, Cavy grass 6",1,1,Streptococcus caviae,Streptococcus,caviae,0.5
24606,SK1359,"DSM 25819, CCUG 62387, CIP 110789",1,1,Streptococcus constellatus subsp. viborgensis,Streptococcus,constellatus,0.75
24608,,"DSM 25137, JCM 17943, NUM 1808",1,1,Streptococcus dentasini,Streptococcus,dentasini,0.875
14841,,"CCUG 55774, DSM 18963, JCM 14596, NUM 1303T",1,1,Streptococcus dentirousetti,Streptococcus,dentirousetti,0.675
23300,HKU30,"CCUG 66491, DSM 26014, CECT 8154",1,1,Streptococcus hongkongensis,Streptococcus,hongkongensis,0.75
14830,4401825,"DSM 18628, CCUG 49690, CIP 108498",1,1,Streptococcus massiliensis,Streptococcus,massiliensis,03-0.7
24610,"7747, Str. 7747","CCUG 66492, DSM 27088, CECT 8312, NBRC 113013",1,1,Streptococcus oralis subsp. dentisani,Streptococcus,oralis,1.5
14849,AZ_3a,"DSM 24864, CCOS 600, CCUG 66514, NBRC 113012",1,1,Streptococcus oralis subsp. tigurinus,Streptococcus,oralis,0.75
24607,,"DSM 25193, JCM 17942, NUM 1801",1,1,Streptococcus orisasini,Streptococcus,orisasini,0.875
14828,,"DSM 18307, JCM 14035, CCUG 55425, NUM 1001, CIP 109648",1,1,Streptococcus orisuis,Streptococcus,orisuis,0.5-0.75
140230,"TA 26, TA26","DSM 102135, CGMCC 1.15667",1,1,Streptococcus pantholopis,Streptococcus,pantholopis,0.4-0.7
14845,2923-03,"DSM 23759, CCUG 55896, CECT 7374",1,1,Streptococcus porci,Streptococcus,porci,0.4
140411,GUT-187,"DSM 104980, JCM 31869",1,1,Streptococcus ruminantium,Streptococcus,ruminantium,0.5-1
23299,,"DSM 25324, JCM 18038, CCUG 70864, TKU 31",1,1,Streptococcus troglodytae,Streptococcus,troglodytae,0.6
133794,"M09-11185, ABB-12D01","ATCC BAA-2337, KCTC 33006",1,1,Streptococcus troglodytidis,Streptococcus,troglodytidis,0.75
14847,,"DSM 22768, JCM 16316, CCUG 70863, NUM 1615, KCTC 15134",1,1,Streptococcus ursoris,Streptococcus,ursoris,0.6
1569,H96B60,"DSM 22440, CGMCC 1.7733",1,1,Streptohalobacillus salinus,Streptohalobacillus,salinus,0.3
11251,,"DSM 45171, CCTCC AA 208048, YIM 91353",1,1,Streptomonospora amylolytica,Streptomonospora,amylolytica,0.35
11252,,"DSM 45155, CCTCC AA 208047, YIM 91394, JCM 31753",1,1,Streptomonospora flavalba,Streptomonospora,flavalba,0.55
16461,,"DSM 41860, LDDC 6330-99, NRRL B-24165",1,1,Streptomyces atriruber,Streptomyces,atriruber,0.65
158730,K11-0400,"NBRC 113073, TBRC 7755, DSM 114118",1,1,Streptomyces boninensis,Streptomyces,boninensis,0.4-0.5
16491,BK160,"DSM 42059, KACC 21093, NCIMB 14702",1,1,Streptomyces brevispora,Streptomyces,brevispora,0.7-0.8
23302,RC1830,"DSM 42072, JCM 18411",1,1,Streptomyces chilikensis,Streptomyces,chilikensis,1
23318,BK125,"DSM 42079, CGMCC 4.5798, KACC 20902, JCM 19672",1,1,Streptomyces chlorus,Streptomyces,chlorus,0.6
16490,BK 168,"DSM 42063, KACC 20908, NCIMB 14704",1,1,Streptomyces cocklensis,Streptomyces,cocklensis,0.9-1.0
16503,,"DSM 41984, CCTCC AA 209036, YIM 65594",1,1,Streptomyces endophyticus,Streptomyces,endophyticus,0.42
15209,145,"DSM 43154, ATCC 19345, JCM 3101, KCC A-0101, RIA 884, BCRC 12344, CBS 639.66, CGMCC 4.1909, CMI 117720, IFO 12999, NBRC 12999, NCIMB 11004, NRRL B-3856",1,1,Streptomyces fumigatiscleroticus,Streptomyces,fumigatiscleroticus,0.6-0.9
16427,,"DSM 41900, YIM 47672, CCTCC AA 205017, JCM 15129",1,1,Streptomyces hainanensis,Streptomyces,hainanensis,0.5
23303,NEAU-Da3,"DSM 42076, CGMCC 4.7047",1,1,Streptomyces harbinensis,Streptomyces,harbinensis,0.39
16024,NEAU-W2,"DSM 42073, CGMCC 4.7004, JCM 19675, ATCC BAA-2424",1,1,Streptomyces heilongjiangensis,Streptomyces,heilongjiangensis,0.7
134317,,"DSM 41914, ATCC 53653",1,1,Streptomyces himastatinicus,Streptomyces,himastatinicus,0.5-0.7
23307,BK 166,"DSM 42090, KACC 20907, NCIMB 14703",1,1,Streptomyces laculatispora,Streptomyces,laculatispora,0.7-0.8
16496,PM267,"DSM 42032, CECT 7841",1,1,Streptomyces pharmamarensis,Streptomyces,pharmamarensis,1-1.2
16492,172205,"DSM 42035, CGMCC 4.6825, JCM 19680",1,1,Streptomyces qinglanensis,Streptomyces,qinglanensis,0.3-0.7
16462,,"DSM 41861, LDDC 6638-99, NRRL B-24166",1,1,Streptomyces silaceus,Streptomyces,silaceus,0.65
164369,,"JCM 32822, CGMCC 4.7581, LAM 7114",1,1,Actinacidiphila soli,Actinacidiphila,soli,0.1-0.3
159479,NEAU-YY421,"DSM 106775, CGMCC 4.7476",1,1,Streptomyces triticagri,Streptomyces,triticagri,0.5-0.6
159640,NEAU-YY642,"DSM 107172, CCTCC AA 2018092",1,1,Streptomyces triticirhizae,Streptomyces,triticirhizae,0.2-0.5
23306,BK199,"DSM 42078, CGMCC 4.6824, KACC 21003",1,1,Streptomyces viridis,Streptomyces,viridis,0.65
158202,SM1214,"DSM 107948, CCTCC AB 2014245, JCM 30334",1,1,Subsaxibacter arcticus,Subsaxibacter,arcticus,0.2-0.4
158726,,"MCC 3191, KCTC 42965, LMG 29783, GDMCC 1.1201, ARC 111",1,1,Subsaxibacter sediminis,Subsaxibacter,sediminis,0.4-0.5
133103,9583b,"DSM 103962, CGMCC 1.12976, KCTC 33586, JCM 33410",1,1,Subtercola lobariae,Subtercola,lobariae,0.5-0.6
16638,,"DSM 22608, JCM 16073, YIT 12066, KCTC 15190",1,1,Succinatimonas hippei,Succinatimonas,hippei,0.95
103,SE10,DSM 9236,1,1,Succiniclasticum ruminis,Succiniclasticum,ruminis,0.3-0.5
105,19gly1,DSM 6222,1,1,Succinispira mobilis,Succinispira,mobilis,0.5
13796,,"DSM 16477, ATCC BAA-321, KCTC 32183, KMM 3584, LMG 20554",1,1,Sulfitobacter delicatus,Sulfitobacter,delicatus,0.8
13795,,"DSM 16472, ATCC BAA-320, KCTC 32184, KMM 3554, LMG 20555",1,1,Sulfitobacter dubius,Sulfitobacter,dubius,0.7
133158,S5-53,"JCM 31093, LMG 29156",1,1,Sulfitobacter faviae,Sulfitobacter,faviae,0.6-0.7
13684,,"DSM 14862, MCCC 1A11773, NCIMB 13983, HEL Hel45, HEL 45",1,1,Sulfitobacter indolifex,Sulfitobacter,indolifex,1.8-2.5
,,,,,,,,2.15
13797,,"DSM 17584, KCTC 12521, Iso 3",1,1,Sulfitobacter litoralis,Sulfitobacter,litoralis,0.9
13798,SW-265,"DSM 23422, JCM 13602, KCTC 12738",1,1,Sulfitobacter marinus,Sulfitobacter,marinus,0.35
166231,HSMS-29,"KACC 19870, NBRC 113549",1,1,Sulfitobacter sabulilitoris,Sulfitobacter,sabulilitoris,0.3-1
170934,JBTF-M27,"KACC 21648, NBRC 114356",1,1,Sulfitobacter sediminilitoris,Sulfitobacter,sediminilitoris,0.4-1.6
18037,Kr1,"DSM 17362, VKM B-2339",1,1,Sulfobacillus thermotolerans,Sulfobacillus,thermotolerans,0.8-1.2
140590,HS-1,"InaCC Ar79, JCM 31740",1,1,Sulfodiicoccus acidiphilus,Sulfodiicoccus,acidiphilus,0.8-1.5
132366,HA5,"DSM 100373, NBRC 110752",1,1,Sulfuricaulis limicola,Sulfuricaulis,limicola,0.3-0.5
6152,skB26,"DSM 22764, NBRC 105220",1,1,Sulfuricella denitrificans,Sulfuricella,denitrificans,0.4-0.6
6112,YK-1,"DSM 16994, ATCC BAA-921, JCM 11577, MBIC 06352",1,1,Sulfuricurvum kujiense,Sulfuricurvum,kujiense,0.4
132527,,"DSM 101871, NBRC 111150, MSt mst6, MSt 6",1,1,Sulfuriferula thiophila,Sulfuriferula,thiophila,0.5-0.7
132623,,"DSM 102939, NBRC 111889, aks 1",1,1,Sulfuriflexus mobilis,Sulfuriflexus,mobilis,0.3-0.5
519,AZ-Fu1,"DSM 15241, OCM 825",1,1,Sulfurihydrogenibium azorense,Sulfurihydrogenibium,azorense,0.4-0.5
521,I6628,"DSM 19534, ATCC BAA-1535, OCM 901",1,1,Sulfurihydrogenibium kristjanssonii,Sulfurihydrogenibium,kristjanssonii,0.5
520,UZ3-5,"DSM 19533, ATCC BAA-1536, OCM 900",1,1,Sulfurihydrogenibium rodmanii,Sulfurihydrogenibium,rodmanii,0.5
24101,GD1,"DSM 19862, JCM 16533",1,1,Sulfurimonas gotlandica,Sulfurimonas,gotlandica,0.66
6115,GO25,"DSM 17229, JCM 13212",1,1,Sulfurimonas paralvinellae,Sulfurimonas,paralvinellae,0.6-0.8
132358,BiSO,"DSM 100309, NBRC 110941",1,1,Sulfurirhabdus autotrophica,Sulfurirhabdus,autotrophica,0.4-0.7
140281,J1A,"DSM 103923, NBRC 112474",1,1,Sulfuritortus calidifontis,Sulfuritortus,calidifontis,0.4-0.5
140422,JG42,"DSM 104776, NBRC 112696",1,1,Sulfurivermis fontis,Sulfurivermis,fontis,0.4-0.6
11909,MM1,"DSM 17737, JCM 13439",1,1,Sulfurivirga caldicuralii,Sulfurivirga,caldicuralii,0.3-0.6
2225,MIT-13,"DSM 10659, ATCC 700056",1,1,Sulfurospirillum arsenophilum,Sulfurospirillum,arsenophilum,0.3
2226,SES-3,"DSM 10660, ATCC 700032",1,1,Sulfurospirillum barnesii,Sulfurospirillum,barnesii,0.3
2232,Phe91,"DSM 18149, JCM 13918, NBRC 109482",1,1,Sulfurospirillum cavolei,Sulfurospirillum,cavolei,0.45
132090,eps51,"DSM 19611, NBRC 102602",1,1,Sulfurovum denitrificans,Sulfurovum,denitrificans,0.4
6117,42BKT,"DSM 23290, ATCC BAA-797, JCM 12117",1,1,Sulfurovum lithotrophicum,Sulfurovum,lithotrophicum,0.4-0.8
132576,1812E,"DSM 101780, JCM 30810",1,1,Sulfurovum riftiae,Sulfurovum,riftiae,0.4
133883,PDB-16,"KCTC 32138, CCUG 62952",1,1,Sungkyunkwania multivorans,Sungkyunkwania,multivorans,0.4
133886,JAM-BA0302,"JCM 15547, NCIMB 14481",1,1,Sunxiuqinia faeciviva,Sunxiuqinia,faeciviva,0.6
1081,RSH,"DSM 6307, ATCC 51227, CCM 4369, IFO 15565, NBRC 15565, JCM 12300, CGMCC 1.3671, CIP 104587, HAMBI 2098, KCTC 3572, LMG 16678, VTT E-011772",1,1,Sutcliffiella cohnii,Sutcliffiella,cohnii,0.6-0.7
164710,KGMB03119,"JCM 34010, KCTC 15823, NBRC 114254",1,1,Sutterella faecalis,Sutterella,faecalis,1.0-1.2
17829,,"DSM 19354, JCM 14724, CCUG 57110, YIT 11816, KCTC 15665",1,1,Sutterella parvirubra,Sutterella,parvirubra,0.7
133661,PA51,"LMG 21291, MTCC 3852",1,1,Swaminathania salitolerans,Swaminathania,salitolerans,0.8
140718,BW11-2,"CICC 24196, JCM 31924",1,1,Swionibacillus sediminis,Swionibacillus,sediminis,0.3-0.5
16671,TB8106,"DSM 16706, AS 1.5016, CGMCC 1.5016",1,1,Syntrophobacterium sulfatireducens,Syntrophobacterium,sulfatireducens,1.15
16686,GB8-1,"DSM 15682, CGMCC 1.5010",1,1,Syntrophomonas curvata,Syntrophomonas,curvata,0.6
16687,GB4-38,"DSM 16215, CGMCC 1.5013",1,1,Syntrophomonas erecta,Syntrophomonas,erecta,0.7
16688,MPA,"DSM 18709, JCM 14374, NBRC 102128",1,1,Syntrophomonas palmitatica,Syntrophomonas,palmitatica,0.4-0.6
16690,OL-4,"DSM 17840, JCM 13948",1,1,Syntrophomonas zehnderi,Syntrophomonas,zehnderi,0.4
166256,DJC,"CICC 24242, KCTC 62173",1,1,Tabrizicola alkalilacus,Tabrizicola,alkalilacus,0.9
158663,SY72,"KCTC 62105, NBRC 113021",1,1,Tabrizicola fusiformis,Tabrizicola,fusiformis,0.2-0.5
166147,DRYC-M-16,"CGMCC 1.13881, KCTC 72015",1,1,Tabrizicola sediminis,Tabrizicola,sediminis,0.6-0.8
140615,MM-8,"NBRC 112238, KCTC 52209",1,1,Taeania maliponensis,Taeania,maliponensis,0.5-0.7
140937,TT1,"JCM 18659, BCRC 80493",1,1,Tagaea marina,Tagaea,marina,0.6-0.8
140869,TZCO2,"NCAIM B 02601, CCM 8601",1,1,Taibaiella coffeisoli,Taibaiella,coffeisoli,0.6-0.7
134026,PTJT-5,"CCTCC AB 2013017, KCTC 32316",1,1,Taibaiella smilacinae,Taibaiella,smilacinae,0.5
140520,T1-10,"JCM 31014, KCTC 42277",1,1,Taibaiella soli,Taibaiella,soli,0.9-1.1
134350,JW-26,"KCTC 22176, CCUG 55327",1,1,Tamlana agarivorans,Tamlana,agarivorans,0.6-1
166479,UJ94,"KCTC 62451, NBRC 113234",1,1,Tamlana carrageenivorans,Tamlana,carrageenivorans,0.6-1
134226,"HST1-43T, HST1-43","KCTC 12721, JCM 14021, CIP 109573",1,1,Tamlana crocina,Tamlana,crocina,0.4
133948,H1,"CICC 10529, CCTCC AB 2012861, KACC 16940",1,1,Taonella mepensis,Taonella,mepensis,1.3
13845,,"DSM 17270, LMG 23018, SAM 4",1,1,Tateyamaria pelophila,Tateyamaria,pelophila,1.05
5180,"BD878, CMC6","DSM 23827, LMG 23360, NCPPB 4036",1,1,Tatumella morbirosei,Tatumella,morbirosei,1
140,TPB6017,"DSM 23630, VKM B-2570",1,1,Telmatobacter bradus,Telmatobacter,bradus,0.4-0.6
5654,B390,"DSM 18961, JCM 14633",1,1,Tenacibaculum adriaticum,Tenacibaculum,adriaticum,0.3
134198,SMK-4,"KCTC 12569, JCM 13491, CIP 109328, DSM 113392, JCM 13941",1,1,Tenacibaculum aestuarii,Tenacibaculum,aestuarii,0.3
158558,JDTF-79,"KCTC 52980, NBRC 112903",1,1,Tenacibaculum aestuariivivum,Tenacibaculum,aestuariivivum,0.2-0.5
141110,HZ1,"MCCC 1H00174, KCTC 52476",1,1,Tenacibaculum agarivorans,Tenacibaculum,agarivorans,0.3-0.5
134318,a4,"BCRC 17655, LMG 24004",1,1,Tenacibaculum aiptasiae,Tenacibaculum,aiptasiae,0.5
140910,RSS1-6,"KCTC 42702, NBRC 111225",1,1,Tenacibaculum ascidiaceicola,Tenacibaculum,ascidiaceicola,0.2-0.4
133479,JO-1,"KCTC 22329, JCM 15428",1,1,Tenacibaculum crassostreae,Tenacibaculum,crassostreae,0.3
133642,35/09,"CECT 7612, NCIMB 14598",1,1,Tenacibaculum dicentrarchi,Tenacibaculum,dicentrarchi,0.3-0.5
5655,"LL04 11.1.1, LL04.11.1.1","DSM 18842, NCIMB 14278",1,1,Tenacibaculum discolor,Tenacibaculum,discolor,0.5
5653,A37.1,"DSM 18841, NCIMB 14147",1,1,Tenacibaculum gallaicum,Tenacibaculum,gallaicum,0.5
133678,YCS-6,"KCTC 23423, CCUG 60527",1,1,Tenacibaculum geojense,Tenacibaculum,geojense,0.2-0.4
140709,RA3-2,"KCTC 52419, NBRC 112382",1,1,Tenacibaculum haliotis,Tenacibaculum,haliotis,0.1-0.4
158587,JDTF-31,"KCTC 52749, NBRC 112783",1,1,Tenacibaculum insulae,Tenacibaculum,insulae,0.2-0.4
134241,B-I,"BCRC 17590, LMG 23706",1,1,Tenacibaculum litopenaei,Tenacibaculum,litopenaei,0.4
134170,CL-TF13,"KCCM 42115, JCM 13039",1,1,Tenacibaculum litoreum,Tenacibaculum,litoreum,0.3-0.5
5650,TF-26,"DSM 16505, KCTC 12302, CIP 12302",1,1,Tenacibaculum lutimaris,Tenacibaculum,lutimaris,0.5
5651,"R-2, R2","DSM 17995, ATCC 43398, IAM 14317, IFO 15946, NBRC 15946, NCIMB 2154, CCUG 35198, LMG 11612, CIP 103528",1,1,Tenacibaculum maritimum,Tenacibaculum,maritimum,0.4-0.5
5652,EKD 002,"CCUG 35199, CIP 106403, DSM 18103, ATCC 51887, IAM 14318, IFO 15947, NCIMB 13127, JCM 21158, LMG 13026, NBRC 15947",1,1,Tenacibaculum ovolyticum,Tenacibaculum,ovolyticum,0.5
140830,YKTF-3,"KCTC 52210, NBRC 111991",1,1,Tenacibaculum sediminilitoris,Tenacibaculum,sediminilitoris,0.1-0.3
5649,D30,"DSM 14836, ATCC BAA-458",1,1,Tenacibaculum skagerrakense,Tenacibaculum,skagerrakense,0.5
134333,LL04 12.1.7,"CECT 7292, NCIMB 14368",1,1,Tenacibaculum soleae,Tenacibaculum,soleae,0.5
158792,LPB0136,"KACC 18887, JCM 31564",1,1,Tenacibaculum todarodis,Tenacibaculum,todarodis,0.5-0.6
134010,WJ-1,"CGMCC 1.12378, LMG 27422",1,1,Tenacibaculum xiamenense,Tenacibaculum,xiamenense,0.3
134095,28-1,"AS 1.3442, NBRC 100370",1,1,Tenuibacillus multivorans,Tenuibacillus,multivorans,0.4
159905,"38H-Str., 38H-str","DSM 100343, VKM B-2964",1,1,Tenuifilum thalassicum,Tenuifilum,thalassicum,0.1-0.2
16798,JL,"DSM 15584, JCM 12098, NBRC 100060",1,1,Tepidanaerobacter syntrophicus,Tepidanaerobacter,syntrophicus,0.6-0.8
132643,Z9,"DSM 103037, ATCC BAA-2644, JCM 31418",1,1,Tepidibacillus decaturensis,Tepidibacillus,decaturensis,0.3
132590,MBL-TLP,"DSM 28123, VKM B-2949",1,1,Tepidibacillus infernus,Tepidibacillus,infernus,0.25-0.5
11851,DV 1184,"DSM 15518, CIP 107893",1,1,Tepidibacter formicigenes,Tepidibacter,formicigenes,0.8
24302,B1,"DSM 28717, CGMCC 1.5148, JCM 16806",1,1,Tepidibacter mesophilus,Tepidibacter,mesophilus,1.1-1.6
3021,TU-16,"DSM 19605, CIP 108724, LMG 23030",1,1,Tepidicella xavieri,Tepidicella,xavieri,0.5-1
2514,SB91,"DSM 16624, VKM B-2348",1,1,Tepidimicrobium ferriphilum,Tepidimicrobium,ferriphilum,0.5-0.6
2515,PML14,"DSM 23310, CGMCC 1.5080, JCM 15035",1,1,Tepidimicrobium xylanilyticum,Tepidimicrobium,xylanilyticum,0.45
133882,AT-A2,"LMG 26746, KCTC 23862, BCRC 80391",1,1,Tepidimonas fonticaldi,Tepidimonas,fonticaldi,0.4
166324,B18-69,"CGMCC 1.13573, KCTC 62782",1,1,Tepidiphilus baoligensis,Tepidiphilus,baoligensis,1-1.2
6138,4BON,"DSM 15512, CIP 107790",1,1,Tepidiphilus succinatimandens,Tepidiphilus,succinatimandens,0.35
140870,B3,"KCTC 42652, CGMCC 1.15254",1,1,Terasakiella brassicae,Terasakiella,brassicae,0.3-0.5
159699,KMU-80,"KCCM 90274, NBRC 112846",1,1,Terasakiella salincola,Terasakiella,salincola,0.5-0.6
24757,T7902,"DSM 15152, ATCC 39867",1,1,Teredinibacter turnerae,Teredinibacter,turnerae,0.4-0.6
6290,5414T-18,"DSM 18563, KACC 20693, JCM 17687, KCTC 39581, NBRC 109777",1,1,Terrabacter aeriphilus,Terrabacter,aeriphilus,0.9
6288,5516J-36,"DSM 18562, CIP 109801, KACC 20556, JCM 16379, KCTC 39580, NBRC 106305",1,1,Terrabacter aerolatus,Terrabacter,aerolatus,0.9-1.0
6287,LR-26,"DSM 18583, JBRI 2002, KCTC 19199, JCM 15628",1,1,Terrabacter lapilli,Terrabacter,lapilli,0.4
6289,ON10,"DSM 23140, CCUG 57508, JCM 31984, KCTC 19602",1,1,Terrabacter terrigena,Terrabacter,terrigena,0.45
23755,YI7-61,"DSM 28352, CGMCC 1.8913, NBRC 105790",1,1,Terribacillus aidingensis,Terribacillus,aidingensis,0.3-0.7
1517,CL-GR16,"DSM 18252, KCCM 42329",1,1,Terribacillus goriensis,Terribacillus,goriensis,0.55
1518,002-051,"DSM 21620, IAM 15310, JCM 21760, KCTC 13937, CGMCC 1.7684, CIP 109484",1,1,Terribacillus halophilus,Terribacillus,halophilus,0.7
1519,002-048,"DSM 21619, IAM 15309, JCM 21759, KCTC 13936, CGMCC 1.7685, CIP 109483",1,1,Terribacillus saccharophilus,Terribacillus,saccharophilus,0.85
130139,03SUJ4,"DSM 29483, JCM 17517, KCTC 23332",1,1,Terriglobus aquaticus,Terriglobus,aquaticus,0.7
135,SP1PR4,"DSM 23119, ATCC BAA-1853",1,1,Terriglobus saanensis,Terriglobus,saanensis,0.5-0.7
140911,NK26-11,"LMG 27803, TISTR 2241, PCU 335",1,1,Terrilactibacillus laevilacticus,Terrilactibacillus,laevilacticus,0.6-0.7
7303,MSL-15,"DSM 19267, JCM 16539, KCTC 19270, MSL 15, CGMCC 1.10440",1,1,Terrimesophilobacter mesophilus,Terrimesophilobacter,mesophilus,0.45
133610,RIB1-6,"BCRC 17941, LMG 24825",1,1,Terrimonas aquatica,Terrimonas,aquatica,0.3-0.5
133391,M1-33108,"CCTCC AB 2016103, KCTC 52448",1,1,Terrimonas crocea,Terrimonas,crocea,0.4-0.6
134180,DY,"IAM 15284, CCTCC AB 205006, JCM 21735, BCRC 17943, CIP 109226",1,1,Terrimonas lutea,Terrimonas,lutea,0.3-0.5
133776,QH,"CICC 10452, NCCB 100397",1,1,Terrimonas pekingensis,Terrimonas,pekingensis,0.4
133766,M-8,"CCTCC AB 2010401, KCTC 23299",1,1,Terrimonas rubra,Terrimonas,rubra,0.45
140677,T16R-129,"KACC 18787, JCM 31603",1,1,Terrimonas terrae,Terrimonas,terrae,0.5-0.8
164455,JDX10,"JCM 33126, KCTC 49242, MCCC 1H00351",1,1,Tessaracoccus antarcticus,Tessaracoccus,antarcticus,0.4-0.6
140588,,"KCTC 39760, NBRC 111973, CAU 1319",1,1,Tessaracoccus arenae,Tessaracoccus,arenae,0.2-0.5
12666,SST-39,"DSM 18582, KCTC 19196, JCM 16025, CGMCC 1.10436",1,1,Tessaracoccus flavescens,Tessaracoccus,flavescens,0.6
12665,KSS-17Se,"DSM 19926, CCUG 55516, JCM 19125",1,1,Tessaracoccus lubricantis,Tessaracoccus,lubricantis,0.75
12668,SL014B-20A1,"DSM 22955, CGMCC 1.9159",1,1,Tessaracoccus oleiagri,Tessaracoccus,oleiagri,0.48
132379,,"DSM 27597, CCTCC AB 2013217, YIM 101269, JCM 33580, DSM 27579",1,1,Tessaracoccus rhinocerotis,Tessaracoccus,rhinocerotis,0.6-0.7
23769,13CC,"DSM 24696, JCM 17654",1,1,Texcoconibacillus texcoconensis,Texcoconibacillus,texcoconensis,0.45
1392,HS286,"DSM 21635, CCM 7597, JCM 15722",1,1,Thalassobacillus cyri,Thalassobacillus,cyri,0.6-0.8
1391,G-19.1,"DSM 16966, CCM 7282, CECT 7046, CIP 108959",1,1,Thalassobacillus devorans,Thalassobacillus,devorans,1.0-1.2
23740,AD-1,"DSM 27650, CCUG 56607, KCTC 13254",1,1,Thalassobacillus hwangdonensis,Thalassobacillus,hwangdonensis,0.3-0.7
1393,"18 OM, 18OM","DSM 22784, CECT 7566, JCM 16412",1,1,Thalassobacillus pellis,Thalassobacillus,pellis,1
141073,HSF7,"KCTC 42651, MCCC 1K01158",1,1,Thalassobaculum fulvum,Thalassobaculum,fulvum,1.0-1.2
14021,CL-GR58,"DSM 18839, KCCM 42674",1,1,Thalassobaculum litoreum,Thalassobaculum,litoreum,0.4
140871,MME-075,"KCCM 43143, JCM 30758",1,1,Thalassobius litorarius,Thalassobius,litorarius,0.9-1.1
167510,ISS155,"CECT 9533, LMG 31237, ISS 155",1,1,Thalassocella blandensis,Thalassocella,blandensis,0.5-0.6
23237,UST050418-052,"DSM 26915, JCM 13833, NRRL B-41465, CIP 109727, KCTC 22637",1,1,Thalassococcus halodurans,Thalassococcus,halodurans,0.85
164142,WRAS1,"JCM 31873, CGMCC 1.16123, KCTC 52696, MCCC 1K03253",1,1,Thalassococcus profundi,Thalassococcus,profundi,0.1-0.2
166391,"Mal48, Malle 48","DSM 100737, LMG 29019",1,1,Thalassoglobus polymorphus,Thalassoglobus,polymorphus,0.9
133421,A5K-106,"MBIC 08328, NCIMB 14418, NBRC 104231",1,1,Thalassomonas actiniarum,Thalassomonas,actiniarum,0.5
133422,A5K-61,"MBIC 08329, NCIMB 14417, NBRC 104232",1,1,Thalassomonas haliotis,Thalassomonas,haliotis,0.6
170911,TAU-A01011,TAU-MAC 1515,1,1,Thalassoporum komarekii,Thalassoporum,komarekii,1.08-1.74
166506,BH-SD16,"CCTCC AB 2017073, KCTC 62201",1,1,Thalassorhabdomicrobium marinisediminis,Thalassorhabdomicrobium,marinisediminis,0.3-1.2
159743,G27,"MCC 3411, CGMCC 1.15772, KCTC 33941, KCTC 43224",1,1,Thalassorhabdus alkalitolerans,Thalassorhabdus,alkalitolerans,0.5-0.9
133272,PB8B,"MCCC 1A01103, LMG 29620",1,1,Thalassospira indica,Thalassospira,indica,0.3-0.4
159890,CSC3H3,"MCCC 1A11786, KCTC 62333",1,1,Thalassospira marina,Thalassospira,marina,0.5-0.8
13967,"WPO 211, WP0211","DSM 17430, CGMCC 1.3997, CIP 109532",1,1,Thalassospira profundimaris,Thalassospira,profundimaris,0.55
13968,1-1B,"DSM 18888, JCM 14578",1,1,Thalassospira tepidiphila,Thalassospira,tepidiphila,0.25
13966,M-5,"DSM 17429, CGMCC 1.3998, CIP 109533",1,1,Thalassospira xiamenensis,Thalassospira,xiamenensis,1.55
133545,P-4,"CGMCC 1.6849, JCM 14850",1,1,Thalassospira xianhensis,Thalassospira,xianhensis,0.45
2883,,"DSM 19706, BCRC 17492, JCM 13379, TMA 1",1,1,Thalassotalea agarivorans,Thalassotalea,agarivorans,0.4-0.7
158591,RZG4-3-1,"JCM 31894, KCTC 52745, MCCC 1K03276",1,1,Thalassotalea atypica,Thalassotalea,atypica,0.5-1
158584,,"BCRC 80967, LMG 29478, KCTC 52169, Eup a-8",1,1,Thalassotalea coralli,Thalassotalea,coralli,0.8-1
140539,LPB0090,"KACC 18695, JCM 31189",1,1,Thalassotalea crassostreae,Thalassotalea,crassostreae,0.3-0.6
133279,Eup-16,"BCRC 80910, LMG 29001, KCTC 42743",1,1,Thalassotalea euphylliae,Thalassotalea,euphylliae,0.5-0.8
2882,"JC2041, JC 2041","DSM 15355, IMSNU 14005, KCTC 12041, CIP 108416",1,1,Thalassotalea ganghwensis,Thalassotalea,ganghwensis,0.65
158713,JDTF-40,"KACC 19433, KCTC 62186, NBRC 113040",1,1,Thalassotalea insulae,Thalassotalea,insulae,0.3-1.0
140542,HMF4135,"KCTC 52154, NBRC 112672",1,1,Thalassotalea litorea,Thalassotalea,litorea,0.4-0.8
134151,,"LMG 22536, CBMAI 722",1,1,Thalassotalea loyana,Thalassotalea,loyana,0.5-0.8
140797,,"KACC 18563, CGMCC 1.15922, YM 155",1,1,Thalassotalea profundi,Thalassotalea,profundi,0.5-0.6
13921,"Bu B1211, BUB-1211","DSM 2080, ATCC 43655, IAM 12574, CCUG 51053, JCM 20651, NBRC 103042, CIP 107886",1,1,Thauera butanivorans,Thauera,butanivorans,0.7
130655,SgZ-1,"DSM 100429, CCTCC M 2011497, KACC 16524",1,1,Thauera humireducens,Thauera,humireducens,0.7
159755,GD-2,"NBRC 112472, CGMCC 1.15527",1,1,Pseudothauera hydrothermalis,Pseudothauera,hydrothermalis,0.3-0.5
166272,D20,"MCCC 1H00305, KCTC 62586",1,1,Pseudothauera lacus,Pseudothauera,lacus,0.3-0.6
