ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Incubation period (in days)"
133338,HTS2,"DSM 101997, CGMCC 1.15533",1,1,"Streptococcus himalayensis",Streptococcus,himalayensis,"1 day"
23300,HKU30,"CCUG 66491, DSM 26014, CECT 8154",1,1,"Streptococcus hongkongensis",Streptococcus,hongkongensis,"1-2 days"
14730,S93,"DSM 20770, ATCC 49169, CCUG 24718, CCUG 27888, LMG 16885, CIP 103372",1,1,"Streptococcus hyointestinalis",Streptococcus,hyointestinalis,"1-2 days"
14802,"SHV515, SHV 515","DSM 12219, LMG 14710, CCUG 37866, CIP 105517",1,1,"Streptococcus hyovaginalis",Streptococcus,hyovaginalis,"1-2 days"
14731,PW,"CCUG 27303, LMG 14520, DSM 20576, ATCC 29178, CECT 7363, CIP 102508, NCDO 2722",1,1,"Streptococcus iniae",Streptococcus,iniae,"1-2 days"
14732,1877,"DSM 20573, ATCC 27335, CIP 103248, CCUG 32759, NCTC 11324, CCUG 17827, JCM 12996, VPI 3372A, CECT 803, LMG 14510, LMG 17840, NCFB 2227, VPI 3372-A, NCDO 2227",1,1,"Streptococcus intermedius",Streptococcus,intermedius,"1-2 days"
14848,MV1,"CCUG 66490, DSM 23027, CECT 7613",1,1,"Streptococcus lactarius",Streptococcus,lactarius,"1-2 days"
130708,,"DSM 27382, JCM 19287, CCUG 70865, NUM 6304",1,1,"Streptococcus loxodontisalivarius",Streptococcus,loxodontisalivarius,"1-2 days"
14835,M54/01/1,"DSM 18627, CCUG 48494, CIP 108309, SAC M54/01/1",1,1,"Streptococcus marimammalium",Streptococcus,marimammalium,"1-2 days"
133203,HTS5,"DSM 101995, CGMCC 1.15534",1,1,"Streptococcus marmotae",Streptococcus,marmotae,"1 day"
14830,4401825,"DSM 18628, CCUG 49690, CIP 108498",1,1,"Streptococcus massiliensis",Streptococcus,massiliensis,"1-2 days"
14734,"NS 51, SK142, SK 142, NS51","DSM 12643, ATCC 49456, JCM 12971, KCTC 13047, NCTC 12261, CCM 7411, CCUG 31611, CCUG 35790, CIP 103335, KCTC 3556, LMG 14557, NBRC 106071, NCIMB 13770, CCUG 27308",1,1,"Streptococcus mitis",Streptococcus,mitis,"1-2 days"
14736,"EML 1738","DSM 20523, ATCC 25175, IFO 13955, NBRC 13955, NCDO 2062, NCTC 10449, JCM 5705, BCRC 10793, BIOTECH 10528, CCM 6067, CCUG 11877, CCUG 17824, CCUG 6519, CECT 479, CIP 103220, HAMBI 1519, KCTC 3065, LMG 13654, LMG 14558, NCIMB 702062, VTT E-011803, PCM 2502",1,1,"Streptococcus mutans",Streptococcus,mutans,"1-2 days"
24610,"7747, Str. 7747","CCUG 66492, DSM 27088, CECT 8312, NBRC 113013",1,1,"Streptococcus oralis subsp. dentisani",Streptococcus,oralis,"1-2 days"
14740,"LVG/l, PB182, PB 182","DSM 20627, ATCC 35037, KCTC 13048, NCTC 11427, NBRC 113011, JCM 12997, CCUG 13229, CCUG 24891, CCUG 25610, CECT 907, CIP 102922, LMG 14532, KCTC 3285, NCDO 2680",1,1,"Streptococcus oralis",Streptococcus,oralis,"1-2 days"
14849,AZ_3a,"DSM 24864, CCOS 600, CCUG 66514, NBRC 113012",1,1,"Streptococcus oralis subsp. tigurinus",Streptococcus,oralis,"1-2 days"
140138,M8,"CCUG 70868, DSM 100101, JCM 30719",1,1,"Streptococcus oricebi",Streptococcus,oricebi,"2 days"
130710,,"DSM 27377, JCM 19285, NUM 2101",1,1,"Streptococcus oriloxodontae",Streptococcus,oriloxodontae,"1-2 days"
24607,,"DSM 25193, JCM 17942, NUM 1801",1,1,"Streptococcus orisasini",Streptococcus,orisasini,"1-2 days"
14820,S369-98-1,"DSM 16829, CCUG 39485, CIP 107097, LMG 19174",1,1,"Streptococcus ovis",Streptococcus,ovis,"1 day"
,,,,,,,,"1-2 days"
157127,,"CCUG 69612, CECT 9179",1,1,"Streptococcus ovuberis",Streptococcus,ovuberis,"1 day"
140230,"TA 26, TA26","DSM 102135, CGMCC 1.15667",1,1,"Streptococcus pantholopis",Streptococcus,pantholopis,"2 days"
14792,"SS 898","CCUG 30417, LMG 14537, KCTC 15406, DSM 6778, ATCC 15912, CIP 13046, CIP 104372, KCTC 13046",1,1,"Streptococcus parasanguinis",Streptococcus,parasanguinis,"1-2 days"
130711,SUT-286,"DSM 29126, JCM 30273",1,1,"Streptococcus parasuis",Streptococcus,parasuis,"1-2 days"
24612,C-4,"DSM 24768, CECT 7921",1,1,"Streptococcus phocae subsp. salmonis",Streptococcus,phocae,"1-2 days"
14843,1956-02,"CCUG 55064, DSM 22810, CCUG 52972, CECT 7308",1,1,"Streptococcus plurextorum",Streptococcus,plurextorum,"2-3 days"
14749,"SV 1, SV1","DSM 20566, ATCC 33400, NCTC 7465, CCUG 28588, LMG 14545, CIP 102911",1,1,"Streptococcus pneumoniae",Streptococcus,pneumoniae,"1-2 days"
24603,"682-03 = 682/03","DSM 28302, CCUG 58479, CECT 7593",1,1,"Streptococcus porcorum",Streptococcus,porcorum,"1-2 days"
14831,"O 108, 0108","DSM 18670, ATCC BAA-960, CCUG 49455, CIP 108659, CDC SS-1757",1,1,"Streptococcus pseudopneumoniae",Streptococcus,pseudopneumoniae,"1-2 days"
14758,"SF 130, T1, SF 130/13, TI","DSM 20565, ATCC 12344, NCTC 8198, JCM 5674, BCRC 14758, CCUG 12701, CCUG 4207, CECT 985, CGMCC 1.8868, CIP 56.41, NCDO 2381, NCDO 2726, NCIMB 11841, IMET 3002",1,1,"Streptococcus pyogenes",Streptococcus,pyogenes,"1-2 days"
158414,HTS25,"DSM 101998, CGMCC 1.15531",1,1,"Streptococcus respiraculi",Streptococcus,respiraculi,"1 day"
24609,"beta 112/2b","DSM 26920, LMG 27207, CCUG 66516",1,1,"Streptococcus rubneri",Streptococcus,rubneri,"1-2 days"
24604,2777-2-07,"DSM 28303, CCUG 59652, CECT 7718",1,1,"Streptococcus rupicaprae",Streptococcus,rupicaprae,"1 day"
,,,,,,,,"1-2 days"
14765,275,"DSM 20560, ATCC 7073, NCTC 8618, JCM 5707, BCRC 17388, CCM 4046, CCUG 11878, CCUG 17825, CCUG 50207, CECT 805, CIP 102503, HAMBI 1716, LMG 11489, NCFB 1779, NCIMB 701779, IMET 3163, NCDO 1779",1,1,"Streptococcus salivarius",Streptococcus,salivarius,"1-2 days"
130709,,"CCUG 70866, DSM 27513, JCM 19288, NUM 6306",1,1,"Streptococcus saliviloxodontae",Streptococcus,saliviloxodontae,"1-2 days"
14767,,"DSM 20567, ATCC 10556, JCM 5708, CCUG 17826, CECT 480, CIP 55.128, KCTC 3284, LMG 14702, NCFB 2064, NCIMB 702064, NCTC 7863, NCDO 2064",1,1,"Streptococcus sanguinis",Streptococcus,sanguinis,"1-2 days"
14796,S735,"DSM 9682, ATCC 43765, CCUG 7984, NCTC 10234, CIP 103217",1,1,"Streptococcus suis",Streptococcus,suis,"1-2 days"
14786,"(B of R), B of R","CCUG 21957, LMG 6896, CCTM 3104, DSM 20617, ATCC 19258, NCDO 573, NCIB 8510, WDCM 00134, JCM 17834, BCRC 13869, CECT 986, CIP 102303, GIFU 8593, KCTC 3658, LMG 13102, NCIMB 8510, NRIC 0256, VTT E-96665, NCTC 12958",1,1,"Streptococcus thermophilus",Streptococcus,thermophilus,"1-2 days"
14804,S69,"DSM 12221, LMG 13593, CIP 105518",1,1,"Streptococcus thoraltensis",Streptococcus,thoraltensis,"1-2 days"
23299,,"DSM 25324, JCM 18038, CCUG 70864, TKU 31",1,1,"Streptococcus troglodytae",Streptococcus,troglodytae,"1-2 days"
14787,,"DSM 20569, ATCC 19436, CCUG 17930, JCM 5709, NCDO 2038, NCTC 3858, BCRC 12579, CCUG 27579, CECT 994, CIP 103219, LMG 9465, NCIMB 702038",1,1,"Streptococcus uberis",Streptococcus,uberis,"1-2 days"
14847,,"DSM 22768, JCM 16316, CCUG 70863, NUM 1615, KCTC 15134",1,1,"Streptococcus ursoris",Streptococcus,ursoris,"1-2 days"
14794,MM1,"CCUG 24893, CIP 103363, LMG 13516, CCM 7438, BCRC 14734, KCTC 3650, DSM 5636, ATCC 49124, NCTC 12166",1,1,"Streptococcus vestibularis",Streptococcus,vestibularis,"1-2 days"
130497,H27,"DSM 45604, CCUG 63369, MTCC 11563",1,1,"Streptomonospora algeriensis",Streptomonospora,algeriensis,"14 days"
11251,,"DSM 45171, CCTCC AA 208048, YIM 91353",1,1,"Streptomonospora amylolytica",Streptomonospora,amylolytica,"10-14 days"
11231,S186,"DSM 45083, CGMCC 4.2057, JCM 16007",1,1,"Streptomonospora arabica",Streptomonospora,arabica,"10-14 days"
11252,,"DSM 45155, CCTCC AA 208047, YIM 91394, JCM 31753",1,1,"Streptomonospora flavalba",Streptomonospora,flavalba,"10-14 days"
11250,,"DSM 45075, KCTC 19236, YIM 91355, JCM 18123",1,1,"Streptomonospora halophila",Streptomonospora,halophila,"10-14 days"
16142,AS-803,"DSM 40831, ATCC 12766, CBS 487.62, NRRL B-1518, RIA 497, JCM 4002, BCRC 12461, CGMCC 4.1662, CIP 108146, IFO 13860, KCTC 9662, KCTC 9741, NBIMCC 1606, NBRC 13860, NCB 260, NRRL B-2113, PCM 2364, CCRC 12461, KCC S-0002, IAM 0001, AS 4.1162",1,1,"Streptomyces abikoensis",Streptomyces,abikoensis,"10-14 days"
14881,Z-4-1,"DSM 40028, ATCC 12767, ATCC 19719, CBS 458.68, IFO 12735, ISP 5028, JCM 4121, NBRC 12735, RIA 1000, BCRC 11618, CECT 3074, CGMCC 4.1075, IAM 12360, IFM 1173, IFO 16791, IMET 43080, IMSNU 20130, JCM 4561, KCTC 1740, MTCC 931, NBRC 16791, NRRL B-2120, PCM 2365, RIA 756, VKM Ac-1258",1,1,"Streptomyces achromogenes",Streptomyces,achromogenes,"10-14 days"
16315,RL-110,"DSM 41668, ATCC 49003, JCM 7913, CFBP 4539, CGMCC 4.1789, ICMP 12536, KACC 20125, KCTC 9736, LMG 19856, NCPPB 4072, NRRL B-16524",1,1,"Streptomyces acidiscabies",Streptomyces,acidiscabies,"10-14 days"
16310,"SF 2415","DSM 41644, IFO 14824, JCM 6055, NBRC 14824, BCRC 16846, CGMCC 4.1907, IFO 14642, KCTC 9680, LMG 19906, NBRC 14642, NRRL B-24312",1,1,"Streptomyces aculeolatus",Streptomyces,aculeolatus,"10-14 days"
14886,772,"DSM 40228, ATCC 23871, CBS 610.68, IFO 12831, ISP 5228, JCM 4340, NBRC 12831, RIA 1169, BCRC 12056, CCT 5011, CGMCC 4.1689, IMET 42942, KCTC 9743, NRRL B-5621, VKM Ac-703",1,1,"Streptomyces afghaniensis",Streptomyces,afghaniensis,"10-14 days"
16378,CPJVR-H,"DSM 41829, NBRC 101005, NRRL B-24243, JCM 13243",1,1,"Streptomyces africanus",Streptomyces,africanus,"10-14 days"
14888,13246,"DSM 40478, ATCC 14698, CBS 698.72, IFO 13397, ISP 5478, JCM 4715, KCC S-0715, NBRC 13397, RIA 1358, CECT 3226, CGMCC 4.1580, IMSNU 20132, KCTC 1741, MTCC 924, NRRL B-3605, VKM Ac-1753",1,1,"Streptomyces albaduncus",Streptomyces,albaduncus,"10-14 days"
14934,"5045, 3008","DSM 40045, ATCC 12626, ATCC 23874, CBS 613.68, IFO 13196, IMRU 3008, ISP 5045, NBRC 13196, RIA 1112, JCM 4615, BCRC 13664, CGMCC 4.1461, CIP 104427, IFO 3438, IMET 42936, KCTC 9674, LMG 19364, NBRC 3438, NRRL B-1273, NRRL B-2373, VKM Ac-972, KCC S-0615",1,1,"Streptomyces alboflavus",Streptomyces,alboflavus,"10-14 days"
14936,7-A,"DSM 40003, ATCC 23875, CBS 614.68, ETH 16834, IFO 12834, ISP 5003, JCM 4004, JCM 4616, NBRC 12834, NRRL B-1305, RIA 1101, BCRC 12230, CGMCC 4.0565, CIP 104424, CIP 104428, HUT 6045, IFO 3413, IFO 3709, KCTC 9675, MTCC 2524, NBRC 3413, NBRC 3709, NCIMB 9604, VKM Ac-1200, VTT E-01260, KCC S-0004",1,1,"Streptomyces albogriseolus",Streptomyces,albogriseolus,"10-14 days"
16467,,"DSM 41909, NRRL 18513",1,1,"Streptomyces aldersoniae",Streptomyces,aldersoniae,"10-14 days"
14970,245-22,"DSM 40092, ATCC 19724, CBS 463.68, IFO 12740, ISP 5092, NBRC 12740, RIA 1005, JCM 4344, BCRC 13686, CGMCC 4.1608, IFO 15956, KCTC 9752, NBRC 15956, NRRL B-3981, VKM Ac-705",1,1,"Streptomyces althioticus",Streptomyces,althioticus,"10-14 days"
14976,,"DSM 40535, ATCC 19388, CBS 739.72, IFO 13438, ISP 5535, ITCC 1233, JCM 4720, NBRC 13438, RIA 1399, BCRC 11825, CGMCC 4.1314, KCTC 9687, LMG 8600, NRRL B-12487, NRRL B-3590, VKM Ac-1920",1,1,"Streptomyces anandii",Streptomyces,anandii,"10-14 days"
16326,,"DSM 41683, ATCC 15484, IAM 6A-704, IFO 3934, JCM 4053, KCC S-0053, NBRC 3934, NRRL B-2347, CGMCC 4.1918, CIP 106838, KCTC 1089, NRRL B-3306, VTT E-072759",1,1,"Streptomyces angustmyceticus",Streptomyces,angustmyceticus,"10-14 days"
16177,69,"DSM 41422, ATCC 19821, INMI 69, NRRL B-12341, JCM 5058, CGMCC 4.1683, IFO 14892, KCTC 9755, NBRC 14892, NRRL B-24292",1,1,"Streptomyces violaceoruber",Streptomyces,violaceoruber,"10-14 days"
14992,Beijerinck,"DSM 40361, ATCC 27416, CBS 100.18, CBS 670.72, IFO 13369, ISP 5361, JCM 4721, KCC S-0721, NBRC 13369, RIA 1330, BCRC 15152, CGMCC 4.1421, IMET 43334, KCTC 9756, LMG 19301, LMG 8583, NRRL B-2000, VKM Ac-728, VTT E-991427",1,1,"Streptomyces anulatus",Streptomyces,anulatus,"10-14 days"
132442,"ZLN 234","DSM 100713, CCTCC AA 2015005",1,1,"Streptomyces arcticus",Streptomyces,arcticus,"14-21 days"
16146,,"DSM 40527, ATCC 27417, CBS 731.72, IFO 13430, ISP 5527, JCM 4543, JCM 4722, NBRC 13430, NRRL 2817, RIA 1391, UC 2500, BCRC 12319, CECT 3254, CGMCC 4.1670, CIP 108147, KCTC 9887, NBIMCC 1592, NCB 99, VKM Ac-930, CCRC 12319, KCC S-0722, AS 4.167",1,1,"Streptomyces ardus",Streptomyces,ardus,"10-14 days"
15001,"NA 269-M2","DSM 40293, ATCC 25428, CBS 926.69, ETH 24429, IFO 13016, ISP 5293, NBRC 13016, NRRL 2377, RIA 1208, JCM 4452, BCRC 11827, CGMCC 4.1610, VKM Ac-1201",1,1,"Streptomyces arenae",Streptomyces,arenae,"10-14 days"
16466,,"DSM 41953, CCTCC AA 208059, YIM 63135, JCM 19150",1,1,"Streptomyces artemisiae",Streptomyces,artemisiae,"10-14 days"
16468,"A-9814, BL-504, KK 317, MA 6475, KK317","DSM 40822, ATCC 14891, CGMCC AS 4.1388, IFO 13981, JCM 4964, KCC S-0964, NBRC 13981, BCRC 11823, CECT 3139, CIP 106837, IFM 1253, HUT 6598",1,1,"Streptomyces ascomycinicus",Streptomyces,ascomycinicus,"10-14 days"
16351,A14P1,"DSM 41761, CGMCC 4.1983, NCIMB 13675, JCM 11443, NBRC 100774",1,1,"Streptomyces asiaticus",Streptomyces,asiaticus,"10-14 days"
16189,,"DSM 41452, INMI 16, JCM 6912, VKM Ac-40, BCRC 16848, CGMCC 4.1605, IFO 15872, NBRC 15872, NRRL B-24328",1,1,"Streptomyces calvus",Streptomyces,calvus,"10-14 days"
16320,,"DSM 41673, ATCC 14046, IFO 3897, JCM 3386, NBRC 3897, CBS 364.68, CGMCC 4.1632, NRRL B-16927",1,1,"Streptomyces atratus",Streptomyces,atratus,"10-14 days"
16461,,"DSM 41860, LDDC 6330-99, NRRL B-24165",1,1,"Streptomyces atriruber",Streptomyces,atriruber,"10-14 days"
16201,,"DSM 41467, INA 1551, JCM 6913, CGMCC 4.1595, IFO 15388, NBRC 15388, NRRL B-16357, VKM Ac-1213",1,1,"Streptomyces atrovirens",Streptomyces,atrovirens,"10-14 days"
15012,,"DSM 40138, ATCC 19887, CBS 663.68, ETH 27525, IFO 12842, INA 10369/58, ISP 5138, NBRC 12842, RIA 1130, JCM 4346, ATCC 23883, BCRC 13758, CGMCC 4.1450, LMG 19298, NCIMB 9849, NRRL B-5416, VKM Ac-1093",1,1,"Streptomyces aurantiogriseus",Streptomyces,aurantiogriseus,"10-14 days"
16333,,"DSM 41692, IFO 15896, INA A-78, NBRC 15896, RIA 553, VKM Ac-1828, JCM 9947, CGMCC 4.1944, NBIMCC 3603, NRRL B-24301",1,1,"Streptomyces calvus",Streptomyces,calvus,"10-14 days"
16214,MA-4680,"DSM 46492, ATCC 31267, CIP 107838, FERM P-4027, IMET 43778, JCM 5070, KCC S-1070, NRRL 8165, BCRC 12382, CECT 3280, CGMCC 4.1807, CGMCC 4.2072, IFO 14893, KCTC 9063, KCTC 9698, NBIMCC 3394, NBRC 14893, NCIMB 12804, VKM Ac-1301, VTT E-042732",1,1,"Streptomyces avermitilis",Streptomyces,avermitilis,"10-14 days"
16460,9-9,"DSM 41943, CGMCC 4.5510, MCCC 1A01535, JCM 16801, NRRL B-24776",1,1,"Streptomyces avicenniae",Streptomyces,avicenniae,"10-14 days"
15040,MA-833,"DSM 40526, ATCC 27419, CBS 730.72, IFO 13429, ISP 5526, NBRC 13429, NRRL 3077, RIA 1390, CCUG 54639, NCIMB 11996, JCM 4726, BCRC 13384, CGMCC 4.1583, IMET 43538, KCTC 9757, MTCC 1808, PCM 2342, VKM Ac-1074",1,1,"Streptomyces avidinii",Streptomyces,avidinii,"10-14 days"
15044,,"DSM 40598, ATCC 15855, CBS 788.72, IFO 13487, INMI 445, ISP 5598, NBRC 13487, RIA 1448, RIA 336, JCM 4727, BCRC 15181, CGMCC 4.1584, KCTC 9018, LMG 8585, NRRL B-3038, VKM Ac-58",1,1,"Streptomyces bacillaris",Streptomyces,bacillaris,"10-14 days"
15046,1203/53,"DSM 40139, ATCC 19729, ATCC 19888, CBS 468.68, IFO 12745, ISP 5139, NBRC 12745, RIA 1010, JCM 4350, BCRC 13759, CGMCC 4.1406, HAMBI 1008, IMET 43089, INA 1203/53, LMG 19353, NBIMCC 3320, NCIMB 13011, NRRL B-2567, VKM Ac-735",1,1,"Streptomyces badius",Streptomyces,badius,"10-14 days"
15049,,"DSM 40581, ATCC 11062, ETH 14303, IMRU 3514, ISP 5581, JCM 4011, NRRL B-1049, BCRC 15171, CBS 412.54, CGMCC 4.0569, HUT 6084, IFM 1057, IFO 14598, IMET 41362, KCTC 9172, MTCC 1539, NBIMCC 1504, NBRC 14598, NRRL B-2690, NRRL ISP-5581, RIA 471, RIA 74, VKM Ac-999, VTT E-82155",1,1,"Streptomyces bikiniensis",Streptomyces,bikiniensis,"10-14 days"
15053,,"DSM 40564, ATCC 27420, CBS 761.72, IFO 13460, ISP 5564, NBRC 13460, NRRL 2876, RIA 1421, UC 12898, JCM 4729, BCRC 15180, CBS 239.69, CGMCC 4.1463, LMG 5969, NCIMB 9754",1,1,"Streptomyces bluensis",Streptomyces,bluensis,"10-14 days"
15057,"CCIB 71 (IMUR 2572)","DSM 43159, ATCC 23727, CUB 126, IFO 12596, JCM 3086, KCC A-0086, NBRC 12596, RIA 911, BCRC 16849, CBS 520.68, CGMCC 4.1486, IFM 1210, KCTC 9071, KCTC 9195, NBRC 101283, NRRL B-3327, VKM Ac-1310, VKM Ac-656",1,1,"Streptomyces brasiliensis",Streptomyces,brasiliensis,"10-14 days"
16358,MS16-10G,"DSM 41781, AS 4.1653, FERM 8432, IFO 15711, JCM 9925, NBRC 15711, BCRC 16850, CGMCC 4.1653, NRRL B-24305",1,1,"Streptomyces bungoensis",Streptomyces,bungoensis,"10-14 days"
159648,HA15955,"DSM 105693, CGMCC 4.7426",1,1,"Streptomyces caeni",Streptomyces,caeni,"14 days"
16477,GIMN4.002,"DSM 42045, CCTCC M 208213, NRRL B-24802",1,1,"Streptomyces caeruleatus",Streptomyces,caeruleatus,"10-14 days"
15063,T-3018,"DSM 40010, ATCC 13382, ATCC 23890, CBS 676.68, IFO 13200, ISP 5010, JCM 4326, JCM 4628, NBRC 13200, RIA 1103, BCRC 11859, CBS 350.62, CECT 3271, CGMCC 4.1691, IFM 1093, NCIMB 12240, NRRL B-2399, VKM Ac-1185",1,1,"Streptomyces calvus",Streptomyces,calvus,"10-14 days"
16352,D13P3,"DSM 41769, NCIMB 13684, JCM 11444, NBRC 100775",1,1,"Streptomyces cangkringensis",Streptomyces,cangkringensis,"10-14 days"
16188,,"DSM 41453, ATCC 43699, INMI 377, JCM 6914, VKM Ac-68, BCRC 16851, CGMCC 4.1588, IFO 15389, NBRC 15389, NRRL B-16358",1,1,"Streptomyces caniferus",Streptomyces,caniferus,"10-14 days"
16334,"MS 1486","DSM 41695, IFO 14222, JCM 5075, KCC S-1075, NBRC 14222, NCIMB 12832, NRRL 12279, BCRC 16852, CGMCC 4.1945, KCTC 1719",1,1,"Streptomyces capillispiralis",Streptomyces,capillispiralis,"10-14 days"
15069,,"DSM 40494, ATCC 19006, CBS 712.72, IFO 13411, ISP 5494, JCM 4253, JCM 4734, NBRC 13411, RIA 1372, BCRC 11860, CGMCC 4.1696, NRRL B-3632",1,1,"Streptomyces capoamus",Streptomyces,capoamus,"10-14 days"
16202,,"DSM 41468, ATCC 43678, INA 8851, JCM 6915, BCRC 16853, CGMCC 4.1621, IFO 15390, NBRC 15390, NRRL B-16359, VKM Ac-1211",1,1,"Streptomyces carpaticus",Streptomyces,carpaticus,"10-14 days"
16301,"70-6-2, M 619","DSM 43835, ATCC 27116, IFO 14214, IMET 43558, JCM 3301, KCC A-0301, NBRC 14214, NRRL B-16921, RIA 982, VKM Ac-1300, VKM Ac-657, BCRC 16854, CGMCC 4.1947, KCTC 9128",1,1,"Streptomyces carpinensis",Streptomyces,carpinensis,"10-14 days"
15570,BJ-608,"DSM 40830, ATCC 15191, CBS 309.55, IMRU 3559, JCM 4978, BCRC 11879, IFO 15875, INA R-43, NBRC 15875, NRRL B-24289, RIA 851, VKM Ac-832",1,1,"Streptomyces castelarensis",Streptomyces,castelarensis,"10-14 days"
15073,E-150,"DSM 40189, ATCC 23894, CBS 680.68, IFO 12849, ISP 5189, NBRC 12849, RIA 1143, JCM 4183, CGMCC 4.1637, IMET 41374, JCM 4631, NCIMB 9830, VKM Ac-1222",1,1,"Streptomyces cellostaticus",Streptomyces,cellostaticus,"10-14 days"
15074,,"DSM 40839, ATCC 29806, CECT 7364, ETH 24125, IFO 13780, KCC S-0126, NBRC 13780, NIHJ 198, NRRL B-2493, JCM 4126, CECT 3242, CGMCC 4.1659, KCTC 9702, NBRC 100597, RIA 779, VKM Ac-1819, VTT E-86258",1,1,"Streptomyces celluloflavus",Streptomyces,celluloflavus,"10-14 days"
15075,,"DSM 40362, ATCC 25439, CBS 122.18, CBS 670.69, IFO 13027, ISP 5362, NBRC 13027, RIA 1219, JCM 4462, BCRC 12087, CGMCC 4.1411, KCTC 9703, LMG 19315, NRRL B-2889, VKM Ac-829",1,1,"Streptomyces cellulosae",Streptomyces,cellulosae,"10-14 days"
15087,,"DSM 40002, ATCC 13358, ATCC 19739, CBS 477.68, IFO 12754, ISP 5002, JCM 4299, JCM 4571, NBRC 12754, RIA 1019, BCRC 13655, CECT 3321, CGMCC 4.1415, KCTC 1087, LMG 19339, NCIMB 9809, NRRL B-2255, NRRL ISP-5002, VKM Ac-1775",1,1,"Streptomyces chattanoogensis",Streptomyces,chattanoogensis,"10-14 days"
15088,BE-508,"DSM 40545, ATCC 14947, CBS 745.72, DSM 40820, IFO 13444, IMRU 3835, ISP 5545, NBRC 13444, NCIB 8995, RIA 1405, JCM 4735, KCC S-0735, BCRC 12173, CGMCC 4.1657, MTCC 6922, NCAIM B.01478, NCIMB 10999, NCIMB 8995, NRRL B-3293, NRRL B-3310, NRRL B-3672",1,1,"Streptomyces chrestomyceticus",Streptomyces,chrestomyceticus,"10-14 days"
15090,13638/58,"DSM 40273, ATCC 23896, CBS 682.68, IFO 12851, ISP 5273, NBRC 12851, RIA 1191, JCM 4354, BCRC 15125, CGMCC 4.1451, INA 13638/58, KCTC 19069, LMG 19317, NRRL B-12175, VKM Ac-974",1,1,"Streptomyces chromofuscus",Streptomyces,chromofuscus,"10-14 days"
15091,,"DSM 40420, ATCC 19829, CBS 678.72, IFO 13377, INMI 1007 B, ISP 5420, NBRC 13377, RIA 1338, JCM 4737, BCRC 16236, CGMCC 4.1694, NCIMB 10041, NRRL B-12347, VKM Ac-200",1,1,"Streptomyces chryseus",Streptomyces,chryseus,"10-14 days"
16302,,"DSM 41470, ATCC 43680, INA 1719, JCM 6917, BCRC 16855, CGMCC 4.1630, IFO 15397, NBRC 15397, VKM Ac-1215",1,1,"Streptomyces cinereospinus",Streptomyces,cinereospinus,"10-14 days"
15094,3855,"DSM 43033, ATCC 15840, CBS 356.67, CUB 301, IFO 12247, IMET 43557, IMRU 3855, JCM 3040, KCC A-0040, NBRC 12247, NCIB 9586, NRRL B-2909, VKM Ac-812, BCRC 11616, CGMCC 4.1672, IFM 1137, IFM 1237, KCTC 9066, KCTC 9194, NBIMCC 1639, NCIMB 9586, RIA 809",1,1,"Streptomyces cinereus",Streptomyces,cinereus,"10-14 days"
16312,,"DSM 41651, ATCC 33339, IFO 13822, JCM 3385, NBRC 13822, NRRL B-16928, CGMCC 4.1620",1,1,"Streptomyces cinerochromogenes",Streptomyces,cinerochromogenes,"10-14 days"
15096,,"DSM 40467, ATCC 23617, CBS 671.69, IFO 13028, INA 1242, ISP 5467, NBRC 13028, RIA 1220, JCM 4463, ATCC 25440, BCRC 15162, CGMCC 4.1590, NRRL B-12382, PCM 2311, VKM Ac-1904",1,1,"Streptomyces cinnabarinus",Streptomyces,cinnabarinus,"10-14 days"
15098,Ah-304,"DSM 40803, ATCC 12308, CBS 411.63, IFO 3414, NBRC 3414, NRRL B-1588, JCM 4019, CECT 3198, CGMCC 4.1619, HUT 6050, IFO 15873, KCTC 9708, NBIMCC 67, NBRC 15873, NCIMB 12604, RIA 518, VKM Ac-1912",1,1,"Streptomyces virginiae",Streptomyces,virginiae,"10-14 days"
15099,12.090,"DSM 40479, ATCC 14699, CBS 699.72, IFO 13398, ISP 5479, JCM 4738, NBRC 13398, RIA 1359, BCRC 16208, CGMCC 4.1679, KCTC 9709, NRRL B-3250, VKM Ac-620, VTT E-052935",1,1,"Streptomyces cirratus",Streptomyces,cirratus,"10-14 days"
15100,,"DSM 40843, CBS 101.27, NRRL B-2557, JCM 5059, CGMCC 4.1604, IFO 15398, NBRC 15398",1,1,"Streptomyces clavifer",Streptomyces,clavifer,"10-14 days"
16479,AS-0823,"DSM 41983, IFM 11055, JCM 17138",1,1,"Streptomyces coacervatus",Streptomyces,coacervatus,"10-14 days"
15103,,"DSM 40421, ATCC 19830, CBS 679.72, IFO 13378, INMI 20-41, ISP 5421, NBRC 13378, RIA 1339, JCM 4739, BCRC 16237, CGMCC 4.1594, KCTC 19065, NCIMB 10042, NRRL B-12348, VKM Ac-98, VTT E-073027",1,1,"Streptomyces violaceoruber",Streptomyces,violaceoruber,"10-14 days"
16204,,"DSM 41471, INA 9630, JCM 6918, BCRC 16856, CGMCC 4.1596, IFO 15399, NBRC 15399, NRRL B-16363, VKM Ac-1221",1,1,"Streptomyces coelicoflavus",Streptomyces,coelicoflavus,"10-14 days"
