ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,Kind of utilization tested,Utilization activity,Metabolite (utilization)
7779,"XDIA, X599","DSM 43762, ATCC 17931, DSM 46363, IFO 12531, JCM 3067, KCC A-0067, NBRC 12531, CCUG 35437, CIP 81.83, NCTC 10917, CDC X599, CCM 7007, IAM 14816, IFM 1284, IMET 11515, IMSNU 21309, KCTC 3204, NRRL B-8017, PCM 2349",1,1,Rothia dentocariosa,fermentation,+,D-glucose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
7661,,"DSM 18442, CCTCC AB 206069, JCM 31975, KCTC 19172, YIM 90716",1,1,Rothia halotolerans,fermentation,+,D-glucose
,,,,,,fermentation,+,sucrose
7637,PM 129,"DSM 20032, ATCC 27570, CCM 2690, CCUG 33026, JCM 7237, CIP 81.69, GIFU 9131, IAM 13590, IFO 15354, LMG 14215, NBRC 15354, NCIMB 14427, NCTC 11038, NRRL B-14835, VKM Ac-2190, VKM B-1811",1,1,Rothia kristinae,fermentation,+,D-glucose
,,,,,,fermentation,+,maltose
7777,5762/67,"DSM 20746, ATCC 25296, CCM 2417, NCTC 10663, CCUG 20962, CIP 71.14, JCM 10910, GIFU 9911, GTC 311, IAM 14815, IFM 10890, IFO 15673, IMSNU 22101, NBRC 15673, NCDO 2360, NCIMB 702360, PCM 2415, CCUG 3707",1,1,Rothia mucilaginosa,fermentation,+,D-glucose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
7783,L-143,"DSM 22277, BCRC 17588, LMG 23708, CCUG 55855, JCM 15158",1,1,Rothia terrae,fermentation,+,D-fructose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
,,,,,,fermentation,+,trehalose
,,,,,,fermentation,+,turanose
131542,323,"DSM 100043, CIP 111153",1,1,Rouxiella badensis,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sucrose
130319,130333,"DSM 28324, CIP 110714, CCUG 70919",1,1,Rouxiella chamberiensis,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
140277,213,"DSM 103735, CIP 111154",1,1,Rouxiella silvae,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sucrose
167641,ICH-3,"BCRC 81155, KCTC 62866, LMG 30930",1,1,Rubrivivax albus,fermentation,+,glucose
140934,WLJ055,"CGMCC 1.15276, KCTC 33693",1,1,Saccharibacillus deserti,fermentation,+,glucose
159796,SMB4,"MTCC 12633, KCTC 33876, JCM 32187",1,1,Salibacterium nitratireducens,fermentation,+,glucose
166378,L3,"CGMCC 1.17272, KCTC 72572",1,1,Salinicola corii,fermentation,+,glucose
140936,MSSRFH1,"KCTC 32998, NBRC 110222",1,1,Salinicola rhizosphaerae,fermentation,+,glucose
140612,F01,"KCTC 42855, CCTCC AB 2015304",1,1,Salinicola tamaricis,fermentation,+,glucose
159822,N102,"MCCC 1K03497, KCTC 62440., KCTC 62440",1,1,Alteromonas alterisediminis,fermentation,+,glucose
17242,DV,"DSM 8285, CAIM 735, JCM 15096, CIP 106635, LMG 23654, NCIMB 13669",1,1,Salinivibrio costicola subsp. vallismortis,fermentation,+,glucose
5125,1224.72,"DSM 13772, ATCC 43975, CIP 82.33, CCUG 30042, NCTC 12419",1,1,Salmonella bongori,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,sorbitol
5127,,"DSM 9386, ATCC 13314, CIP 8230, NCTC 8297, CCUG 6322, JCM 1654, BCRC 10742, CIP 82.30, KCTC 12398, LMG 10757",1,1,Salmonella enterica subsp. arizonae,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,sorbitol
5128,,"CCUG 30040, DSM 14847, ATCC 43973, CIP 82.31, NCTC 10060",1,1,Salmonella enterica subsp. diarizonae,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,sorbitol
5117,LT2,"DSM 17058, ATCC 43971, CIP 60.62, NCIMB 11450, NCTC 12416, CCUG 42060, JCM 32817, NBRC 13245",1,1,Salmonella enterica subsp. enterica,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sorbitol
5123,264-66,"DSM 9221, ATCC 43974, CIP 82.32, NCTC 10401, CCUG 30041, JCM 1655, ATCC 29834, BCRC 15578, KCTC 12399, NCTC 12418",1,1,Salmonella enterica subsp. houtenae,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,sorbitol
5129,1240,"DSM 14848, ATCC 43976, CIP 102501, CCUG 30038, NCTC 12420",1,1,Salmonella enterica subsp. indica,fermentation,+,glucose
,,,,,,fermentation,+,mannitol
5126,FRCl,"CCUG 55500, DSM 16208, ATCC BAA-836, CIP 109002, FRC 1",1,1,Salmonella subterranea,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
5131,M601,"DSM 16730, CFBP 5236, ICMP 13937, CIP 107322",1,1,Samsonia erythrinae,fermentation,+,glucose
,,,,,,fermentation,+,mannitol
14042,,"DSM 18966, JCM 14623, KCTC 13143, Kopri 21702",1,1,Sanguibacter antarcticus,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
14038,ST-74,"DSM 10542, ATCC 51767, CECT 4540, NCFB 3025, CCUG 36690, JCM 11429, CGMCC 1.3608, CIP 106323, IFO 16158, NBRC 16158, NCIMB 703025",1,1,Sanguibacter keddieii,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
14039,ST-26,"DSM 10543, NCFB 3023, CCUG 36691, JCM 11430, ATCC 51766, CECT 4539, CGMCC 1.3609, CIP 106322, IFO 16159, NBRC 16159, NCIMB 703023",1,1,Sanguibacter suarezii,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
1765,"C1A-55, C1A_55","DSM 22547, CCUG 58090, KCTC 15141",1,1,Scardovia wiggsiae,fermentation,+,raffinose
180,"IFR M2289/98/2, M2289/98/2","DSM 15536, CCUG 41706, CIP 106351",1,1,Schaalia canis,fermentation,+,D-xylose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,pullulan
,,,,,,fermentation,+,ribose
184,"R10394, 1010306","DSM 15803, CCUG 44997, CIP 107323",1,1,Schaalia cardiffensis,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
181,Hudd B9912678,"DSM 15537, CCUG 42773, CIP 106713, KCTC 15233",1,1,Schaalia funkei,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
161,,"CCUG 21024, LMG 16161, DSM 20733, ATCC 35568, CIP 103148, VPI 8617, PIP 2477B",1,1,Schaalia meyeri,fermentation,+,amygdalin
,,,,,,fermentation,+,cellobiose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,erythritol
,,,,,,fermentation,+,esculin
,,,,,,fermentation,+,galactitol
,,,,,,fermentation,+,glycogen
195,BL-79,"DSM 26713, CCUG 56698, NRRL B-24670",1,1,Schaalia naturae,fermentation,+,D-mannose
155,"2A.10, X363","DSM 19120, ATCC 17929, CCUG 20536, DSM 43760, JCM 14871, NCTC 9935, CCM 4740, CIP 101124, LMG 18080",1,1,Schaalia odontolytica,fermentation,+,D-glucose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
168,APL1,"DSM 9169, ATCC 51856, CCUG 32394, CIP 105358",1,1,Schaalia radingae,fermentation,+,D-glucose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
17870,Sebald 107A,"DSM 24458, ATCC 33386, NCTC 11300",1,1,Sebaldella termitidis,fermentation,+,D-mannose
158552,SYL130,"KCTC 52860, CCTCC AB 2017082",1,1,Sediminibacterium roseum,fermentation,+,glucose
14336,BA-2,"DSM 16054, ATCC 35968",1,1,Sediminispirochaeta bajacaliforniensis,fermentation,+,glucose
140907,F23,"JCM 19771, CGMCC 1.12785, MCCC 1A09945",1,1,Sediminivirga luteola,fermentation,+,mannitol
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sucrose
158507,,"DSM 100619, JCM 30867, SBC 8034",1,1,Prevotella cerevisiae,fermentation,+,arabinose
,,,,,,fermentation,+,cellobiose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,mannose
,,,,,,fermentation,+,raffinose
,,,,,,fermentation,+,salicin
17160,VB4b,"DSM 20757, ATCC 49690",1,1,Selenomonas lacticifex,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
17156,GA-192,"DSM 2150, ATCC 12561",1,1,Selenomonas ruminantium subsp. ruminantium,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
132393,,"DSM 103502, BR 72, KCTC 15479, JCM 30749",1,1,Sellimonas intestinalis,fermentation,+,glucose
6284,0714S6-1,"DSM 21363, CGMCC 4.5582, NBRC 110789, MCCC 1A05965, JCM 17740",1,1,Serinicoccus profundi,fermentation,+,sucrose
132370,2015-2462-01,"DSM 100980, CCM 8626, LMG 29119, CIP 110919",1,1,Serratia aquatilis,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sorbitol
,,,,,,fermentation,+,sucrose
5164,A1,"CCUG 55496, LMG 8456, KCTC 2934, NCIMB 12800, BCRC 15867, DSM 12358, ATCC 43705, CIP 102919",1,1,Serratia entomophila,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sucrose
5132,4024,"DSM 4569, ATCC 33105, CIP 79.23, ICPB 4050, CCUG 14507, NCTC 12148, LMG 7881, JCM 1241, BCRC 14809, CCM 3418, IAM 13540, NBRC 102596",1,1,Serratia ficaria,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sorbitol
,,,,,,fermentation,+,sucrose
5133,"2.78, 2-78, CUEMT 77-165","DSM 4576, ATCC 29844, CIP 78.64, CUETM 77.165, JCM 1242, BCRC 14810, CCM 3407, CCUG 14186, CCUG 37824, CUETM 77-165, IAM 13541, LMG 7882, NBRC 102597, NCTC 12965, IAM 1242",1,1,Serratia fonticola,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sorbitol
5163,503,"DSM 30063, ATCC 14460, IFO 13537, JCM 31911, NBRC 13537, NCTC 10422, CCUG 15721, CIP 103361, NCDC 446-68, BCRC 10767, CCM 4735, JCM 5910, KCTC 2923, LMG 7883, NCIMB 9321, NCTC 11543, NRRL B-4271, VTT E-011966, CDC 446-68",1,1,Serratia grimesii,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sorbitol
,,,,,,fermentation,+,sucrose
5161,"866, 1284-57","DSM 4487, ATCC 27592, CDC 57, CCUG 9285, ATCC 12926, LMG 7884, CIP 103238, JCM 1245, NCIMB 12815",1,1,Serratia liquefaciens,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sorbitol
,,,,,,fermentation,+,sucrose
5165,"BS 303, 504","DSM 30121, ATCC 13880, CCM 303, DSM 47, NCDC 813-60, NCIB 9155, NCTC 10211, CCUG 1647, JCM 1239, BCRC 10948, CDC 813-60, CECT 846, CGMCC 1.2818, CIP 103235, HAMBI 1286, IAM 12142, KCTC 12457, LMG 2792, NBRC 102204, NCIMB 9155, NRRL B-2544, VKM B-1248, VTT E-97865",1,1,Serratia marcescens,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,sorbitol
,,,,,,fermentation,+,sucrose
5167,KRED,"DSM 17174, CIP 107489, JCM 11315, CCUG 53879, CCM 7122",1,1,Serratia marcescens,fermentation,+,glucose
,,,,,,fermentation,+,mannitol
130311,12,"DSM 28726, CECT 8594, CIP 111010",1,1,Serratia myotis,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sorbitol
,,,,,,fermentation,+,sucrose
175402,S15,"DSM 110085, LMG 31536",1,1,Serratia nevei,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sorbitol
,,,,,,fermentation,+,sucrose
5150,1073,"DSM 4582, ATCC 33077, CDC 1979-77, CIP 79.01, ICPB 3995, NCTC 11214, CCUG 14508, CECT 867, JCM 1243, BCRC 12223, CCM 3388, CIP 79.1, IAM 13542, NBRC 102598",1,1,Serratia odorifera,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sorbitol
140703,J11-6,"ACCC 19934, KCTC 52529",1,1,Serratia oryzae,fermentation,+,glucose
5151,"Grimont 510, 510","CCUG 14509, DSM 4540, ATCC 183, CCM 640, JCM 1244, BCRC 12224, CIP 103239, IAM 13543, LMG 7886, NBRC 102599, NCTC 12961, UCCCB109",1,1,Serratia plymuthica,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sorbitol
,,,,,,fermentation,+,sucrose
5157,3630,"DSM 4543, ATCC 19323, NCPPB 245, NCTC 394, CCUG 14510, CIP 103236, ICPB XP176",1,1,Serratia proteamaculans subsp. proteamaculans,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sucrose
5159,"864, 2199-72","DSM 4480, ATCC 27593, JCM 1240, BCRC 13990, CCUG 10981, CECT 868, CIP 103234, IAM 13545, LMG 5019, NBRC 103169, NCTC 12971",1,1,Serratia rubidaea,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sucrose
5376,ST18,"DSM 18934, JCM 14210, KCTC 15217, CCUG 58059",1,1,Sharpea azabuensis,fermentation,+,D-mannose
5174,P288,"DSM 7532, ATCC 8700, CCUG 49022, CIP 82.50, NCTC 12985",1,1,Shigella boydii,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
138456,,"CIP 57.28, ATCC 13313, CCUG 9565, NCTC 4837",1,1,Shigella dysenteriae,fermentation,+,glucose
5171,24570,"DSM 4782, ATCC 29903, KCTC 22192, WDCM 00125, CCUG 56439, CIP 82.48, BCRC 13984, KCTC 22529, CECT 8175, NCTC 13631",1,1,Shigella flexneri,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,melibiose
5172,I virulent,"CCUG 68726, NCTC 12984, CECT 4887, DSM 5570, ATCC 29930, WDCM 00127, CIP 82.49",1,1,Shigella sonnei,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,mannitol
5246,9005-74,"DSM 4481, ATCC 29907, CIP 103175, CIP 104942, HAMBI 1692, JCM 1650, LMG 3030, NCTC 12127, CCUG 14803 B, CDC 9005-74, BCRC 15589, CCUG 14803, CGMCC 1.3440, JCM 24308, NBRC 105725, VTT E-042574",1,1,Shimwellia blattae,fermentation,+,D-glucose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
158180,1383,"DSM 107916, CECT 8567, LMG 28204, NCTC 14934",1,1,Siccibacter colletis,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
4378,508/05,"DSM 18397, CCUG 54945, CIP 109627, LMG 23730, JCM 16472",1,1,Siccibacter turicensis,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
7790,"A 9.2, A9.2","DSM 20127, ATCC 13752, CCM 1645, CGMCC 1.1891, JCM 1329, NCIB 9220, BCRC 10953, CCUG 23838, CCUG 23884, CDA 852, CIP 102365, IAM 12339, IFO 12670, IFO 12956, IMET 10432, KCCM 41106, KCTC 3377, LMG 3814, NBIMCC 2007, NBRC 12670, NBRC 12956, NCAIM B.02134, NCIMB 9220, NRRL B-4200, VKM Ac-1104",1,1,Sinomonas atrocyanea,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,maltose
13964,5416T-32,"DSM 18479, KACC 11604",1,1,Skermanella aerolata,fermentation,+,D-arabinose
,,,,,,fermentation,+,D-galactose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-lyxose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-xylose
,,,,,,fermentation,+,melibiose
130313,HS,"DSM 27494, ATCC BAA-2554",1,1,Sodalis praecaptivus,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,sorbitol
4165,EMSSDQ4,"DSM 19337, ATCC BAA-1562",1,1,Solidesulfovibrio marrakechensis,fermentation,+,fumarate
,,,,,,fermentation,+,malate
159883,HR-BB,"KACC 19410, JCM 32268",1,1,Solimonas fluminis,fermentation,+,glucose
140595,Y3L14,"CGMCC 1.15782, KCTC 52379",1,1,Sphingobacterium alkalisoli,fermentation,+,glucose
140094,,"DSM 101679, CGMCC 1.15966, KCTC 42696, YIM X0211",1,1,Sphingobacterium soli,fermentation,+,glucose
140794,200,"CCTCC AB 2016064, KCTC 52488, CCTCC AB 201664, CIP 111604",1,1,Sphingomonas antarctica,fermentation,+,glucose
166236,WZY27,"KCTC 62523, CCTCC AB 2018056",1,1,Sphingomonas aracearum,fermentation,+,glucose
164248,DAC4,"JCM 32377, KCTC 62107",1,1,Sphingomonas edaphi,fermentation,+,glycogen
,,,,,,fermentation,+,xylitol
141167,15J16-2T3A,"KCTC 52029, JCM 31999",1,1,Spirosoma litoris,fermentation,+,glucose
158607,TX0405,"KACC 19012, NBRC 112493",1,1,Spirosoma metallilatum,fermentation,+,melibiose
,,,,,,fermentation,+,sucrose
133260,MIMBbqt12,"MCCC 1K01308, KCTC 42805",1,1,Spirosoma soli,fermentation,+,glucose
140261,MRo-4,"DSM 28179, VKM B-2948",1,1,Sporosalibacterium tautonense,fermentation,+,carboxymethylcellulose
,,,,,,fermentation,+,cellobiose
,,,,,,fermentation,+,cellulose
,,,,,,fermentation,+,chitin
,,,,,,fermentation,+,fructose
,,,,,,fermentation,+,peptone
,,,,,,fermentation,+,starch
,,,,,,fermentation,+,xanthan
,,,,,,fermentation,+,yeast extract
14677,"6 VT, 6-4","DSM 23656, CCUG 59809",1,1,Staphylococcus agnetis,fermentation,+,D-fructose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,N-acetylglucosamine
,,,,,,fermentation,+,sucrose
132229,M4S-6,"DSM 29875, CIP 110904, CCUG 70920",1,1,Staphylococcus argensis,fermentation,+,D-fructose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,sucrose
130706,MSHR1132,"DSM 28299, CIP 111113, JCM 31982, SSI 89.005, CCUG 70917, NCTC 13711",1,1,Staphylococcus argenteus,fermentation,+,D-fructose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,N-acetylglucosamine
,,,,,,fermentation,+,sucrose
,,,,,,fermentation,+,trehalose
,,,,,,fermentation,+,turanose
14441,BP 47,"CCUG 32416, DSM 20672, ATCC 43957, CIP 103501",1,1,Staphylococcus arlettae,fermentation,+,D-fructose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
,,,,,,fermentation,+,trehalose
14487,533 R4,"DSM 20231, ATCC 12600, CCM 885, NCDO 949, NCTC 8532, CCUG 1800, IAM 12544, JCM 20624, ATCC 12600-U, CIP 65.8, HAMBI 66, NBRC 100910, NCAIM B.01065, NCCB 72047, NCIMB 13062, UCCCB115, GIFU 9120",1,1,Staphylococcus aureus,fermentation,+,D-fructose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,N-acetylglucosamine
,,,,,,fermentation,+,sucrose
,,,,,,fermentation,+,trehalose
,,,,,,fermentation,+,turanose
14503,"WK 811M, WK811M, LRA 013 01 83","DSM 20609, ATCC 33753, JCM 2421, BCRC 13912, CCM 3991, CCUG 15601, CCUG 36974, CECT 4052, CIP 103587, KCTC 3584, NCTC 12101, NRRL B-14762",1,1,Staphylococcus auricularis,fermentation,+,D-fructose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,trehalose
14506,LK 499,"DSM 20326, ATCC 27840, CCM 2734, CCUG 7326, NCTC 11045, CIP 81.53, JCM 2420, GIFU 9121",1,1,Staphylococcus capitis subsp. capitis,fermentation,+,D-fructose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannose
14602,,"CCUG 35142, DSM 6717, ATCC 49326, MAW 8436, CIP 104192, MAW 8434",1,1,Staphylococcus capitis subsp. urealyticus,fermentation,+,D-fructose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
14509,143.22,"DSM 20608, ATCC 35538, CCM 3573, CCUG 15604, CIP 104000",1,1,Staphylococcus caprae,fermentation,+,D-fructose
,,,,,,fermentation,+,D-glucose
14516,361,"DSM 20501, ATCC 51365, CCUG 15605, CIP 103274, GIFU 10766",1,1,Staphylococcus carnosus,fermentation,+,D-fructose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,lactose
14634,"SK 11, SK 11T","DSM 11676, JCM 6067, CCUG 39903, CIP 105758, NCIMB 13560, NCTC 13826",1,1,Staphylococcus carnosus,fermentation,+,D-fructose
