ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Flagellum arrangement"
164450,17J42-1,"JCM 33059, KCTC 62267",1,1,"Methylobacterium segetis",Methylobacterium,segetis,gliding
166375,SB0023/3,"CECT 9862, PYCC 8351",1,1,"Methylobacterium symbioticum",Methylobacterium,symbioticum,polar
132266,RS11D-Pr,"DSM 29768, JCM 18894, KCTC 4681, NBRC 109438",1,1,"Methylomagnum ishizawai",Methylomagnum,ishizawai,"monotrichous, polar"
164703,GJ1,"JCM 33990, ACCC 61706",1,1,"Methylomonas rhizoryzae",Methylomonas,rhizoryzae,polar
158647,MMFC1,"JCM 31821, KCTC 15592",1,1,"Methylomusa anaerophila",Methylomusa,anaerophila,peritrichous
164328,HB161719,"JCM 32688, CGMCC 1.13584",1,1,"Microbulbifer harenosus",Microbulbifer,harenosus,peritrichous
3813,SIO-8,"DSM 4236, ATCC 23134, NCMB 1400",1,1,"Microscilla marina",Microscilla,marina,gliding
166379,HWN-4,"LMG 28685, KTCC 42483",1,1,"Roseateles chitinivorans",Roseateles,chitinivorans,polar
158764,HZ7,"JCM 31671, CCTCC AB 2014353",1,1,"Roseateles noduli",Roseateles,noduli,monopolar
140308,,"DSM 27611, CCTCC AB 2013229, YIM 101593, JCM 33578, NBRC 113072",1,1,"Mobilicoccus caccae",Mobilicoccus,caccae,peritrichous
132450,Gal1,"DSM 26537, JCM 18753",1,1,"Mobilisporobacter senegalensis",Mobilisporobacter,senegalensis,peritrichous
208,BV345-16,"DSM 23059, ATCC 35241, CCUG 21018, NCTC 11656",1,1,"Mobiluncus curtisii",Mobiluncus,curtisii,lophotrichous
209,"BV376-6, Spiegel BV376-6","DSM 21655, ATCC 35242, CCUG 17762, LMG 7786, NCTC 11657",1,1,"Mobiluncus holmesii",Mobiluncus,holmesii,lophotrichous
206,"SV 175, SV 17J","DSM 25311, ATCC 35243, CCUG 17763, CCUG 20071, LMG 7787, NCTC 11658",1,1,"Mobiluncus mulieris",Mobiluncus,mulieris,lophotrichous
133346,YH6,"KCTC 42594, MCCC 1H00122",1,1,"Motilimonas eburnea",Motilimonas,eburnea,polar
159834,C34,"MCCC 1K03462, KCTC 62319",1,1,"Motiliproteus coralliicola",Motiliproteus,coralliicola,"monotrichous, polar"
133943,105,"KACC 16195, JCM 17757",1,1,"Muricauda taeanensis",Muricauda,taeanensis,gliding
5740,EM44,"DSM 21206, KCTC 22299",1,1,"Muriicola jejuensis",Muriicola,jejuensis,gliding
133894,ZLM-10,"CCTCC AB 208222, KCTC 23983",1,1,"Nafulsella turpanensis",Nafulsella,turpanensis,gliding
158619,MNa11734,"DSM 104509, NCCB 100618",1,1,"Nannocystis konarekensis",Nannocystis,konarekensis,gliding
140700,BSker1,"JCM 31341, UNIQUEM U1008, UNIQEM U1008",1,1,"Natronospira proteinivora",Natronospira,proteinivora,polar
167838,G-116,"KCTC 62956, VKM B-3134",1,1,"Natronospirillum operosum",Natronospirillum,operosum,monopolar
23709,,"DSM 27594, JCM 17335, KCTC 13945, DCY 53",1,1,"Neobacillus ginsengisoli",Neobacillus,ginsengisoli,lophotrichous
140352,SYP-B691,"DSM 29196, JCM 30743",1,1,"Neobacillus notoginsengisoli",Neobacillus,notoginsengisoli,peritrichous
164404,YLB-04,"JCM 32872, MCCC 1A12711",1,1,"Neobacillus piezotolerans",Neobacillus,piezotolerans,peritrichous
158718,S27-2,"KCTC 52335, MCCC 1A02149",1,1,"Neptunicella marina",Neptunicella,marina,polar
164093,MEB193,"JCM 31570, MCC 2863, KCTC 52390",1,1,"Nitrincola tapanii",Nitrincola,tapanii,polar
140139,,"DSM 106739, JCM 18716, KACC 17062, MIC 2059",1,1,"Niveibacterium umoris",Niveibacterium,umoris,polar
158605,41640,"CGMCC 1.12980, LMG 28363",1,1,"Niveispirillum lacus",Niveispirillum,lacus,"monotrichous, polar"
134161,UST030701-156,"NRRL B-41138, JCM 13191",1,1,"Nonlabens spongiae",Nonlabens,spongiae,gliding
140483,,"JCM 17723, DSM 25787, TSA 66",1,1,"Noviherbaspirillum autotrophicum",Noviherbaspirillum,autotrophicum,polar
140482,,"JCM 17722, ATCC TSD-69, TSA 40, DSM 113107",1,1,"Noviherbaspirillum denitrificans",Noviherbaspirillum,denitrificans,polar
24269,JC206,"DSM 25712, CSUR P159",1,1,"Noviherbaspirillum massiliense",Noviherbaspirillum,massiliense,polar
158573,L54-1-50,"KCTC 52312, MCCC 1A05150",1,1,"Oceanibaculum nanhaiense",Oceanibaculum,nanhaiense,"monotrichous, polar"
132996,S9-10,"DSM 28133, CGMCC 1.12628, LMG 28074",1,1,"Oceanihabitans sediminis",Oceanihabitans,sediminis,gliding
159645,102-Na3,"DSM 106032, JCM 32358, KCTC 62271",1,1,"Oceanimonas marisflavi",Oceanimonas,marisflavi,polar
1377,S-11,"DSM 21910, CCUG 53534, CIP 109363, KCTC 13061",1,1,"Oceanobacillus caeni",Oceanobacillus,caeni,monotrichous
,,,,,,,,subpolar
1375,"T3944 D, T3944D","DSM 18262, CIP 109536, KCTC 13626, LMG 23627",1,1,"Oceanobacillus chironomi",Oceanobacillus,chironomi,peritrichous
1378,SSK2-2,"DSM 23158, KCTC 13177, PCU 300, TISTR 1858",1,1,"Oceanobacillus kapialis",Oceanobacillus,kapialis,peritrichous
23736,CHL-21,"DSM 27649, CCUG 56608, KCTC 13253, CIP 110275",1,1,"Oceanobacillus locisalsi",Oceanobacillus,locisalsi,"monotrichous, polar"
133157,T9B,"IBRC-M 10703, LMG 29250",1,1,"Oceanobacillus longus",Oceanobacillus,longus,peritrichous
1380,A1g,"DSM 24772, CGMCC 1.7693, JCM 15776, BCRC 80658, KCTC 13886",1,1,"Oceanobacillus neutriphilus",Oceanobacillus,neutriphilus,polar
1374,20AG,"DSM 16557, ATCC BAA-954, CIP 109235",1,1,"Oceanobacillus oncorhynchi subsp. incaldanensis",Oceanobacillus,oncorhynchi,peritrichous
1373,mccs2171,"DSM 14867, LMG 19492, CCUG 54775, KCTC 3821, CIP 108264",1,1,"Oceanobacillus picturae",Oceanobacillus,picturae,peritrichous
164402,YLB-02,"JCM 32870, MCCC 1A12699",1,1,"Oceanobacillus piezotolerans",Oceanobacillus,piezotolerans,monotrichous
1376,CL-MP28,"DSM 18246, CIP 109535, KCCM 42318, KCTC 13625",1,1,"Oceanobacillus profundus",Oceanobacillus,profundus,peritrichous
1878,,"DSM 6882, Alc 37, ATCC 49188, CIP 149-70, CIP 82.115, LMG 3331, JCM 21032, CCUG 24695, CIP 149.70, IAM 14119, IFO 15819, NBRC 15819, NCTC 12168",1,1,"Brucella anthropi",Brucella,anthropi,peritrichous
170127,LCB8,"KCTC 72031, CGMCC 1.13984",1,1,"Ochrobactrum teleogrylli",Ochrobactrum,teleogrylli,polar
4150,AL1,"DSM 16109, NCIMB 13491",1,1,"Oleidesulfovibrio alaskensis",Oleidesulfovibrio,alaskensis,polar
166170,NAU-10,"KCTC 62417, CCTCC AB 2018015",1,1,"Oleisolibacter albus",Oleisolibacter,albus,peritrichous
356,C379,"DSM 18253, ATCC 43534, CCM 4583, CCUG 1465Aa, CDC C379, CIP 103114, LMG 6519, NCTC 11997, CCUG 1465 A, CCUG 1465",1,1,"Oligella ureolytica",Oligella,ureolytica,peritrichous
140563,"3Alg 18","KCTC 22024, KMM 6133, DSM 109192",1,1,"Olleya algicola",Olleya,algicola,gliding
5727,L-4,"DSM 24464, CCUG 58074, KCTC 22661",1,1,"Olleya aquimaris",Olleya,aquimaris,gliding
5726,,"DSM 25196, ACAM 1065, CIP 108537, CAM 030",1,1,"Olleya marilimosa",Olleya,marilimosa,gliding
24049,WT-MY15,"DSM 28881, CCUG 61507, KCTC 23673",1,1,"Olleya namhaensis",Olleya,namhaensis,gliding
166377,L9,"KCTC 43176, CGMCC 1.17659",1,1,"Ornithinibacillus caprae",Ornithinibacillus,caprae,polar
166211,LJ137,"CGMCC 1.13678, NBRC 113552",1,1,"Ornithinibacillus gellani",Ornithinibacillus,gellani,peritrichous
158695,LCB256,"CGMCC 1.15809, KCTC 33862",1,1,"Ornithinibacillus salinisoli",Ornithinibacillus,salinisoli,peritrichous
133342,TPP412,"BCRC 80905, JCM 30814",1,1,"Oryzomicrobium terrae",Oryzomicrobium,terrae,"monotrichous, polar"
3250,,"DSM 17368, JCM 12287, NRRL B-23963, UST 20020801, CIP 108786",1,1,"Owenweeksia hongkongensis",Owenweeksia,hongkongensis,gliding
158574,Q4-3,"CGMCC 1.16134, KCTC 33911, KCTC 43225, CIP 111608",1,1,"Paenibacillus albidus",Paenibacillus,albidus,peritrichous
11584,KSL-134,"DSM 17040, CIP 109150, KCTC 3956",1,1,"Paenibacillus alkaliterrae",Paenibacillus,alkaliterrae,"monotrichous, polar"
166335,MAH-34,"KACC 19974, CGMCC 1.16610",1,1,"Paenibacillus anseongense",Paenibacillus,anseongense,polar
158293,MME2_R6,"DSM 108811, JCM 30981, KCTC 33985, PAMC 28731",1,1,"Paenibacillus arcticus",Paenibacillus,arcticus,peritrichous
140850,Back-11,"KCTC 33723, CECT 8890",1,1,"Paenibacillus baekrokdamisoli",Paenibacillus,baekrokdamisoli,peritrichous
132451,"BD 3526, BD3526","DSM 28815, CGMCC 8333",1,1,"Paenibacillus bovis",Paenibacillus,bovis,peritrichous
140900,BK114-2,"KCTC 33251, TISTR 2282",1,1,"Paenibacillus cathormii",Paenibacillus,cathormii,peritrichous
132384,C4-5,"DSM 100100, KCTC 33652",1,1,"Paenibacillus cavernae",Paenibacillus,cavernae,"monotrichous, polar"
132589,LC2-13A,"DSM 101873, NRRL B-65368, UICC B-42",1,1,"Paenibacillus cisolokensis",Paenibacillus,cisolokensis,peritrichous
11561,AP-20,"DSM 15491, JCM 11236, KCTC 3745, BCRC 17345, CIP 107805",1,1,"Paenibacillus daejeonensis",Paenibacillus,daejeonensis,peritrichous
24293,KUDC0114,"DSM 27607, KCTC 33221",1,1,"Paenibacillus dongdonensis",Paenibacillus,dongdonensis,"monotrichous, polar"
11638,JH8,"DSM 22278, KCTC 13049, LMG 23780",1,1,"Paenibacillus donghaensis",Paenibacillus,donghaensis,peritrichous
132397,SH7,"DSM 29760, CECT 8558",1,1,"Paenibacillus etheri",Paenibacillus,etheri,peritrichous
133092,I12B-01101,"DSM 26048, KCTC 33054, CPCC 100226, CPCC 100226T",1,1,"Paenibacillus eucommiae",Paenibacillus,eucommiae,peritrichous
166418,DXL2,"KCTC 33976, CCTCC AB 2018054",1,1,"Paenibacillus flagellatus",Paenibacillus,flagellatus,peritrichous
133207,AMTAE16,"LMG 29501, CECT 9124",1,1,"Paenibacillus hispanicus",Paenibacillus,hispanicus,peritrichous
134691,YC300,"CIP 108431, KCTC 2393, KCCM 40903",1,1,"Paenibacillus koreensis",Paenibacillus,koreensis,peritrichous
140459,Agd-32,"BCRC 80902, KCTC 33691, LMG 28836",1,1,"Paenibacillus lacus",Paenibacillus,lacus,peritrichous
140644,LNUB461,"JCM 30712, CGMCC 1.15101",1,1,"Paenibacillus liaoningensis",Paenibacillus,liaoningensis,peritrichous
166183,R-3,"CGMCC 1.16135, KCTC 33912",1,1,"Paenibacillus luteus",Paenibacillus,luteus,peritrichous
158786,S8,"KCTC 33848, JCM 31672",1,1,"Paenibacillus mobilis",Paenibacillus,mobilis,peritrichous
159846,RA17,"KCTC 33894, CCTCC AB 2017053",1,1,"Paenibacillus montanisoli",Paenibacillus,montanisoli,peritrichous
11636,MX2-3,"DSM 22867, KCTC 13044, PCU 276, TISTR 1828",1,1,"Paenibacillus nanensis",Paenibacillus,nanensis,peritrichous
140866,PM10,"LMG 28691, CECT 8827",1,1,"Paenibacillus periandrae",Paenibacillus,periandrae,peritrichous
11644,S23,"DSM 23905, JCM 16419, KACC 14199, KCTC 13695, CGMCC 1.10983",1,1,"Paenibacillus pinihumi",Paenibacillus,pinihumi,peritrichous
133371,TEGT-2,"CCTCC AB 2015258, KCTC 33806",1,1,"Paenibacillus qinlingensis",Paenibacillus,qinlingensis,peritrichous
140933,694,"CGMCC 1.15286, DSM 100762",1,1,"Paenibacillus radicis",Paenibacillus,radicis,peritrichous
159374,7197,"DSM 103168, CGMCC 1.15699",1,1,"Paenibacillus rhizophilus",Paenibacillus,rhizophilus,polar
24292,P-1,"DSM 26806, CIP 110571, KCTC 33126, NBRC 109471",1,1,"Paenibacillus shirakamiensis",Paenibacillus,shirakamiensis,peritrichous
141158,T16R-228,"KACC 18654, NBRC 111896, CIP 111600",1,1,"Paenibacillus solanacearum",Paenibacillus,solanacearum,peritrichous
133010,FJAT-22460,"DSM 100999, CCTCC AB 2015207",1,1,"Paenibacillus solani",Paenibacillus,solani,peritrichous
11650,,"DSM 22699, KCTC 13252, KIT 00200-70066-1, CIP 110216",1,1,"Paenibacillus sputi",Paenibacillus,sputi,peritrichous
134917,PS38,"CIP 110651, KCTC 13946, CGMCC 1.10695",1,1,"Paenibacillus telluris",Paenibacillus,telluris,peritrichous
132363,D33,"DSM 100035, CCTCC AB 2015273, KACC 18491",1,1,"Paenibacillus terreus",Paenibacillus,terreus,peritrichous
11637,S3-4A,"DSM 22866, KCTC 13043, PCU 275, TISTR 1827",1,1,"Paenibacillus thailandensis",Paenibacillus,thailandensis,peritrichous
158699,CJ11,"KACC 19304, JCM 32080",1,1,"Paenibacillus translucens",Paenibacillus,translucens,monotrichous
140529,RTAE36,"CECT 9125, LMG 29502",1,1,"Paenibacillus tritici",Paenibacillus,tritici,peritrichous
159826,ON6,"KACC 19266, JCM 31957",1,1,"Paludirhabdus pumila",Paludirhabdus,pumila,peritrichous
159827,ON8,"KACC 19267, JCM 31958",1,1,"Paludirhabdus telluriireducens",Paludirhabdus,telluriireducens,peritrichous
159698,Q4.6,"CGMCC 1.15703, KCTC 52466",1,1,"Pannonibacter carbonis",Pannonibacter,carbonis,"monotrichous, polar"
13692,C6/19,"DSM 14782, NCAIM B02025, CCUG 54624, CIP 107962",1,1,"Pannonibacter phragmitetus",Pannonibacter,phragmitetus,polar
158708,BN5,"KACC 19419, JCM 32303",1,1,"Paraburkholderia aromaticivorans",Paraburkholderia,aromaticivorans,polar
166291,7MH5,"GDMCC 1.1450, KACC 19962",1,1,"Paraburkholderia pallida",Paraburkholderia,pallida,polar
166290,"4 M-K11","GDMCC 1.1284, CGMCC 1.15450, KACC 19961, LMG 29217",1,1,"Paraburkholderia silviterrae",Paraburkholderia,silviterrae,polar
166175,N24,"KCTC 62083, MCCC 1H00301",1,1,"Paracnuella aquatica",Paracnuella,aquatica,gliding
140480,THG-T2.8,"KACC 18932, CCTCC AB 2016181",1,1,"Paracoccus hibisci",Paracoccus,hibisci,monotrichous
1430,"KP 1006, R-35637, NRS-81","DSM 2542, ATCC 43742, NCIB 11955, CCUG 28887, NRRL B-14233, CIP 106930, NRRL B-14516, NCIMB 11955",1,1,"Parageobacillus thermoglucosidasius",Parageobacillus,thermoglucosidasius,peritrichous
158754,JDTF-33,"KCTC 52838, NBRC 112782",1,1,"Paraglaciecola aestuariivivens",Paraglaciecola,aestuariivivens,polar
140314,S66,"DSM 102834, LMG 29457, NCIMB 15060",1,1,"Paraglaciecola hydrolytica",Paraglaciecola,hydrolytica,polar
1385,YIM-C158,"DSM 17857, CGMCC 1.6333",1,1,"Paraliobacillus quinghaiensis",Paraliobacillus,quinghaiensis,peritrichous
140458,126C4,"KCTC 33762, MCCC 1H00136",1,1,"Paraliobacillus sediminis",Paraliobacillus,sediminis,peritrichous
158503,X-1125,"DSM 107811, CGMCC 1.16464",1,1,"Paraliobacillus zengyii",Paraliobacillus,zengyii,peritrichous
140981,DCSW07,"KCTC 52369, MCCC 1K03197, JCM 31458, CGMCC 1.15762, DSM 108666",1,1,"Salipiger pallidus",Salipiger,pallidus,polar
133978,JA318,"KCTC 5960, NBRC 107573",1,1,"Pararhodospirillum oryzae",Pararhodospirillum,oryzae,amphitrichous
133503,RHYL-37,"CCTCC AB 208240, KCTC 22561",1,1,"Parasegetibacter luojiensis",Parasegetibacter,luojiensis,gliding
166468,C51,"MCCC 1K03463, KCTC 62318",1,1,"Parashewanella curva",Parashewanella,curva,"monotrichous, polar"
158709,,"BCRC 81053, LMG 30055, KCTC 52814, KMB 9",1,1,"Parvibium lacunae",Parvibium,lacunae,polar
166173,SM1705,"KCTC 62795, MCCC 1K03505, CCTCC AB 2018345",1,1,"Parvularcula marina",Parvularcula,marina,polar
140540,CHU3,"KCTC 42519, CICC 24092, DSM 109232",1,1,"Roseateles oligotrophus",Roseateles,oligotrophus,polar
4149,SRL6146,"DSM 16080, ATCC BAA-904",1,1,"Paucidesulfovibrio gracilis",Paucidesulfovibrio,gracilis,polar
133706,A12,"CCTCC AB 2010223, NRRL B-59457",1,1,"Pedobacter arcticus",Pedobacter,arcticus,gliding
133768,,"KCTC 23317, JCM 17338, DCY 49",1,1,"Pedobacter ginsengiterrae",Pedobacter,ginsengiterrae,gliding
158646,1-32,"KCTC 52859, CCTCC AB 2017084",1,1,"Pedobacter mongoliensis",Pedobacter,mongoliensis,gliding
166753,AY-3R,"KCTC 72280, MCCC 1K03572",1,1,"Pelagerythrobacter rhizovicinus",Pelagerythrobacter,rhizovicinus,polar
166513,XYN52,"KCTC 62845, MCCC 1H00348",1,1,"Pelagibacterium lacus",Pelagibacterium,lacus,"monotrichous, polar"
140722,B2,"MCCC 1K03218, CGMCC 1.15896, KCTC 52551",1,1,"Pelagibacterium lentulum",Pelagibacterium,lentulum,polar
159779,CCL18,"CGMCC 1.16231, KCTC 62030",1,1,"Pelagibacterium montanilacus",Pelagibacterium,montanilacus,polar
166206,,"KACC 19595, NBRC 113420, IMCC 34151",1,1,"Pelagibacterium sediminicola",Pelagibacterium,sediminicola,polar
166113,SM250,"KCTC 62861, VKM B-3274",1,1,"Pelomicrobium methylotrophicum",Pelomicrobium,methylotrophicum,polar
134235,Shu-F-UV2-2,"MBIC 06993, IAM 15413, KCTC 12867, JCM 23194, NBRC 104244",1,1,"Perexilibacter aurantiacus",Perexilibacter,aurantiacus,gliding
140140,L5,"DSM 105484, CCTCC AB 2015055, KCTC 33637",1,1,"Peribacillus cavernae",Peribacillus,cavernae,polar
164712,MO1340,"JCM 34026, UBOCG M-3359, UBOCC M-3359",1,1,"Persephonella atlantica",Persephonella,atlantica,"monotrichous, polar"
133569,Asr22-19,"NBRC 101262, CIP 109100",1,1,"Persicobacter psychrovividus",Persicobacter,psychrovividus,gliding
158275,27-4,"DSM 103509, LMG 29708",1,1,"Phaeobacter piscinae",Phaeobacter,piscinae,polar
140086,P97,"DSM 103148, LMG 29594",1,1,"Phaeobacter porticola",Phaeobacter,porticola,polar
133507,JA145,"JCM 14933, KCTC 5703, NBRC 104961, KCTC 15629",1,1,"Phaeospirillum chandramohanii",Phaeospirillum,chandramohanii,"monotrichous, polar"
133722,JA492,"NBRC 107650, KCTC 15012, KCTC 15648",1,1,"Phaeospirillum tilakii",Phaeospirillum,tilakii,polar
140486,P03D4,"KCTC 52365, MCCC 1K03200, CGMCC 1.15764, JCM 31445",1,1,"Photobacterium alginatilyticum",Photobacterium,alginatilyticum,"monotrichous, polar"
164329,,"JCM 32689, KCTC 62619, MCCC 1K03517, BEI 247",1,1,"Photobacterium chitinilyticum",Photobacterium,chitinilyticum,polar
140479,"43082, 13-12","KCTC 42764, CGMCC 1.14970",1,1,"Photobacterium proteolyticum",Photobacterium,proteolyticum,peritrichous
159733,S-12,"KACC 18497, JCM 31612",1,1,"Phreatobacter cathodiphilus",Phreatobacter,cathodiphilus,"monotrichous, polar"
140727,YC6-17,"KCTC 52518, DSM 103734",1,1,"Phreatobacter stygius",Phreatobacter,stygius,polar
158644,LLAN61,"LMG 30173, CECT 9417",1,1,"Phyllobacterium salinisoli",Phyllobacterium,salinisoli,subpolar
158583,,"CNCTC 5729, ATCC 27989",1,1,"Phytobacter ursingii",Phytobacter,ursingii,amphitrichous
141030,SAP-32,"KCTC 52619, DSM 104039",1,1,"Pigmentiphaga aceris",Pigmentiphaga,aceris,lophotrichous
159877,MQ-18,"CCTCC AB 2017223, JCM 32138",1,1,"Piscinibacter caeni",Piscinibacter,caeni,polar
133221,SH-1,"KACC 18594, JCM 31230",1,1,"Piscinibacter defluvii",Piscinibacter,defluvii,polar
133289,LYH-15,"BCRC 80969, LMG 29480, KCTC 52168",1,1,"Piscinibacterium candidicorallinum",Piscinibacterium,candidicorallinum,"monotrichous, polar"
166440,13S1-3,"KCTC 49115, CGMCC 1.16554",1,1,"Planctomonas deserti",Planctomonas,deserti,"monotrichous, polar"
158280,,"DSM 104669, JCM 31859, JAM 119",1,1,"Aliiroseovarius lamellibrachiae",Aliiroseovarius,lamellibrachiae,polar
140686,CW1,"CCTCC AB 207187, LMG 24442",1,1,"Planococcus ruber",Planococcus,ruber,polar
158689,"10Alg 139","KCTC 52773, KMM 6729",1,1,"Polaribacter staleyi",Polaribacter,staleyi,gliding
133209,In2-9,"JCM 30831, NCIMB 14982",1,1,"Polygonibacillus indicireducens",Polygonibacillus,indicireducens,peritrichous
1386,BH030062,"DSM 16287",1,1,"Pontibacillus chungwhensis",Pontibacillus,chungwhensis,peritrichous
1388,,"DSM 19796, CCTCC AA 207029, KCTC 13190, JSM 076056, CIP 110065",1,1,"Pontibacillus halophilus",Pontibacillus,halophilus,peritrichous
1389,,"DSM 21186, KCTC 13237, JSM 072002",1,1,"Pontibacillus litoralis",Pontibacillus,litoralis,peritrichous
1387,"BH030004, 10.101","DSM 16465, KCTC 3917",1,1,"Pontibacillus marinus",Pontibacillus,marinus,peritrichous
133153,9DM,"KCTC 33742, LMG 29102, CGMCC 1.15353",1,1,"Pontibacillus salipaludis",Pontibacillus,salipaludis,peritrichous
166253,2b14,"KCTC 62596, MCCC 1H00304",1,1,"Pontibacter arcticus",Pontibacter,arcticus,gliding
140569,NP1,"MCC 2931, CCM 8697, KCTC 42943",1,1,"Pontibacter aurantiacus",Pontibacter,aurantiacus,gliding
134343,X14-1,"CCTCC AB 206081, NRRL B-51097, CIP 110462, NRRL B-51997",1,1,"Pontibacter korlensis",Pontibacter,korlensis,gliding
133827,DM9,"CCM 7955, MTCC 11079",1,1,"Pontibacter lucknowensis",Pontibacter,lucknowensis,gliding
132973,PB3,"DSM 100162, KCTC 42942",1,1,"Pontibacter mucosus",Pontibacter,mucosus,gliding
133609,NII-0905,"NCIM 5339, CCTCC AA 209057",1,1,"Pontibacter niistensis",Pontibacter,niistensis,gliding
133910,LP43,"CCM 8406, MCC 2019",1,1,"Pontibacter ramchanderi",Pontibacter,ramchanderi,gliding
141044,A-1,"KACC 18119, JCM 30136",1,1,"Pontibacterium granulatum",Pontibacterium,granulatum,polar
158576,,"KEMB 9005-328, JCM 31499, Yeonmyeong 2-22",1,1,"Qipengyuania algicida",Qipengyuania,algicida,peritrichous
133848,KAUST100406-0324,"JCM 17872, NRRL B-59665",1,1,"Profundibacterium mesophilum",Profundibacterium,mesophilum,gliding
160788,TJ1636,"DSM 106180, GDMCC 1.1245",1,1,"Proteus faecis",Proteus,faecis,"monotrichous, polar"
132975,JS9,"DSM 100173, JCM 30699, KACC 18404",1,1,"Proteus terrae subsp. cibarius",Proteus,terrae,peritrichous
133381,AR1,"KCTC 42754, JCM 31503, DSM 112297",1,1,"Pseudaeromonas pectinilytica",Pseudaeromonas,pectinilytica,polar
271,GPTSA-6,"DSM 17445, CCUG 54939, CIP 109378, MTCC 7090",1,1,"Pseudaeromonas sharmana",Pseudaeromonas,sharmana,"monotrichous, polar"
,,,,,,,,polar
23149,SYR-2,"DSM 21377, NBRC 104351",1,1,"Pseudenhygromyxa salsuginis",Pseudenhygromyxa,salsuginis,gliding
159881,PCS8,"KCTC 62038, JCM 32226",1,1,"Pseudaeromonas paramecii",Pseudaeromonas,paramecii,"monotrichous, polar"
141083,DB-2,"KCTC 42779, CECT 8945",1,1,"Pseudoalteromonas aestuariivivens",Pseudoalteromonas,aestuariivivens,polar
140827,rzy34,"CGMCC 1.15325, KCTC 42730",1,1,"Pseudoalteromonas fenneropenaei",Pseudoalteromonas,fenneropenaei,polar
448,,"DSM 15748, CIP 105339, KMM 216",1,1,"Pseudoalteromonas fuliginea",Pseudoalteromonas,fuliginea,polar
140626,,"KCCM 43187, JCM 31286, PAMC 28425",1,1,"Pseudoalteromonas neustonica",Pseudoalteromonas,neustonica,polar
140699,OCN003,"CCOS 1042, CIP 111189",1,1,"Pseudoalteromonas piratica",Pseudoalteromonas,piratica,polar
133216,TP162,"KACC 18554, CGMCC 1.15394",1,1,"Pseudoalteromonas profundi",Pseudoalteromonas,profundi,polar
141160,10R5-21,"KEMB 563-061, JCM 31587",1,1,"Massilia eburnea",Massilia,eburnea,polar
24311,YC6898,"DSM 23348, KACC 14911, NBRC 107700",1,1,"Pseudohoeflea suaedae",Pseudohoeflea,suaedae,"monotrichous, polar"
133284,SCS-49,"CGMCC 1.15425, KCTC 52155, MCCC 1K03186",1,1,"Pseudohongiella nitratireducens",Pseudohongiella,nitratireducens,"monotrichous, polar"
166264,H-5,"BCRC 81154, KCTC 62865",1,1,"Pseudomethylobacillus aquaticus",Pseudomethylobacillus,aquaticus,polar
12800,,"DSM 50071, ATCC 10145, ICPB 2523, NCIB 8295, NCTC 10332, NRRL B-771, WDCM 00024, JCM 5962, BCRC 10944, CCEB 481, CCM 1960, CCUG 28447, CCUG 551, CECT 110, CGMCC 1.1785, CIP 100720, IAM 1514, IFO 12689, IFO 3756, KCTC 1750, LMG 1242, NBRC 12689, NBRC 3756, NCDO 1369, NCIMB 8295, NCPPB 1965, IMET 10403, CCM 481, VKM B588, CIP 63.52",1,1,"Pseudomonas aeruginosa",Pseudomonas,aeruginosa,"monotrichous, polar"
166373,M7D1,"CCUG 73898, LMG 31516",1,1,"Pseudomonas atacamensis",Pseudomonas,atacamensis,polar
133410,2-92,"LMG 28499, DOAB 798",1,1,"Pseudomonas canadensis",Pseudomonas,canadensis,polar
166232,RD25,"LMG 30152, CECT 9373",1,1,"Pseudomonas edaphica",Pseudomonas,edaphica,peritrichous
,,,,,,,,subpolar
158761,GEV388,"LMG 30013, ATCC TSD-90, CIP 111601",1,1,"Pseudomonas floridensis",Pseudomonas,floridensis,polar
158598,ASS-1,"KCTC 52437, CCM 8778",1,1,"Pseudomonas fluvialis",Pseudomonas,fluvialis,"monotrichous, polar"
166380,MS586,"NRRL B-65441, LMG 30275",1,1,"Pseudomonas glycinae",Pseudomonas,glycinae,polar
166137,JS15-10A1,"CGMCC 1.16072, LMG 30036",1,1,"Pseudomonas jilinensis",Pseudomonas,jilinensis,polar
166132,TBZ2,"LMG 29674, KCTC 52410",1,1,"Pseudomonas khazarica",Pseudomonas,khazarica,polar
167657,P5773,"CCM 8849, LMG 30618T, LMG 30618",1,1,"Pseudomonas leptonychotis",Pseudomonas,leptonychotis,monotrichous
164180,,"JCM 32061, TBRC 7080, DMKU BBB3-04",1,1,"Pseudomonas mangiferae",Pseudomonas,mangiferae,lophotrichous
166168,GL14,"CGMCC 1.13874, NBRC 113853",1,1,"Stutzerimonas nitrititolerans",Stutzerimonas,nitrititolerans,"monotrichous, polar"
166254,A31/70,"CECT 9981, CCUG 73638",1,1,"Stutzerimonas nosocomialis",Stutzerimonas,nosocomialis,"monotrichous, polar"
158812,M5,"CCTCC AB 2017186, KCTC 62119, CICC 24308",1,1,"Pseudomonas profundi",Pseudomonas,profundi,polar
