ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,"Kind of pH","Testresult (pH)",pH
166489,MX6,"IBRC M 10928, LMG 28548",1,1,"Planomicrobium iranicum",Planomicrobium,growth,positive,5-12
11972,K22-03,"DSM 16419, JCM 12481, MTCC 6226",1,1,"Planococcus stackebrandtii",Planococcus,growth,positive,5.6-11
140639,"A-T 11038","BCC 67829, TBRC 4489, NBRC 110609, DSM 111735",1,1,"Planomonospora corallina",Planomonospora,growth,positive,6-11
16584,"A-T 0875","DSM 45570, BCC 24832, NBRC 104272, JCM 17936",1,1,"Planotetraspora kaengkrachanensis",Planotetraspora,growth,positive,7
16585,"A-T 1383","DSM 45571, BCC 26045, NBRC 104273, JCM 17937",1,1,"Planotetraspora phitsanulokensis",Planotetraspora,growth,positive,7
8047,,"DSM 45387, CCTCC AA 209047, JCM 31039, NBRC 110450, YIM 68255",1,1,"Plantactinospora endophytica",Plantactinospora,growth,positive,05-10
8045,,"DSM 45238, BCC 55027, CCTCC AA 208022, JCM 16905, NBRC 109088, TBRC 2210, YIM 61359",1,1,"Plantactinospora mayteni",Plantactinospora,growth,positive,6.0-8.0
8046,CM2-8,"DSM 45559, BCC 34762, JCM 15677, NBRC 109072",1,1,"Plantactinospora siamensis",Plantactinospora,growth,positive,05-07
132564,NEAU-gxj3,"DSM 46832, CGMCC 4.7221",1,1,"Plantactinospora soyae",Plantactinospora,growth,positive,6-10
24761,YD,"DSM 25287, NCCB 100398",1,1,"Plasticicumulans lactativorans",Plasticicumulans,growth,positive,06-08
24763,,"DSM 25350, CIP 110343, MOLA 115",1,1,"Pleionea mediterranea",Pleionea,growth,positive,05-10
166263,S1-5-21,"MCCC 1K03814, KCTC 72149",1,1,"Pleionea sediminis",Pleionea,growth,positive,5-8
133341,KU714929,"DSM 103077, JCM 31475, SEBR 4223",1,1,"Pleomorphochaeta caudata",Pleomorphochaeta,growth,positive,5.2-8.5
158357,,"DSM 104684, JCM 31871, SEBR 4209",1,1,"Pleomorphochaeta naphthae",Pleomorphochaeta,growth,positive,4.7-8.5
23098,R5-392,"DSM 25022, KACC 16233",1,1,"Pleomorphomonas diazotrophica",Pleomorphomonas,growth,positive,6.0-8.0
7227,Y9,"DSM 23070, KCTC 12246, NBRC 100803",1,1,"Pleomorphomonas koreensis",Pleomorphomonas,growth,positive,06-08
166285,SW125,"CGMCC 1.16172, DSM 107180, KCTC 62636",1,1,"Pleomorphovibrio marinus",Pleomorphovibrio,growth,positive,5.0-9.0
166123,ZY113,"KCTC 62374, MCCC 1H00296",1,1,"Polaribacter aquimarinus",Polaribacter,growth,positive,6.0-9.0
5627,DSW-5,"DSM 17204, CIP 109304, KCTC 12392",1,1,"Polaribacter dokdonensis",Polaribacter,growth,positive,5.5-8
133261,RA4-7,"KCTC 52418, NBRC 112383",1,1,"Polaribacter haliotis",Polaribacter,growth,positive,5.5
141043,OITF-22,"KCTC 52658, NBRC 112706",1,1,"Polaribacter insulae",Polaribacter,growth,positive,5.5
133370,HMF2268,"KCTC 42191, CECT 8862",1,1,"Polaribacter lacunae",Polaribacter,growth,positive,6.0-8.0
140599,OITF-11,"KCTC 52500, NBRC 112457",1,1,"Polaribacter litorisediminis",Polaribacter,growth,positive,6
133198,RZW3-2,"JCM 30825, KCTC 42664, MCCC 1K00696",1,1,"Polaribacter marinaquae",Polaribacter,growth,positive,5.0-10.0
133846,LNM-20,"LMG 26671, NBRC 108759",1,1,"Polaribacter porphyrae",Polaribacter,growth,positive,06-08
133931,,"KCTC 23670, JCM 18092, KOPRI 21160",1,1,"Polaribacter sejongensis",Polaribacter,growth,positive,7.0-8.5
158689,"10Alg 139","KCTC 52773, KMM 6729",1,1,"Polaribacter staleyi",Polaribacter,growth,positive,5.5-10
158681,WS2-14,"KCTC 52275, MCCC 1H00163",1,1,"Polaribacter tangerinus",Polaribacter,growth,positive,6.5-8.5
133317,LPB0003,"KACC 18704, JCM 31217",1,1,"Polaribacter vadi",Polaribacter,growth,positive,4.5-9.5
134167,,"CIP 108776, CCUG 39402",1,1,"Polaromonas aquatica",Polaromonas,growth,positive,7
2985,Cr4-35,"DSM 24278, KACC 15090, LMG 26050",1,1,"Polaromonas cryoconiti",Polaromonas,growth,positive,6.0
140826,B717-2,"CGMCC 1.15322, JCM 31171",1,1,"Polaromonas eurypsychrophila",Polaromonas,growth,positive,7-9
158788,,"LMG 23393, KCTC 12577, Gsoil 115, CCUG 52466",1,1,"Polaromonas ginsengisoli",Polaromonas,growth,positive,6-8
2986,Cr4-12,"DSM 24062, KACC 15089, LMG 26049",1,1,"Polaromonas glacialis",Polaromonas,growth,positive,6.0-7.0
2984,JS12-13,"DSM 19351, KACC 12508",1,1,"Polaromonas jejuensis",Polaromonas,growth,positive,5.0-9.0
133878,JIR-001,"JCM 18147, CECT 8074, BCC 72032, NBRC 109429",1,1,"Polycladomyces abyssicola",Polycladomyces,growth,positive,6.5-8.5
133209,In2-9,"JCM 30831, NCIMB 14982",1,1,"Polygonibacillus indicireducens",Polygonibacillus,growth,positive,8.0-12.0
167597,"DJ1R_1, DJ1R-1","CGMCC 1.13788, KCTC 72014",1,1,"Polymorphobacter arshaanensis",Polymorphobacter,growth,positive,7.0-9.0
133374,B555-2,"CGMCC 1.15519, KCTC 52396",1,1,"Polymorphobacter glacialis",Polymorphobacter,growth,positive,7-9
8025,TT97-42,"DSM 44947, NBRC 101157, JCM 14904, CGMCC 4.5572",1,1,"Polymorphospora rubra",Polymorphospora,growth,positive,7
166385,Pla110,"DSM 103387, LMG 29693",1,1,"Polystyrenella longa",Polystyrenella,growth,positive,6.5-8.5
13856,GRP21,"DSM 21219, KCTC 22497",1,1,"Pontibaca methylaminivorans",Pontibaca,growth,positive,06-10
1386,BH030062,"DSM 16287",1,1,"Pontibacillus chungwhensis",Pontibacillus,growth,positive,6.5-9.5
1388,,"DSM 19796, CCTCC AA 207029, KCTC 13190, JSM 076056, CIP 110065",1,1,"Pontibacillus halophilus",Pontibacillus,growth,positive,6.0-10.0
1389,,"DSM 21186, KCTC 13237, JSM 072002",1,1,"Pontibacillus litoralis",Pontibacillus,growth,positive,6.0-10.0
1387,"BH030004, 10.101","DSM 16465, KCTC 3917",1,1,"Pontibacillus marinus",Pontibacillus,growth,positive,6.0-9.0
133153,9DM,"KCTC 33742, LMG 29102, CGMCC 1.15353",1,1,"Pontibacillus salipaludis",Pontibacillus,growth,positive,6.0-9.5
23884,"AKesu 4, ASK 1","DSM 18820, CCTCC AB 206086, KCTC 12758, AKS 1",1,1,"Pontibacter akesuensis",Pontibacter,growth,positive,7-11
140146,9-2,"DSM 27987, CGMCC 1.12749, JCM 19653, MCCC 1K00278",1,1,"Pontibacter amylolyticus",Pontibacter,growth,positive,6.5-9
166253,2b14,"KCTC 62596, MCCC 1H00304",1,1,"Pontibacter arcticus",Pontibacter,growth,positive,6.5-8.5
140569,NP1,"MCC 2931, CCM 8697, KCTC 42943",1,1,"Pontibacter aurantiacus",Pontibacter,growth,positive,6.0-10
133259,XAAS-1,"CCTCC AB 2016134, JCM 31442, DSM 103222",1,1,"Pontibacter aydingkolensis",Pontibacter,growth,positive,6.0-10.0
158763,XAAS-2,"CCTCC AB 2016135, JCM 31443",1,1,"Pontibacter brevis",Pontibacter,growth,positive,6.0-9.5
134343,X14-1,"CCTCC AB 206081, NRRL B-51097, CIP 110462, NRRL B-51997",1,1,"Pontibacter korlensis",Pontibacter,growth,positive,5.5-11
133147,YKTF-7,"KCTC 52252, NBRC 112298",1,1,"Pontibacter litorisediminis",Pontibacter,growth,positive,5.5
133827,DM9,"CCM 7955, MTCC 11079",1,1,"Pontibacter lucknowensis",Pontibacter,growth,positive,06-09
133609,NII-0905,"NCIM 5339, CCTCC AA 209057",1,1,"Pontibacter niistensis",Pontibacter,growth,positive,05-12
134034,JC130,"KCTC 23982, LMG 26962",1,1,"Pontibacter odishensis",Pontibacter,growth,positive,6.0-9.1
133688,HYL7-15,"CCTCC AB 206239, NRRL B-59488",1,1,"Pontibacter populi",Pontibacter,growth,positive,05-10
166346,BT214,"KCTC 72359, NBRC 114377",1,1,"Pontibacter pudoricolor",Pontibacter,growth,positive,5.0-9.0
133910,LP43,"CCM 8406, MCC 2019",1,1,"Pontibacter ramchanderi",Pontibacter,growth,positive,6.0-10.0
3829,SRC-1,"DSM 17521, CCTCC AB 207222, CIP 109903, MTCC 7260",1,1,"Pontibacter roseus",Pontibacter,growth,positive,06-10
133191,KYW1030,"KACC 18739, JCM 31319",1,1,"Pontibacter rugosus",Pontibacter,growth,positive,6.0-9.0
133824,GCM0142,"KACC 16448, JCM 17926",1,1,"Pontibacter saemangeumensis",Pontibacter,growth,positive,06-10
159762,XAAS-R86,"CCTCC AB 2017165, KCTC 62047",1,1,"Pontibacter silvestris",Pontibacter,growth,positive,6.5-8.5
159757,17SD1-15,"KCTC 52915, NBRC 113057",1,1,"Pontibacter terrae",Pontibacter,growth,positive,6-8
134049,ZLD-7,"CCTCC AB 208003, KCTC 23984",1,1,"Pontibacter toksunensis",Pontibacter,growth,positive,06-10
133007,W14,"DSM 100231, KCTC 42941, MCC 2932",1,1,"Pontibacter virosus",Pontibacter,growth,positive,6.0-8.0
133530,311-10,"CCTCC AB 207200, NRRL B-51335",1,1,"Pontibacter xinjiangensis",Pontibacter,growth,positive,06-10
141044,A-1,"KACC 18119, JCM 30136",1,1,"Pontibacterium granulatum",Pontibacterium,growth,positive,6.0-10.5
13846,CL-GR66,"DSM 18986, KCCM 90028",1,1,"Ponticoccus litoralis",Ponticoccus,growth,positive,06-08
158575,SJ5A-1,"JCM 19520, ACCC 19863",1,1,"Pseudoponticoccus marisrubri",Pseudoponticoccus,growth,positive,5-9
133880,CL-TW6,"KCCM 90105, JCM 18206",1,1,"Pontimonas salivibrio",Pontimonas,growth,positive,07-09
140497,2D-4,"KCTC 33576, CFCC 11886",1,1,"Populibacterium corticicola",Populibacterium,growth,positive,6-10
158576,,"KEMB 9005-328, JCM 31499, Yeonmyeong 2-22",1,1,"Qipengyuania algicida",Qipengyuania,growth,positive,4-9
5396,DSW-74,"DSM 17193, KCTC 12395, DSW 74",1,1,"Erythrobacter dokdonensis",Erythrobacter,growth,positive,5.5-8
5394,SW-132,"DSM 16220, KCTC 12229",1,1,"Erythrobacter donghaensis",Erythrobacter,growth,positive,05-08
17914,,"DSM 25064, KCCM 42369, KCTC 23095, NBRC 102686, IMCC 2115",1,1,"Porticoccus litoralis",Porticoccus,growth,positive,05-11
166203,SM1702,"MCCC 1K03471, KCTC 62796",1,1,"Arcobacter antarcticus",Arcobacter,growth,positive,5.5-8
160572,Pla123a,"DSM 103020, LMG 29466",1,1,"Posidoniimonas polymericola",Posidoniimonas,growth,positive,6-8.5
133708,M091,"KCTC 23537, JCM 17630",1,1,"Postechiella marina",Postechiella,growth,positive,06-09
164262,,"JCM 32460, LMG 30312, EAG 3",1,1,"Pradoshia eiseniae",Pradoshia,growth,positive,7-10
13320,,"DSM 45266, CCTCC AA 208053, YIM 90636, JCM 33234",1,1,"Prauserella aidingensis",Prauserella,growth,positive,06-09
158465,,"DSM 45973, YIM 121212, CCTCC AA 2013011",1,1,"Prauserella flavalba",Prauserella,growth,positive,6.0-9.0
13323,"MS 498","DSM 45268, CCTCC AA 208056, JCM 18301, CGMCC 4.5506, NBRC 105212",1,1,"Prauserella marina",Prauserella,growth,positive,06-09
141005,RIPI,"IBRC-M 10906, LMG 28389",1,1,"Prauserella oleivorans",Prauserella,growth,positive,6.0-9.5
13318,,"DSM 45264, CCTCC AA 208051, YIM 90625, JCM 33232",1,1,"Prauserella salsuginis",Prauserella,growth,positive,06-09
13321,,"DSM 45267, CCTCC AA 208054, YIM 90694, JCM 33235",1,1,"Prauserella salsuginis",Prauserella,growth,positive,06-09
132987,A1336,"DSM 100333, CCOS 902, CCUG 67421, KCTC 15694",1,1,"Hallella colorans",Hallella,growth,positive,6
12565,,"DSM 22229, JCM 15908, NUM 1903, KCTC 15187",1,1,"Prevotella dentasini",Prevotella,growth,positive,7
12560,T05-04,"DSM 19854, CCUG 55407, JCM 15637",1,1,"Prevotella histicola",Prevotella,growth,positive,7
24343,"CD3:28, CD3_28, CD3 : 28","DSM 26989, CCUG 60371, KCTC 15415",1,1,"Prevotella jejuni",Prevotella,growth,positive,5.5-7.5
12558,KB7,"DSM 17968, JCM 13650, KCTC 15702",1,1,"Segatella paludivivens",Segatella,growth,positive,4.7-7.6
158435,109,"DSM 105141, VKM B-2992",1,1,"Xylanibacter rarus",Xylanibacter,growth,positive,6-8
12566,D033B-12-2,"DSM 22473, CCUG 57944, JCM 17484",1,1,"Hoylesella saccharolytica",Hoylesella,growth,positive,06-07
5745,ZS1-8,"DSM 23421, JCM 17291",1,1,"Pricia antarctica",Pricia,growth,positive,6-9.5
1203,2DT,"DSM 13796, JCM 12211, CIP 106778, KCTC 13922, UCM B-5715",1,1,"Priestia endophytica",Priestia,growth,positive,6
678,131,"DSM 1320, ATCC 49095, CCUG 28525, NRRL NRS-665, CIP 106928, NRS 665, JCM 12301, BCRC 15906, CGMCC 1.3592, HAMBI 2080, IFO 15715, KCTC 3449, LMG 11155, NBRC 15715, NCIMB 13366, VTT E-97063",1,1,"Priestia flexa",Priestia,growth,positive,6
1244,7.101,"DSM 16467, KCTC 3914, BR 030, CIP 110015",1,1,"Priestia koreensis",Priestia,growth,positive,4.5-9
733,"1060, 19, Ford 19, Gibson 1060","DSM 32, ATCC 14581, CCM 2007, NCIB 9376, NCTC 10342, CCUG 1817, JCM 2506, BCRC 10608, CECT 4313, CIP 66.20, HAMBI 2018, IAM 13418, IFO 15308, KCTC 3007, LMG 7127, NBRC 15308, NCCB 75016, NCIMB 9376, NRIC 1710, NRRL B-14308, VKM B-512, VTT E-93055, NCDO 1773",1,1,"Priestia megaterium",Priestia,growth,positive,6
133303,OITF-36,"KCTC 52455, NBRC 112419",1,1,"Primorskyibacter aestuariivivens",Primorskyibacter,growth,positive,6
159756,PX7,"KCTC 42952, MCCC 1H00196",1,1,"Primorskyibacter marinus",Primorskyibacter,growth,positive,6.5
,,,,,,,growth,positive,9
133848,KAUST100406-0324,"JCM 17872, NRRL B-59665",1,1,"Profundibacterium mesophilum",Profundibacterium,growth,positive,6-8.5
134197,F2,"ATCC BAA-1284, JCM 13498",1,1,"Prolixibacter bellariivorans",Prolixibacter,growth,positive,05-09
132440,1C-HV12,"DSM 100490, CGMCC 4.7283, JCM 31782",1,1,"Promicromonospora alba",Promicromonospora,growth,positive,7-10
23200,,"DSM 23716, JCM 19560, NRRL B-24816, EUM 273",1,1,"Promicromonospora endophytica",Promicromonospora,growth,positive,06-10
130974,"HM 533","DSM 45485, CECT 8709, UTMC 00533, UTMC 533",1,1,"Promicromonospora kermanensis",Promicromonospora,growth,positive,5-10
141045,NEAU-GS50,"CGMCC 4.7398, DSM 104515",1,1,"Promicromonospora soli",Promicromonospora,growth,positive,5.0-9.0
12608,S7F-02,"DSM 26652, BCC 41922, JCM 17130, NBRC 112721",1,1,"Promicromonospora thailandica",Promicromonospora,growth,positive,06-09
12607,,"DSM 21603, CCTCC AA 208046, JCM 19561, YIM 61515",1,1,"Promicromonospora xylanilytica",Promicromonospora,growth,positive,6.0-9.0
160818,JV5,"DSM 106771, TISTR 2629",1,1,"Propionibacterium ruminifibrarum",Propionibacterium,growth,positive,6.5-8.5
159196,"WS 4900, VG341","DSM 100885, LMG 29089, WS 4900",1,1,"Propioniciclava flava",Propioniciclava,growth,positive,5.5-8.5
141046,TEYR-7,"CCTCC AB 2015257, KCTC 33808",1,1,"Propioniciclava sinopodophylli",Propioniciclava,growth,positive,6.0-9.0
158818,"Y1A-10 4-9-1","CCTCC AB 2016249, KCTC 15566, LMG 29810",1,1,"Propionicimonas ferrireducens",Propionicimonas,growth,positive,4-9
17150,"KS, KS-SP4I6","DSM 15287, ATCC BAA-665",1,1,"Propionispora hippei",Propionispora,growth,positive,5-8.5
134363,HAQ-1,"JCM 14805, KACC 12649, KCTC 22182",1,1,"Prosthecobacter fluviatilis",Prosthecobacter,growth,positive,6.5-7
18078,GW,"DSM 21650, CGMCC 1.5055, JCM 14574",1,1,"Proteiniborus ethanoligenes",Proteiniborus,growth,positive,6.4-10
158351,BA2-13,"DSM 103060, LMG 29818",1,1,"Proteiniborus indolifex",Proteiniborus,growth,positive,6.3-9.5
2872,D3RC-2,"DSM 24773, CGMCC 1.5058, JCM 14817, KCTC 15188",1,1,"Proteiniclasticum ruminis",Proteiniclasticum,growth,positive,5.6-8.7
12514,TB107,"DSM 18083, CGMCC 1.5024, JCM 12891, CCUG 53886",1,1,"Proteiniphilum acetatigenes",Proteiniphilum,growth,positive,6-9.7
140143,M3/6,"DSM 28694, CECT 8610, LMG 28299",1,1,"Proteiniphilum saccharofermentans",Proteiniphilum,growth,positive,6.3-9.1
18080,PPP2,"DSM 23131, CIP 108034, JCM 12175, ATCC BAA-755",1,1,"Proteocatella sphenisci",Proteocatella,growth,positive,6.7-9.7
160787,FJ2001126-3,"DSM 106178, GDMCC 1.1244",1,1,"Proteus cibi",Proteus,growth,positive,4-10
160788,TJ1636,"DSM 106180, GDMCC 1.1245",1,1,"Proteus faecis",Proteus,growth,positive,4-9
132975,JS9,"DSM 100173, JCM 30699, KACC 18404",1,1,"Proteus terrae subsp. cibarius",Proteus,growth,positive,5.0-10.0
166192,WCHPr000369,"GDMCC 1.1382, KCTC 62577",1,1,"Providencia huaxiensis",Providencia,growth,positive,5-10
130241,,"DSM 28005, JCM 19624, KACC 17839, KCTC 29256, EGI 60002",1,1,"Pseudactinotalea suaedae",Pseudactinotalea,growth,positive,6.0-8.0
133083,5GHs33-03,"DSM 27157, KACC 16542, NBRC 111006",1,1,"Pseudactinotalea terrae",Pseudactinotalea,growth,positive,6.0-10.0
133381,AR1,"KCTC 42754, JCM 31503, DSM 112297",1,1,"Pseudaeromonas pectinilytica",Pseudaeromonas,growth,positive,6.0-8.0
271,GPTSA-6,"DSM 17445, CCUG 54939, CIP 109378, MTCC 7090",1,1,"Pseudaeromonas sharmana",Pseudaeromonas,growth,positive,5.7-8.0
,,,,,,,growth,positive,6.0-8.0
133749,HDW-32,"KCTC 23345, CCUG 60023",1,1,"Pseudahrensia aquimaris",Pseudahrensia,growth,positive,5.5-8
140902,KHS02,"KACC 18257, JCM 30419",1,1,"Pseudahrensia todarodis",Pseudahrensia,growth,positive,6-10
1208,mcha2343,"DSM 14890, CIP 108363, LMG 19507",1,1,"Pseudalkalibacillus decolorationis",Pseudalkalibacillus,growth,positive,6
,,,,,,,growth,positive,6.5
,,,,,,,growth,positive,7.0
,,,,,,,growth,positive,7.5
,,,,,,,growth,positive,8.0
,,,,,,,growth,positive,9.0
1226,SW-72,"DSM 16206, JCM 11807, KCCM 41641, CIP 108441, LMG 24749",1,1,"Pseudalkalibacillus hwajinpoensis",Pseudalkalibacillus,growth,positive,05-07
,,,,,,,growth,positive,6
140465,JH-7,"KCTC 52258, CCTCC AB 2016107",1,1,"Pseudaminobacter manganicus",Pseudaminobacter,growth,positive,5.0-9.0
3837,E92,"DSM 25647, CCM 7988, LMG 26720, CIP 110345",1,1,"Pseudarcicella hirudinis",Pseudarcicella,growth,positive,6.5-10.5
7620,4C1-a,"DSM 18782, KCTC 19209",1,1,"Pseudarthrobacter defluvii",Pseudarthrobacter,growth,positive,06-10
130419,LC4,"DSM 28855, CCTCC AB 206012, IAM 15382, JCM 30147, JCM 21826",1,1,"Pseudarthrobacter niigatensis",Pseudarthrobacter,growth,positive,06-11
7622,Sphe3,"DSM 18606, LMG 23796, JCM 16027",1,1,"Pseudarthrobacter phenanthrenivorans",Pseudarthrobacter,growth,positive,6.5-8.5
24196,4J27,"DSM 28024, CECT 8257, LMG 27359, CIP 110704",1,1,"Pseudarthrobacter siccitolerans",Pseudarthrobacter,growth,positive,05-09
23149,SYR-2,"DSM 21377, NBRC 104351",1,1,"Pseudenhygromyxa salsuginis",Pseudenhygromyxa,growth,positive,5.5-8.5
133584,KYW314,"KCTC 22740, JCM 16344",1,1,"Pseudidiomarina aestuarii",Pseudidiomarina,growth,positive,05-10
133757,SW15,"LMG 25374, BCRC 80083",1,1,"Pseudidiomarina aquimaris",Pseudidiomarina,growth,positive,06-11
133467,908033,"CGMCC 1.7284, JCM 15533",1,1,"Pseudidiomarina donghaiensis",Pseudidiomarina,growth,positive,6.5-10.0
168509,R04H25,"GDMCC 1.1503, KCTC 62911",1,1,"Pseudidiomarina gelatinasegens",Pseudidiomarina,growth,positive,7.0-9.5
133427,PIM1,"BCRC 17749, JCM 15083",1,1,"Pseudidiomarina marina",Pseudidiomarina,growth,positive,06-10
133466,908087,"CGMCC 1.7285, JCM 15534",1,1,"Pseudidiomarina tainanensis",Pseudidiomarina,growth,positive,6.5-10.0
6236,ISL-52,"DSM 21900, CCUG 54359, KCTC 12971",1,1,"Pseudidiomarina salinarum",Pseudidiomarina,growth,positive,06-08
6237,c121,"DSM 21906, CICC 10319, LMG 24046",1,1,"Pseudidiomarina sediminum",Pseudidiomarina,growth,positive,6.3-10.5
133426,PIN1,"BCRC 17750, JCM 15084",1,1,"Pseudidiomarina tainanensis",Pseudidiomarina,growth,positive,06-10
6235,PIT1,"DSM 19709, BCRC 17465, JCM 13360",1,1,"Pseudidiomarina taiwanensis",Pseudidiomarina,growth,positive,8
159881,PCS8,"KCTC 62038, JCM 32226",1,1,"Pseudaeromonas paramecii",Pseudaeromonas,growth,positive,6-10
12699,SW19,"DSM 16473, KMM 3562, CIP 108625, LMG 22059",1,1,"Pseudoalteromonas aliena",Pseudoalteromonas,growth,positive,6.0-10.0
133879,k53,"JCM 17292, NCIMB 14688",1,1,"Pseudoalteromonas arabiensis",Pseudoalteromonas,growth,positive,5.5-9.5
12701,"A 37-1-2","DSM 18437, LMG 23753",1,1,"Pseudoalteromonas arctica",Pseudoalteromonas,growth,positive,06-08
134146,FR1199,"JCM 12483, KCTC 12274, CIP 109024, IMSNU 60186, KCTC 22992",1,1,"Pseudoalteromonas byunsanensis",Pseudoalteromonas,growth,positive,05-10
140827,rzy34,"CGMCC 1.15325, KCTC 42730",1,1,"Pseudoalteromonas fenneropenaei",Pseudoalteromonas,growth,positive,6-10
448,,"DSM 15748, CIP 105339, KMM 216",1,1,"Pseudoalteromonas fuliginea",Pseudoalteromonas,growth,positive,6-9
167229,S4498,"NCIMB 15250, LMG 31599",1,1,"Pseudoalteromonas galatheae",Pseudoalteromonas,growth,positive,6.0-9.5
132999,NH153,"DSM 100951, CGMCC 1.15370",1,1,"Pseudoalteromonas gelatinilytica",Pseudoalteromonas,growth,positive,5.5-9.5
12702,,"DSM 22356, CGMCC 1.8499, JCM 15903, LMEB 39",1,1,"Pseudoalteromonas lipolytica",Pseudoalteromonas,growth,positive,5.5-9.5
140626,,"KCCM 43187, JCM 31286, PAMC 28425",1,1,"Pseudoalteromonas neustonica",Pseudoalteromonas,growth,positive,6.0-9.0
140699,OCN003,"CCOS 1042, CIP 111189",1,1,"Pseudoalteromonas piratica",Pseudoalteromonas,growth,positive,5.5-10
133216,TP162,"KACC 18554, CGMCC 1.15394",1,1,"Pseudoalteromonas profundi",Pseudoalteromonas,growth,positive,6.0-9.0
134140,UST010723-006,"NRRL B-41100, JCM 12884, CIP 108868",1,1,"Pseudoalteromonas spongiae",Pseudoalteromonas,growth,positive,05-10
158791,MM-14,"KACC 19434, KCTC 62139, NBRC 113019",1,1,"Hanstruepera ponticola",Hanstruepera,growth,positive,5.5
160128,"Malle 64, Mal64","DSM 100832, LMG 29020",1,1,"Pseudobythopirellula maris",Pseudobythopirellula,growth,positive,5.5-9
7481,"MJ28, H17-1","DSM 26484, JCM 16921, KCTC 19773",1,1,"Pseudoclavibacter caeni",Pseudoclavibacter,growth,positive,4-8.5
7480,,"DSM 23821, CCUG 58142, KCTC 22691, CAU 59",1,1,"Pseudoclavibacter chungangensis",Pseudoclavibacter,growth,positive,03-11
132433,,"DSM 29943, CGMCC 1.15081, KCTC 39112, EGI 60007, JCM 30633",1,1,"Pseudoclavibacter endophyticus",Pseudoclavibacter,growth,positive,7-9
7475,,"DSM 20419, ATCC 13715, CIP 108565, JCM 9491, CCUG 43303, IFO 15775, TISTR 1509, IAM 14726, LMG 21450, NBRC 15775, NCIB 8939",1,1,"Pseudoclavibacter helvolus",Pseudoclavibacter,growth,positive,06-10
7479,KP02,"DSM 23366, JCM 15058, KCTC 19255",1,1,"Pseudoclavibacter soli",Pseudoclavibacter,growth,positive,7
132642,J2,"DSM 101483, MCCC 1A01867",1,1,"Pseudodesulfovibrio indicus",Pseudodesulfovibrio,growth,positive,5.0-8.0
140414,BLaC1,"DSM 101509, JCM 31063",1,1,"Pseudodesulfovibrio senegalensis",Pseudodesulfovibrio,growth,positive,5.5-8.0
4164,,"DSM 19275, JCM 15076, NCIMB 14400, CCUG 55298, RB 22",1,1,"Pseudodesulfovibrio tunisiensis",Pseudodesulfovibrio,growth,positive,4.5-9
133214,E3/2,"LMG 29678, CCM 8698, DSM 103461, CIP 111103",1,1,"Duganella danionis",Duganella,growth,positive,5.5-8.5
141160,10R5-21,"KEMB 563-061, JCM 31587",1,1,"Massilia eburnea",Massilia,growth,positive,5.0-9.0
132597,"GS 221","DSM 18116, KACC 14278, Gsoil 221",1,1,"Pseudobacter ginsenosidimutans",Pseudobacter,growth,positive,5-8
133145,T16R-265,"KACC 18655, NBRC 111880",1,1,"Pseudoflavitalea rhizosphaerae",Pseudoflavitalea,growth,positive,5.0-10.0
,,,,,,,growth,positive,6.0-9.0
141090,,"KCCM 43046, JCM 30369, MEBiC 08749",1,1,"Pseudofulvibacter gastropodicola",Pseudofulvibacter,growth,positive,6.0-8.5
133876,YCS-9,"KCTC 23884, CCUG 62114",1,1,"Pseudofulvibacter geojedonensis",Pseudofulvibacter,growth,positive,06-08
140903,RZW2-1,"JCM 30826, MCCC 1K00695",1,1,"Pseudofulvibacter marinus",Pseudofulvibacter,growth,positive,6-8
158768,DT7-02,"KCTC 33854, JCM 31192",1,1,"Pseudogracilibacillus endophyticus",Pseudogracilibacillus,growth,positive,7-10
140619,NIOT.bflm.S4,"TBRC 5831, MTCC 12376, KACC 18456, JCM 31390",1,1,"Pseudogracilibacillus marinus",Pseudogracilibacillus,growth,positive,6.5-9.0
133838,yH16,"KCCM 90100, JCM 17850",1,1,"Pseudogulbenkiania gefcensis",Pseudogulbenkiania,growth,positive,06-08
10526,BP-5,"DSM 22618, BCRC 17727, LMG 24211",1,1,"Pseudogulbenkiania subflava",Pseudogulbenkiania,growth,positive,06-08
496,"CM41-15a, CM41_15a","DSM 19751, CIP 109758, MOLA 104",1,1,"Pseudohaliea rubra",Pseudohaliea,growth,positive,05-09
24311,YC6898,"DSM 23348, KACC 14911, NBRC 107700",1,1,"Pseudohoeflea suaedae",Pseudohoeflea,growth,positive,5.0-10.0
133284,SCS-49,"CGMCC 1.15425, KCTC 52155, MCCC 1K03186",1,1,"Pseudohongiella nitratireducens",Pseudohongiella,growth,positive,6.5
,,,,,,,growth,positive,6.5-9.0
141047,SKC1-2,"DSM 103726, KCCM 43221",1,1,"Pseudokineococcus basanitobsidens",Pseudokineococcus,growth,positive,5.0-11.0
134182,KST3-3,"KCCM 42250, NRRL B-24439, JCM 14547, NBRC 102111",1,1,"Pseudokineococcus marinus",Pseudokineococcus,growth,positive,5.1-10.1
7345,MSL-13,"DSM 19272, JCM 16015, KACC 21108, KCTC 19267, NBRC 108894, MSL 13",1,1,"Pseudolysinimonas kribbensis",Pseudolysinimonas,growth,positive,06-11
158715,DBTF-15,"KACC 19431, NBRC 113039",1,1,"Pseudomaribius aestuariivivens",Pseudomaribius,growth,positive,6
