ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Voges-Proskauer-test (Acetoin)"
15329,Wollenweber,"DSM 40372, ATCC 3329, CBS 101.21, CBS 694.69, IFO 13049, ISP 5372, NBRC 13049, RIA 1241, JCM 4197, ATCC 25461, BCRC 13706, CGMCC 4.1467, ICMP 12540, IMET 41384, JCM 4483, LMG 19304, NRRL B-1327, NRRL B-2670",1,1,"Streptomyces intermedius",Streptomyces,intermedius,-
16183,T-41575,"DSM 41441, ATCC 33341, CBS 196.78, IFO 13601, JCM 4988, KCC S-0988, NBRC 13601, NRRL B-16929",1,1,"Streptomyces inusitatus",Streptomyces,inusitatus,-
15330,9820,"DSM 40383, ATCC 25462, CBS 695.69, CGMCC AS 4.1381, IFO 13050, ISP 5383, NBRC 13050, RIA 1242",1,1,"Streptomyces ipomoeae",Streptomyces,ipomoeae,-
15333,K-2J,"DSM 40500, ATCC 12853, CBS 715.72, IFO 13414, ISP 5500, JCM 4433, JCM 4775, NBRC 13414, NCIB 9343, NRRL B-2535, RIA 1375, RIA 690, NIHJ 235, BCRC 11515, CGMCC 4.1441, KCTC 9225, LMG 19351, LMG 5976, LMG 8599, MTCC 324, NCIMB 9343, VKM Ac-837",1,1,"Streptomyces kanamyceticus",Streptomyces,kanamyceticus,+
15338,"BL904, M338-M1","DSM 40819, ATCC 15714, IFO 13851, JCM 4208, KCC S-0208, NBRC 13851, BCRC 12349, KCTC 1078, KCTC 2113, MTCC 6919, NCIMB 12239, NCIMB 12717",1,1,"Streptomyces celluloflavus",Streptomyces,celluloflavus,-
16325,,"DSM 41681, ATCC 35682, IFO 14463, JCM 7473, NBRC 14463, CGMCC 4.1151, NRRL B-16240, VKM Ac-895",1,1,"Streptomyces kunmingensis",Streptomyces,kunmingensis,+
15340,10294,"DSM 40162, ATCC 15824, ATCC 19774, ATCC 23629, CBS 512.68, IFO 13192, INA 10294, ISP 5162, NBRC 13192, RIA 1054, JCM 4388, BCRC 12133, CBS 213.62, CECT 3274, CGMCC 4.1889, KCTC 9876, NCIMB 12788, NRRL B-3366",1,1,"Streptomyces kurssanovii",Streptomyces,kurssanovii,+
16347,"Sanchez-Marroquin A-24","DSM 41446, CBS 525.64, IFO 15864, IMRU 3737, ISP 5059, JCM 9381, NBRC 15864, NRRL B-5616, CGMCC 4.1916",1,1,"Streptomyces labedae",Streptomyces,labedae,+
15342,6993,"DSM 40163, ATCC 19776, ATCC 19913, CBS 514.68, IFO 12788, INA 6993, ISP 5163, NBRC 12788, RIA 1056, JCM 4389, BCRC 13774, CBS 262.66, CGMCC 4.1427, KCTC 19962, NRRL B-5349, NRRL B-5423, VKM Ac-1849, VKM Ac-577",1,1,"Streptomyces lateritius",Streptomyces,lateritius,-
16327,,"DSM 41684, ATCC 31255, JCM 5063, KCC S-1063, PCM 2368, BCRC 16804, CGMCC 4.1919, IFO 15422, NBRC 15422",1,1,"Streptomyces laurentii",Streptomyces,laurentii,+
15343,,"DSM 40217, ATCC 15872, ATCC 23928, CBS 912.68, IFO 12882, INA 3613, ISP 5217, NBRC 12882, RIA 1161, RIA 750, JCM 4391, BCRC 13795, CGMCC 4.1891, NCIMB 9823, NRRL B-3371, VKM Ac-272",1,1,"Streptomyces lavendofoliae",Streptomyces,lavendofoliae,-
16192,,"DSM 41458, ATCC 43686, INA 9020, JCM 6924, VKM Ac-835, IFO 15423, NBRC 15423, NRRL B-16370",1,1,"Streptomyces levis",Streptomyces,levis,-
16160,2305,"DSM 40254, ATCC 23930, CBS 914.68, ETH 24214, IFO 12884, IFO 3944, IPV 1999, ISP 5254, JCM 4188, JCM 4648, NBRC 12884, NBRC 3944, RIA 1180, BCRC 12421, BCRC 15107, CECT 3264, CIP 108148, KCTC 9875, NRRL B-1968, CCRC 12421, KCC S-0188",1,1,"Streptomyces lilacinus",Streptomyces,lilacinus,-
16180,,"DSM 41428, ATCC 25299, JCM 4866, KCC S-0866, NCIB 10094, NRRL 3252, BCRC 12208, CGMCC 4.1746, IFO 15426, NBRC 15426, NCIMB 10094",1,1,"Streptomyces lomondensis",Streptomyces,lomondensis,+
15379,,"DSM 40165, ATCC 19915, CBS 915.68, IFO 12886, INA 81/53, ISP 5165, NBRC 12886, RIA 1133, JCM 4396, ATCC 19781, ATCC 23932, BCRC 13775, CGMCC 4.1453, IMET 43506, LMG 19347, NRRL ISP-5165, RIA 312, VKM Ac-1003",1,1,"Streptomyces longisporoflavus",Streptomyces,longisporoflavus,-
15381,,"DSM 40599, ATCC 27443, CBS 789.72, ETH 28545, IFO 13488, INA 11668/54, ISP 5599, KCC S-0784, NBRC 13488, RIA 1449, JCM 4784, BCRC 16212, NCIMB 9629, NRRL B-3736, NRRL B-5761, PCM 2396, VKM Ac-1735",1,1,"Streptomyces longispororuber",Streptomyces,longispororuber,+
16323,,"DSM 41677, ATCC 29251, IFO 14251, JCM 4976, KCC S-0976, NBRC 14251, BCRC 12034, CGMCC 4.1898, KCTC 9783, LMG 20096, NRRL B-16923",1,1,"Streptomyces longwoodensis",Streptomyces,longwoodensis,+
15386,"FI 1163","DSM 40317, AS 4.1855, ATCC 17804, ATCC 25468, CBS 701.69, IFO 13056, ISP 5317, JCM 4490, NBRC 13056, RIA 1248, BCRC 15141, CGMCC 4.1855, CGMCC 4.2004, NCIMB 12679, NRRL B-16066, NRRL B-5626, VKM Ac-1737",1,1,"Streptomyces lucensis",Streptomyces,lucensis,+
16416,RCQ1071,"DSM 41876, ATCC BAA-1231, CIP 108852, JCM 16374",1,1,"Streptomyces lunalinharesii",Streptomyces,lunalinharesii,-
15387,,"DSM 40081, ATCC 19782, CBS 534.68, IFO 12793, INMI 111, ISP 5081, JCM 4591, NBRC 12793, RIA 1061",1,1,"Streptomyces luridus",Streptomyces,luridus,+
16396,"KS 2-74","DSM 40509, ATCC 13422, ATCC 27446, CBS 723.72, IFO 13422, ISP 5509, KCC S-0788, NBRC 13422, RIA 1383, JCM 4788, BCRC 15185, CIP 108150, NBRC 101284, NCB 81, NRRL B-12435",1,1,"Streptomyces luteireticuli",Streptomyces,luteireticuli,-
16145,"BA 3972, BA-3972","DSM 40833, JCM 4542, NRRL 2401, ATCC 33049, CGMCC 4.1992, CIP 108142, IFO 14657, MTCC 2532, NBIMCC 1591, NBRC 14657, VKM Ac-927, KCC S-0542",1,1,"Streptomyces luteosporeus",Streptomyces,luteosporeus,+
,,,,,,,,-
15391,,"DSM 40461, ATCC 25470, CBS 703.69, IFO 13058, ISP 5461, JCM 4492, NBRC 13058, NRRL 2433, RIA 1250, BCRC 11919, CECT 3163, CGMCC 4.1412, HAMBI 1063, IMET 43531, KCTC 9874, LMG 19331, NCIMB 12977, NRRL ISP-5461, VKM Ac-1869",1,1,"Streptomyces lydicus",Streptomyces,lydicus,+
16184,A1201,"DSM 41449, ATCC 51533, IFO 14748, INMI 2892, JCM 6305, NBRC 14748, CGMCC 4.1994, HUT 6608, NCIMB 12473, VKM Ac-777",1,1,"Streptomyces macrosporus",Streptomyces,macrosporus,-
15392,,"DSM 40332, ATCC 25471, CBS 881.69, IFO 13059, INA 739, ISP 5332, NBRC 13059, RIA 1251, JCM 4493, BCRC 15143, CGMCC 4.1743, NRRL B-12273, VKM Ac-1850",1,1,"Streptomyces malachitofuscus",Streptomyces,malachitofuscus,-
15393,"449, NNRL B-3352, NNRL B-8164","DSM 40221, ATCC 23934, CBS 918.68, IFO 12888, ISP 5221, JCM 4059, JCM 4650, NBRC 12888, RIA 1165, BCRC 12420, CBS 279.65, CGMCC 4.2007, CIP 108143, IFM 1082, IMET 42941, LMG 8603, NCB 258, NRRL B-3352, NRRL B-8164, VKM Ac-949, CCRC 12420, KCC S-0650",1,1,"Streptomyces mashuensis",Streptomyces,mashuensis,+
15396,602,"DSM 40035, ATCC 19785, CBS 537.68, IFO 12796, ISP 5035, JCM 4139, JCM 4593, NBRC 12796, RIA 1064, OEU 602, BCRC 13647, CGMCC 4.1433, IFO 3841, KCTC 19943, LMG 19362, NBRC 3841, NRRL B-3300, RIA 652, VKM Ac-578",1,1,"Streptomyces massasporeus",Streptomyces,massasporeus,+
16309,"AT 417, 1112-A3, FH 2163","DSM 41702, ATCC 29835, IFO 13854, JCM 5002, KCC S-1002, NBRC 13854, CGMCC 4.1997, LMG 20100",1,1,"Streptomyces mauvecolor",Streptomyces,mauvecolor,-
16186,,"DSM 41476, ATCC 43688, HUT 6610, IFO 14749, INA M-22, INMI 2869, JCM 6926, NBRC 14749, NRRL B-16372, VKM Ac-1776",1,1,"Streptomyces megasporus",Streptomyces,megasporus,-
16364,"BM-B-384, CH-M-1035, NNRL B-24196","DSM 41796, JCM 12681, NRRL B-24196, CIP 108132, NBRC 100915, NCIMB 14336",1,1,"Streptomyces mexicanus",Streptomyces,mexicanus,+
,,,,,,,,-
15206,A26,"DSM 40593, ATCC 27431, CBS 783.72, IFO 13482, ISP 5593, NBRC 13482, NCIB 9609, NRRL B-1453, RIA 1443, JCM 4129, BCRC 12172, CCUG 11114, CGMCC 4.1302, CGMCC 4.1524, CIP 105783, IFO 3717, JCM 4754, KCTC 9779, LMG 19310, NBRC 3717, NCIMB 10505, NCIMB 9609, VKM Ac-994, IMRU 3665",1,1,"Streptomyces microflavus",Streptomyces,microflavus,-
15404,Krainsky,"DSM 40331, ATCC 13231, ATCC 25474, CBS 124.18, CBS 884.69, ETH 10206, IFO 13062, ISP 5331, JCM 4496, KCC S-0496, NBRC 13062, NRRL B-2156, NRRL B-2888, PSA 122, RIA 1254, VKM Ac-971, BCRC 12084, CGMCC 4.1428, HAMBI 1019, KCTC 19055, LMG 19327, VTT E-011975",1,1,"Streptomyces microflavus",Streptomyces,microflavus,-
15411,,"DSM 40301, ATCC 17757, CBS 662.72, HACC 147, IFO 13361, ISP 5301, NBRC 13361, RIA 1322, RIA 885, JCM 3102, ATCC 19346, BCRC 12544, CBS 231.65, CGMCC 4.1981, CMI 112786, IFO 13000, JCM 4790, KCTC 9123, LMG 20062, NBRC 13000, NCIMB 10996, NRRL B-12202, PCM 2304",1,1,"Streptomyces minutiscleroticus",Streptomyces,minutiscleroticus,+
16163,"IPCR 16-22, 16-22","DSM 40847, ATCC 29032, JCM 4168, KCC S-0168, BCRC 12165, CBS 199.75, CBS 207.78, CGMCC 4.1719, CGMCC 4.1851, CIP 108144, IFO 13819, NBRC 13819, NCIMB 11159, NRRL B-3729, RIA 1627, VKM Ac-928, VTT E-032076, CCRC 12165",1,1,"Streptomyces mobaraensis",Streptomyces,mobaraensis,+
,,,,,,,,-
16220,SF-337,"DSM 40503, ATCC 19166, CBS 717.72, IFO 13416, ISP 5503, NBRC 13416, RIA 1377, JCM 4673, BCRC 15169, CGMCC 4.1986, CIP 108145, JCM 4793, KCTC 19944, NRRL B-12429, VKM Ac-1916, KCC S-0793",1,1,"Streptomyces morookaensis",Streptomyces,morookaensis,+
,,,,,,,,-
15416,"Ital. 1131","DSM 40091, ATCC 19788, CBS 540.68, IFO 12799, ISP 5091, JCM 4333, JCM 4595, NBRC 12799, NRRL B-2286, RIA 1067, BCRC 12061, CECT 3309, IFO 14802, KCTC 9492, LMG 10475, NBRC 14802, NCIMB 12701, PCM 2369, VKM Ac-1190",1,1,"Streptomyces murinus",Streptomyces,murinus,+
16332,,"DSM 41691, ATCC 43689, INA 4305, JCM 10455, NBRC 100999, VKM Ac-1779, CGMCC 4.1747, NRRL B-65393",1,1,"Streptomyces mutomycini",Streptomyces,mutomycini,-
15420,,"DSM 40016, ATCC 19790, CBS 542.68, IFO 12801, ISP 5016, JCM 4147, NBRC 12801, RIA 1069, ETH 7346, BCRC 13651, CBS 310.55, CCM 4151, CGMCC 4.1737, JCM 4596, NRRL B-1680, RIA 529, VKM Ac-1891",1,1,"Streptomyces narbonensis",Streptomyces,narbonensis,-
16167,4779,"DSM 40259, ATCC 23940, CBS 924.68, ETH 15974, IFO 12893, IPV 1720, IPV 880, ISP 5259, JCM 4063, JCM 4655, NBRC 12893, NRRL B-2268, RIA 1184, BCRC 13374, CECT 3265, CIP 108153, HUT 6086, IFM 1035, IFO 3723, LMG 5979, NBRC 3723, NCB 266, NCIMB 9592, NRRL 2268, PCM 2251, RIA 605, VKM Ac-820, CCRC 13374, KCC S-0655",1,1,"Streptomyces netropsis",Streptomyces,netropsis,-
15425,0-20,"DSM 40023, ATCC 12769, ATCC 19792, CBS 544.68, DSM 41158, ETH 24344, ETH 24415, HUT 6032, IFO 12803, IFO 3362, IMRU 3728, ISP 5023, JCM 4064, KCC S-0064, KCC S-0598, KCTC 9761, NBRC 12803, NBRC 3362, RIA 1071, PSA 206, BCRC 13645, CGMCC 4.1973, JCM 4598, NCIMB 9717, NRRL B-1316, RIA 503, VKM Ac-1191, VKM Ac-1202",1,1,"Streptomyces nitrosporeus",Streptomyces,nitrosporeus,+
15426,"Tü 32","DSM 40638, ATCC 14971, CGMCC AS 4.1395, IFO 15428, IMET 43354, JCM 4234, KCC S-0234, NBRC 15428, NRRL B-2724, ETH 17860, CGMCC 4.1395, NBIMCC 1172",1,1,"Streptomyces niveoruber",Streptomyces,niveoruber,+
15427,"IPCR 97","DSM 40223, ATCC 25477, CBS 887.69, IFO 13065, ISP 5223, JCM 4065, JCM 4557, NBRC 13065, NRRL B-12152, RIA 1257, BCRC 11553, CGMCC 4.1457, KCTC 9060, LMG 19337, NBIMCC 1862, VKM Ac-1012",1,1,"Streptomyces noboritoensis",Streptomyces,noboritoensis,+
15428,,"DSM 40109, ATCC 14899, ATCC 23942, CBS 926.68, IFO 12895, ISP 5109, JCM 4297, JCM 4656, NBRC 12895, RIA 1123, SC 2388, BCRC 13768, CGMCC 4.1459, KCTC 9035, LMG 19340, NBIMCC 2208, NCIMB 12816, NRRL B-2371, RIA 831, VKM Ac-1224",1,1,"Streptomyces nodosus",Streptomyces,nodosus,-
15429,,"DSM 40546, ATCC 27451, CBS 746.72, IFO 13445, ISP 5546, JCM 4553, NBRC 13445, NRRL 3035, RIA 1406, BCRC 12316, CBS 238.69, CGMCC 4.1442, CGMCC 4.2114, HAMBI 951, IMET 43360, JCM 4799, LMG 19338, LMG 5981, NBRC 101833, NCIMB 9489, VKM Ac-1290",1,1,"Streptomyces nogalater",Streptomyces,nogalater,+
16313,,"DSM 41655, ATCC 29781, IFO 13794, JCM 3382, NBRC 13794, NRRL B-16930, CGMCC 4.1897, KCTC 9784",1,1,"Streptomyces nojiriensis",Streptomyces,nojiriensis,-
15431,,"DSM 40358, ATCC 27452, CBS 134.20, CBS 669.72, IFO 13368, ISP 5358, NBRC 13368, NRRL B-1267, RIA 1329, JCM 4800, BCRC 15151, NRRL B-3011, VKM Ac-963",1,1,"Streptomyces novaecaesareae",Streptomyces,novaecaesareae,+
15434,,"DSM 40595, ATCC 15722, CBS 785.72, IMRU 3751, ISP 5595, JCM 3045, JCM 4805, RIA 1445, BCRC 11608, CBS 296.66, CGMCC 4.1991, IFO 13484, KCTC 19945, KCTC 19963, LMG 20081, NBRC 13484, NRRL B-2318",1,1,"Streptomyces olivaceiscleroticus",Streptomyces,olivaceiscleroticus,-
15435,,"DSM 40334, ATCC 23630, ATCC 25478, CBS 888.69, IFO 13066, INA 11584, ISP 5334, NBRC 13066, RIA 1258, JCM 4499, BCRC 15145, CGMCC 4.1430, IMET 43128, KCTC 9132, LMG 19324, NCIMB 9982, NRRL B-12280, VKM Ac-1852",1,1,"Streptomyces olivaceoviridis",Streptomyces,olivaceoviridis,+
15436,,"DSM 40072, AS 4.1369, ATCC 19794, ATCC 3335, CBS 281.30, CBS 546.68, CUB 508, ETH 14308, IFO 12805, IMRU 3335, ISP 5072, JCM 4402, KCC S-0402, NBRC 12805, RIA 1073, BCRC 11485, BCRC 12491, CCM 3188, CCUG 11111, CGMCC 4.1336, CGMCC 4.1369, INA 3200, MTCC 1392, NBIMCC 3385, NRRL B-1224, NRRL B-3009, RIA 481, VKM Ac-254, VTT E-073025",1,1,"Streptomyces olivaceus",Streptomyces,olivaceus,-
15448,,"DSM 40451, ATCC 25479, ATCC 3336, CBS 889.69, ETH 11886, ETH 14310, ETH 9517, IFO 13067, IMRU 3336, ISP 5451, KCC S-0163, KCC S-0500, NBRC 13067, NRRL B-1341, RIA 1259, JCM 4163, BCRC 15163, CGMCC 4.2000, IFO 3178, IMET 40352, JCM 4500, KCTC 9064, NBRC 3178",1,1,"Streptomyces olivochromogenes",Streptomyces,olivochromogenes,+
16172,"1882, FI 1882","DSM 40571, ATCC 23202, CBS 767.72, IFO 13466, IPV 1901, ISP 5571, JCM 4546, JCM 4807, NBRC 13466, NRRL B-3379, RIA 1427, BCRC 15173, CECT 3267, CGMCC 4.1989, CIP 108141, IFM 1226, KCTC 9870, VKM Ac-929, KCC S-0807",1,1,"Streptomyces orinoci",Streptomyces,orinoci,+
,,,,,,,,-
15452,,"DSM 40530, ATCC 27456, CBS 461.69, CBS 734.72, DSM 41250, IFO 13433, ISP 5530, JCM 4288, JCM 4809, KCC S-0288, KCC S-0809, NBRC 13433, NCIB 9445, NRRL 2939, RIA 1394, UC 2432, BCRC 12076, CGMCC 4.1443, IMET 43357, KCTC 9165, LMG 19357, NCIMB 9445, VKM Ac-1911, VTT E-073029",1,1,"Streptomyces pactus",Streptomyces,pactus,-
15463,,"DSM 40073, ATCC 23945, ATCC 3338, CBS 929.68, ETH 20197, IFO 12898, IMRU 3338, ISP 5073, KCC S-0070, KCC S-0659, NBRC 12898, NCIMB 8505, RIA 1119, JCM 4070, BCRC 12484, CBS 282.30, CBS 288.60, CECT 3070, CGMCC 4.0613, CGMCC 4.1308, IFM 1051, IFO 3180, IMET 40355, JCM 4659, KCTC 9763, LMG 19348, NBRC 3180, NRRL B-1248, NRRL B-3010, RIA 61, VKM Ac-1002, VTT E-82160",1,1,"Streptomyces phaeochromogenes",Streptomyces,phaeochromogenes,+
15310,"BJ 6, 12096","DSM 40823, ATCC 14607, CGMCC 4.1873, CIP 106832, IFO 13786, IFO 13982, JCM 4954, LMG 19950, NBRC 13786, NBRC 13982, NRRL B-3248, KCTC 9782",1,1,"Streptomyces platensis",Streptomyces,platensis,-
15479,,"DSM 40596, ATCC 15723, CBS 295.66, CBS 786.72, IFO 13485, IMRU 3752, ISP 5596, NBRC 13485, RIA 1446, JCM 4815, BCRC 13311, CGMCC 4.1097, HAMBI 987, IFO 12556, IMET 43406, JCM 3071, JCM 3079, LMG 19326, NBRC 12556, NRRL B-2319, NRRL B-2951, PCM 2246, VKM Ac-1715",1,1,"Streptomyces poonensis",Streptomyces,poonensis,+
15482,"BD 278","DSM 40506, ATCC 17918, CBS 720.72, IFO 13419, ISP 5506, NBRC 13419, RIA 1380, JCM 4816, BCRC 15177, CGMCC 4.1422, LMG 19346, NRRL B-12431, VKM Ac-979",1,1,"Streptomyces prasinosporus",Streptomyces,prasinosporus,-
15483,,"DSM 40099, ATCC 19800, CBS 552.68, ETH 13815, IFO 12810, ISP 5099, KCC S-0192, KCC S-0603, NBRC 12810, NRRL B-2712, RIA 1079, JCM 4192, BCRC 13681, CGMCC 4.1920, ICMP 144, JCM 4603, NBIMCC 1484, VKM Ac-1725",1,1,"Streptomyces prasinus",Streptomyces,prasinus,-
15486,,"DSM 40335, ATCC 25487, CBS 915.69, IFO 13075, INA 8805/64, ISP 5335, NBRC 13075, RIA 1267, JCM 4508, BCRC 15146, CGMCC 4.1413, IMET 43129, KACC 20018, LMG 19311, NBIMCC 3317, NCIMB 9978, NRRL B-12281, PCM 2370, VKM Ac-992",1,1,"Streptomyces prunicolor",Streptomyces,prunicolor,+
15488,LIA-0442,"DSM 43035, ATCC 19618, CUB 161, IFO 12518, KCC A-0066, NBRC 12518, LIA (P 147), JCM 3066, CGMCC 4.1207, CGMCC 4.1228, IFM 1243, IMET 43494, KCTC 9178, NBIMCC 496, NCIMB 9918, NRRL B-16931, RIA 554, RIA 897, VKM Ac-1226",1,1,"Streptomyces pseudoechinosporeus",Streptomyces,pseudoechinosporeus,+
16314,,"DSM 41657, ATCC 13875, IFO 3855, JCM 7545, NBRC 3855, CGMCC 4.1928, KCTC 9766",1,1,"Streptomyces pulveraceus",Streptomyces,pulveraceus,+
15493,"FD3568, PF 1314-5","DSM 40083, ATCC 19801, CBS 308.55, CBS 553.68, IFO 12811, ISP 5083, JCM 4406, NBRC 12811, NRRL B-2895, RIA 1080, BCRC 12097, CGMCC 4.1750, NRRL ISP-5083, VKM Ac-579",1,1,"Streptomyces puniceus",Streptomyces,puniceus,-
15499,"Maria 515","DSM 40310, ATCC 25489, CBS 917.69, IFO 13077, ISP 5310, JCM 4509, NBRC 13077, RIA 1269, BCRC 11872, KCTC 9848, NBIMCC 1155, NRRL B-12230, PCM 2299, VKM Ac-755",1,1,"Streptomyces purpurascens",Streptomyces,purpurascens,+
15506,KA-279,"DSM 43362, ATCC 27787, JCM 3172, KCC A-0172, NRRL B-5403, BCRC 12101, CGMCC 4.1225, IFO 13927, IMET 9041, KCTC 9187, NBRC 13927, NCIMB 11311, VKM Ac-1298, VTT E-072761",1,1,"Streptomyces purpureus",Streptomyces,purpureus,-
15509,"Boots FD 1039","DSM 40100, ATCC 19802, CBS 554.68, CUB 516, ETH 17653, IFO 12812, IFO 15798, ISP 5100, JCM 4193, JCM 4604, KCC S-0193, KCC S-0604, NBRC 12812, NBRC 15798, NRRL B-2714, RIA 1081, BCRC 12343, CGMCC 4.1434, HAMBI 981, ICMP 143, KCTC 9768, LMG 19354, VKM Ac-1001",1,1,"Streptomyces ramulosus",Streptomyces,ramulosus,-
16193,,"DSM 41459, ATCC 43690, INMI 563, VKM Ac-282, JCM 9092, CGMCC 4.1795, NBRC 100765, NRRL B-16374",1,1,"Streptomyces rectiviolaceus",Streptomyces,rectiviolaceus,-
16373,,"DSM 41804, CFBP 4531, ICMP 13716, NCPPB 4041, CIP 107143",1,1,"Streptomyces reticuliscabiei",Streptomyces,reticuliscabiei,-
15552,404Y3,"DSM 40489, ATCC 14812, CBS 708.72, IFO 13407, ISP 5489, JCM 4821, NBRC 13407, RIA 1368, BCRC 12333, CGMCC 4.1793, NCIMB 11890, NRRL B-3239, VKM Ac-1188",1,1,"Streptomyces rishiriensis",Streptomyces,rishiriensis,-
16298,,"DSM 40304, ATCC 17754, CBS 228.65, IFO 14600, ISP 5304, JCM 3131, KCC A-0131, NBRC 14600, NCIB 10983, BCRC 12358, BCRC 15138, CGMCC 4.1925, CMI 112789, KCTC 19969, NCIMB 10983, NRRL B-5315",1,1,"Streptomyces ruber",Streptomyces,ruber,+
15568,,"DSM 40176, ATCC 19926, ATCC 23960, CBS 943.68, ETH 28494, IFO 12912, INA 10/53, ISP 5176, JCM 4415, KCC S-0415, NBRC 12912, RIA 1136, BCRC 13780, CGMCC 4.1752, KCTC 19970, NRRL B-5425, VKM Ac-1072",1,1,"Streptomyces rubiginosohelvolus",Streptomyces,rubiginosohelvolus,+
15569,,"DSM 40177, ATCC 19927, ATCC 23961, CBS 944.68, ETH 28445, IFO 12913, INA 11852, ISP 5177, JCM 4416, KCC S-0416, NBRC 12913, RIA 1137, BCRC 13781, CGMCC 4.1773, KCTC 9042, NRRL B-3983, VKM Ac-1089",1,1,"Streptomyces rubiginosus",Streptomyces,rubiginosus,+
16208,,"DSM 41477, ATCC 43691, INA 2626, JCM 6927, CGMCC 4.1762, IFO 15455, LMG 20318, NBRC 15455, NRRL B-24295, VKM Ac-1216",1,1,"Streptomyces rubrogriseus",Streptomyces,rubrogriseus,-
16362,A46R51,"DSM 41791, NCIMB 13929, JCM 12607, CGMCC 4.1831, CIP 108189, NBRC 100784",1,1,"Streptomyces sanglieri",Streptomyces,sanglieri,-
16339,"FH 2519, KC-7038","DSM 41705, ATCC 31530, FERM P-4388, IFO 14239, JCM 9651, NBRC 14239, KCTC 9770",1,1,"Streptomyces sannanensis",Streptomyces,sannanensis,-
15586,RL-34,"DSM 41658, ATCC 49173, JCM 7914, CFBP 4517, CGMCC 4.1765, CIP 105438, ICMP 12542, KACC 20101, KACC 20124, LMG 20323, MTCC 4733, NCPPB 4066, NRRL B-16523, VTT E-011978",1,1,"Streptomyces scabiei",Streptomyces,scabiei,+
,,,,,,,,-
16397,IMSNU-1,"DSM 41840, IMSNU 21266, KCTC 9819, JCM 10116, CIP 105312, IFO 16255, IFO 16668, NBRC 16255, NBRC 16668, NRRL B-24310, IMSNU 1, IFO (now NBRC) 16255, IFO (now NBRC) 16668",1,1,"Streptomyces seoulensis",Streptomyces,seoulensis,-
15599,Z-452,"DSM 40504, ATCC 15105, CBS 718.72, IFO 13417, ISP 5504, JCM 4830, NBRC 13417, RIA 1378, BCRC 11868, CGMCC 4.1757, KCTC 49373, NRRL B-12430, VKM Ac-1219",1,1,"Streptomyces showdoensis",Streptomyces,showdoensis,-
16395,,"DSM 41839, CCTCC AA 203015, CIP 107975, YIM 80305, JCM 13581",1,1,"Streptomyces sodiiphilus",Streptomyces,sodiiphilus,-
16027,,"DSM 40512, ATCC 27465, CBS 725.72, IFO 13424, ISP 5512, JCM 4308, NBRC 13424, NRRL 2494, RIA 1385, BCRC 12648, CECT 3146, IFO 15441, JCM 4832, KCTC 9218, LMG 5986, NBIMCC 70, NBRC 15441, NCAIM B.01936, NCIMB 9733",1,1,"Streptomyces spectabilis",Streptomyces,spectabilis,+
16384,PK-BLUE,"DSM 41797, ATCC BAA-411, CIP 108060, JCM 12682, KCTC 9973, NBRC 101001, NRRL B-24240, BCRC 16379, NBRC 100916",1,1,"Streptomyces speibonae",Streptomyces,speibonae,-
16311,"MS 1488","DSM 41648, ATCC 33692, IFO 14228, IFO 14250, JCM 5077, KCC S-1077, NBRC 14228, NBRC 14250, NCIMB 11666, NRRL B-16932",1,1,"Streptomyces spinoverrucosus",Streptomyces,spinoverrucosus,+
16211,"C9A-IBc, Mc 9H","DSM 43836, AS 4.1852, ATCC 25664, IFO 14215, JCM 3302, KCC 3302, KCC A-0302, NBRC 14215, CGMCC 4.1764, CGMCC 4.1852, KCTC 9849, MTCC 501, NRRL B-16922, VKM Ac-1311",1,1,"Streptomyces spiralis",Streptomyces,spiralis,-
16196,,"DSM 41462, ATCC 43694, INMI 101, VKM Ac-318, JCM 6928, CGMCC 4.1926, IFO 15456, NBRC 15456, NRRL B-16378",1,1,"Streptomyces spororaveus",Streptomyces,spororaveus,+
16197,,"DSM 41463, ATCC 43695, IFO 15458, INMI 15, JCM 6929, NBRC 15458, NRRL B-16379, VKM Ac-321, CGMCC 4.1796",1,1,"Streptomyces sporoverrucosus",Streptomyces,sporoverrucosus,+
16372,,"DSM 41803, CFBP 4521, ICMP 13715, NCPPB 4040, CIP 107126",1,1,"Streptomyces bottropensis",Streptomyces,bottropensis,-
16359,LL-B01208,"DSM 41783, CIP 105398, IFO 16131, JCM 10649, NBRC 16131, NRRL 12292",1,1,"Streptomyces stramineus",Streptomyces,stramineus,-
16324,,"DSM 41679, ATCC 31892, IFO 14260, JCM 5069, KCC S-1069, NBRC 14260, NRRL B-16438",1,1,"Streptomyces sulfonofaciens",Streptomyces,sulfonofaciens,-
16031,"Gasperini IPV 510","DSM 40104, ATCC 27468, CBS 646.72, IFO 13345, ISP 5104, NBRC 13345, NRRL B-1627, RIA 1306, JCM 4085, BCRC 13764, CGMCC 4.0627, HUT 6080, IMET 40623, JCM 4835, LMG 19355, NRRL B-2195, VKM Ac-1820",1,1,"Streptomyces sulphureus",Streptomyces,sulphureus,+
